Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9
INS,C,1,3,0.000490478474003017,0.000161075017809368,3.49876906137556e-05,6.5219748475104e-05,1.84042756813263e-05,2.51162253327272e-06,0.0151605168916852,0.000147106856924868,0.000538674371342524
INS,C,1,4,0.00228457877276519,0.000103091317196206,0.000142333154443916,0.000150830783073938,0.000102222605498567,0.000769393702692543,0.00512585823125538,0.000199466924643889,0.000375439713359941
INS,C,1,5+,0.0177783086281363,0.00339755063989055,0.00723976438261365,0.00396044090491996,0.00858985388056782,0.00232325084327727,0.0013735229481273,0.00762462319451267,0.000342792781763424
INS,T,1,0,0.00185963956675744,0.00591032091771669,0.00534608762307787,0.00505056553451873,0.00958473644025552,0.00675626461450362,0.00043117444153204,0.0053182868783177,0.00158337618243105
INS,T,1,1,2.00890442142138e-05,0.0118658734194493,0.00978142222934358,0.00895533499160882,0.00688950914219249,0.0048055711136618,0.133893487560059,0.00790886356213021,0.012577230397558
INS,T,1,2,0.000243342174334345,0.0264250880794809,0.0217801327449127,0.0212336404433648,0.00104557319327855,0.00100297459828691,0.0851790109223015,0.0184706372220241,0.0237261575377684
INS,T,1,3,0.00287769399993537,0.017062051014235,0.0147530411479853,0.0133969131476863,0.00251128970853937,0.00132362507503472,0.055309151486346,0.0122971359042958,0.0155072925083454
INS,T,1,4,0.0110131396534659,0.0118791875217423,0.0127380199105359,0.00895226011512985,0.00652173913043478,0.00172715909538054,0.0251916461569593,0.0115366682540909,0.00793320437795353
INS,T,1,5+,0.508418585088042,0.108216841618737,0.249517245672912,0.0135624709707385,0.305959830302061,0.0209067459669621,0.00612938292055096,0.18102870079712,0.00462770255380622
DEL,repeats,2,0,0.000306092477065199,0.0248766604621517,0.0206243871370443,0.0191276737264752,0.00954813822347208,0.0367442004542688,0.0149222827186696,0.0160645674435072,0.0231711597006276
DEL,repeats,2,1,0.0022619272782319,0.0217488051047739,0.0181620275030026,0.0182053726183868,0.00248226353660768,0.100497552423841,0.0165534515131694,0.0160820207994136,0.0229181459807546
DEL,repeats,2,2,0.00101545234274342,0.00434304198609183,0.0037524052068378,0.00221067435277896,0.000216013612853967,0.0243376223474127,0.00268351678345043,0.00208941603564474,0.00388498485998547
DEL,repeats,2,3,0.000368865431290586,5.52894750715583e-05,1.55150817127965e-05,7.21786794538372e-05,3.19708560407039e-05,0.00577589461901616,0.00057235024776354,0.000102226798879993,0.000497865706846878
DEL,repeats,2,4,0.000243871653019061,0.000282951533337062,2.6235845662819e-05,0.000113932265326236,2.18747962383764e-05,0.000873207434067816,0.00146411075712585,0.000129653501018528,0.00118345127037373
DEL,repeats,2,5+,3.6468906198601e-06,0.0191785635250573,0.0159483915615203,0.0152118994483024,2.46091457681734e-05,0,0.0151216935449716,0.0134316040382079,0.0180537531728737
DEL,repeats,3,0,4.70301655247487e-05,0.015206308130757,0.0125001449616613,0.0117245040143322,0.00141113469195449,0.00367450376617799,0.0112687704999035,0.0099085194816852,0.0164214065930478
DEL,repeats,3,1,0.00505416851504042,0.00570545233811298,0.00554130594183723,0.00643862951136976,0.00473379003981634,0.043911533956718,0.00422292130389975,0.00599647442210692,0.00528880291863568
DEL,repeats,3,2,0.00143496934724727,0.000408571865338211,5.77680834331789e-05,0.00014079697561623,0.000342004025803846,0.00979114184220815,0.000674114474755413,0.000438827234216556,0.00129771553096153
DEL,repeats,3,3,0.000235295230901393,7.15374732764438e-05,1.59482438925954e-06,5.51859410173957e-05,2.95520083797296e-05,0.00222446035696854,0.000446468487207119,2.49333655804862e-06,0.000971246214996368
DEL,repeats,3,4,1.70735640044693e-06,0.00515416916402504,0.00413408015481059,0.00125374042540107,1.41975840970231e-05,8.37207511090907e-07,0.00389704048451537,0.00203206929480962,0.00527247945283743
DEL,repeats,3,5+,2.26798089014592e-06,0.00747775687475655,0.00624337323393626,0.00606009603324751,1.41975840970231e-05,8.37207511090907e-07,0.00648114597107778,0.00557011387068061,0.00750879426719881
DEL,repeats,4,0,3.9430589108829e-05,0.0096466580227206,0.00802611125246856,0.00844587650972389,0.000326859936100355,0.00386287545617344,0.00711231947143778,0.00704118243992929,0.0109285603519339
DEL,repeats,4,1,0.00140049094113078,0.00266390310751726,0.00245522230267006,0.00137107123841459,0.00339827062908969,0.0290310076545883,0.00185999124710001,0.00120428155753748,0.00309329676876995
DEL,repeats,4,2,0.000110151386478585,4.46282758425135e-06,7.08810839670906e-07,2.94540799564986e-05,3.76498896795132e-05,0.00682659004543525,1.411758062315e-05,9.97334623219446e-06,0
DEL,repeats,4,3,3.47700441086041e-06,0.00337608774500851,0.00267445158862328,0.000341796795978709,1.77732719436808e-05,0.00151618280258563,0.00289351579521979,0.00134141506823016,0.00337895742023947
DEL,repeats,4,4,1.55162737553054e-06,0.00405842102465844,0.00320874729281021,0.000423523776077785,1.13580672776185e-05,8.37207511090907e-07,0.00341880744090616,0.00141372182841356,0.00411351338116109
DEL,repeats,4,5+,6.12949442070897e-05,0.000722176412582658,6.1440117366474e-05,0.000161673768552429,1.24097401736943e-05,1.67441502218181e-06,0.00142646387546412,3.74000483707292e-05,0.00159969964822931
DEL,repeats,5+,0,2.80000786799663e-05,0.0163052546298923,0.013381629997552,0.0135095507281793,0.000200028184833615,0.00223199522456836,0.0310057364435932,0.011641388389529,0.0801318936036499
DEL,repeats,5+,1,0.00129776075054866,3.00992927071174e-05,4.33162179798887e-06,0.000104545800285154,5.22681429349667e-05,0.0073741237576887,3.99998117655917e-05,1.74533559063403e-05,0.000310145850166907
DEL,repeats,5+,2,0.00011301396910023,2.75620925805153e-05,9.35236524565779e-07,7.37970354954031e-05,1.49337551242762e-05,8.87439961756361e-05,0.0002541164512167,7.48000967414585e-06,0.000424410110754716
DEL,repeats,5+,3,4.815707737778e-05,9.91739463166966e-08,1.57513519926868e-07,9.71013624939514e-07,3.15501868822736e-07,8.37207511090907e-07,0,0,0
DEL,repeats,5+,4,2.29997612617419e-05,1.65289910527828e-08,0,0,0,0,0,0,0
DEL,repeats,5+,5+,1.15720822696958e-05,2.3396786835214e-05,8.36790574611486e-07,1.22995059159005e-05,3.04985139861978e-06,1.67441502218181e-06,0.000221763662288648,0,0.000350954514662553
INS,repeats,2,0,0.000230354373656319,0.00586845298337999,0.00495920488435249,0.00449919163115724,0.000239465918436457,0.000529952354520544,0.00266175217998974,0.00357544462424171,0.00485623107498184
INS,repeats,2,1,6.85802311363599e-05,0.0163909326550144,0.0135650348023169,0.0131541597414514,0.000541611541479031,0.000658882311228543,0.01159288662171,0.011334707992889,0.0154256751793541
INS,repeats,2,2,0.000353196259947181,0.00665206765570584,0.00555922310472891,0.00537876813974828,4.77459494818408e-05,5.69301107541816e-05,0.0041705686090889,0.00465755269043481,0.00549284624111391
INS,repeats,2,3,0.00027583857467917,0.000840697542926637,0.000160427520045515,8.77148974528694e-05,1.63009298891747e-05,2.51162253327272e-06,0.00147999303532689,0.000124666827902431,0.00179558123780841
INS,repeats,2,4,0.002479976227483,4.44051344633009e-05,7.60101179597093e-05,7.03984878081148e-05,6.82535709553186e-05,0.000539161637142544,7.64702283753959e-06,8.97601160897501e-05,8.16173289912914e-06
INS,repeats,2,5+,0.0161543833449292,0.00302842521169981,0.0057246615236271,0.00570616156695705,0.0059170272151912,0.00235422752118763,0.000965289575107882,0.00759719649237413,0.00119977473617198
INS,repeats,3,0,1.98568663952476e-05,0.00362260938206524,0.00294669401862688,0.000336779892249855,2.53453167954265e-05,2.6790640354909e-05,0.00278175161528652,0.00147854857892283,0.00325653142675253
INS,repeats,3,1,0.000456787207321561,0.00583299003307625,0.00496428469537013,0.00460503211627565,5.50024924647637e-05,3.43255079547272e-05,0.00321116135924066,0.00422121879277631,0.00493784840397313
INS,repeats,3,2,6.110806937719e-05,0.000302992934988561,5.96582456723013e-06,0.000105354978305937,1.6721599047605e-05,1.17209051552727e-05,0.00109705366092395,1.49600193482917e-05,0.00147727365474237
INS,repeats,3,3,3.78931189173818e-05,1.65289910527828e-07,2.36270279890302e-07,0,1.05167289607579e-07,0,0,0,0
INS,repeats,3,4,5.68042854158644e-05,2.47934865791741e-08,0,0,1.05167289607579e-06,1.67441502218181e-06,0,0,0
INS,repeats,3,5+,0.00137711459877242,1.66199005035731e-05,2.70726362374304e-06,3.44709836853527e-05,1.06218962503655e-05,9.37672412421815e-05,0,7.48000967414585e-06,0
INS,repeats,4,0,6.79544835998777e-06,0.00227900075736663,0.00181388631709783,0.000258451459838067,1.74577700748581e-05,2.84650553770908e-05,0.00202528458689606,0.000915054516803842,0.00251381373293178
INS,repeats,4,1,0.000867390848726555,0.00346544347063985,0.00295206916749438,0.000509943988697402,0.000103169111105035,0.000953579355132542,0.00220528373984122,0.00160820207994136,0.00288109171339259
INS,repeats,4,2,2.32036247125416e-05,1.3388482752754e-06,5.80831104730326e-07,1.61835604156586e-07,2.41884766097431e-06,1.67441502218181e-06,5.47056249147063e-05,0,8.97790618904206e-05
INS,repeats,4,3,7.47980663857487e-05,9.42152490008617e-07,2.85493254867448e-07,2.58936966650537e-06,7.36171027253051e-07,8.37207511090907e-07,0,0,0
INS,repeats,4,4,0.00013537948851504,1.49587369027684e-06,1.96891899908585e-08,4.85506812469757e-06,6.09970279723957e-06,2.51162253327272e-06,0,0,0
INS,repeats,4,5+,0.00152150938211171,0.000170570923169192,4.04809746212051e-05,0.00011943467586756,3.43897037016783e-05,0.000227720443016727,0.000505879972329542,0.000142120183808771,0.00139565632575108
INS,repeats,5+,0,3.13723199286102e-06,0.00429207484218057,0.00345920363408893,0.00050573626298933,3.32328635159949e-05,5.69301107541816e-05,0.00317586740768279,0.0015284153100838,0.0036972650033055
INS,repeats,5+,1,0.000795780980196368,0.00449122439088003,0.00388329894189702,0.00122881774236095,0.00101833486527019,0.00228892533532254,0.00182234436543828,0.00120428155753748,0.00528880291863568
INS,repeats,5+,2,6.17168282927722e-05,2.98348288502729e-06,5.3160812975318e-07,2.00676149154166e-05,8.51855045821388e-06,2.93022628881817e-05,2.94116262982292e-06,7.48000967414585e-06,0
INS,repeats,5+,3,8.37029351741493e-05,7.60333588428007e-07,1.3782432993601e-07,3.56038329144488e-06,3.99635700508799e-06,8.37207511090907e-07,0,0,0
INS,repeats,5+,4,5.93497471140432e-05,5.53721200268223e-07,0,0,1.998178502544e-06,1.67441502218181e-06,0,0,0
INS,repeats,5+,5+,6.00745949391085e-05,4.0669582485372e-05,9.45081119561208e-07,6.55434196834172e-05,2.31368037136673e-06,0,0.000213528406925144,0,0.000424410110754716
DEL,MH,2,1,0.000637282810073286,0.0254756545689135,0.0212011524240415,0.0197128712711054,0.00319003939566669,0.0829714503866643,0.017240507103496,0.0166480081980906,0.0243138023065057
DEL,MH,3,1,3.1833844129726e-05,0.0116239716353918,0.00960540087082531,0.00935701096112547,0.0016498644393637,0.00396166594248217,0.00926054465626044,0.00819310392974775,0.0136382556744448
DEL,MH,3,2,0.00213210306875115,0.00806840384103669,0.0069355270188749,0.00809275122145422,0.0013862100443175,0.0222487896072408,0.0064958517842269,0.00717332927750587,0.00940231629979677
DEL,MH,4,1,6.78355632535779e-05,0.00778323742289856,0.00639786446319954,0.00769317911479161,0.000801479914099358,0.00566035998248562,0.00559879718213091,0.00626326143381812,0.00922275817601593
DEL,MH,4,2,0.000181019418562807,0.0055885593133877,0.00472191076658266,0.00457266499544433,0.00192077537739282,0.0142693648190334,0.00405056917379212,0.00367767142312171,0.0058519624886756
DEL,MH,4,3,0.000239638654978152,0.00339124482980391,0.00282049615538047,0.000467057553595906,0.00104473185496169,0.0223634870362603,0.00239292991562393,0.00124168160590821,0.00352586861242379
DEL,MH,5+,1,0.000151779170557143,0.0077073115024976,0.00633952539325662,0.00777555343730731,0.00017415703159015,0.000560091824919816,0.0287975115411222,0.00652755510897128,0.083045632248639
DEL,MH,5+,2,4.42865032494036e-05,0.00680363850365986,0.00551455817723465,0.00495670088410791,0.000154280413854318,0.000518231449365271,0.0157922786245712,0.00408657861864168,0.0384336002219991
DEL,MH,5+,3,2.49534526652384e-05,0.006409736117881,0.00521967317874156,0.00463659005908618,0.000110425654087958,0.000496464054076908,0.00902231048324479,0.00334855099745929,0.0183312520914441
DEL,MH,5+,4,0.000120327570397667,0.00210423973496556,0.00139282314454833,0.00034600452168678,0.000139031156861219,0.00173469396298036,0.00339410167481565,0.00016206687627316,0.00665997404568938
DEL,MH,5+,5+,0.001304241909422,0.000842631434879812,0.000499248946003204,0.000204722039258081,0.000152282235351774,0.000479719903855089,0.000618232384788777,0.000294213713849737,0.00244035813683961
