Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID5 0.891),ID83D (False Positive) (ID5 0.503),ID83E (ID8 0.988),ID83F (ID3 0.976),ID83G (False Positive) (ID1 0.737),ID83H (ID6 0.996),ID83I (ID9 0.987),ID83J (ID13 0.988),ID83K (ID4 0.99),ID83L (ID14 0.969)
DEL,repeats,3,5+,7.88569542997664e-11,2.96128745802537e-09,0.0122955792117864,0.000150582043491525,1.59002595534996e-09,0.000188647638530761,0.000680194241954236,3.03367166282453e-05,0,0.00214124612493046,0.000482919641134831,1.83593485477473e-05
DEL,repeats,4,0,9.50292199561886e-07,4.16568574337362e-05,0.0143945453781635,0.000681064797148565,0.00747046819888055,5.27130188243508e-05,0.000971845226804395,0.00237543059978634,0.000617656479354222,0.00603974090889096,0.00632015821523964,0.000197135170310503
DEL,repeats,4,1,0.00109237420366863,0.00012454224955653,8.37636403003007e-05,0.00825732856610557,0.000453441120861789,0.00107508179062279,0.00441965202882784,0.00238392623024993,0.00183964562139623,2.34581278346013e-05,0.0589340321719647,5.04451085816982e-05
DEL,repeats,4,2,0.000477726126409834,2.24216423205803e-11,0,0.000193013776213462,5.2281952100941e-11,0,3.91101284691331e-10,0.000528467306139646,1.3292950988566e-05,2.15741544081105e-05,0.011637902110815,0.000368703379444924
DEL,repeats,4,3,5.91816936080904e-09,9.68027328296373e-10,0.00487929496448487,9.55269289141425e-05,3.02467347612634e-09,6.07826266511502e-05,0.000297249855630009,0.000105632231474084,1.39265514675913e-10,0.00134956222341636,0.00384695458691567,2.56374379503654e-10
DEL,repeats,4,4,1.22778403763291e-11,1.21160613625543e-07,0.00663860738743097,0.000102737073927687,7.63681853329778e-05,0.000116024461841279,0.00029091279117454,7.84484956250942e-06,1.5522183089326e-42,0.00138742737426007,0.000234536387921906,0
DEL,repeats,4,5+,8.68365666868409e-05,1.63524388967612e-05,0.00196476219163742,0.00114819284834084,0,3.52092758002706e-05,0.000131263079451056,7.45375452541754e-05,5.29369659219015e-11,0.000385216903785954,0.000781492627793341,3.33074497575581e-05
DEL,repeats,5+,0,0,8.01414273832179e-10,0.0156284320695642,0.00641840878408402,0.31713643073189,0.000652164569000528,0.0075167885082648,0.00943397853661708,0.000336427330553116,0.00979721724280732,0.00282732857094118,0.00048580720159726
DEL,repeats,5+,1,0.00340653182938695,1.13115868583202e-06,0,0.000558855874448969,0,0,0.000175749896734487,0.00761368483770639,3.97064734494279e-05,0.00132095931068761,0.0129762334004045,0.000213459525850794
DEL,repeats,5+,2,0.000356537814659532,5.29662298058371e-05,0.000224988185582333,0.000826468620357011,0.00028500942352989,1.04594773665667e-05,0.000613378524104849,0.000403197318537423,5.08410836028018e-05,0.000265303243813833,0.00285512310918421,1.95360509678721e-06
DEL,repeats,5+,3,6.71590337232075e-05,1.74872606024223e-06,0.000249173453630659,0.000715468800090937,4.02450125136511e-08,3.15817498849479e-06,0.000133921890923179,0.000176412999699096,4.08872900550859e-05,3.07079504136709e-05,0.000923840781324543,5.94711887554067e-05
DEL,repeats,5+,4,2.38182337461923e-05,3.93662532734984e-07,3.32239890235631e-05,0.000556003571803885,3.49844251346099e-10,2.07965499490248e-05,0.000148339092995915,6.53832662721499e-05,1.66106862253816e-05,1.56256074524208e-05,7.99144771032401e-05,1.4158042016561e-05
DEL,repeats,5+,5+,4.1050756540244e-05,6.80551716384981e-06,0.000896969986206386,7.51178455649526e-05,1.65107660628772e-07,0,0.000106407654338341,0,3.85337393241336e-05,0.000332005115625407,0.000124451153114933,3.64834900369715e-05
INS,repeats,2,0,0.00010004518150511,0.000434267317323247,0.00649188092444092,0.00167863890374065,0.00174877456622198,0.00228935242630541,0.00190396919587099,0.00198354341788217,0.000669516136046777,0.0120900216978043,0.000801565713900345,0.0275300792790949
INS,repeats,2,1,0.000137757388917088,1.21425079986362e-06,0.0273255492001772,0.00292816154047614,0.00122092538990501,0.00259757145424373,0.00124075505882502,5.93016178754624e-05,0.00105006527992373,0.00492979770060629,0.000357133578108927,3.32307550349806e-06
INS,repeats,2,2,0.000716544862370938,0.000134337820469893,0.0103133811894804,0.00432832289424552,0.000223641628181213,0.00117507447022945,0.00128454929115219,0.000392212413171364,0.000190227285313824,0.00106710378886987,7.25617091120512e-06,0.00119939600408543
INS,repeats,2,3,0.000294396784993296,0.000260912609992377,0.00130072333980934,0.00172157548297696,0.000320316702455297,0.000877646600711159,0.0021524038164771,0.000348757119645597,0.000293688171313005,0.00100272430194309,0.000224562188600542,0.00103969849587884
INS,repeats,2,4,0.00169895765284309,0.000988317043302232,2.01563497284951e-06,0.00189937120315353,2.41278324938632e-05,0.00027298200259338,0.0168573084775562,3.47861526065613e-05,4.87320973479655e-05,5.28966853291005e-05,8.25872144378081e-05,0.00405061344383284
INS,repeats,2,5+,0.0105301620005409,0.00217064730139656,2.25514381670983e-05,0.0242119985726744,8.5771000059694e-05,0,0.151704507246613,2.49404032521738e-05,4.21941117600966e-09,0.000475622991403274,3.36666627845261e-06,0.000141298312339434
INS,repeats,3,0,4.85409917151907e-06,3.922186545446e-05,0.00574027869850397,0.000597378593301983,0.000353266543379505,0.000116002530551214,0.000339948964287595,0.00101369229145348,0.000442328153988569,0.000772813019247946,0.000148843814465636,0.00827020116150379
INS,repeats,3,1,0.000734949833204155,0.000121312530990753,0.0072629461530596,0.00425488060529479,0.000344207248090243,0.000299940465192776,0.00323795497388346,3.38689910715218e-05,0.000332288684513788,0.00514231749111787,0.000444027717203426,0.00305232044192962
INS,repeats,3,2,0.000102517645728728,2.530909303883e-05,0.00184443736739922,0.00101185833588117,1.12378766061738e-06,7.44683564744264e-05,0.000197768755978132,0.000821181532228366,0,0.00034746489287514,0.0011247065331554,0.000269951608465817
INS,repeats,3,3,1.17937177572192e-05,9.9332143880886e-05,4.24959989686613e-08,4.00776412535886e-05,2.04982732384451e-05,1.59260192276633e-06,0.000530759731663777,0.000313452984119067,1.44956832370724e-05,9.67350310972392e-05,1.76252811797895e-06,0.000280022351798834
INS,repeats,3,4,9.00991500611781e-05,5.63602049659874e-05,9.87941650691937e-06,0.000273235349661828,9.13509319479999e-05,1.90003622174118e-05,0.000579214646576295,0.000157628163906338,2.56750684457074e-05,0,0.000114022828456655,0.000913323470740579
INS,repeats,3,5+,0.00188285830488894,0.000380754669321775,1.57772126391897e-06,0.0021793126265286,4.40075222447067e-05,0,0.00837960269444011,0,8.31957924773974e-10,0,0,0.0021500163001474
INS,repeats,4,0,2.06453844157295e-05,1.07615473865508e-09,0.00341457356000319,0.000134317262418335,0.000609294819587376,1.55813935998594e-05,0.000181991339923115,0.00171486163861118,4.50683113285777e-06,0.00175673493475188,0.000524001496014535,0.00554182766471058
INS,repeats,4,1,0.000655114525470708,0.000115198148553989,0.00371667169267312,0.00509004278665211,0.000707984253531982,1.12557795682879e-05,0.00622837919741869,0.00061945604167704,0.000583210770491915,0.00535483510931954,0.00166493689641356,0.00206089037586935
INS,repeats,4,2,2.96950550556119e-06,2.64585721097887e-05,0.000422786173148779,5.22899607676663e-05,0.000126552398423883,0.000109260298963823,0.000214433827932226,0.000435164139926201,3.06924249798612e-05,0.000162595514430873,3.76028979667353e-05,6.39745312724926e-05
INS,repeats,4,3,0.000259278143494157,3.1070631881901e-05,1.38584888190962e-06,4.57502318454317e-05,5.75809435758856e-07,7.04416643202421e-07,0.000372985739417828,0.000405529001436662,9.18639489100315e-07,0,6.91654372349149e-05,0.000854165012424346
INS,repeats,4,4,0.000104041898848664,0.000245754940297295,1.53486603380776e-06,0.000355375951403405,0.000105890897793861,3.15012293867767e-07,0.00141519668788533,2.85659531073179e-06,0.0001233381563171,2.85499912156828e-05,0.000256827642515418,0.00154268884623889
INS,repeats,4,5+,0.00178901677805698,0.000273901790994356,0.000499733113283583,0.00428092395248388,0.000926594128468423,2.74139925750205e-06,0.00702707354610539,1.51989700010213e-05,0,0.000727563679913672,2.96737782806188e-05,0.000154655554386212
INS,repeats,5+,0,9.51885625877225e-12,1.6528276409189e-08,0.00565924591850489,8.6443807838279e-05,0,6.56441781006834e-05,0.000391354039823884,0.0090273221489042,0,0.00379550242912956,6.39576176668744e-05,0.00292598726577126
INS,repeats,5+,1,1.79575393775043e-05,0.00131984723062487,0.00232468796719331,0.000514329122843311,0.0114969260105863,0.000264615385029006,0.00441513909492642,0.00581595197785646,0.0011825661762449,0.0167395600769669,0.00214568058989244,0.0264243000932038
INS,repeats,5+,2,3.86119625206153e-06,0.000155902063475753,0.00034772358914779,0.000147665345516401,1.16314070692169e-05,4.72482849545486e-06,0.000813996797902856,0.00134963896358386,6.4922664387268e-06,0.00029642012937984,3.77408350343273e-05,0.000535695299331564
INS,repeats,5+,3,5.80156608152002e-05,0.000112639129320833,0.000276284718565876,0.000199570018335251,4.09509630834659e-05,4.40217544216104e-05,0.00131008565380398,6.46756397100035e-05,0.000107695545184079,2.5361105963384e-06,6.00119720729708e-06,9.8939346280531e-05
INS,repeats,5+,4,4.71790257763033e-06,0.000129780146008356,0.00022658083908027,3.22063154453933e-05,8.76036205220032e-06,1.25131903882902e-05,0.000794577821326755,1.77161901783585e-05,0.000112623895002599,2.80223595473217e-05,0,2.22778868939599e-05
INS,repeats,5+,5+,4.77840409850738e-05,0.00010563368112587,0.000865057804330718,0.000269444844961981,0.000371013376643532,5.86340689891074e-05,0.000902102624861683,9.72380664945316e-07,2.87792752715177e-06,0.000181308985684154,1.84031746462657e-07,0
DEL,MH,2,1,1.728285807856e-06,6.15788921283558e-09,0.0271987523697317,0.00112439727410674,5.80131860338895e-06,0.00963637880515307,0.00170799023635803,0,2.15479295010535e-08,0.0128386063221842,0.215153287798166,0.00142433908757994
DEL,MH,3,1,5.51829926056513e-07,1.44053592521232e-07,0.0180530221667141,0.000430105797497617,0.0117256526369602,0.000778845876484411,0.00100239577697494,0.000806429789008689,0.00172286595698097,0.00581895746174268,0.00642119190655649,0.00128472446347587
DEL,MH,3,2,0.00151214213983621,0.000348132432630389,0.00960108830127865,0.0106838007520901,0.00311869837460108,0.000449295909638749,0.012637769111984,0.00377405602950603,0.000172748642595195,0.000863331378748066,0.0435504753142595,0.00343335307436064
DEL,MH,4,1,2.45895417698305e-05,1.59270315686216e-05,0.0121370588475838,0.000881068001075607,0.00556364772841334,7.06272963779596e-05,0.000964940047952041,0.00257088510203175,0.00199879763589706,0.00230037158136838,0.0128666356857866,0
DEL,MH,4,2,0.000405344229802722,2.28974271290192e-05,0.00651269227266312,0.00194292328029405,0.000764072055920674,0.000164118515673521,0.000612250071373888,0.00975333119742572,0.00159155302375439,0.000772233583061279,0.0317354453913868,0.000582511175471154
DEL,MH,4,3,0.000238254175118276,0,0.00198619098868221,0.00359405282693842,4.03863280225079e-05,0,0.000288850045764946,0.0049752261210233,0.000892287269095538,5.75266021141362e-05,0.0496311371028423,0.00138680119474884
DEL,MH,5+,1,0.000525748327319917,2.78955667454284e-10,0.000152586524767647,0.000796224890803039,0.372684799134731,8.5923114304986e-05,1.35483040447859e-06,0.0626028802525252,0.00011021619167952,0.000183545059990138,0.000131764099461657,0.00134458154572075
DEL,MH,5+,2,8.42349402452314e-09,1.54525480086654e-08,0.00225343765136959,0.00107423034815383,0.124401589035988,0.00109925136272068,0.000782421045047989,0.275094731748104,1.02812561547715e-05,0.00342607483836748,4.25104503766649e-06,0.00141995297855097
DEL,MH,5+,3,2.82938969177688e-11,5.54923975907878e-09,0.00518710739677772,0.000575549657155914,0.0218204524694011,0.000466105520427836,0.000609380662579433,0.250151642411947,2.43021719449755e-05,0.000150184602871393,0.000294139067800704,3.02510346359183e-05
DEL,MH,5+,4,0.000336731774441432,1.60933523147833e-07,0.000545592849475725,0.000802886455932513,0.000142376603476408,0.001098237066617,0.000177586457939469,0.142644333392382,2.09072910365649e-06,0,0.00349860767368227,0
DEL,MH,5+,5+,0.00236288136220537,0.000116889749869911,0,0.00129358005739063,0.000448704802155934,0,0.00326885623046325,0.115074201375246,0,0.00735926430905238,0.000284033800565719,0.000751546727842651
