Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3
INS,repeats,3,1,0.000194223025783481,0.00488428651747564,0.00448751767445565
INS,repeats,3,2,3.36394367918822e-06,4.19001633014895e-06,4.33728973016538e-06
INS,repeats,3,3,1.66888256457781e-06,2.32778685008275e-07,0
INS,repeats,3,4,1.36782923920299e-06,0,0
INS,repeats,3,5+,0.00131195112415842,2.10018102474133e-06,7.49168226119474e-06
INS,repeats,4,0,5.48440623182827e-06,0.00176329336607802,2.12921495844482e-05
INS,repeats,4,1,0.000799008614819792,0.00288310885389816,7.57054207447048e-05
INS,repeats,4,2,1.58816536864399e-06,6.77644616357423e-07,0
INS,repeats,4,3,1.85649550647807e-06,1.75877228672919e-07,0
INS,repeats,4,4,2.27753385283561e-06,5.17285966685056e-09,0
INS,repeats,4,5+,0.00156015650165495,3.09285279480995e-05,1.38004673232535e-05
INS,repeats,5+,0,4.48525823891763e-06,0.00338212945309957,3.54869159740804e-05
INS,repeats,5+,1,0.000631585879632179,0.00378145870080143,0.000883624207754601
INS,repeats,5+,2,3.19160155814032e-06,5.58668844019861e-07,0
INS,repeats,5+,3,1.50744817271016e-06,1.18975772337563e-07,0
INS,repeats,5+,4,1.50962971854621e-06,0,0
INS,repeats,5+,5+,2.04847154005042e-06,7.91447529028136e-07,5.52018692930139e-06
DEL,MH,2,1,0.000401177553066146,0.0209142699432712,0.0202701264043947
DEL,MH,3,1,2.2197228881803e-05,0.00948665735596758,0.00982238404255906
DEL,MH,3,2,0.00217220227523363,0.00687538227756242,0.00868719703045487
DEL,MH,4,1,2.17303780728884e-05,0.00634715571268197,0.00857324460027144
DEL,MH,4,2,2.04214505712587e-05,0.00465465810400447,0.00448515188005738
DEL,MH,4,3,2.11522684263353e-05,0.00277141129511186,6.19049534214513e-05
DEL,MH,5+,1,3.09692246885577e-05,0.00635895500558206,0.00817500254322898
DEL,MH,5+,2,2.13638783724321e-05,0.00544879552005937,0.00506319431136851
DEL,MH,5+,3,1.99415104873278e-05,0.00515666861609332,0.00464523730100712
DEL,MH,5+,4,2.02098406251619e-05,0.00132531768380511,9.85747665946677e-05
DEL,MH,5+,5+,0.00127308252199753,0.000436837653146196,7.92541123421128e-05
