MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
4:Del:R:3	0.00000133	0.00000000	0.00447340	0.00008464	0.00004814	0.00000001	0.00017519	0.00001894	0.00398576
4:Del:R:4	0.00000000	0.00000003	0.00553627	0.00012478	0.00006916	0.00000001	0.00014686	0.00000208	0.00018556
4:Del:R:5	0.00016171	0.00000000	0.00139361	0.00000376	0.00000000	0.00000000	0.00001997	0.00000197	0.00024398
5:Del:R:0	0.00000000	0.00000000	0.01490262	0.24453479	0.00145552	0.02703018	0.00280522	0.00361935	0.00316140
5:Del:R:1	0.00299321	0.00000081	0.00000681	0.00004612	0.00000000	0.00755522	0.00027708	0.00047049	0.01223777
5:Del:R:2	0.00044658	0.00000011	0.00001293	0.00000000	0.00000000	0.00008886	0.00000111	0.00002880	0.00245981
5:Del:R:3	0.00009164	0.00000000	0.00000002	0.00000000	0.00000000	0.00000882	0.00000091	0.00000936	0.00058350
5:Del:R:4	0.00004373	0.00000001	0.00000000	0.00000002	0.00000000	0.00000000	0.00000089	0.00000028	0.00003942
5:Del:R:5	0.00002009	0.00000006	0.00010553	0.00000000	0.00000000	0.00000000	0.00000558	0.00003724	0.00005737
2:Ins:R:0	0.00036300	0.00035160	0.00763087	0.00217529	0.00244733	0.00204252	0.00223111	0.02419263	0.00119841
2:Ins:R:1	0.00021885	0.00000000	0.02169356	0.00167108	0.00314746	0.00001379	0.00148521	0.00000467	0.00020826
2:Ins:R:2	0.00114689	0.00009555	0.00848231	0.00016724	0.00138025	0.00054387	0.00035285	0.00123533	0.00008498
2:Ins:R:3	0.00045711	0.00034150	0.00132074	0.00010339	0.00098764	0.00012769	0.00019512	0.00100377	0.00010980
2:Ins:R:4	0.00199810	0.00271012	0.00000000	0.00000000	0.00003032	0.00000000	0.00010911	0.00306479	0.00001441
2:Ins:R:5	0.01393970	0.01806594	0.00075937	0.00330200	0.00000000	0.00051640	0.00073720	0.00048902	0.00032610
3:Ins:R:0	0.00004144	0.00000000	0.00476984	0.00007599	0.00011442	0.00121503	0.00012925	0.00677264	0.00003445
3:Ins:R:1	0.00132034	0.00018078	0.00759637	0.00049868	0.00040003	0.00000734	0.00073821	0.00268275	0.00050092
3:Ins:R:2	0.00019567	0.00000006	0.00089309	0.00000071	0.00000449	0.00047790	0.00001491	0.00014680	0.00043298
3:Ins:R:3	0.00003241	0.00001016	0.00000000	0.00000000	0.00000000	0.00001020	0.00000366	0.00018061	0.00000000
3:Ins:R:4	0.00010734	0.00000082	0.00000000	0.00000000	0.00000000	0.00000000	0.00000322	0.00060575	0.00000000
3:Ins:R:5	0.00220400	0.00047282	0.00000000	0.00000000	0.00000000	0.00000000	0.00012429	0.00246494	0.00000000
4:Ins:R:0	0.00000585	0.00000001	0.00312437	0.00018612	0.00000000	0.00154943	0.00029696	0.00605667	0.00007173
4:Ins:R:1	0.00124289	0.00065548	0.00437413	0.00115591	0.00029453	0.00041319	0.00052401	0.00139336	0.00131814
4:Ins:R:2	0.00002192	0.00001360	0.00000697	0.00000000	0.00000000	0.00013371	0.00000227	0.00002856	0.00005701
4:Ins:R:3	0.00012245	0.00000543	0.00000000	0.00000000	0.00000000	0.00004687	0.00000655	0.00089985	0.00000000
4:Ins:R:4	0.00031512	0.00004345	0.00000000	0.00000000	0.00000000	0.00000000	0.00001718	0.00168188	0.00004603
4:Ins:R:5	0.00251348	0.00066738	0.00052278	0.00029244	0.00000000	0.00000991	0.00022473	0.00041146	0.00009578
5:Ins:R:0	0.00000000	0.00000003	0.00551843	0.00019006	0.00009764	0.00862299	0.00042033	0.00271244	0.00010878
5:Ins:R:1	0.00011274	0.00148084	0.00566510	0.01029661	0.00022116	0.00540968	0.00311184	0.02668776	0.00302746
5:Ins:R:2	0.00003250	0.00006861	0.00000111	0.00000000	0.00000000	0.00105763	0.00000732	0.00064884	0.00007122
5:Ins:R:3	0.00009438	0.00004186	0.00000000	0.00000000	0.00000000	0.00000000	0.00001108	0.00002861	0.00000000
5:Ins:R:4	0.00002710	0.00006093	0.00000000	0.00000000	0.00000000	0.00000000	0.00000790	0.00004712	0.00000000
5:Ins:R:5	0.00011154	0.00000245	0.00020714	0.00000206	0.00000000	0.00000000	0.00001055	0.00001780	0.00004918
2:Del:M:1	0.00010368	0.00050844	0.02581848	0.00442523	0.00845495	0.00002821	0.00196313	0.00301398	0.18283100
3:Del:M:1	0.00000033	0.00002461	0.01477072	0.01023246	0.00056053	0.00102639	0.00181699	0.00166217	0.00649473
3:Del:M:2	0.00294636	0.00137339	0.00841695	0.00415649	0.00047630	0.00429499	0.00080385	0.00352770	0.04785643
4:Del:M:1	0.00011506	0.00000261	0.00980464	0.00599639	0.00007135	0.00281322	0.00141657	0.00004312	0.01050064
4:Del:M:2	0.00056241	0.00000567	0.00567778	0.00085116	0.00032718	0.00868777	0.00204086	0.00091846	0.02916166
4:Del:M:3	0.00064994	0.00000232	0.00219847	0.00058216	0.00010268	0.00471987	0.00101534	0.00214457	0.04740541
5:Del:M:1	0.00052451	0.00000034	0.00302185	0.28159602	0.00076058	0.08081192	0.00077836	0.00350726	0.00024568
5:Del:M:2	0.00000012	0.00000001	0.00232360	0.10535013	0.00103961	0.26126121	0.00021836	0.00272468	0.00005323
5:Del:M:3	0.00000000	0.00000001	0.00435588	0.02991628	0.00038918	0.22061384	0.00004808	0.00065555	0.00041132
5:Del:M:4	0.00040656	0.00000000	0.00065497	0.00754235	0.00028183	0.12170483	0.00006738	0.00000863	0.00281308
5:Del:M:5	0.00248723	0.00053751	0.00027300	0.00611937	0.00000856	0.10042472	0.00211766	0.00064244	0.00122466
