Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 1),W.2 (ID11 0.998),W.3 (ID8 0.998),W.4 (ID6 0.996),W.5 (ID5 0.993),W.6 (False Positive) (ID14 0.888),W.7 (ID9 0.994),W.8 (ID3 0.991),W.9 (ID1 1),W.10 (ID2 1),W.11 (ID13 0.984)
DEL,repeats,2,4,0.00275695744124493,0,0,0,0.000838762875191326,0,0,0.00378529818412968,0,0.000865176117600931,0
DEL,repeats,2,5+,1.49852503576609e-181,0.00393014894982475,0,0,0.0267979687549949,0,0,0,0,0,0
DEL,repeats,3,0,0.00476447175481125,0,0.01222252601792,6.80192861211177e-27,0.0184570654365042,0.00113966442928964,0.00189944808568809,0.000325250868783211,7.05805719405137e-05,1.18777050391405e-05,0.0011490731338463
DEL,repeats,3,1,0.100561264523128,9.30004636477379e-12,0.00155323736109085,0.00560161400991249,0.0061283102910873,0.00344651258343711,0.00381607458162205,1.5738802947108e-28,0.00469046173296062,0.0048704546423688,2.70134836095612e-08
DEL,repeats,3,2,0.0238091200823687,4.99792274983803e-11,0,0.000760400011820818,0.000676163144483865,0.00103727305733825,5.32972646827388e-202,0,0.000421596449947019,0.0023496645474659,0.000683418756986595
DEL,repeats,3,3,0.00448898745327758,0,0,0,0.000216887245087849,0.000563975869483063,0,0,0.000108829575275601,0.000454532901458634,0
DEL,repeats,3,4,0,0.000542557389077675,0,0,0.00713366020047607,0,0,0,0,0,0
DEL,repeats,3,5+,0,0.0010294985136134,0,0,0.0104597304954839,0,0,0,0,0,0
DEL,repeats,4,0,0.00755689989538599,0,0.00743539104833359,0.00205792061544097,0.011675419035804,0,0.000340716143194338,5.00929493056665e-51,2.70382493376408e-05,8.42829158470201e-06,0.00110418616674553
DEL,repeats,4,1,0.066005453227979,0.000161363986081156,0.00196367248691589,0.00290045167135274,0.00280114764651971,0,0.00387767294688139,0.000516199867446184,0.000498172673272441,0.00206761922767993,0
DEL,repeats,4,2,0.0152733859257498,0,0,0.000293787121431419,0,0.000436554996415223,0,0,0,0.000472643584898934,0
DEL,repeats,4,3,0.00333525037141438,0,0,0,0.00463700557948826,0,0,0,0,5.08904257878723e-07,0
DEL,repeats,4,4,0,1.8793454000983e-05,0,0,0.00562962177762713,0,0,0,0,0,0
DEL,repeats,4,5+,0.000178121866825717,0,0,0,0.00140750461859257,0,0,0,0,0.000202166776509533,0
DEL,repeats,5+,0,0.00147768321771762,0.000829257430626358,0.26044264822973,1.87763607897482e-50,0.0124888636968939,2.71982260833073e-81,2.76585402793727e-266,0.000228961181343845,0,0,0.00630499534581062
DEL,repeats,5+,1,0.0172175218424644,0,0,0.00871323497905703,0,0.000443295899390303,0,0,0,0.00298759677171039,0.0032117146040861
DEL,repeats,5+,2,0.00221145488545374,0,0,0.000276637072081824,8.48902282200116e-05,0,0,0,0,0.00041089049570151,0
DEL,repeats,5+,3,0.000677979919898298,0,0,0,0,0,0,0,0,0.000143902161096499,0
DEL,repeats,5+,4,4.02964533491357e-05,0,0,0,0,0,0,0,0,7.4601558640045e-05,0
DEL,repeats,5+,5+,4.04228628869847e-05,0,0,0,0.000120676387848289,4.0131264383755e-05,0,0,1.8601805586937e-06,2.56585122894916e-05,0
INS,repeats,2,0,1.14182713630476e-213,0,0.00151895909576982,0.00210755889939212,0.00669533180520301,0.0377985760849013,0,0.00250235632091395,0.000292239238073264,0.000350278937213843,0.0138709575880588
INS,repeats,2,1,0,0,0.00126796170250576,0,0.0204545398611373,0,0.000991077041451747,0.00261150870500662,0,0.00026244329761745,0.000337935728885458
INS,repeats,2,2,0,0,0,0.000752279325245917,0.00823729316652744,0.00216227466531125,0,0.00109550091616961,6.29559083697573e-05,0.00107052925887718,0.000134373076003455
INS,repeats,2,3,1.13783156330473e-115,0,0,0.000361552932252059,0.0011483207354562,0.00126363898311343,0,0.00101970273304248,0.000289677373965378,0.000428409612924128,0.000745361075711573
INS,repeats,2,4,0,0,0,0,0,0.00306812823746409,0,2.44588639212732e-196,0.00278916130444119,0.00200579115169496,0
INS,repeats,2,5+,4.38009035992741e-05,0,0.0012279889694539,0.000352220739672149,0.00130783417166235,0,8.27035476798726e-146,0,0.0180902938559381,0.0136835980019992,1.08122292165069e-112
INS,repeats,3,0,0,0,0,0.00145962061642181,0.00460022719506487,0.0107626257174815,0,0,0,5.47217170195452e-05,0
INS,repeats,3,1,0,0,5.98425359050629e-300,0.000121703070027263,0.00713847650183175,0.00478297819675911,0,0.000128537074000464,0.000120351332403532,0.00126017215695016,0.00409017257844442
INS,repeats,3,2,0.000348017706545454,0,0,0.000717129862649943,0.000773965447095465,0.000270221028330276,0,0,0,0.000208105228679622,0
INS,repeats,3,3,0,0,0,8.17166966077532e-06,0,0.000280715682245384,0,0,6.77939480253791e-05,1.93801556809306e-05,0
INS,repeats,3,4,0,0,0,0,0,0.000652303290558208,0,0,1.46343135441116e-06,0.000151209830910976,0
INS,repeats,3,5+,6.68275941538346e-06,0,0,0,0,0.00300040952155114,0,0,0.000754939676660125,0.00200655772576775,0
INS,repeats,4,0,0,0,0,0.00171640892746904,0.00287976138758309,0.00977372872233682,0,0,0,1.31341234606231e-05,0.00121318491496653
INS,repeats,4,1,0.00120346579340615,0,0.000840580824735232,0.000467714425497451,0.00417582367337874,0.00265192218199458,0,7.75117515395447e-05,0.000703928809109049,0.00121094459033832,0.0028953212239121
INS,repeats,4,2,6.34950566422528e-05,0,0,0.000291222613697223,1.31585619710786e-05,1.07418885837053e-119,0,0,3.11890882180531e-05,2.09825528252198e-05,0
INS,repeats,4,3,0,0,0,8.68549940574994e-06,0,0.00114574629092758,0,0,2.01218011775506e-05,0.000159477396960862,0
INS,repeats,4,4,4.05890781128877e-05,0,0,0,0,0.00256292134881563,0,0,6.24993016308009e-05,0.000299664265815801,0
INS,repeats,4,5+,1.87396294385842e-05,0,0.000256994720714522,0,0.000615962080990447,6.8153049208961e-05,0,0,0.000871726433517059,0.0022454995975205,0
INS,repeats,5+,0,0,0,0,0.00999035090905542,0.00545491576719938,0.00500241869312284,0,0,0,0,0.00203783649453491
INS,repeats,5+,1,0.0019692189497069,0.000939966708955729,0.00969582633400569,0.00519447983245491,0.00505425202594708,0.047174435682342,8.3294506666347e-38,6.59160328679528e-26,0.0015238880042226,0.000119602062881459,0.0178874775953312
INS,repeats,5+,2,0.00011334006826587,0,0,0.00142725105731464,0,0.000811489542783232,0,0,0.000129154414001168,2.76632728821632e-05,0
INS,repeats,5+,3,0,0,0,0,0,0,0,0,6.21966483384467e-05,0.0001312909406041,0
INS,repeats,5+,4,0,0,0,0,0,3.61712057274518e-05,0,0,0.000115805263842822,2.60934562474463e-05,0
INS,repeats,5+,5+,8.42338852960029e-05,0,0,0,0.000172072482906681,0,0,0,1.66981366125006e-05,0.000136919514029958,0
DEL,MH,2,1,0.196952001435784,0,0.00599757121257628,0,0.0302249736393153,0.00111378945829282,0.000826328621668466,0.00803437643226565,4.49043575708563e-05,6.83527002650011e-52,0.00934391863487418
DEL,MH,3,1,0.00685305678106857,0,0.0102601642129017,7.86118190786465e-05,0.014221920261514,0.00198555891455611,0.00235757045681432,6.30783471471162e-05,1.43426143049311e-05,0,2.54855360706344e-132
DEL,MH,3,2,0.0511309542478971,0.000223314773574958,0.00490361215581012,0.00460316943968327,0.00963313708711374,0.00325651688324002,0.000515693287442163,0.000214948701195152,0.00126632214252189,0.0028825874064766,4.73944244195127e-269
DEL,MH,4,1,0.0112624581995365,0,0.00643798276506271,0.00264164199312502,0.00944555718427846,0,0.000920223784241296,1.01156484683676e-173,2.54717929431711e-284,0.000133562542803375,0.000344903797756919
DEL,MH,4,2,0.0304709086553632,0,0.00102677827246334,0.0100924879243297,0.00670535758828262,0.000691620377976604,0.00267199396000036,3.53058072612757e-05,0,0.000496607148670399,0
DEL,MH,4,3,0.0507137227536839,0.000331924303335535,0.000869014769673701,0.00548215298321544,0.00379210268296282,0.00241058551539903,0.00120521918472303,5.70789951349506e-05,0,0.000596007990216764,1.68375599682012e-308
DEL,MH,5+,1,0,0,0.306204172255856,0.0551389950244488,8.14550444184053e-32,1.66880541026972e-308,0,6.3373109555115e-109,5.83698829491206e-276,0.000555536960715141,1.60729461749565e-226
DEL,MH,5+,2,0,0,0.134501519637991,0.27946974680658,0.00239390130445503,0.00167663031429348,0,0.00096785058187566,1.66880539409139e-308,3.46719299141144e-05,6.08781514121862e-93
DEL,MH,5+,3,5.19057505739289e-201,0,0.0496001536018859,0.245017140113554,0.0046963011138117,0.000143880968561417,0,0.00055537928710045,0,9.76232841157941e-260,6.55300689535892e-224
DEL,MH,5+,4,0.00315385667246153,0,0.0176384570862294,0.137346989120661,0.000903712575577259,0,0,0.00053227041304765,0,0.000418674477026099,0
DEL,MH,5+,5+,0,0.000169335006848709,0.0126864471719208,0.113206995134578,0,0.000693000130469002,0,0,0.000545123739121813,0.00237767852776278,0.0150886731427032
