Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.999),hdp.2 (False Positive) (ID5 0.322),hdp.3 (ID5 0.999),hdp.4 (ID3 0.999),hdp.5 (ID6 0.999),hdp.6 (ID1 1),hdp.7 (ID14 0.918),hdp.8 (ID11 0.999),hdp.9 (ID4 0.997),hdp.10 (ID13 0.999),hdp.11 (ID9 0.998),hdp.12 (ID8 0.999),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
INS,C,1,0,2.5423180162229e-07,1.56421041468871e-06,0.000441013335143189,0.00244022884621383,0.00211705025012335,1.46466271000767e-06,0.581966381649021,0.000352625063392766,0.000188837668270587,0.00196339424605001,7.10151802058961e-05,0.00298509183087008,0.00136516539013185,0.000447154049564568
INS,C,1,1,0.000147375503537558,0.0010417586089374,0.00124015804232617,0.00150783681884059,0.00162849121852824,1.92858936743593e-05,0.019997956623173,0.165159958259111,7.8938656117455e-05,0.00163327378164042,0.000246387240868854,0.00203340055285719,0.00256755507102694,0.00194217238523095
INS,C,1,2,8.05755578910222e-06,6.43316078323741e-05,0.00309280901935218,0.00159924131319581,0.000289490268594477,4.93326699522519e-06,0.00118214493815329,0.0929486086120768,0.0001048918301383,0.00173032809364083,0.000679138534988041,0.00133911985941846,0.0040179274269506,0.00123471709524969
INS,C,1,3,0.00027600478526972,0.00228055798491804,0.000505939958962071,0.00650020351359071,0.000244624636047911,0.000817690923303547,0.00187451364431968,0.0382959554354378,0.000415455819803951,0.000184321710635846,0.000190854312699149,0.000101734177910183,0.00155055913641517,0.0030513416286318
INS,C,1,4,0.00151529575608228,0.0160177080999972,0.00013116911615975,0.00637318228101238,0.000431152409669325,0.00189150460151255,0.00241969169191886,0.0106253371631491,8.96328746017199e-05,0.000151040773050632,0.000205442576428787,0.000739929209059924,0.00388355403964445,0.00280592593695226
INS,C,1,5+,0.00628779059753213,0.0626891813697057,0.000320990460836727,0.00833165651966728,0.000420366186633483,0.0210498014257585,0.00139734169609881,0.00217618130107698,0.000345938003985954,0.0010740345230336,0.000877165072055661,0.00116510122817146,0.0170689055903111,0.0132604777125142
INS,T,1,0,0.000689787148852907,0.00674444971025103,0.0057114625705888,0.0205889527806245,0.00672007457630577,0.00228619499408927,0.0366098208906182,0.000913145362236784,0.00160214716597868,0.0372392415679924,0.0127418649807023,0.00415867175574924,0.00445397351820897,0.00777280265307486
INS,T,1,1,2.9549723948646e-06,5.33379169673005e-05,0.013840794909741,0.0463729777746474,0.00120247429540122,2.39658731332674e-05,0.00262676695661424,0.295908466605847,0.00118112301445134,0.0051628276661537,0.00943030066899177,0.0050467863852306,0.00248479530268607,0.0345141033719098
INS,T,1,2,0.000366203097817687,0.0044001349510099,0.0314800886837736,0.0376447323123787,0.000332382396610826,0.000207132139926491,0.00334792590008873,0.160945928518065,0.000383308416307861,0.00452491285052416,0.00226921864568655,0.00119202058108928,0.0022256890028805,0.00186167290456033
INS,T,1,3,0.000824282519039592,0.00386368263296033,0.0191167154429538,0.0246648631421703,0.000999550879463493,0.00357933198518489,0.000806263523726344,0.113436979786315,0.00081309513636116,0.00840474950847921,0.00180191470351914,0.000756139879786879,0.00137569575492074,0.00360191106942287
INS,T,1,4,0.00223897899411655,0.014910744578473,0.0106363647321612,0.0073676906797004,0.00145279827642864,0.0163026944291952,0.00531095469556166,0.0546954769720144,0.000966040805965082,0.0150815339061004,0.00152959367459386,0.0014328674987565,0.00229851166642059,0.00136535737166649
INS,T,1,5+,0.0274989855213264,0.013775089126692,0.00104085513391023,0.0213148477639176,0.0117573403814407,0.898662959802572,0.0352940705445451,0.0137692298298161,0.00679462728938155,0.00873243456151491,0.0303990077054884,0.0188511483400192,0.00939590337663563,0.0158738708283005
DEL,repeats,2,0,9.7253649870696e-05,0.000560634016156503,0.0297420206134898,0.0070466295393724,0.00155116969990222,0.000526176324308352,0.00105369530965628,0.00026885820563744,0.0697896712691123,0.0224112077305498,0.013279424213015,0.0082281305153956,0.0038109538485999,0.00141412713002899
DEL,repeats,2,1,0.00163213793927946,0.0143084074966669,0.025426890880665,0.00864150982872931,0.00266243503223694,0.00153108811725921,0.00785849146662043,0.00157447047498518,0.217532058617742,0.00559580578342118,0.00431571229554538,0.00918051590608933,0.00495490742066649,0.0146285771589481
DEL,repeats,2,2,0.00129898592027065,0.0039097964403446,0.00439253830948078,0.0123852769187801,0.00202413999004804,0.00054358675559259,0.00445486717953668,0.00113027103725753,0.0502722261336635,0.00296493680302137,0.00112975334090541,0.000688619177782833,0.00117532219393773,0.00493867251851537
DEL,repeats,2,3,0.000460507982651733,0.00163865688138638,0.000200846443079036,0.00750002723074591,0.000431555860102843,0.000416739756723075,0.000442963579882135,9.81445665753682e-05,0.0112739724639306,0.000160827686415599,9.25643619770031e-05,0.000143306266491371,0.000905685529343269,0.0013034648269173
DEL,repeats,2,4,0.000473402689800151,0.00418835302080067,0.00081827492907641,0.00273534702531665,0.000252686353445363,0.000125287895615664,0.000198372035271417,0.000204220382164202,0.00318875480156651,0.000101309491724305,0.0004357339641965,0.000159864842107253,0.0100135611817531,0.00123608813263337
DEL,repeats,2,5+,2.34800071561988e-07,1.72450052785469e-06,0.0225470311617738,0.000316348669273851,7.80457850669195e-05,1.32116647731154e-06,0.000101393193118718,0.00470483918662604,0.00224798731516767,0.00130813278286518,0.000123862079872735,0.000673199354266803,0.24189501181811,0.000556053590325804
DEL,repeats,3,0,1.00463393837462e-05,9.89819085026338e-05,0.0181039248604652,0.000821037131609117,0.00136520335429371,0.000102775005266487,0.00154876420016574,0.000782842736088877,0.00453761841351474,0.00507480882088617,0.00299063063682485,0.0103260784562793,0.0064639383579142,0.00472753276142794
DEL,repeats,3,1,0.00367921537467868,0.0119997655784731,0.00585206312216287,0.000323764975108123,0.00499771794095299,0.00437545575842638,0.00544903148740575,0.000813936696729813,0.0982765765115272,0.00152100946552055,0.00448367238043038,0.00168947535644061,0.00178726987166971,0.0298167334329229
DEL,repeats,3,2,0.0014384552735825,0.0119839189662508,0.000904726446630711,0.000140938029240706,0.000481469483916972,0.00066063329548113,0.00204012594839108,0.000257153117389798,0.0187952886258958,0.000444874513346638,0.000911392633446955,0.000713761670121594,0.000968274458088518,0.00294929727478899
DEL,repeats,3,3,0.000300337359582314,0.00156230351506656,0.000667315568082048,5.2339981991229e-05,2.88637189665775e-05,0.000269511954552511,0.00068279857577753,0.000298393137611142,0.00451622997654621,5.43214432838095e-05,0.000147760012740146,0.000261914680062998,0.0051919889434136,0.00343444864612996
DEL,repeats,3,4,1.51810391096113e-07,8.84359245053686e-07,0.00603780214140141,0.00014216681184002,1.23198207680685e-05,8.87674369701616e-07,3.32502146406866e-05,0.00143480130359048,0.000722361545023421,0.000218010059045689,2.68115220301272e-05,1.52263544558463e-05,0.0726566249009163,0.000558795665093173
DEL,repeats,3,5+,1.75695225961901e-07,1.70239154672835e-06,0.00863713226782669,0.000124484142827348,0.000119200159709986,1.00847817490161e-06,1.17830091676944e-05,0.00162518839964383,0.000349315693577856,0.00125243519635151,6.05839621017226e-05,5.67356504473249e-05,0.0845953147440754,0.000806169981606554
DEL,repeats,4,0,1.05495402267661e-05,7.45017391504915e-05,0.0116704306111021,0.000314265639063741,0.00177166022266804,4.46386745822432e-05,0.000163775842816802,0.000261978682312188,0.00836991480873325,0.00224174637501013,0.00224846592622492,0.00671279767828439,0.00225179244235719,0.00171849742920697
DEL,repeats,4,1,0.00119416954901454,0.0093510875305562,0.00259794637579701,0.000541013225605168,0.00252102808571341,0.000822658228940016,0.00105487018859556,0.000615630724906385,0.0655620664868952,8.70138985667821e-05,0.00372648053911396,0.00149897282184658,0.00490203312422649,0.00438398996557325
DEL,repeats,4,2,0.000311164881502999,0.0031156086748147,0.000106462118149341,0.000126887836555024,0.000561403708663669,3.35050354858692e-05,0.000589059205651574,0.00030701728825449,0.0145394105314397,0.000202320215510548,0.000678175465766892,0.000229500126997164,0.000730006415365196,0.000371355268495147
DEL,repeats,4,3,3.56531763835591e-06,7.10306291136558e-05,0.00388780143031023,6.46842447634583e-05,0.000226950590550694,3.09551408020759e-06,0.000141521582520411,0.000298875694103381,0.0043297556118559,0.000273264020439204,7.14256021102675e-05,4.92090251673786e-05,0.0319348885297853,0.000419537439407493
DEL,repeats,4,4,1.92158219485213e-07,1.19388498082248e-06,0.00452186834273004,7.32087637144387e-05,4.44621821130488e-05,9.46073999287249e-07,7.83632845905719e-06,0.00095324704406618,0.00106194344942589,0.000351667970245502,4.05261153692722e-05,0.000278636176992719,0.0515401288842493,0.00103121597501421
DEL,repeats,4,5+,0.000100321299311396,0.000875233763093788,0.00166772549872289,1.75236199079589e-05,1.69862354207991e-05,4.6367303617978e-05,4.16910924568472e-05,0.000252909094906773,0.000258528145537371,0.000100186848563106,6.38835916695406e-05,4.37409785716656e-05,0.0237744490783817,0.00151009974688691
DEL,repeats,5+,0,1.52864292566745e-05,0.00024632168597386,0.0178722181675254,0.00285084489372772,0.0207844417535705,9.40467634847028e-06,0.00864619646574286,0.00123795537448716,0.00504948406978531,0.0148865742461549,0.00168390418347111,0.244646016992041,0.00733870021037741,0.00201346632918255
DEL,repeats,5+,1,0.00186925106143147,0.0115828565213737,0.000148743271308924,9.42853353970314e-05,0.00776988419983375,0.000249494563803571,0.000517220491481061,0.00116687109120735,0.0114292706457742,0.00320167870642609,0.000546178092304537,0.000475109098900134,0.00221834741052768,0.0194552163369681
DEL,repeats,5+,2,0.000218338427464375,0.00183690258790101,0.000448032344933871,3.72764925900382e-05,0.000481773286954259,0.000108976712216312,0.000232819942034667,0.000103786765561547,0.0029348669324653,9.26180607988952e-05,0.000156638942057489,0.000485773656568496,0.00309362836548049,0.00236621466175626
DEL,repeats,5+,3,6.24364427074395e-05,0.000839350886725735,0.000250241640978111,4.19171350162565e-05,0.000120668135986157,4.48906272698841e-05,0.000139320110333223,9.48037908598678e-05,0.00143421232435191,0.000122277568831855,5.00064550019316e-05,1.63769862348325e-05,0.00189005216460918,0.000462627185751866
DEL,repeats,5+,4,4.04988291247772e-05,0.000376173259374149,4.9009836403351e-05,4.48928924592711e-05,6.88855158866373e-05,1.33104435751574e-05,9.28496559777663e-06,4.87258324727433e-05,2.05251297245932e-05,0.00014530986078419,2.75023311760989e-05,5.59057700049588e-05,0.000674017503987634,7.18815314017506e-05
DEL,repeats,5+,5+,8.81890176827046e-06,9.17356899384752e-05,0.00064992312810972,2.48450093410309e-05,4.14144300429842e-05,1.86932208621074e-05,0.000112354927688083,6.19404564140561e-05,0.000383621365183788,8.63529876734958e-05,0.00010674220380227,2.64628338196625e-05,0.00348918446255057,0.000393096004150718
INS,repeats,2,0,0.000168323718197984,0.00147419369803281,0.0069373570158727,0.00281219083066622,0.00214662365298503,0.000345601332507886,0.0264006019851553,0.000250384953255062,0.000213970700409692,0.00914287833339349,0.00104122818064074,0.00209599627931165,0.00779284073127303,0.0241179186163961
INS,repeats,2,1,0.000160152810650196,0.00105601890176389,0.0194901307323105,0.00230024767690954,6.11276015264727e-05,2.69949784918319e-05,0.000113050729778334,0.000164749735747734,0.000368513488414897,0.00288689499617029,0.0025417062815235,0.00197922751890878,0.00331891884596397,0.0386930253173805
INS,repeats,2,2,0.000606534060490659,0.00458848688847049,0.00700852357177004,0.000918118652879326,0.000675910719053643,0.000166639505332659,0.00101113731623453,0.000319637996513047,0.000518696574838222,0.00078171272957566,0.000510040646803791,0.000409825170767333,0.00314331388948442,0.0250061549785403
INS,repeats,2,3,0.000253484084842678,0.001072313220854,0.00112012890197913,0.00120961718219586,0.000495177076959369,0.000525496552619976,0.00148755642940694,0.000375107246633745,9.1348697749044e-05,0.00041908993493459,0.000343498752459636,0.000162532678621362,0.00134202825059569,0.00328461384634157
INS,repeats,2,4,0.00129903463453838,0.0148479605993194,5.41396349588979e-05,0.000330093590290809,0.000163292917329694,0.00260328696228213,0.00251400139162699,0.000745586900239352,0.000132345000495484,0.000152878648548401,0.000280399432349934,0.000119355136260055,0.00178497098921579,0.00203128981517045
INS,repeats,2,5+,0.00803352373189271,0.0589055995753661,0.000901023216647411,0.000118673719889048,0.00100323054185112,0.0162482713138161,0.00174982819106502,0.000806215792853989,0.000174075114399271,0.001571338282723,0.00156671857081503,0.00197613710523691,0.0367107055915421,0.00665834512262265
INS,repeats,3,0,2.17304767379223e-05,0.000134848203134842,0.00376269575275258,0.000281929929952363,0.000867800008677101,2.18120947941493e-05,0.00811427287763338,9.37520651716547e-05,0.000145132739046296,0.000501142475014784,0.000122049721760362,0.000751522078797762,0.00999657911459358,0.018878597185887
INS,repeats,3,1,0.000826273056887644,0.0022263909811585,0.00591405619464981,0.000201753789328245,0.000209879290279454,0.00023252229659731,0.00254254068391893,0.00040720343998933,0.000349013536042479,0.00391229372031712,0.0011735425135936,0.000653367078500974,0.00125541229233212,0.0366854348626994
INS,repeats,3,2,0.000133764926056015,0.000593316617506518,0.00113122501550777,5.12728138047686e-05,0.000771324316156194,5.03534954774087e-05,0.000140939846346595,8.06240539340771e-05,0.00079429662112444,0.000535138644936568,0.000173295569641831,0.000191405390208223,0.000669123109085755,0.00312087281023295
INS,repeats,3,3,8.79393739284576e-06,9.77769690312482e-05,1.486200391775e-05,1.57971675293824e-05,0.000279960574920854,0.000131859355648808,0.00059534423764712,0.000155494549691459,3.40466794327506e-05,1.5300539858273e-05,1.35804950931623e-05,2.86962134968687e-05,5.53214938909424e-05,0.000680426267274337
INS,repeats,3,4,5.36102540403964e-05,0.000534047966352076,2.73930407394127e-05,3.78511216135168e-05,0.000203827533776694,0.000102985243932995,0.000588101051953523,0.0001018441663492,0.000162085935049101,1.63598080023073e-05,4.18427163298302e-05,6.93807203370386e-05,0.000108714892820538,0.000711764264615699
INS,repeats,3,5+,0.00113490817003342,0.00538872146033844,5.6046599975679e-05,3.79691257879812e-05,2.95636811644871e-05,0.0012907923293958,0.00248426440721249,0.000407252932962893,6.16293458765257e-05,0.000169808831705188,0.000221745672273721,5.27321985791415e-05,0.0016726223789681,0.0016932311688505
INS,repeats,4,0,4.57684714205054e-06,4.34386206679808e-05,0.00249766257366041,3.54089482637325e-05,0.00142635769048746,4.26283924758212e-06,0.00693075914848288,0.000192045110667712,9.93666637771054e-05,0.00100430389700495,0.000197429190335515,0.000715144804192204,0.00538049730463448,0.0154196657293341
INS,repeats,4,1,0.000880501617783154,0.0052227769752494,0.00376945367751906,0.000109359086030784,0.000506043503997055,0.000596542538564335,0.000686460091695081,0.000609233758073371,0.00111409799830021,0.00303425096465151,0.00141649196306544,0.00094925424669339,0.00340471907174389,0.0568800320744403
INS,repeats,4,2,1.08859520534351e-05,9.98220497854348e-05,0.000394096356293851,4.6999010442646e-05,0.000436645168583477,4.43923950014764e-05,3.1402346794446e-05,9.19331983932156e-05,0.000266643233630375,0.000136075215425943,5.99947425360408e-05,8.12519139860182e-05,0.00122270883548774,0.00644524674070138
INS,repeats,4,3,7.95338012516782e-05,0.000555803203780397,1.74968739820099e-05,7.41322746450295e-05,0.000324724129646891,0.000102408923017027,0.000769922122750279,8.05869342039049e-05,0.000101902628806169,3.83509389583695e-05,0.000160194577367638,2.26664277878158e-05,0.000379167289898644,0.000519231443449702
INS,repeats,4,4,0.000124453079080034,0.00154614737710849,1.57559590406222e-05,2.00196647286944e-05,8.38496382912532e-05,0.000274786275384517,0.00186615261264503,0.000131057393994743,0.000364736519222674,3.18595264859543e-05,7.31973243905245e-05,0.000125386619066127,0.000245461320079114,0.00181642867089873
INS,repeats,4,5+,0.00158390636113124,0.00755778938068162,0.000675840516292335,0.00011021076833344,0.000246233576933384,0.000780910836590515,0.000578656394072738,0.000219637443429067,0.000217834000326309,0.000103328438699686,0.000118681011277947,0.00064701823855232,0.00809392017523713,0.00705731700127487
INS,repeats,5+,0,2.30886737035955e-07,2.35460648995544e-06,0.0048529732374044,0.000236039132626426,0.00845020856941311,1.31816306778999e-06,0.00243116672311219,0.000989562513418009,9.42191943351333e-05,0.00297813691373933,0.000165330946547098,0.000208108219070733,0.00949779577959294,0.0669013360367579
INS,repeats,5+,1,8.02707226257012e-05,0.0017467974353206,0.00495479013080312,0.000634703409513596,0.00619634244426571,0.00128443844969688,0.0331041988610587,0.00114584895068648,0.00228300521524985,0.0122400154222199,0.00196134939082621,0.00979156587041771,0.00410120629778107,0.276347078505405
INS,repeats,5+,2,1.11176484458903e-05,0.000184980317838823,0.000296361788333579,9.5542336385891e-05,0.00113374918751827,0.00015415733536111,0.000750987180622135,0.000947505859132876,0.000206567840792936,6.31486778174285e-05,0.000161161710171998,8.16218811361937e-05,0.000911840601719876,0.0103873709437614
INS,repeats,5+,3,5.7665143322216e-05,0.000478189625536373,0.000132251052500048,5.47744594165918e-05,1.50905044681273e-05,0.000212839619153937,3.22236213927752e-05,8.30244631518811e-05,3.68308452944462e-05,3.80521710203085e-05,8.63552068296806e-05,4.23154170755765e-05,0.000320434551076088,0.00371061474770072
INS,repeats,5+,4,9.24019247138341e-06,0.000147439267886294,0.000125909819432198,1.70875175240688e-05,2.90095444244753e-05,0.00020589607005229,0.000429412549009704,0.000164267179255495,8.95681265584247e-05,4.40637440770501e-05,5.05834838179786e-05,4.88356638231648e-05,0.00165934818673422,0.00148620452391412
INS,repeats,5+,5+,6.6090957384475e-05,0.000394634258614644,0.000471546706553719,5.89071708309853e-05,7.44220224381584e-05,8.47375288165839e-05,0.000259488553297077,0.000192564786890123,0.000128362995832827,3.16512942866997e-05,0.000109594839216813,0.00021990304335385,0.00430068996878192,0.00463038496966972
DEL,MH,2,1,0.000131081458111715,0.00109711397043248,0.0309357096988681,0.00704883313906511,0.000630534697404434,0.000866280082543131,0.00241358916538961,0.000436169202767058,0.200378445838256,0.0102895225189498,0.00526124715513619,0.00388216204132152,0.00666416360390018,0.00289523922937514
DEL,MH,3,1,4.03923594371551e-06,5.25917388542864e-05,0.0132264503600495,0.000459777612719011,0.00099294741664502,6.07075829468569e-05,0.00138687044497011,0.000291402255095373,0.00714977030685598,0.000931802877368826,0.00378755213120107,0.00967712892131916,0.0154368473630298,0.0052389297055423
DEL,MH,3,2,0.00155841921819089,0.0125447574904827,0.00905325793412272,0.000414997593817923,0.00431778243926137,0.001558402792009,0.00388008902662272,0.00130171469767966,0.0551314049128636,0.00140734184544917,0.00196230026929772,0.00360895487769307,0.00596233703797005,0.0236018209726805
DEL,MH,4,1,8.87715647568041e-05,0.000664308555903203,0.00914212605466105,9.73457480086834e-05,0.00259464563770884,5.35010686559898e-05,7.46561423064473e-05,7.93496098648306e-05,0.0111046023740107,0.00179659120087319,0.00268053453836455,0.00571801201566412,0.00439331268442506,0.000726453950869463
DEL,MH,4,2,0.000284832863132741,0.00388056284005029,0.00656759796119498,0.000261892308066685,0.00835234024376927,0.000114238351985893,0.00144494140302697,0.000353317965022647,0.0313209055147668,0.000464620357980303,0.00278680943009749,0.00168410743856903,0.00492969387117196,0.00103062838756406
DEL,MH,4,3,0.000393019425071184,0.0027838744675045,0.00309169470846888,0.000142682438776266,0.00479480667713676,0.000187982734529277,0.00372549549007891,0.000632829533219517,0.0372855492198276,0.00076388624260469,0.00175454145043832,0.00126054426743164,0.000529929484376239,0.0011038809563495
DEL,MH,5+,1,0.000371400006068259,0.0013921030511107,0.00878363647396805,0.00143483071446925,0.0688244490457183,3.58226664999961e-05,0.00682694775793575,0.000150285414223956,0.000549743261598293,0.00931932343475319,0.000371590303201417,0.299053491316864,0.00609396659783121,0.0020876982103849
DEL,MH,5+,2,3.70410607146022e-05,0.000502553722737602,0.00829078836245963,0.00253513755148901,0.274267099416027,1.88410553530013e-05,0.00479032363317921,0.000278954772244286,0.000527103029126055,0.00897307855526219,0.000140969765193565,0.1173090957286,0.00139178793209813,0.0013747587708689
DEL,MH,5+,3,2.81021950017234e-05,0.000195454447647428,0.0075089629914422,0.00105625793093871,0.210906083784877,1.34332496533718e-05,0.0018313967279074,0.000728190120031968,0.00160295651651988,0.00348215842524816,0.000684693453238296,0.0418935883375927,0.00353523626912735,0.000898029486313424
DEL,MH,5+,4,0.000221410664952451,0.0021890820755078,0.00246095088623714,0.000583117628115683,0.119212054206502,7.37450499677225e-05,0.000270621386741094,0.000389831406268728,0.0039449471992117,0.000407546628236781,0.000514096102848966,0.0146528629456489,0.00106898034106962,0.000589937799951152
DEL,MH,5+,5+,0.00101006281290279,0.0110436626896645,0.000778459462885403,8.27465793809284e-05,0.0966818435403129,0.000801699102449986,0.000528798181999173,0.000639684310057988,0.000491200239118841,0.0115706665980768,0.000361179403013301,0.0108294391292573,0.00887902561199774,0.0326653573912527
