Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15
INS,C,1,3,0,1.35034757362349e-236,0.00474356932732882,0.00680858653518702,0.0380615949618738,0,0,0,0,0,0.000274517569424303,0.0006888708597572,0.00174428614715017,0.000252453215693087,0
INS,C,1,4,0,0.00327003061469392,0.0212139184582622,0.00653081322120153,0.0102165686998789,0,0,3.65954117048547e-05,0,0,0.001612480835162,0.00154065192112515,0.0022813296322311,0,0.000216243338101142
INS,C,1,5+,0,1.15392796699889e-147,0.127414580433594,0.00680577921791884,0,0,0,0,0,0,0.00641240299573645,0.020614199750486,0,0,0
INS,T,1,0,0.0165749525567929,9.68204143853794e-99,0.0134767403492982,0.0214239482799475,0.000294196054960509,0.0421320905505128,3.51077587233785e-245,0.00185919650802618,1.75489117930668e-104,1.11253692926861e-308,0.000800873856965404,0.00213283412375846,0.0447645924178963,0.000919298081009774,0.00703493731428375
INS,T,1,1,0.00838577897380694,0,0,0.0521143853423177,0.319110725914093,9.29589992643404e-07,0.01368511050338,0.0019605604838976,0,0,0,0,0,2.54472038585026e-143,9.93450423186227e-229
INS,T,1,2,0,0.00585101756828736,0.00228036978598082,0.0451645381003992,0.170640215508143,4.37988719487156e-25,0.0521469853155304,0,2.82678182663535e-161,4.82324818960749e-274,0.00041160470036378,2.51858276388548e-05,0.00145861181304522,0,0
INS,T,1,3,6.27438858534238e-302,2.29206984888135e-125,0.0111255152653615,0.0292608041207342,0.120842231511625,0.0083029071415255,0.0294544147485104,0,1.7545842960554e-80,1.6480019566722e-61,0.00071260075086625,0.00353859665828693,0,7.2386823009507e-150,0.000121976827706672
INS,T,1,4,2.17904329944182e-235,5.00649749448179e-189,0.046186185184116,0.00763029064884174,0.0580284299256719,0.0189910763423222,0.0148163364953667,1.61710764820536e-86,1.93445656154622e-74,4.04356418023512e-175,0.00188285269600307,0.0146596441603583,0.0031799550094461,0.000257451751903823,0.000790793470063635
INS,T,1,5+,2.35590664907527e-54,8.74963348692088e-53,1.26240958374354e-43,1.17358411277759e-32,7.91237288971655e-163,2.20584259073741e-59,1.12353754719504e-21,3.71946639117412e-20,7.44062769730915e-74,1.66377783487443e-162,0.00189071812692397,0.924989830498535,6.29859441786117e-212,2.86489737142651e-78,8.35427285249082e-27
DEL,repeats,2,0,0.0160289106315488,2.08482704233575e-162,0.000455076702838386,0.00653369065631749,0,0.0290353005937325,0.0453135780006369,0.00705026896913401,3.15072303976183e-06,6.73387864530867e-17,6.46514671867578e-05,0.000193403646324665,0,0.0747710017950931,0.000743354532596338
DEL,repeats,2,1,7.68100583138406e-171,0.00218515883626624,0.0245118115561573,0.00907527343142101,0.000835423875775906,0.00491147304476644,0.0290341969650241,0.00643161198721016,5.81021463201576e-118,8.50945021561732e-173,0.00178175146176629,0.00039995111720571,0.00495998701822338,0.237783762398197,0.000779786573213926
DEL,repeats,2,2,0,3.01099837255075e-92,0.00930725518323736,0.0148121728768177,0.000566302760077098,0.00263090699074896,0.00171713646456693,0,3.00800853514851e-141,1.95492281620989e-234,0.00138747682238112,0.000256468709317112,0.00426293650601784,0.0529145039602278,0.00163348480814027
DEL,repeats,2,3,0,0,0.00533744788101816,0.00780531625032236,0,0,0,0,0,0,0.000481313426428543,0.000280727053133017,0.000231578677234882,0.00988474195548966,0.000206210575722485
DEL,repeats,2,4,0.000113578937420267,1.24970322421891e-34,0.00776876586734203,0.00314457757556795,0,0,0.00130504119030193,1.71970866999147e-174,2.25742743427762e-252,9.97868185268432e-153,0.000502297550470842,6.3029200908008e-201,1.34259955350877e-70,0.00331078649309282,0.000243038393391408
DEL,repeats,2,5+,0,0,0,0,0.0037896848194641,0,0.0540395590307184,0,0,0,0,0,0,0,0
DEL,repeats,3,0,0.00300765909766057,0,0,0.000590952830974202,0.000481962179387764,0.00575881152992129,0.0346786275319486,0.0131134128901917,5.78936744708589e-06,3.59245141848413e-83,2.51335457318844e-06,9.33685342796262e-05,0.00142505590586869,0.00433342793610563,0.000685605730288185
DEL,repeats,3,1,0.000184312723386281,3.6779632967045e-76,0.0387459677106711,3.50560224591018e-155,2.89997991027296e-243,0.000711520887445483,0.00249978850764731,1.96730124819662e-187,4.50525260213278e-29,1.37791149565238e-88,0.00376359499433632,0.00345345638765654,0.00412655549571306,0.105436531597391,0.00499087172338688
DEL,repeats,3,2,1.93220446584444e-173,0.00366624874754611,0.0142409451573009,0,2.30907769943619e-05,0.000151662215659104,0,0.000183287452307478,1.33699403501418e-162,3.46299022005972e-238,0.00166777819364652,0.000275888644071829,0.00189187846303952,0.0190885228122602,0.000338061415477522
DEL,repeats,3,3,1.11253830165989e-308,3.04772623556791e-33,0.00237571209320403,3.08001367735681e-218,4.88715950638784e-05,0,0.0012272961405254,0.000175094039881052,0,0,0.000328622183984926,0.000245017200773246,0.000618017200116091,0.00448203070464631,0
DEL,repeats,3,4,0,0,0,0,0.00104666874805263,0,0.0144994633856219,0,0,0,0,0,0,0.000177547797837463,0
DEL,repeats,3,5+,0,0,0,0,0.000822928292825971,1.98089091946602e-281,0.0205034007479047,0,0,0,0,0,0,0,0
DEL,repeats,4,0,0.00170038198225361,0,1.11254562970354e-308,0.000191433828109985,8.47885682113531e-24,0.00246822684415771,0.021410701958685,0.008268609188526,0.000297535600490851,0.00501999828570474,4.70041239295047e-07,1.88892462596002e-05,0,0.00859822668205117,0.00147136938355146
DEL,repeats,4,1,0.00177163618758208,0.00381452865592025,0.0129262025913387,1.88489043929983e-07,0.00036884785318852,0,1.0698223561092e-165,2.37386425483172e-12,4.33261997781323e-191,0,0.00140005949647927,0.000287525753104164,9.98064453157691e-166,0.0682774377560411,0.00252054575247091
DEL,repeats,4,2,0.000103446495071734,1.18010782102271e-155,0.00364393212447621,0,5.50379977476152e-223,0,0,0,0,0,0.000329457760223117,0,0.000434213091578468,0.0122642558036857,0.00052944868292681
DEL,repeats,4,3,0,1.28270966754422e-267,7.26597037861542e-06,0,0.000137336034626885,0,0.00864165635729312,0,0,0,2.12669427675152e-06,0,0.000132559640517594,0.00374153511416003,0.000203789967871852
DEL,repeats,4,4,0,0,0,0,0.000721328955356834,5.19882901899295e-272,0.0109369277346276,0.000207000380523427,0,0,0,0,0,0.000468628404560881,0
DEL,repeats,4,5+,0,0,0.00215638170411813,0,5.48071069102347e-05,0,0.00421234631567109,0,0,0,0.000136700473535616,1.70141006285985e-224,0,9.79877917934826e-05,0
DEL,repeats,5+,0,4.26788144688753e-175,0,0,0.00170052470238752,1.11253692925436e-308,0.0103117524680193,0.0173001799307114,0.332131842134763,2.46606617526884e-246,3.94614004273501e-274,0,0,0.00250059713665767,0.00122929379290259,5.77974657401397e-28
DEL,repeats,5+,1,0,0,0.0190107560667976,0,8.28630734046862e-05,0.000985789958135298,0,0,0,0,0.00223017319754505,1.36363998655417e-287,0,0.00967044652283213,0.00844646065543066
DEL,repeats,5+,2,0,0.000589191156676676,0.00290147360949219,0,0,0,0.000693666917156409,0.000453456207272584,2.29714485114153e-197,2.60419207420914e-105,0.000237893580859945,5.77135388869394e-05,0.000108759417252619,0.00309640266202335,0.000491873889691663
DEL,repeats,5+,3,0,1.39515930317256e-17,0.000792020462331725,1.11253695751441e-308,1.18588877536035e-05,2.47782422279658e-162,0.000513925081324823,0,2.59380971093785e-198,0,9.79663645727531e-05,2.13903167509735e-05,0.000117065014696287,0.00145949656998169,0.000112868508860558
DEL,repeats,5+,4,0,7.31468540278658e-89,0.000591647501151052,3.6175844798755e-05,0,4.3376302644605e-05,0.000143374585341188,7.14006302877505e-05,0,0,5.78693856089268e-05,8.1903036881654e-193,0,0,7.40674722033731e-05
DEL,repeats,5+,5+,4.18726511673958e-05,0,0.000350411498274358,0,3.64649264680759e-05,0,0.00143697729311162,0,0.000201166308210496,2.35205640871245e-259,1.05917271178135e-05,3.46570303595749e-06,0.000118011587147694,0.00037163569458833,4.26079001548512e-05
INS,repeats,2,0,8.70460171352316e-05,2.27354077210415e-23,0.00348400426572702,0.00310343199801851,0,0.0119155031317488,0.0112231579779253,0.00187658736066047,1.34674079141027e-145,3.27944092808324e-147,0.000199393579281091,0.000332693873107459,0.0336592590796578,0,0.00228063878079214
INS,repeats,2,1,0.00268962569887133,0.000610407966441261,0.000979361107906906,0.00272439293816128,0,0.00237779610200406,0.0395511630779647,0.00175769817035444,7.05124741193955e-108,2.63723457527407e-70,0.000209126772190714,0,0,0,0
INS,repeats,2,2,5.13872004485285e-235,0.00216650212620305,0.00774585986357564,0.00106427980576657,3.40396618118216e-05,0.000229918524819856,0.0139391977433699,2.1300058956245e-38,0.00265807660232689,4.23314216202291e-100,0.00071928409896903,3.16909704478191e-73,0.0010395397350871,0.000172434595694297,0.000668990326734082
INS,repeats,2,3,4.65413847707004e-149,1.20827503520913e-65,0.00264183614400268,0.00144953833724033,0.000157989061325276,0.000322839516377224,0.00154057906480044,6.05561276335006e-50,0.00156252204171853,0.00186445794517173,0.000278644463607588,0.000549035260424902,0.00161991788964352,0,0.000482575950007317
INS,repeats,2,4,3.74848324732039e-278,4.60685285024319e-52,0.0230091003710199,0.000176876980958337,0.0003456866616657,0,0,0,0,0,0.00144847494190758,0.00199086752353314,0.00266988716161537,1.784534429225e-05,4.93369016922228e-279
INS,repeats,2,5+,5.53116251246123e-235,2.42828298830828e-152,0.13210019357054,0,8.67166782166207e-256,4.80615529544099e-82,0.000509280690344235,0.00060498995858928,2.37549056976683e-170,4.07732331786125e-149,0.00796628735130921,0.0140675670243283,0,0,0.000172716777516021
INS,repeats,3,0,0,0,0.000499807095562523,0.000282537285371399,0,0.000201495388422313,0.00808038815078774,0.000757346574731485,4.02528516733312e-198,1.30036117691953e-56,2.93083177031424e-05,4.9475369735534e-06,0.0105935943895381,0,0.000974652451663638
INS,repeats,3,1,0.000398191794055259,1.16374688431783e-100,0.00519498515156974,5.81547951465417e-23,2.22527701268913e-05,0.00486174571980971,0.0104871350456369,0.000523380170914674,0.00468305009217055,2.5759277128421e-134,0.000897748038533702,0.000172502383738455,0.00321160015649047,5.0730694943808e-05,3.7514995404665e-05
INS,repeats,3,2,1.7759185451118e-204,5.54833197201889e-286,0.00171029363321565,1.48114774331277e-139,0,0.000586487151341043,0.00217768188443906,6.16839646854613e-05,0.000297374648381428,0,0.000170467606200893,4.18893135308784e-23,6.24016538232531e-05,0.000866425869873357,0.000927194499220339
INS,repeats,3,3,0,0,0.000254864192872315,0,0.000118633003206324,0,2.31931568958309e-05,0,0,0,0,0.000172519838054838,0.000727832803045529,0,0.000317751001247955
INS,repeats,3,4,0,1.1542819991384e-173,0.00116171201243306,2.24235955656662e-05,4.0856009064004e-05,0,4.51425356786622e-253,6.7665498871066e-05,1.11253692925361e-308,0.000187155849014906,5.84826989057128e-05,9.04530846553047e-05,0.000720633195928757,0.000174049208435633,0.000229437849859598
INS,repeats,3,5+,0,0,0.0118714912516552,0,8.4681318471471e-120,0,0,0,0,0,0.00144362316155858,0.00102965759345664,0.00267436644014358,0,0
INS,repeats,4,0,0.000137618698404778,0,7.18419878248738e-05,0,5.86223020451796e-05,0.000810076426905993,0.00518517145369461,0.000627437940156645,1.96481390032739e-203,1.34468613895574e-45,8.20453081302565e-06,0,0.00913825145555892,1.02926460572998e-291,0.00165963509765857
INS,repeats,4,1,0.0014720498417377,0.000317222134350353,0.00803860788794132,0,0.000350483941340401,0.0035561058504784,0.00711663295337145,0.000757339672415111,9.609078407177e-69,9.63658710186633e-38,0.000938861071203875,0.000479763137397166,0.000891536729113278,0.000920189678681255,0.000527499307001677
INS,repeats,4,2,0,1.05086251686221e-175,0.000152241549565117,7.39082407128934e-111,2.3251277133971e-05,0.000108286234597107,0.000874916985433992,3.45398738642806e-05,8.4250642720128e-32,0.000194860629846832,1.11477266270923e-05,5.84685132522299e-05,0,0.000272556361754301,0.000516857523820319
INS,repeats,4,3,0.000146804621035248,2.80856955192658e-108,0.00124510216644928,5.21227388162643e-05,0,0,0,0,0,0.00016669347703648,9.13318377183344e-05,8.80521973148134e-05,0.000896430950992878,7.39627731157732e-05,0.00035361039596713
INS,repeats,4,4,0,4.17571396682737e-280,0.00322606213221288,0,0,0,0,0.000139432033352335,0,0,0.000142075080827357,0.000209890321371887,0.00234381660780981,0.000324521790192764,4.37935430133235e-05
INS,repeats,4,5+,0,3.91477846637837e-220,0.0155814160389025,0,0,0,0.00135971134778684,0.000547199217563429,8.83352594653746e-134,5.52210926920915e-246,0.00184606949403397,0.000557401773920359,0.000177032106293444,8.17329846745662e-05,0.000159325975585509
INS,repeats,5+,0,0,0,0,0.000142606737555239,0.000838808217965618,0.00246962105958338,0.00965134403803271,0,0,0,0,0,0.00385190443620226,0,0.00939262781929602
INS,repeats,5+,1,0.001711588641671,0.00127441627104145,0.00158528520068414,2.47239585025733e-261,0.000849199115615789,0.0140333938411493,0.00787607851193214,0.0106368785907333,2.88463841472382e-204,0,3.8297300081481e-05,0.00145970144622356,0.048098048697725,0.00218405593028497,0.00655702961346682
INS,repeats,5+,2,1.81321620826984e-05,3.36846147288309e-129,0.000436465104839384,4.25979554969268e-05,0.000812418382985471,0,0.000498925921430238,2.15871916437791e-235,4.9125525561234e-06,0.000916127454486207,0,0.000189329624772351,0.00101499327399201,0.00015592340101538,0.00130605454924493
INS,repeats,5+,3,0,0.000287410899600012,0.00092863584746187,2.3597554446609e-05,0,0,0.000294866230126617,7.81546269114214e-114,0.000189636577528761,2.76284898601379e-213,6.29883542415291e-05,0.000200990967283769,0,0,0
INS,repeats,5+,4,0,0,0.000509417224166817,0,0.000119628302991131,0,0.000351757284295031,1.51242648806285e-05,0,1.21559357447896e-195,1.11472488326556e-289,0.000201241140992561,0.000464996342668024,6.09963926174547e-05,5.59219352006466e-06
INS,repeats,5+,5+,3.65584297263121e-05,0,0.00142243052056991,1.7980354821842e-257,4.07585530661059e-05,0,0.00118738291223727,0.000284793894075424,0,0,7.0157209126795e-05,4.67810689023021e-05,0.000290573759340772,1.99126444369726e-05,5.21461866955001e-05
DEL,MH,2,1,8.39853900181211e-160,7.84074058708579e-194,0,0.00731524486387066,0,0.0114022965089075,0.0422769862773993,5.19997056943081e-215,2.14308215299594e-109,1.41591608808018e-208,6.08644871659435e-11,8.7867239039004e-219,0,0.214453694030688,0
DEL,MH,3,1,0.00484016833500462,0,0,5.36019764409256e-05,0,2.60472295399723e-122,0.0264917012947624,0.0120725740377813,0,5.784639886669e-291,0,2.63516483642723e-05,0.00123661118286942,0.00694475494883731,0.000342815726021953
DEL,MH,3,2,3.83887752291666e-69,0.0015288811917715,0.0186898629943613,0.000183111517353823,0.00068241499484752,0.000589811503878258,0.0134852643616316,0.00249427825933841,5.16376924482969e-135,5.87521395440774e-143,0.00189068140392022,0.000806840429675559,0.00344768324589769,0.0590993890187336,0.00460328562525195
DEL,MH,4,1,0.00148028937425419,0.00147129034825399,0.000126045400841054,0,0,0.0014457231302805,0.0160613715030138,0.00679312574745243,0.000499005196237858,0.00719101496091377,8.43425714164279e-05,4.31236113085235e-280,0,0.0115805236247402,0.00249890702292298
DEL,MH,4,2,0.00052804022386023,0.00499276715876772,0.00189860482750911,8.6281275030768e-182,0,3.58683240937522e-233,0.008435781564622,0.000142842507088764,0.00093167096825819,0.0111807781645712,0.000275650007224907,1.73357531380571e-283,0.000684934458710858,0.0332395201681738,0.00960123255344464
DEL,MH,4,3,6.11638189697041e-200,0.00230921422948123,0.00196526141782273,0,0.000504060747604131,0.000156092597326618,0.00163653500604386,7.25389634121307e-05,0.00480640073200524,1.60201232856233e-257,0.000424444059316184,1.45646560634265e-05,0.00360841365809048,0.0400192830363415,0.00534711350382522
DEL,MH,5+,1,0,1.69732758196667e-296,0.00240094975514692,2.68015829102666e-234,0,4.79665587252932e-237,2.75010408404009e-226,0.395789669721574,1.11253703812386e-308,0,0.000404869867307854,0,0,0,0.0524229764811758
DEL,MH,5+,2,0,3.82447742733356e-19,0.00028911582065197,0.00240707009673417,0,3.01184515381809e-30,0.00194402943644264,0.114560313023538,4.36043580831994e-163,6.20026263071816e-273,3.2219502212459e-210,0,0.00124606583695147,0,0.325809177657414
DEL,MH,5+,3,1.02463754466356e-305,0,0,0.00121366866028868,0,2.71849740724156e-165,0.00658500114512731,0.0251676249596689,2.59334603498004e-286,4.39439675774897e-265,1.16640698502481e-212,0,3.99590067382737e-11,2.2342408954698e-201,0.252237280497742
DEL,MH,5+,4,1.17011355597566e-122,0.00102069329080509,0.00227364356787988,0.000693983469073971,1.5936993077297e-289,0,0.000276687536158839,0.00220555703835394,3.35613475336624e-227,2.74753372460087e-183,0.00025579472516783,3.44091365510882e-289,0,0.00352985319121187,0.142660375895908
DEL,MH,5+,5+,0,1.13487380525503e-273,0.0222274231618286,0,0,0.0059759435703159,0,1.9482239863695e-123,0,0,0.00131302392884399,0.000438848640771711,0,0,0.11420836771388
