Approach,Noise_level,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_sigs,FN,FP
SignatureAnalyzer,Noiseless,seed.310111,0.954545454545455,0.91304347826087,0.977045445372062,2.844634378178387,22,2,1
SignatureAnalyzer,Noiseless,seed.528401,0.954545454545455,0.91304347826087,0.977043164531761,2.844632097338086,22,2,1
SignatureAnalyzer,Noiseless,seed.1076753,0.954545454545455,0.91304347826087,0.976998960969007,2.844587893775332,22,2,1
SignatureAnalyzer,Moderate,seed.145879,0.459459459459459,0.739130434782609,0.977590196109121,2.176180090351189,37,6,20
SignatureAnalyzer,Moderate,seed.200437,0.472222222222222,0.739130434782609,0.979247010433402,2.190599667438233,36,6,19
SignatureAnalyzer,Moderate,seed.310111,0.421052631578947,0.695652173913043,0.983588114239513,2.100292919731503,38,7,22
SignatureAnalyzer,Moderate,seed.528401,0.405405405405405,0.652173913043478,0.988996944504627,2.04657626295351,37,8,22
SignatureAnalyzer,Moderate,seed.1076753,0.388888888888889,0.608695652173913,0.979319742594265,1.976904283657067,36,9,22
SignatureAnalyzer,Realistic,seed.145879,0.304347826086957,0.608695652173913,0.967453376235785,1.880496854496655,46,9,32
SignatureAnalyzer,Realistic,seed.200437,0.260869565217391,0.521739130434783,0.963689189794845,1.746297885447019,46,11,34
SignatureAnalyzer,Realistic,seed.310111,0.304347826086957,0.608695652173913,0.964066582443587,1.877110060704457,46,9,32
SignatureAnalyzer,Realistic,seed.528401,0.304347826086957,0.608695652173913,0.96442625820176,1.87746973646263,46,9,32
SignatureAnalyzer,Realistic,seed.1076753,0.282608695652174,0.565217391304348,0.964749891051849,1.812575978008371,46,10,33
