prog,noise,seed,ex.sig,gt.sig,sim
mSigHdp,Realistic,200437,hdp.19,SBS38,0.99
mSigHdp,Realistic,200437,hdp.10,SBS40,0.99
mSigHdp,Realistic,200437,hdp.17,SBS41,0.992
mSigHdp,Realistic,200437,hdp.15,SBS44,0.988
signeR,Realistic,200437,signeR.9,SBS1,0.999
signeR,Realistic,200437,signeR.12,SBS2,0.991
signeR,Realistic,200437,signeR.5,SBS3,0.99
signeR,Realistic,200437,signeR.3,SBS4,0.996
signeR,Realistic,200437,signeR.1,SBS5,0.93
signeR,Realistic,200437,signeR.7,SBS7a,0.973
signeR,Realistic,200437,signeR.18,SBS7c,0.999
signeR,Realistic,200437,signeR.24,SBS7d,0.905
signeR,Realistic,200437,signeR.16,SBS12,0.95
signeR,Realistic,200437,signeR.25,SBS13,0.999
signeR,Realistic,200437,signeR.20,SBS17a,0.998
signeR,Realistic,200437,signeR.10,SBS17b,0.999
signeR,Realistic,200437,signeR.14,SBS18,0.993
signeR,Realistic,200437,signeR.31,SBS22,0.978
signeR,Realistic,200437,signeR.30,SBS28,0.978
signeR,Realistic,200437,signeR.2,SBS40,0.979
signeR,Realistic,200437,signeR.29,SBS41,0.965
signeR,Realistic,200437,signeR.11,SBS44,0.994
SigProfilerExtractor,Realistic,200437,SBS96A,SBS7a,0.91
SigProfilerExtractor,Realistic,200437,SBS96B,SBS2,0.997
SigProfilerExtractor,Realistic,200437,SBS96C,SBS7b,0.976
SigProfilerExtractor,Realistic,200437,SBS96E,SBS4,0.984
SigProfilerExtractor,Realistic,200437,SBS96F,SBS40,0.914
SigProfilerExtractor,Realistic,200437,SBS96G,SBS44,0.993
SigProfilerExtractor,Realistic,200437,SBS96H,SBS1,1
SigProfilerExtractor,Realistic,200437,SBS96I,SBS3,0.929
SigProfilerExtractor,Realistic,200437,SBS96J,SBS18,0.99
SigProfilerExtractor,Realistic,200437,SBS96K,SBS17b,1
SigProfilerExtractor,Realistic,200437,SBS96L,SBS7c,0.993
SigProfilerExtractor,Realistic,200437,SBS96M,SBS17a,1
SigProfilerExtractor,Realistic,200437,SBS96N,SBS7d,0.959
SigProfilerExtractor,Realistic,200437,SBS96O,SBS13,0.999
SigProfilerExtractor,Realistic,200437,SBS96P,SBS28,0.952
SignatureAnalyzer,Realistic,200437,W.30,SBS1,0.947
SignatureAnalyzer,Realistic,200437,W.5,SBS2,0.908
SignatureAnalyzer,Realistic,200437,W.41,SBS4,0.966
SignatureAnalyzer,Realistic,200437,W.20,SBS7c,0.995
SignatureAnalyzer,Realistic,200437,W.10,SBS7d,0.974
SignatureAnalyzer,Realistic,200437,W.11,SBS12,0.941
SignatureAnalyzer,Realistic,200437,W.19,SBS13,0.987
SignatureAnalyzer,Realistic,200437,W.32,SBS17a,0.988
SignatureAnalyzer,Realistic,200437,W.2,SBS17b,0.995
SignatureAnalyzer,Realistic,200437,W.17,SBS22,0.942
SignatureAnalyzer,Realistic,200437,W.39,SBS28,0.973
SignatureAnalyzer,Realistic,200437,W.25,SBS44,0.948
NR_hdp_gb_20,Realistic,200437,hdp.6,SBS1,0.996
NR_hdp_gb_20,Realistic,200437,hdp.7,SBS2,0.998
NR_hdp_gb_20,Realistic,200437,hdp.13,SBS3,0.976
NR_hdp_gb_20,Realistic,200437,hdp.5,SBS4,0.991
NR_hdp_gb_20,Realistic,200437,hdp.2,SBS5,0.988
NR_hdp_gb_20,Realistic,200437,hdp.1,SBS7a,0.924
NR_hdp_gb_20,Realistic,200437,hdp.16,SBS7c,0.997
NR_hdp_gb_20,Realistic,200437,hdp.19,SBS7d,0.979
NR_hdp_gb_20,Realistic,200437,hdp.22,SBS12,0.99
NR_hdp_gb_20,Realistic,200437,hdp.20,SBS13,0.994
NR_hdp_gb_20,Realistic,200437,hdp.26,SBS16,0.99
NR_hdp_gb_20,Realistic,200437,hdp.15,SBS17a,0.998
NR_hdp_gb_20,Realistic,200437,hdp.8,SBS17b,0.997
NR_hdp_gb_20,Realistic,200437,hdp.14,SBS18,0.993
NR_hdp_gb_20,Realistic,200437,hdp.42,SBS22,0.989
NR_hdp_gb_20,Realistic,200437,hdp.40,SBS28,0.98
NR_hdp_gb_20,Realistic,200437,hdp.32,SBS29,0.945
NR_hdp_gb_20,Realistic,200437,hdp.41,SBS35,0.958
NR_hdp_gb_20,Realistic,200437,hdp.28,SBS38,0.99
NR_hdp_gb_20,Realistic,200437,hdp.4,SBS40,0.989
NR_hdp_gb_20,Realistic,200437,hdp.37,SBS41,0.992
NR_hdp_gb_20,Realistic,200437,hdp.11,SBS44,0.988
mSigHdp_ds_10k,Realistic,200437,hdp.1,SBS1,0.998
mSigHdp_ds_10k,Realistic,200437,hdp.2,SBS2,0.995
mSigHdp_ds_10k,Realistic,200437,hdp.3,SBS17b,0.999
mSigHdp_ds_10k,Realistic,200437,hdp.4,SBS7a,0.93
mSigHdp_ds_10k,Realistic,200437,hdp.5,SBS13,0.996
mSigHdp_ds_10k,Realistic,200437,hdp.6,SBS17a,0.999
mSigHdp_ds_10k,Realistic,200437,hdp.7,SBS28,0.984
mSigHdp_ds_10k,Realistic,200437,hdp.8,SBS7c,0.999
mSigHdp_ds_10k,Realistic,200437,hdp.9,SBS7d,0.975
mSigHdp_ds_10k,Realistic,200437,hdp.10,SBS40,0.997
mSigHdp_ds_10k,Realistic,200437,hdp.11,SBS41,0.994
mSigHdp_ds_10k,Realistic,200437,hdp.12,SBS3,0.986
mSigHdp_ds_10k,Realistic,200437,hdp.13,SBS18,0.997
mSigHdp_ds_10k,Realistic,200437,hdp.14,SBS7b,0.991
mSigHdp_ds_10k,Realistic,200437,hdp.15,SBS5,0.997
mSigHdp_ds_10k,Realistic,200437,hdp.16,SBS44,0.994
mSigHdp_ds_10k,Realistic,200437,hdp.17,SBS22,0.99
mSigHdp_ds_10k,Realistic,200437,hdp.18,SBS4,0.997
mSigHdp_ds_10k,Realistic,200437,hdp.19,SBS12,0.992
mSigHdp_ds_10k,Realistic,200437,hdp.20,SBS29,0.943
mSigHdp_ds_10k,Realistic,200437,hdp.22,SBS16,0.989
mSigHdp_ds_10k,Realistic,200437,hdp.23,SBS38,0.979
mSigHdp,Realistic,310111,hdp.1,SBS1,0.996
mSigHdp,Realistic,310111,hdp.13,SBS2,0.999
mSigHdp,Realistic,310111,hdp.12,SBS3,0.975
mSigHdp,Realistic,310111,hdp.25,SBS4,0.992
mSigHdp,Realistic,310111,hdp.7,SBS5,0.988
mSigHdp,Realistic,310111,hdp.3,SBS7c,0.997
mSigHdp,Realistic,310111,hdp.10,SBS7d,0.981
mSigHdp,Realistic,310111,hdp.16,SBS12,0.99
mSigHdp,Realistic,310111,hdp.11,SBS13,0.994
mSigHdp,Realistic,310111,hdp.21,SBS16,0.99
mSigHdp,Realistic,310111,hdp.9,SBS17a,0.998
mSigHdp,Realistic,310111,hdp.2,SBS17b,0.997
mSigHdp,Realistic,310111,hdp.20,SBS18,0.993
mSigHdp,Realistic,310111,hdp.15,SBS22,0.989
mSigHdp,Realistic,310111,hdp.4,SBS28,0.983
mSigHdp,Realistic,310111,hdp.22,SBS29,0.954
mSigHdp,Realistic,310111,hdp.17,SBS38,0.991
mSigHdp,Realistic,310111,hdp.18,SBS40,0.989
mSigHdp,Realistic,310111,hdp.14,SBS41,0.992
mSigHdp,Realistic,310111,hdp.19,SBS44,0.988
signeR,Realistic,310111,signeR.8,SBS1,0.998
signeR,Realistic,310111,signeR.12,SBS2,0.997
signeR,Realistic,310111,signeR.6,SBS3,0.988
signeR,Realistic,310111,signeR.3,SBS4,0.997
signeR,Realistic,310111,signeR.2,SBS5,0.94
signeR,Realistic,310111,signeR.4,SBS7a,0.971
signeR,Realistic,310111,signeR.19,SBS7c,0.997
signeR,Realistic,310111,signeR.22,SBS7d,0.942
signeR,Realistic,310111,signeR.17,SBS12,0.946
signeR,Realistic,310111,signeR.24,SBS13,0.999
signeR,Realistic,310111,signeR.18,SBS17a,0.998
signeR,Realistic,310111,signeR.9,SBS17b,0.999
signeR,Realistic,310111,signeR.14,SBS18,0.995
signeR,Realistic,310111,signeR.30,SBS28,0.978
signeR,Realistic,310111,signeR.1,SBS40,0.98
signeR,Realistic,310111,signeR.10,SBS44,0.992
SigProfilerExtractor,Realistic,310111,SBS96A,SBS7a,0.934
SigProfilerExtractor,Realistic,310111,SBS96B,SBS7b,0.984
SigProfilerExtractor,Realistic,310111,SBS96C,SBS2,0.999
SigProfilerExtractor,Realistic,310111,SBS96D,SBS4,0.983
SigProfilerExtractor,Realistic,310111,SBS96F,SBS3,0.932
SigProfilerExtractor,Realistic,310111,SBS96G,SBS40,0.933
SigProfilerExtractor,Realistic,310111,SBS96H,SBS44,0.994
SigProfilerExtractor,Realistic,310111,SBS96I,SBS1,0.999
SigProfilerExtractor,Realistic,310111,SBS96J,SBS17b,1
SigProfilerExtractor,Realistic,310111,SBS96K,SBS12,0.95
SigProfilerExtractor,Realistic,310111,SBS96L,SBS18,0.989
SigProfilerExtractor,Realistic,310111,SBS96M,SBS7c,0.995
SigProfilerExtractor,Realistic,310111,SBS96N,SBS17a,1
SigProfilerExtractor,Realistic,310111,SBS96O,SBS7d,0.956
SigProfilerExtractor,Realistic,310111,SBS96P,SBS13,0.999
SigProfilerExtractor,Realistic,310111,SBS96Q,SBS22,0.979
SigProfilerExtractor,Realistic,310111,SBS96R,SBS28,0.964
SignatureAnalyzer,Realistic,310111,W.14,SBS1,0.948
SignatureAnalyzer,Realistic,310111,W.21,SBS4,0.978
SignatureAnalyzer,Realistic,310111,W.19,SBS7a,0.976
SignatureAnalyzer,Realistic,310111,W.7,SBS7b,0.977
SignatureAnalyzer,Realistic,310111,W.30,SBS7c,0.99
SignatureAnalyzer,Realistic,310111,W.35,SBS7d,0.955
SignatureAnalyzer,Realistic,310111,W.3,SBS12,0.938
SignatureAnalyzer,Realistic,310111,W.23,SBS13,0.969
SignatureAnalyzer,Realistic,310111,W.13,SBS16,0.941
SignatureAnalyzer,Realistic,310111,W.9,SBS17a,0.988
SignatureAnalyzer,Realistic,310111,W.28,SBS17b,0.999
SignatureAnalyzer,Realistic,310111,W.20,SBS22,0.948
SignatureAnalyzer,Realistic,310111,W.42,SBS28,0.978
SignatureAnalyzer,Realistic,310111,W.41,SBS44,0.912
NR_hdp_gb_20,Realistic,310111,hdp.5,SBS1,0.996
NR_hdp_gb_20,Realistic,310111,hdp.7,SBS2,0.994
NR_hdp_gb_20,Realistic,310111,hdp.12,SBS3,0.975
NR_hdp_gb_20,Realistic,310111,hdp.6,SBS4,0.992
NR_hdp_gb_20,Realistic,310111,hdp.2,SBS5,0.994
NR_hdp_gb_20,Realistic,310111,hdp.1,SBS7a,0.905
NR_hdp_gb_20,Realistic,310111,hdp.11,SBS7c,0.996
NR_hdp_gb_20,Realistic,310111,hdp.16,SBS7d,0.98
NR_hdp_gb_20,Realistic,310111,hdp.20,SBS12,0.99
NR_hdp_gb_20,Realistic,310111,hdp.17,SBS13,0.994
NR_hdp_gb_20,Realistic,310111,hdp.26,SBS16,0.989
NR_hdp_gb_20,Realistic,310111,hdp.15,SBS17a,0.998
NR_hdp_gb_20,Realistic,310111,hdp.8,SBS17b,0.999
NR_hdp_gb_20,Realistic,310111,hdp.13,SBS18,0.993
NR_hdp_gb_20,Realistic,310111,hdp.34,SBS22,0.99
NR_hdp_gb_20,Realistic,310111,hdp.33,SBS28,0.981
NR_hdp_gb_20,Realistic,310111,hdp.29,SBS29,0.953
NR_hdp_gb_20,Realistic,310111,hdp.25,SBS38,0.991
NR_hdp_gb_20,Realistic,310111,hdp.4,SBS40,0.989
NR_hdp_gb_20,Realistic,310111,hdp.32,SBS41,0.991
NR_hdp_gb_20,Realistic,310111,hdp.10,SBS44,0.988
mSigHdp_ds_10k,Realistic,310111,hdp.1,SBS1,0.998
mSigHdp_ds_10k,Realistic,310111,hdp.2,SBS2,0.993
mSigHdp_ds_10k,Realistic,310111,hdp.3,SBS17b,0.999
mSigHdp_ds_10k,Realistic,310111,hdp.4,SBS17a,0.999
mSigHdp_ds_10k,Realistic,310111,hdp.5,SBS7a,0.955
mSigHdp_ds_10k,Realistic,310111,hdp.6,SBS22,0.99
mSigHdp_ds_10k,Realistic,310111,hdp.7,SBS5,0.997
mSigHdp_ds_10k,Realistic,310111,hdp.8,SBS4,0.997
mSigHdp_ds_10k,Realistic,310111,hdp.9,SBS13,0.993
mSigHdp_ds_10k,Realistic,310111,hdp.10,SBS18,0.997
mSigHdp_ds_10k,Realistic,310111,hdp.11,SBS41,0.994
mSigHdp_ds_10k,Realistic,310111,hdp.12,SBS12,0.992
mSigHdp_ds_10k,Realistic,310111,hdp.13,SBS28,0.985
mSigHdp_ds_10k,Realistic,310111,hdp.14,SBS44,0.994
mSigHdp_ds_10k,Realistic,310111,hdp.15,SBS3,0.986
mSigHdp_ds_10k,Realistic,310111,hdp.16,SBS40,0.997
mSigHdp_ds_10k,Realistic,310111,hdp.17,SBS7d,0.975
mSigHdp_ds_10k,Realistic,310111,hdp.18,SBS7c,0.999
mSigHdp_ds_10k,Realistic,310111,hdp.19,SBS29,0.946
mSigHdp_ds_10k,Realistic,310111,hdp.21,SBS7b,0.995
mSigHdp_ds_10k,Realistic,310111,hdp.22,SBS38,0.977
mSigHdp_ds_10k,Realistic,310111,hdp.23,SBS16,0.989
mSigHdp,Realistic,528401,hdp.1,SBS1,0.996
mSigHdp,Realistic,528401,hdp.13,SBS2,1
mSigHdp,Realistic,528401,hdp.19,SBS3,0.977
mSigHdp,Realistic,528401,hdp.21,SBS4,0.991
mSigHdp,Realistic,528401,hdp.6,SBS5,0.985
mSigHdp,Realistic,528401,hdp.4,SBS7c,0.995
mSigHdp,Realistic,528401,hdp.7,SBS7d,0.98
mSigHdp,Realistic,528401,hdp.15,SBS12,0.991
mSigHdp,Realistic,528401,hdp.16,SBS13,0.993
mSigHdp,Realistic,528401,hdp.20,SBS16,0.99
mSigHdp,Realistic,528401,hdp.5,SBS17a,0.999
mSigHdp,Realistic,528401,hdp.2,SBS17b,0.996
mSigHdp,Realistic,528401,hdp.17,SBS18,0.993
mSigHdp,Realistic,528401,hdp.18,SBS22,0.989
mSigHdp,Realistic,528401,hdp.3,SBS28,0.98
mSigHdp,Realistic,528401,hdp.23,SBS29,0.955
mSigHdp,Realistic,528401,hdp.9,SBS38,0.991
mSigHdp,Realistic,528401,hdp.12,SBS40,0.99
mSigHdp,Realistic,528401,hdp.11,SBS41,0.992
mSigHdp,Realistic,528401,hdp.14,SBS44,0.988
signeR,Realistic,528401,signeR.12,SBS1,0.998
signeR,Realistic,528401,signeR.10,SBS2,0.998
signeR,Realistic,528401,signeR.7,SBS3,0.992
signeR,Realistic,528401,signeR.3,SBS4,0.993
signeR,Realistic,528401,signeR.5,SBS7a,0.927
signeR,Realistic,528401,signeR.18,SBS7c,0.998
signeR,Realistic,528401,signeR.21,SBS7d,0.928
signeR,Realistic,528401,signeR.23,SBS13,0.999
signeR,Realistic,528401,signeR.17,SBS17a,0.999
signeR,Realistic,528401,signeR.11,SBS17b,0.999
signeR,Realistic,528401,signeR.13,SBS18,0.993
signeR,Realistic,528401,signeR.26,SBS22,0.976
signeR,Realistic,528401,signeR.27,SBS28,0.979
signeR,Realistic,528401,signeR.1,SBS40,0.988
signeR,Realistic,528401,signeR.25,SBS41,0.978
signeR,Realistic,528401,signeR.9,SBS44,0.981
SigProfilerExtractor,Realistic,528401,SBS96A,SBS7a,0.933
SigProfilerExtractor,Realistic,528401,SBS96B,SBS7b,0.984
SigProfilerExtractor,Realistic,528401,SBS96C,SBS2,0.999
SigProfilerExtractor,Realistic,528401,SBS96D,SBS4,0.986
SigProfilerExtractor,Realistic,528401,SBS96F,SBS40,0.916
SigProfilerExtractor,Realistic,528401,SBS96G,SBS3,0.938
SigProfilerExtractor,Realistic,528401,SBS96H,SBS44,0.993
SigProfilerExtractor,Realistic,528401,SBS96I,SBS1,1
SigProfilerExtractor,Realistic,528401,SBS96J,SBS17b,0.999
SigProfilerExtractor,Realistic,528401,SBS96K,SBS18,0.988
SigProfilerExtractor,Realistic,528401,SBS96L,SBS7c,0.991
SigProfilerExtractor,Realistic,528401,SBS96M,SBS17a,1
SigProfilerExtractor,Realistic,528401,SBS96N,SBS7d,0.963
SigProfilerExtractor,Realistic,528401,SBS96O,SBS13,0.998
SigProfilerExtractor,Realistic,528401,SBS96P,SBS22,0.96
SigProfilerExtractor,Realistic,528401,SBS96Q,SBS28,0.963
SignatureAnalyzer,Realistic,528401,W.22,SBS1,0.951
SignatureAnalyzer,Realistic,528401,W.12,SBS4,0.978
SignatureAnalyzer,Realistic,528401,W.28,SBS7a,0.98
SignatureAnalyzer,Realistic,528401,W.33,SBS7b,0.965
SignatureAnalyzer,Realistic,528401,W.32,SBS7c,0.99
SignatureAnalyzer,Realistic,528401,W.29,SBS7d,0.943
SignatureAnalyzer,Realistic,528401,W.31,SBS12,0.923
SignatureAnalyzer,Realistic,528401,W.38,SBS13,0.987
SignatureAnalyzer,Realistic,528401,W.17,SBS17a,1
SignatureAnalyzer,Realistic,528401,W.39,SBS17b,0.996
SignatureAnalyzer,Realistic,528401,W.13,SBS18,0.914
SignatureAnalyzer,Realistic,528401,W.35,SBS22,0.965
SignatureAnalyzer,Realistic,528401,W.23,SBS28,0.977
SignatureAnalyzer,Realistic,528401,W.5,SBS44,0.933
NR_hdp_gb_20,Realistic,528401,hdp.5,SBS1,0.996
NR_hdp_gb_20,Realistic,528401,hdp.6,SBS2,0.997
NR_hdp_gb_20,Realistic,528401,hdp.11,SBS3,0.978
NR_hdp_gb_20,Realistic,528401,hdp.7,SBS4,0.992
NR_hdp_gb_20,Realistic,528401,hdp.2,SBS5,0.988
NR_hdp_gb_20,Realistic,528401,hdp.1,SBS7a,0.92
NR_hdp_gb_20,Realistic,528401,hdp.16,SBS7c,0.997
NR_hdp_gb_20,Realistic,528401,hdp.17,SBS7d,0.98
NR_hdp_gb_20,Realistic,528401,hdp.21,SBS12,0.991
NR_hdp_gb_20,Realistic,528401,hdp.18,SBS13,0.993
NR_hdp_gb_20,Realistic,528401,hdp.25,SBS16,0.99
NR_hdp_gb_20,Realistic,528401,hdp.14,SBS17a,0.998
NR_hdp_gb_20,Realistic,528401,hdp.8,SBS17b,0.997
NR_hdp_gb_20,Realistic,528401,hdp.13,SBS18,0.993
NR_hdp_gb_20,Realistic,528401,hdp.40,SBS22,0.99
NR_hdp_gb_20,Realistic,528401,hdp.38,SBS28,0.98
NR_hdp_gb_20,Realistic,528401,hdp.29,SBS29,0.955
NR_hdp_gb_20,Realistic,528401,hdp.26,SBS38,0.991
NR_hdp_gb_20,Realistic,528401,hdp.4,SBS40,0.99
NR_hdp_gb_20,Realistic,528401,hdp.36,SBS41,0.992
NR_hdp_gb_20,Realistic,528401,hdp.10,SBS44,0.988
mSigHdp_ds_10k,Realistic,528401,hdp.1,SBS1,0.998
mSigHdp_ds_10k,Realistic,528401,hdp.2,SBS2,0.995
mSigHdp_ds_10k,Realistic,528401,hdp.3,SBS17b,0.999
mSigHdp_ds_10k,Realistic,528401,hdp.4,SBS17a,0.999
mSigHdp_ds_10k,Realistic,528401,hdp.5,SBS12,0.992
mSigHdp_ds_10k,Realistic,528401,hdp.6,SBS44,0.994
mSigHdp_ds_10k,Realistic,528401,hdp.7,SBS3,0.986
mSigHdp_ds_10k,Realistic,528401,hdp.8,SBS16,0.989
mSigHdp_ds_10k,Realistic,528401,hdp.9,SBS13,0.995
mSigHdp_ds_10k,Realistic,528401,hdp.10,SBS18,0.997
mSigHdp_ds_10k,Realistic,528401,hdp.11,SBS22,0.99
mSigHdp_ds_10k,Realistic,528401,hdp.12,SBS7d,0.983
mSigHdp_ds_10k,Realistic,528401,hdp.13,SBS5,0.997
mSigHdp_ds_10k,Realistic,528401,hdp.14,SBS28,0.984
mSigHdp_ds_10k,Realistic,528401,hdp.15,SBS41,0.994
mSigHdp_ds_10k,Realistic,528401,hdp.16,SBS40,0.997
mSigHdp_ds_10k,Realistic,528401,hdp.17,SBS7c,0.999
mSigHdp_ds_10k,Realistic,528401,hdp.18,SBS4,0.996
mSigHdp_ds_10k,Realistic,528401,hdp.19,SBS38,0.979
mSigHdp_ds_10k,Realistic,528401,hdp.20,SBS29,0.946
mSigHdp_ds_10k,Realistic,528401,hdp.22,SBS7b,0.967
mSigHdp,Realistic,1076753,hdp.1,SBS1,0.996
mSigHdp,Realistic,1076753,hdp.17,SBS2,0.998
mSigHdp,Realistic,1076753,hdp.21,SBS3,0.978
mSigHdp,Realistic,1076753,hdp.16,SBS4,0.989
mSigHdp,Realistic,1076753,hdp.5,SBS5,0.986
mSigHdp,Realistic,1076753,hdp.2,SBS7c,0.998
mSigHdp,Realistic,1076753,hdp.19,SBS7d,0.977
mSigHdp,Realistic,1076753,hdp.18,SBS12,0.99
mSigHdp,Realistic,1076753,hdp.13,SBS13,0.993
mSigHdp,Realistic,1076753,hdp.12,SBS16,0.989
mSigHdp,Realistic,1076753,hdp.6,SBS17a,0.999
mSigHdp,Realistic,1076753,hdp.3,SBS17b,0.996
mSigHdp,Realistic,1076753,hdp.9,SBS18,0.994
mSigHdp,Realistic,1076753,hdp.11,SBS22,0.99
mSigHdp,Realistic,1076753,hdp.8,SBS28,0.981
mSigHdp,Realistic,1076753,hdp.22,SBS29,0.957
mSigHdp,Realistic,1076753,hdp.25,SBS38,0.99
mSigHdp,Realistic,1076753,hdp.20,SBS40,0.99
mSigHdp,Realistic,1076753,hdp.15,SBS41,0.992
mSigHdp,Realistic,1076753,hdp.10,SBS44,0.985
signeR,Realistic,1076753,signeR.11,SBS1,0.998
signeR,Realistic,1076753,signeR.12,SBS2,0.99
signeR,Realistic,1076753,signeR.8,SBS3,0.99
signeR,Realistic,1076753,signeR.2,SBS4,0.997
signeR,Realistic,1076753,signeR.1,SBS5,0.947
signeR,Realistic,1076753,signeR.4,SBS7a,0.96
signeR,Realistic,1076753,signeR.7,SBS7b,0.96
signeR,Realistic,1076753,signeR.17,SBS7c,0.998
signeR,Realistic,1076753,signeR.23,SBS7d,0.933
signeR,Realistic,1076753,signeR.16,SBS12,0.944
signeR,Realistic,1076753,signeR.21,SBS13,0.999
signeR,Realistic,1076753,signeR.18,SBS17a,0.998
signeR,Realistic,1076753,signeR.10,SBS17b,0.999
signeR,Realistic,1076753,signeR.14,SBS18,0.995
signeR,Realistic,1076753,signeR.31,SBS22,0.978
signeR,Realistic,1076753,signeR.30,SBS28,0.979
signeR,Realistic,1076753,signeR.3,SBS40,0.972
signeR,Realistic,1076753,signeR.29,SBS41,0.974
signeR,Realistic,1076753,signeR.13,SBS44,0.972
SigProfilerExtractor,Realistic,1076753,SBS96A,SBS7a,0.937
SigProfilerExtractor,Realistic,1076753,SBS96B,SBS7b,0.987
SigProfilerExtractor,Realistic,1076753,SBS96C,SBS2,0.999
SigProfilerExtractor,Realistic,1076753,SBS96D,SBS4,0.986
SigProfilerExtractor,Realistic,1076753,SBS96F,SBS40,0.916
SigProfilerExtractor,Realistic,1076753,SBS96G,SBS44,0.993
SigProfilerExtractor,Realistic,1076753,SBS96H,SBS3,0.936
SigProfilerExtractor,Realistic,1076753,SBS96I,SBS1,1
SigProfilerExtractor,Realistic,1076753,SBS96J,SBS17b,0.999
SigProfilerExtractor,Realistic,1076753,SBS96K,SBS18,0.988
SigProfilerExtractor,Realistic,1076753,SBS96L,SBS7c,0.99
SigProfilerExtractor,Realistic,1076753,SBS96M,SBS17a,1
SigProfilerExtractor,Realistic,1076753,SBS96N,SBS7d,0.963
SigProfilerExtractor,Realistic,1076753,SBS96O,SBS13,0.998
SigProfilerExtractor,Realistic,1076753,SBS96P,SBS22,0.954
SigProfilerExtractor,Realistic,1076753,SBS96Q,SBS28,0.965
SignatureAnalyzer,Realistic,1076753,W.15,SBS1,0.948
SignatureAnalyzer,Realistic,1076753,W.24,SBS2,0.909
SignatureAnalyzer,Realistic,1076753,W.17,SBS4,0.988
SignatureAnalyzer,Realistic,1076753,W.12,SBS7c,0.974
SignatureAnalyzer,Realistic,1076753,W.38,SBS7d,0.969
SignatureAnalyzer,Realistic,1076753,W.4,SBS13,0.998
SignatureAnalyzer,Realistic,1076753,W.35,SBS16,0.919
SignatureAnalyzer,Realistic,1076753,W.30,SBS17a,0.992
SignatureAnalyzer,Realistic,1076753,W.8,SBS17b,0.996
SignatureAnalyzer,Realistic,1076753,W.10,SBS22,0.944
SignatureAnalyzer,Realistic,1076753,W.39,SBS28,0.977
SignatureAnalyzer,Realistic,1076753,W.3,SBS38,0.973
SignatureAnalyzer,Realistic,1076753,W.46,SBS44,0.955
NR_hdp_gb_20,Realistic,1076753,hdp.7,SBS1,0.996
NR_hdp_gb_20,Realistic,1076753,hdp.8,SBS2,0.998
NR_hdp_gb_20,Realistic,1076753,hdp.11,SBS3,0.978
NR_hdp_gb_20,Realistic,1076753,hdp.6,SBS4,0.99
NR_hdp_gb_20,Realistic,1076753,hdp.3,SBS5,0.994
NR_hdp_gb_20,Realistic,1076753,hdp.1,SBS7a,0.941
NR_hdp_gb_20,Realistic,1076753,hdp.2,SBS7b,0.946
NR_hdp_gb_20,Realistic,1076753,hdp.14,SBS7c,0.998
NR_hdp_gb_20,Realistic,1076753,hdp.16,SBS7d,0.975
NR_hdp_gb_20,Realistic,1076753,hdp.20,SBS12,0.99
NR_hdp_gb_20,Realistic,1076753,hdp.17,SBS13,0.993
NR_hdp_gb_20,Realistic,1076753,hdp.24,SBS16,0.989
NR_hdp_gb_20,Realistic,1076753,hdp.15,SBS17a,0.998
NR_hdp_gb_20,Realistic,1076753,hdp.9,SBS17b,0.997
NR_hdp_gb_20,Realistic,1076753,hdp.13,SBS18,0.994
NR_hdp_gb_20,Realistic,1076753,hdp.37,SBS22,0.99
NR_hdp_gb_20,Realistic,1076753,hdp.35,SBS28,0.982
NR_hdp_gb_20,Realistic,1076753,hdp.30,SBS29,0.953
NR_hdp_gb_20,Realistic,1076753,hdp.4,SBS40,0.99
NR_hdp_gb_20,Realistic,1076753,hdp.32,SBS41,0.992
NR_hdp_gb_20,Realistic,1076753,hdp.10,SBS44,0.985
mSigHdp_ds_10k,Realistic,1076753,hdp.1,SBS1,0.998
mSigHdp_ds_10k,Realistic,1076753,hdp.2,SBS2,0.995
mSigHdp_ds_10k,Realistic,1076753,hdp.3,SBS17b,0.999
mSigHdp_ds_10k,Realistic,1076753,hdp.4,SBS7a,0.934
mSigHdp_ds_10k,Realistic,1076753,hdp.5,SBS17a,0.998
mSigHdp_ds_10k,Realistic,1076753,hdp.6,SBS5,0.997
mSigHdp_ds_10k,Realistic,1076753,hdp.7,SBS7c,0.999
mSigHdp_ds_10k,Realistic,1076753,hdp.8,SBS3,0.987
mSigHdp_ds_10k,Realistic,1076753,hdp.9,SBS18,0.997
mSigHdp_ds_10k,Realistic,1076753,hdp.10,SBS7b,0.987
mSigHdp_ds_10k,Realistic,1076753,hdp.11,SBS7d,0.978
mSigHdp_ds_10k,Realistic,1076753,hdp.12,SBS4,0.996
mSigHdp_ds_10k,Realistic,1076753,hdp.13,SBS28,0.985
mSigHdp_ds_10k,Realistic,1076753,hdp.14,SBS22,0.99
mSigHdp_ds_10k,Realistic,1076753,hdp.15,SBS41,0.994
mSigHdp_ds_10k,Realistic,1076753,hdp.16,SBS13,0.996
mSigHdp_ds_10k,Realistic,1076753,hdp.17,SBS40,0.998
mSigHdp_ds_10k,Realistic,1076753,hdp.18,SBS16,0.991
mSigHdp_ds_10k,Realistic,1076753,hdp.19,SBS12,0.991
mSigHdp_ds_10k,Realistic,1076753,hdp.20,SBS44,0.995
mSigHdp_ds_10k,Realistic,1076753,hdp.21,SBS29,0.943
