Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 0.998),signeR.4 (ID5 0.973),signeR.5 (False Positive) (ID8 0.866),signeR.6 (ID3 0.98),signeR.7 (False Positive) (ID5 0.509),signeR.8 (False Positive) (ID14 0.865),signeR.9 (ID4 0.997)
INS,T,1,3,0.000551500134354047,0.00367590165124647,0.000981397988162693,0.0165781970474911,2.52064024815445e-05,0.0226661964052323,0.00581577451937645,0.049147529895557,0.000118684014329434
INS,T,1,4,0.000995826728534836,0.0150441461760204,0.00329373699651723,0.0111490492006964,0.000626785697953224,0.0067596646738252,0.0263040547927956,0.0283253729158443,0.000501557250909779
INS,T,1,5+,0.00210284529738187,0.904537192560375,2.90723670014511e-05,2.78661330416559e-05,0.0144220514232128,0.0134760002887272,0.000387856911141964,0.0698259252059761,0.000772783863261573
DEL,repeats,2,0,3.67750906165807e-05,0.000444285624665638,0.000192034242562558,0.0279580443417797,0.00310092602840085,0.00852676616665925,0.00129096752896273,0.000104779847501466,0.071599301770827
DEL,repeats,2,1,0.00234759059539527,0.0015327837450838,0.00160857923757601,0.0202568846054512,0.00347151789074528,0.00884573790271726,0.0177117359641951,0.0023648299207579,0.223910530000207
DEL,repeats,2,2,0.00136746232102547,0.000531897224753293,0.00150039189743347,0.00306480324977415,0.00108598404633993,0.0102735508793562,0.00617010763411739,0.00227654038954046,0.050059087566172
DEL,repeats,2,3,0.000421897475869392,0.000413664444946393,0.00058323839449473,6.14226045044215e-06,0.000185808574660915,0.00587664421039041,0.00318988633443389,8.17579930170356e-05,0.0106965261796359
DEL,repeats,2,4,0.000534648691025324,7.99044405906151e-05,0.000512062128953203,0.000641775343290614,0.000130116225097903,0.00234691945594594,0.00499128275485063,7.86227539948111e-05,0.00292377798282494
DEL,repeats,2,5+,6.86908106565884e-07,5.36097790708747e-07,8.5937919490219e-07,0.021044278771993,5.1794852058365e-06,3.68645519308176e-05,5.26762182790224e-06,0.00176061781541266,0.000475350860123494
DEL,repeats,3,0,4.53111331508244e-06,0.000106912067458674,1.31514640966988e-05,0.0170869659457382,0.0041807237522328,0.00178491445670056,2.53482982448121e-05,0.00117536285145098,0.00451168369118547
DEL,repeats,3,1,0.00361030022132176,0.00426454859550716,0.00408704634078293,0.00395341159210771,0.00349260937758093,0.000321546888216909,0.0262857849431383,0.00159754768138639,0.099455457927145
DEL,repeats,3,2,0.00198131125377958,0.000533093927155603,0.00142828521992124,0.000694094981965132,0.000512742753552127,5.88388771484231e-05,0.0100105928393534,0.000585560920972945,0.0188069307123904
DEL,repeats,3,3,0.0003437596451599,0.000304568951770162,0.000329301891203163,0.000633707516163393,1.86521120547325e-05,1.91238537045138e-05,0.00141376737566602,0.000349146665094997,0.00457695751220236
DEL,repeats,3,4,6.76844881892746e-07,4.83541699807028e-07,8.21735932723116e-07,0.00562920884259053,3.91502237946866e-06,7.26805995259559e-05,4.74290174234727e-06,0.000519593187362906,0.00013683945933117
DEL,repeats,3,5+,6.91948151270674e-07,4.96928539892665e-07,8.82211752945987e-07,0.0079712747796679,1.0851748603771e-05,1.81967707870675e-05,5.3616956210329e-06,0.000282553496389867,5.88375141347129e-05
DEL,repeats,4,0,8.92175569941773e-06,5.52633206395376e-05,1.62148726649669e-05,0.0108164590343919,0.00331680610298516,0.000889306800255976,8.03254486875114e-05,7.44051380678728e-05,0.00846047687904127
DEL,repeats,4,1,0.00166014175788993,0.00068924135756021,0.00121748984990658,0.00178932867271475,0.00219014019556814,0.000779190189583579,0.0102870447708296,0.00025189993513774,0.0658823573431561
DEL,repeats,4,2,0.000421094309822962,1.36223580214883e-06,0.000195845157498757,6.59737773289826e-05,0.000429445835329597,8.91920272829536e-05,0.00339991978180618,0.000237726661875147,0.0139182761620136
DEL,repeats,4,3,3.32340005288047e-06,7.73012278435763e-07,7.51688697556427e-06,0.00347242158402157,9.43042141618534e-05,1.13848575731601e-05,5.62165157099254e-05,0.000125929134878913,0.00392828646796738
DEL,repeats,4,4,6.52858174627877e-07,5.55148304925637e-07,8.37130118673251e-07,0.00434903942802133,8.24006223364894e-06,2.10883667889613e-05,5.18699330281162e-06,0.00024783571321624,0.00067378855822122
DEL,repeats,4,5+,9.33807707733198e-05,1.40806204945874e-05,0.000184092346142095,0.00162113127649552,3.84867616753347e-06,7.61390992144415e-06,0.00152671140102827,6.63476780787056e-05,0.00017371405198761
DEL,repeats,5+,0,8.44586874021138e-06,8.76581475180482e-07,1.34922358334639e-05,0.0433990134600179,0.128532471400341,0.00829389323419764,3.55001098935676e-05,0.00407142400531723,0.00583850012897237
DEL,repeats,5+,1,0.0019963759573287,0.000153920278138461,0.00256468273750658,8.01644543355823e-05,0.00428648543276776,9.1535441589366e-06,0.013082556444699,0.000317588869649753,0.0105989916275996
DEL,repeats,5+,2,0.000293724265852612,0.000105497622301006,0.000199928638289582,0.000415845174364867,0.000462258008367849,1.14717285915154e-05,0.0019623823455638,7.78753656997567e-05,0.00292290879361799
DEL,repeats,5+,3,0.000104421462005958,3.24255183838909e-05,8.77316103183295e-05,0.000234875852416997,3.72535036354839e-05,1.34623000608272e-05,0.000592387500638476,9.5464370513282e-05,0.0014219072131923
DEL,repeats,5+,4,7.33045786388708e-05,5.87697004420106e-06,5.14279369416291e-05,7.05736224538644e-05,5.83087609702283e-05,2.13639162688102e-05,0.000272142619909985,3.13645015993602e-05,3.69438515691659e-05
DEL,repeats,5+,5+,1.11621752458062e-05,6.68835075381313e-06,1.50563730602307e-05,0.000603047405946789,1.91499558348382e-05,1.13720929770777e-05,0.000197398627593246,9.14589152571209e-05,0.000336164271707389
INS,repeats,2,0,0.000266625079863711,0.000360457530714901,0.000138033797358258,0.00679449558223868,0.00170863796798466,0.0022912674445309,0.00221021432251083,0.0175696468707767,0.00010569712616493
INS,repeats,2,1,0.000209425994852395,1.69637638466767e-06,0.000200717883857619,0.0166257099877718,0.000141919473483969,0.00277336664822834,0.00102834578437613,6.93716680954052e-05,0.000111859665372444
INS,repeats,2,2,0.000858542313316514,6.93142519208992e-05,0.000577903401481049,0.00578074892764421,0.00035904669090522,0.000998364032210942,0.00631428720102568,0.000408225869439323,0.000159503843151951
INS,repeats,2,3,0.000292491883351716,0.000576490976650363,0.000272521938440076,0.000899250544651479,0.000309803766367768,0.00107770915930866,0.00181434338945796,0.000907482651589188,5.77531240878448e-05
INS,repeats,2,4,0.0016755321305821,0.00232848295427688,0.00135718386691303,4.13167963258286e-06,2.70786154481719e-05,0.000174479989862816,0.0134804281752098,0.0013464807931275,9.38404215692257e-05
INS,repeats,2,5+,0.0067266668532642,0.0167884954056605,0.0105711022479051,0.000604126905732147,0.000702817636218215,1.35538745650377e-05,0.0702904025570346,0.000373375165220297,7.56195276222066e-05
INS,repeats,3,0,1.52864976412623e-05,9.8178829094274e-06,4.66584702073958e-05,0.00329424809328302,0.00067145474314151,0.000215060193967399,0.000296680625251208,0.00554253588741154,7.77449166456187e-05
INS,repeats,3,1,0.000775119559921894,0.000257751693968589,0.00101039490891484,0.00554419051009383,0.000175524693822503,0.000274196798761354,0.00396850761504959,0.00159212707159072,0.00017400513931031
INS,repeats,3,2,0.000126827680942095,1.37533642141507e-05,0.000214080074112007,0.000969208515492832,0.000524267079361227,1.65306158624713e-05,0.00125084052089429,6.75687402070058e-05,0.000751539961321634
INS,repeats,3,3,2.4778308814017e-06,0.000171360745946347,6.20857371648844e-06,2.69938679565465e-06,0.000156935134700426,7.14474315161566e-06,7.96973208194365e-05,0.000432062905344969,4.24788915545923e-05
INS,repeats,3,4,7.02811531964631e-05,0.000109652992347009,4.35293668642826e-05,5.82628058596459e-06,0.000143741509897562,1.83396329173586e-05,0.000757530224325147,0.000340729039565784,0.00015072166125836
INS,repeats,3,5+,0.00126714487495532,0.00125463250000988,0.00170181932412911,5.21006070048093e-06,5.29085141433753e-06,9.06714584895992e-06,0.00675226343799084,0.00116452734669322,5.11505244399168e-05
INS,repeats,4,0,6.1221248997041e-06,9.90197068301312e-07,1.19076790869014e-05,0.00222171388311804,0.0010291199292176,1.15074952752196e-05,3.7774055452196e-05,0.00491255775509136,6.18202835611545e-05
INS,repeats,4,1,0.00088073706427353,0.000573170465949007,0.000978014853668733,0.00377157895231896,0.000555046408677244,4.41260937713459e-05,0.00583521261530216,0.000559956726265396,0.00101809080250963
INS,repeats,4,2,1.54170478938107e-05,5.91563060251863e-05,9.96692079983733e-06,0.000353079481349417,0.000287985105157156,1.69127170903856e-05,6.26633971531316e-05,5.10514908272553e-05,0.000164959599850427
INS,repeats,4,3,8.94600729339813e-05,0.000100571670908063,8.81981629059889e-05,4.01074848977796e-06,0.000192079064411011,5.38040279132715e-05,0.000866814327701214,0.00045216472296419,8.88154457206295e-05
INS,repeats,4,4,0.000174444253944566,0.000269594482236499,0.000118746105967566,4.71097622696713e-06,8.57772436398624e-05,9.70866242131074e-06,0.0019321519351186,0.00111472485155491,0.000338466591914949
INS,repeats,4,5+,0.00179146059067558,0.000827899930567359,0.00199032282791239,0.000602741225973889,0.000270524508058264,1.51530141067391e-05,0.00905428834849761,0.000129237534952551,0.000150984278437941
INS,repeats,5+,0,7.26247453435991e-07,5.83151750374009e-07,9.46331611906257e-07,0.00401013060819876,0.00460011435218418,0.000113887502443762,5.38690713585627e-06,0.00243227741929313,6.00739599564559e-05
INS,repeats,5+,1,7.53412047748891e-05,0.00150764404846773,1.91946318807036e-05,0.00707234054384243,0.00734492490552415,0.000414307226009232,0.00129245499461467,0.024365345152731,0.00259134918998754
INS,repeats,5+,2,2.73216920594833e-06,0.000189096354503006,4.39707421927382e-06,0.000220791627205318,0.000691857058545953,3.76767405084934e-05,0.000267942323046034,0.000894660118777523,0.000121866883307841
INS,repeats,5+,3,8.74554121586774e-05,0.000218370377286672,4.32616038711108e-05,0.000132238771773304,5.0603064550456e-06,2.51447320872076e-05,0.000607133153607608,4.70776975966733e-05,3.71017537536614e-05
INS,repeats,5+,4,3.11730430029489e-06,0.000215775338609063,8.4708869573204e-06,0.000134481410815693,8.11298599437189e-06,8.09502270962541e-06,0.000167683745055142,0.000293468372874854,8.73018227150214e-05
INS,repeats,5+,5+,5.83550809847745e-05,8.27411842572071e-05,9.55260877131007e-05,0.00048985339858241,0.000107747697668493,3.16334816614404e-05,0.000739003690068053,0.000202659040947595,9.25022482484238e-05
DEL,MH,2,1,0.000149651786947533,0.000676849386283954,0.000152503530511156,0.0252357001034813,0.000462704194108048,0.00719093130524815,0.00128758725246852,0.00022919149090156,0.201872019545764
DEL,MH,3,1,2.29261812141041e-06,6.59521299410974e-05,3.09889452534451e-06,0.0128164021101616,0.0040110902653946,0.00149337462581187,1.67319870195665e-05,0.000858756114247399,0.00743339720320233
DEL,MH,3,2,0.00183473758679686,0.00127508012585944,0.00212476921783728,0.0072587290385944,0.00363153478685315,0.00060669926327197,0.0124715393622559,0.00183427248545114,0.0564050734289936
DEL,MH,4,1,0.000171728607927844,9.71690777707429e-06,2.78671857160073e-05,0.00863584174119263,0.00364669101477401,0.000332398227255972,0.000801802230584803,4.04946436391592e-05,0.0114244790025526
DEL,MH,4,2,0.000529018785169891,3.94881910565816e-05,8.04316515990756e-05,0.00494463485379098,0.00549951009705102,0.000391093368880154,0.00383375286654192,0.000381794140304401,0.031711654819954
DEL,MH,4,3,0.000592084029121237,0.000150904683765362,0.00027310680844201,0.00223607808757158,0.0032715323467665,0.000116759937424311,0.00305227478641165,0.00191570636388305,0.0376583574387025
DEL,MH,5+,1,0.000307474609663241,1.63124162860399e-06,0.000558171559740248,0.0350847101695514,0.189850325418193,0.00369738804115301,0.00183358825500162,0.000174608826867753,0.000149787650358511
DEL,MH,5+,2,3.16902109307374e-05,1.48722896158764e-06,2.96774403023609e-05,0.00607116610252367,0.205099878575619,0.00105851795706203,0.000474391456865518,0.000166261703270009,8.7219509175608e-05
DEL,MH,5+,3,3.49451012105321e-05,1.27928577136216e-06,1.99519694727862e-05,0.00294808817825937,0.129379411721009,9.18702680245409e-05,1.95405183321529e-05,9.30726361363874e-05,0.000173218407739385
DEL,MH,5+,4,0.000333311969629382,2.06437016045801e-06,0.000192912594832335,7.97367731843228e-06,0.0672988648180067,0.000110806284546377,0.0023389378804291,6.86421584992225e-05,0.00266647941893029
DEL,MH,5+,5+,0.00131223984216297,0.000566782274685703,0.00138439448190391,7.32226205178221e-06,0.0540668951112241,6.5785519329809e-06,0.0151815168971752,6.92885603860317e-05,0.000244737466295278
