Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.97),ID83D (ID8 0.998),ID83E (ID3 0.988),ID83F (ID6 0.998),ID83G (ID9 0.996),ID83H (ID4 0.999),ID83I (ID11 0.992),ID83J (ID14 1)
DEL,repeats,4,5+,0.00013425,1e-08,0.00153394,0,0,7.75e-06,1.53e-06,0.00012043,0.00016409,0
DEL,repeats,5+,0,0,0,0.01639246,0.26868121,0.00101344,0.01044278,0.00025217,0.00176937,0.00045873,0.00186595
DEL,repeats,5+,1,0.00276479,1e-08,1.365e-05,7.72e-05,0,0.00828086,0.00040675,0.01246138,0.00246828,0.00066251
DEL,repeats,5+,2,0.00032199,1e-08,1.312e-05,2.35e-06,0,0.0002625,6e-08,0.00189577,0.00031758,3.708e-05
DEL,repeats,5+,3,8.442e-05,2e-08,2e-08,0,0,3.53e-06,2e-08,0.00044709,2.787e-05,8.26e-06
DEL,repeats,5+,4,4.202e-05,2e-08,0,1e-08,0,6e-08,3e-08,2.966e-05,1.85e-06,0
DEL,repeats,5+,5+,1.534e-05,7e-08,0.00013246,0,0,1.74e-06,0,3.173e-05,2.674e-05,2.074e-05
INS,repeats,2,0,0.00032913,0.00013651,0.0084505,0.00173125,0.00264023,0.00211572,0.00143185,0.00032027,0.00343203,0.02537804
INS,repeats,2,1,0.00019681,0,0.02171828,0.00105679,0.00338332,9.357e-05,0.00106738,6.564e-05,0.00070703,1.797e-05
INS,repeats,2,2,0.00099169,3.63e-06,0.0085547,3.458e-05,0.00151073,0.00084153,0.00042047,1.976e-05,0.00139456,0.00171219
INS,repeats,2,3,0.00040549,0.00016772,0.00124544,5.56e-06,0.00111196,0.00045581,8.278e-05,4.625e-05,0.00058813,0.0010371
INS,repeats,2,4,0.00189774,0.00274195,0,0,1.967e-05,0.00109233,0,1.804e-05,0.0006437,0.00304324
INS,repeats,2,5+,0.01356089,0.01840532,0.00110864,0.00129825,0,0.00115674,0.00062609,0.0002904,0.003182,0.000637
INS,repeats,3,0,3.385e-05,7e-07,0.00485109,2.683e-05,0.00010876,0.00136376,0.00017715,3.72e-06,0.00041461,0.00724091
INS,repeats,3,1,0.00117694,3.607e-05,0.00800706,3.6e-05,0.00040084,0.00038263,0.00095688,7.507e-05,0.00280262,0.00337415
INS,repeats,3,2,0.000145,0,0.00080373,5.35e-06,1.768e-05,0.00068355,2.036e-05,0.00029599,0.00022209,0.00023986
INS,repeats,3,3,3.038e-05,1.164e-05,0,0,0,2.467e-05,0,0,3.279e-05,0.00018405
INS,repeats,3,4,9.589e-05,3.5e-07,0,0,0,5.77e-06,1e-08,0,4.254e-05,0.00044543
INS,repeats,3,5+,0.00197162,0.00056798,0,0,0,0.00026675,0,1.8e-05,0.00164415,0.00239662
INS,repeats,4,0,5.51e-06,1.1e-07,0.00321387,2.185e-05,7.1e-07,0.00158721,0.0001407,1.982e-05,0.00023498,0.00659358
INS,repeats,4,1,0.00113436,0.00056757,0.00451542,0.00082836,0.00028062,0.00077557,0.00253522,0.00126128,0.00527399,0.00215451
INS,repeats,4,2,2.045e-05,7.24e-06,7.86e-06,1.98e-06,0,0.000271,1.22e-05,5.091e-05,6.794e-05,2.051e-05
INS,repeats,4,3,0.00011166,1.9e-06,0,0,0,2.547e-05,0,0,7.708e-05,0.00079365
INS,repeats,4,4,0.0002458,8.13e-06,0,0,0,1.326e-05,0,2.516e-05,0.00019457,0.00181067
INS,repeats,4,5+,0.00218308,0.00072906,0.00051937,0.00024202,0,0.00057342,0.00060812,4.63e-05,0.00430493,0.00049833
INS,repeats,5+,0,0,4.7e-07,0.00575942,0.00025328,6.971e-05,0.00889954,0.00031088,2.078e-05,0.00068295,0.00346049
INS,repeats,5+,1,6.519e-05,0.00134586,0.00673143,0.00980797,0.00020004,0.00570366,0.00784114,0.0020568,0.01479772,0.03192965
INS,repeats,5+,2,4.503e-05,3.908e-05,0,1.04e-05,0,0.00131464,3.715e-05,7.94e-05,0.00015518,0.00070685
INS,repeats,5+,3,0.00010359,1.493e-05,8.6e-07,0,0,1.69e-05,8.56e-06,0,0.00012454,2.197e-05
INS,repeats,5+,4,4.17e-05,2.899e-05,0,0,0,1.819e-05,1.8e-06,0,6.857e-05,9.069e-05
INS,repeats,5+,5+,0.00010576,5.3e-07,0.00018611,0,0,1.801e-05,0,7.1e-05,0.00013069,8.03e-06
DEL,MH,2,1,8.69e-06,2.116e-05,0.02440553,0.00350649,0.00856278,2.078e-05,0.00086756,0.19267371,4.307e-05,0.00162613
DEL,MH,3,1,1e-08,1.32e-06,0.01505198,0.01047983,0.00045152,0.00050805,0.001567,0.00675813,5e-08,0.00153366
DEL,MH,3,2,0.00286522,0.00125954,0.00770337,0.00431137,0.00051239,0.00447596,0.00083279,0.0508855,0.00150102,0.00303129
DEL,MH,4,1,9.325e-05,0,0.00972242,0.00642701,0.00012773,0.0026272,0.00068815,0.01112482,2.551e-05,0
DEL,MH,4,2,0.00040526,0,0.00541278,0.00043373,0.00024598,0.00954276,0.002237,0.0304004,3.823e-05,0.00070334
DEL,MH,4,3,0.00048813,0,0.0017166,0.00027425,0.00013561,0.00511926,0.00087987,0.05024749,0.00033131,0.0019686
DEL,MH,5+,1,0.00044767,1e-08,0.00219471,0.32081826,0.00028201,0.05135032,4e-08,7.006e-05,6.309e-05,0.00210353
DEL,MH,5+,2,9e-08,2e-08,0.00061192,0.1289147,0.00068858,0.26596772,4.3e-07,2.58e-06,1.8e-07,0.00205255
DEL,MH,5+,3,0,1e-08,0.00245978,0.04187465,0.00041203,0.23252442,2.5e-07,6.757e-05,2.6e-07,0.00031926
DEL,MH,5+,4,0.00029637,1.822e-05,2.4e-05,0.01219796,0.00018817,0.12986537,6.5e-07,0.00295313,3.06e-05,0
DEL,MH,5+,5+,0.00224014,0.00028554,0.00014635,0.00917497,7e-08,0.10781607,0.0024055,0.00023186,0.00703818,0.00096256
