Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8
DEL,repeats,3,5+,9.84740217437793e-07,1.47866278418621e-06,2.04343826973897e-06,2.41824281927689e-06,0.00737368773905646,3.84487244036113e-06,2.66500706806474e-05,4.25437207427552e-05
DEL,repeats,4,0,5.11416046716702e-05,7.29751255166791e-06,1.82029509216155e-05,3.49880881073445e-05,0.011254589607023,0.00337260298888316,0.00114102636546698,0.00031088920060658
DEL,repeats,4,1,0.00060401017861869,0.00198716788195032,0.00320364065491067,0.0019984003350771,0.00714059907443265,0.00316789570459363,0.000196274123263318,0.00100753098030318
DEL,repeats,4,2,5.00841697542094e-06,0.000630339253413563,0.000785472523672448,0.000406642457887213,0.00127361307321223,0.000423502939068044,5.96485144967349e-06,0.000626777608996366
DEL,repeats,4,3,1.42117583824199e-06,3.48877210013432e-06,2.71030133654443e-05,6.61121098166966e-06,0.0036807024150457,7.51106521937059e-06,1.06922119049924e-05,3.54033568155497e-05
DEL,repeats,4,4,9.03182342892795e-07,1.88632523217492e-06,1.7891423240758e-06,2.4398127709461e-06,0.00370193421009145,1.66164380305232e-05,5.14776977886472e-05,2.76947149471904e-05
DEL,repeats,4,5+,1.53508580750216e-05,0.000239334163642849,0.000288609948206946,0.000177743864229154,0.00141542058884142,2.66561427164935e-06,0.000166595691239706,5.86217012501619e-05
DEL,repeats,5+,0,1.44137901481084e-06,6.69248831005336e-06,1.53314412581307e-05,7.79166019026855e-06,0.0465392816523583,0.117216204043982,0.0134895697084797,0.00262257652261273
DEL,repeats,5+,1,3.28988394060357e-06,0.00288612972793841,0.00415763944049084,0.00246625229108479,0.00150174200040127,0.0042984829552074,3.52239842436756e-06,0.000284448236950617
DEL,repeats,5+,2,3.89118296691657e-05,0.000363346012669138,0.000547218393056324,0.000441749617116272,0.000648421754007568,0.000361063044046198,1.2107140886353e-05,9.30837606876919e-05
DEL,repeats,5+,3,2.51274235037098e-06,0.000172594980983933,0.000193243679626499,0.000125617429142504,0.000291702149172883,0.000103662708297156,5.11330306885547e-06,0.000133966691108497
DEL,repeats,5+,4,8.01153634683129e-06,4.91614340880806e-05,0.000102043344155989,7.52550955600183e-05,0.000107840430148856,5.96365167347922e-05,3.56291847128949e-05,2.9355819356715e-05
DEL,repeats,5+,5+,6.50171312139123e-06,2.84412001783968e-05,3.4361357063743e-05,1.4186232985756e-05,0.000501826174279632,2.78607170642911e-06,1.34989048827558e-05,0.000224445132704338
INS,repeats,2,0,0.000429442002924513,0.000267521439000257,0.000342964624400223,0.000344104699387663,0.0069124932389195,0.00165802056015839,0.00245390796461313,0.0220883321840038
INS,repeats,2,1,3.4285854585554e-06,0.000229927351050956,0.000308130751643903,0.000338909365822732,0.0151655632452171,4.33173968300509e-05,0.00416202508516183,9.67970328186633e-05
INS,repeats,2,2,0.000285650833431158,0.000916151640908431,0.00112136158986348,0.000997376841074725,0.00581383544278159,0.000265187635681633,0.00154043349520206,0.00134721093008295
INS,repeats,2,3,0.000458023304768614,0.000493322283842826,0.000538988308334073,0.000207236327760507,0.000849400491342375,0.000331862712545443,0.000895695935868974,0.000754144854737386
INS,repeats,2,4,0.00302894096865613,0.00164148754512905,0.0026370002816738,0.00170125984250637,8.64175201138503e-06,1.54211792415003e-05,9.07396700218203e-05,0.00240893848594772
INS,repeats,2,5+,0.0169326886013484,0.0123949077103476,0.0175765938583322,0.013706128778027,0.000635578836906082,0.000825063510616642,8.98098483197713e-06,0.00294127962874841
INS,repeats,3,0,1.99648684665941e-06,4.10478918581675e-05,5.72608615958088e-05,5.10283811953837e-05,0.00342937245723953,0.00074065921531648,0.000257533099520498,0.00585533569379138
INS,repeats,3,1,0.000382054344184797,0.00101869897579339,0.00111224055347348,0.00155621575334573,0.00508404539161977,0.000153676438069548,0.000432681504142339,0.0022490983381895
INS,repeats,3,2,2.8785660331708e-06,0.000163733854968959,0.000304141437219969,0.000184597107879242,0.00115619147760812,0.000393385729939553,0.000113923003419791,0.00013652097887055
INS,repeats,3,3,9.19133715391285e-05,1.48117284486135e-05,4.73975124295931e-06,9.68584909744071e-06,1.7658527143658e-05,0.000124581933386105,3.22836561290381e-06,0.000298292789523532
INS,repeats,3,4,9.69947098793152e-05,0.000122516681036585,0.00022577386760798,3.18749777952414e-05,2.29918988236468e-06,0.000171884852148041,6.26563891468206e-06,0.000376766092735613
INS,repeats,3,5+,0.00100817216434514,0.00167304886989286,0.0023193501970203,0.00186850945390594,2.48474620497895e-06,1.37806202726528e-05,1.79374957224879e-05,0.0024261443554916
INS,repeats,4,0,1.39092872667299e-06,1.89218517288703e-05,9.00393771065234e-06,7.66986536827516e-06,0.0022323938174517,0.00123153119461618,2.78878818232105e-05,0.00467898431994782
INS,repeats,4,1,0.000870452940925776,0.00105419401588644,0.00146973636394125,0.00106796664443615,0.00343074311330477,0.000655474126553255,0.000360845227822302,0.00166288547870324
INS,repeats,4,2,4.79904374737256e-05,2.74242838353101e-05,6.93669400886406e-06,5.75914483529993e-06,0.000149744443549965,0.000342798913472212,0.000120886257344201,0.000107655940980802
INS,repeats,4,3,0.000145435897457077,0.000174289816310618,0.000145046402722935,7.28222562698609e-05,1.38557060677006e-06,0.000160766846711769,6.96617503602862e-06,0.000859417787153708
INS,repeats,4,4,0.000286110705205888,0.000227854638231115,0.000214543519715027,0.000413501968639777,5.10135828974533e-06,0.000101650449596617,4.41155152670367e-06,0.00173927750110839
INS,repeats,4,5+,0.00111779507619508,0.00179701074905295,0.00268115323882945,0.00182022672167683,0.000643917890396637,0.000280887520637441,1.4657194220015e-05,0.000296883386197604
INS,repeats,5+,0,9.89164813574535e-07,1.7425257323677e-06,1.87961972511333e-06,2.09233427712831e-06,0.00384803371114539,0.00478892433120904,3.47090157390998e-05,0.003030209036528
INS,repeats,5+,1,0.00125858438963924,0.000189499416544194,0.000218615838766065,0.000167250474962402,0.00660313709844682,0.00656535986041422,0.000920512989359587,0.0252375928725504
INS,repeats,5+,2,0.000233983392467465,1.87910163624251e-05,6.03484516527383e-06,9.64398800444692e-06,0.000169902068476576,0.000929572442390829,7.32933468792316e-06,0.000528987351431836
INS,repeats,5+,3,0.000306457846277626,0.000120382218767274,0.000136875641003271,2.58126102488954e-05,0.000158248379005731,1.10284921029246e-05,8.78368623731138e-06,0.00013501707660798
INS,repeats,5+,4,0.000265389996951326,1.16590293018564e-05,7.38037137047859e-06,7.69501555841919e-06,0.000100064241269983,5.36314309592394e-06,1.62644780839944e-05,0.000240841664950797
INS,repeats,5+,5+,0.000158047907694869,0.000127644395022719,0.00017555939293936,4.66347996086513e-05,0.000425051973854377,6.9191394528979e-05,7.60573748735816e-06,4.0736025570099e-05
DEL,MH,2,1,0.00124095830471098,0.000207309560386,0.000263887566582585,2.56985410099418e-05,0.0397344523992349,0.00201160095060969,0.00352518803082719,0.00365327706253159
DEL,MH,3,1,2.68224457450989e-05,1.2654004987338e-05,8.09667119523346e-06,4.78635030839224e-06,0.0137462591846679,0.00382636670155295,0.00123829585081093,0.00137449983658937
DEL,MH,3,2,0.00116209866231093,0.00302103376252263,0.00408123621110879,0.00211906399609798,0.0111752467394128,0.00438731812135113,1.78509105115709e-05,0.00404840480742596
DEL,MH,4,1,0.000102615941255365,9.72418941601205e-05,0.00016311261358242,0.000146935317336252,0.00928705660980032,0.00350876565434185,0.000616233165470596,0.000102716862437037
DEL,MH,4,2,0.000154319373423103,0.000423572724712164,0.000680786191147309,0.000575148112097962,0.00711505408304188,0.00536655363645009,0.000100405342260786,0.00111063085445258
DEL,MH,4,3,1.75652958092837e-05,0.000623310458363346,0.00102125827052756,0.000648584531915484,0.0061782887137657,0.00377849952818577,3.66381781679385e-06,0.00240321939845135
DEL,MH,5+,1,1.89676526336353e-06,0.000575949419188244,0.000875289551995466,0.000149695894922706,0.0362823543332128,0.174096172983153,0.0108351683899896,0.0019698551554422
DEL,MH,5+,2,2.06452862298263e-06,4.54564060789967e-05,9.42437541930322e-05,3.54481778553763e-05,0.00710204497494077,0.196360838566262,0.00188033084472095,0.00108930168629861
DEL,MH,5+,3,1.85018868112052e-06,1.22298684728495e-05,1.79209940628153e-05,1.75388632985877e-05,0.00271282933322627,0.130247952822802,0.000530874347497869,0.000466294823344446
DEL,MH,5+,4,3.13111265286195e-06,0.00040608013217472,0.000469843328358612,0.000482391783677493,0.000565575674104059,0.0671923794792051,3.49271001506946e-05,5.96184761303711e-05
DEL,MH,5+,5+,0.000375341330405324,0.0022905838227903,0.00288277585659818,0.00175653064506154,0.000472315186150753,0.0557754157759694,4.01192368603149e-06,0.000765017185672163
