Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID5 0.977),hdp.3 (ID8 0.999),hdp.4 (False Positive) (ID5 0.58),hdp.5 (ID14 0.914),hdp.6 (ID3 0.977),hdp.7 (ID1 1),hdp.8 (ID13 0.999),hdp.9 (ID9 0.997),hdp.10 (ID4 0.998),hdp.11 (ID6 1),hdp.12 (False Positive) (ID5 0.975),hdp.13 (ID11 0.999),hdp.14 (ID12 0.993),hdp.15 (ID10 0.987),hdp.16 (False Positive) (ID3 0.967)
INS,C,1,0,1.71223087047712e-06,0.000334116414570864,0.00298108572586164,0.00072894265544177,0.576729218235573,0.00279610442459863,5.57572282876839e-06,0.00201194639196055,6.69637590648223e-05,0.000174854225307111,0.00215645484642581,0.000530877584383513,0.000316805078220397,0.00136910254564177,0.000414363884981967,0.0017852136667028
INS,C,1,1,0.000204765852182634,0.00144086154443541,0.00201946734089869,0.000762054856735612,0.0174694898725095,0.00212658253594708,2.09091016226217e-05,0.00163061699452214,0.00024902841417288,7.90168489835332e-05,0.00160685925836087,0.0010858805169076,0.166026003509488,0.00251966724835391,0.00205403305060165,0.000766954529417192
INS,C,1,2,8.0460416932484e-06,0.00282427193963023,0.00132538841934636,0.00192073084067918,0.00117507315143458,0.00105283224714418,1.09483844316029e-05,0.00168946275884133,0.000718366527142122,0.000107979419292209,0.000272431832609501,0.00316155876530795,0.0936736279596864,0.00401015398429522,0.00119285980662497,0.00266336604733119
INS,C,1,3,0.000431262061166138,0.000560422466762957,0.000124266275922311,0.00266582510905198,0.00174388669203337,0.00649948638979949,0.000888907849292148,0.000173220549175476,0.000174486333534747,0.00040668688615877,0.000220111221088934,0.000422666505399583,0.0382106261494411,0.00138715969791773,0.0028485562545883,0.00626611936952391
INS,C,1,4,0.00250116650351435,0.00022265014835328,0.000742329460303084,0.00135734919170662,0.00221218709673283,0.00666763428198665,0.00182197249028154,0.000148955443940772,0.000212394380276733,9.41200973543061e-05,0.000420146396979467,0.000243416662124402,0.0105822325070896,0.00388876979399567,0.0027592334737219,0.00574564495739522
INS,C,1,5+,0.00995832752570498,0.000314399107723209,0.000988791531358606,0.00158416916535466,0.00133007144216242,0.00915280817353941,0.0220076126536766,0.00104279385883642,0.00066884030518986,0.000345844572933361,0.000393852620271427,0.000505955751292135,0.00181267731421582,0.016196571085684,0.0117773161572988,0.00666771858735036
INS,T,1,0,0.00132959688773153,0.00518219626823659,0.00421011427551709,0.0166776980230286,0.036825166493436,0.0221652543828165,0.00227648161199459,0.0380426185617172,0.012409185127945,0.0014744271017004,0.00689686442998235,0.00602842262430075,0.000834985487842965,0.00552903829304659,0.00788210018380556,0.0179942023824095
INS,T,1,1,7.43936347386175e-06,0.0127846547678594,0.00508592594800753,0.00607080270140887,0.00261089668669138,0.0519765164200547,3.69627837095794e-05,0.00486740321707996,0.00924337827816399,0.00118540684953229,0.00121709890771406,0.0144804041384553,0.295698172177754,0.00249613121654122,0.0345767116551179,0.0381504675688963
INS,T,1,2,0.000564266224639984,0.0320484764916405,0.00119654224672375,0.023299524576297,0.00284988045073892,0.0406074374811392,0.000220838108146493,0.00379222063418025,0.00215429818624915,0.000441384727896872,0.00031044083288289,0.0296283101832531,0.161443785544926,0.00207773002149727,0.00168794646731333,0.0324047782337953
INS,T,1,3,0.00124876660006307,0.0178930560997646,0.000782971790270885,0.0119762675619849,0.000720680930717211,0.0258093132920694,0.00381449328393017,0.00798672864100163,0.00171269245613061,0.000883462972300566,0.000952942273865462,0.0199163822493201,0.114056413454461,0.00137481292713075,0.00333543381944211,0.0224904247333792
INS,T,1,4,0.00411515158740069,0.0106629867580253,0.00144630994158636,0.00705568844604272,0.00497487633129699,0.00821615183865632,0.0159434672222283,0.0148911220690344,0.00144165649747558,0.000924149274034076,0.00147100346178309,0.0116120174545423,0.0552145066967275,0.00244697563534553,0.00131150078690047,0.00654215503882761
INS,T,1,5+,0.0480674062569126,0.00210369674196606,0.0176759598991799,0.00358791762275707,0.0302194152610274,0.0270541578557565,0.896611450707478,0.00927147174842831,0.0315678149619797,0.00678688463413454,0.0125584149453615,0.00175027341665246,0.0130309395748162,0.010376226169382,0.0168644146641033,0.011714921853301
DEL,repeats,2,0,0.000174362928746709,0.0290635538766593,0.00821457213464305,0.0226718433283503,0.000855085130185467,0.00725603923632788,0.000588057977538088,0.0216261308341788,0.0131817547370993,0.0691335342366257,0.00149438102419864,0.0294514837359504,0.00026762739138039,0.00352307387674867,0.00129351895792956,0.00689475492985752
DEL,repeats,2,1,0.00272472855501302,0.0240696625233657,0.00916340525820084,0.0117717920476767,0.0073232388939783,0.0102190883405548,0.00162092157048439,0.00531060671011684,0.00399438370752591,0.219977260364315,0.00266269755966756,0.0271140764597812,0.00150127267687844,0.00473367475241252,0.0150640817657218,0.00618045771812335
DEL,repeats,2,2,0.0015692442566886,0.00481000542589158,0.000705836598408098,0.00399600388453265,0.00443644874242949,0.0117604206349474,0.000543052277104643,0.00288930683919682,0.00108557401678254,0.0500062609129088,0.00208261015583967,0.00395433734580201,0.00107028506682434,0.00109400105904426,0.00526359406724735,0.0128755953879417
DEL,repeats,2,3,0.000690545506647038,0.000258782377213058,0.000154588526624145,0.000938076752408857,0.000430754544801604,0.00766457029057651,0.000421286612973379,0.000150974331460299,8.27163114457885e-05,0.0113932102642424,0.000431289961957254,0.000185954345858235,8.92132878434118e-05,0.000875077379527542,0.00125970530127773,0.00687580564951144
DEL,repeats,2,4,0.000776171484150834,0.000884148871603232,0.000208870170056379,0.000904713489774118,0.00027811378481153,0.00305842176896038,0.000116200658422754,9.27630746472508e-05,0.000430641000206608,0.00316098218889992,0.000245662093465121,0.000805642264997834,0.000199791368371818,0.0101505889332498,0.00128296440614228,0.00207927936387678
DEL,repeats,2,5+,1.72215423168642e-06,0.0215231120948683,0.00065271353954232,0.0192008366033376,0.000125597761897528,0.000552151267100595,4.86049606631232e-06,0.000857998354548989,0.000106865019452717,0.00231619101800352,7.45598934005315e-05,0.0224785317833552,0.00470480672539228,0.239754842519254,0.000543168507719286,0.000202603245667479
DEL,repeats,3,0,1.5719506279275e-05,0.0186185891858895,0.0103242253314417,0.00960078094582785,0.00146707017281299,0.00119056394623652,0.000109952013253599,0.00470686320427714,0.00289440512614768,0.00468106028986678,0.00122232442123471,0.0171063131978989,0.000783038983737302,0.00575351801941746,0.00447923450572252,0.000534206142215547
DEL,repeats,3,1,0.00490202180812077,0.00531899518888444,0.00164250033077079,0.00471604781022485,0.00544328899936491,0.000418620182877935,0.00458822142151884,0.00141066400614465,0.00460482490775007,0.0978617730233858,0.00510528893488572,0.00629520435347632,0.000802470593196275,0.00175154377076862,0.0290261901429868,0.00042549978219739
DEL,repeats,3,2,0.00218768436547951,0.000900833244075174,0.000698134818184387,0.00158004060108214,0.00208056453406099,0.00024314247284126,0.000609683434041088,0.000428696344146565,0.000862124492779012,0.0190123587393565,0.000456228882629577,0.00096348883796147,0.000239028751785123,0.000934959217844417,0.00282803351500193,0.000119705691366586
DEL,repeats,3,3,0.000389043120901178,0.00054276807263567,0.000266083151532672,0.000819241051051008,0.000566381167615371,3.28651345573012e-05,0.000270484885710449,4.88378504723841e-05,0.000135238518445201,0.00443181265895495,2.74673137203904e-05,0.00076812827636319,0.000280536066470273,0.00513587081079855,0.00356079304556674,0.000149800115522776
DEL,repeats,3,4,1.06179964939493e-06,0.00529360648875853,2.48049382950535e-05,0.00370968237309205,3.90302311031251e-05,0.00018577091712118,2.76050455477921e-06,0.000168798224132701,2.54062819773371e-05,0.000739552793035905,1.19192074666368e-05,0.00648709613260419,0.00142917117862278,0.0732979166213309,0.000562127610003839,0.000237769407621215
DEL,repeats,3,5+,1.27244554415594e-06,0.00848136063187245,6.93364376004735e-05,0.00751320589627044,1.45443430700683e-05,0.000159253472847714,3.07412133705491e-06,0.000966979825603112,5.43674707664499e-05,0.000361223026267158,0.000107507070938247,0.00837587647200856,0.00160923160593933,0.0840696252924834,0.00071653679355844,0.000208752727747004
DEL,repeats,4,0,1.35575667212674e-05,0.0110679363094732,0.00672197835586074,0.0045176256638027,0.000184573451464666,0.000291049890201114,6.38413213156969e-05,0.00208155955638388,0.00220208188740581,0.00827976147655609,0.00175457634105061,0.0120052841617436,0.000266006011900501,0.00198821593329163,0.00173896013428517,0.000683017268867801
DEL,repeats,4,1,0.00179483969511142,0.00279158652105245,0.00149405519455703,0.00294790647340188,0.000978874204479942,0.000219715966837285,0.000875177526065251,9.24169796439032e-05,0.00368919598516469,0.0658026625199517,0.00254723007993953,0.00249549143697332,0.000578508198424271,0.00466607618235378,0.00435003897365975,0.001129590121614
DEL,repeats,4,2,0.000476409295111587,0.000123688539074937,0.00021177258601875,0.000652703694922756,0.000612022463750346,8.86593338840107e-05,3.6086800143259e-05,0.000204869014481596,0.000671010236746643,0.0145796764327184,0.00056012720133886,0.000153540576198347,0.000311803746132433,0.000694660191402728,0.000332663835961938,0.000216144785586928
DEL,repeats,4,3,5.17593499439541e-06,0.00427466771913585,6.5154644848125e-05,0.00144000416427077,0.000142374898629297,5.41020488022844e-05,5.6558192012201e-06,0.000237161601043946,6.7633643238602e-05,0.00435236649022909,0.000219640295292132,0.00342677467747796,0.000289279043511826,0.03206394639526,0.000433127532603792,0.000211402710746222
DEL,repeats,4,4,1.34236013449418e-06,0.00483750877322614,0.000281644932779919,0.00248374984549267,9.57980744237777e-06,6.30942557348448e-05,3.09950399029664e-06,0.000297555179128102,4.08999220702781e-05,0.00104745210566748,4.37054395908476e-05,0.00406753550669382,0.000946262008762708,0.0521962821712476,0.000959877848653982,0.000209095070048338
DEL,repeats,4,5+,0.000178717029008225,0.0013202856970723,5.90588908075779e-05,0.0019806508140399,4.6763929819628e-05,2.25336627624446e-05,4.21701760368622e-05,9.04269333746545e-05,5.24687806542645e-05,0.000253441754548326,1.46440294566856e-05,0.00198264111282578,0.00026425991092216,0.0241478143051847,0.00154858729278874,4.89866474520499e-05
DEL,repeats,5+,0,2.14055922522029e-05,0.0182543115646484,0.245614715308815,0.0149284141824775,0.00781229554813625,0.00280411875559999,1.58410318586881e-05,0.0163238496316424,0.00164321765884383,0.00440167221140453,0.0203821545212805,0.016284761598557,0.00115649256655504,0.00720796761812426,0.00186111929848976,0.00269199600719834
DEL,repeats,5+,1,0.00273162529105348,0.000267661308764987,0.00042520904238404,0.00150806968335837,0.000464159133773853,6.30389844865596e-05,0.000185553963904634,0.00327522199542958,0.000529085205720218,0.0115867343942411,0.00784706929025892,0.000133384076363773,0.00106422360199953,0.00222874646168558,0.0194721707742116,0.000218782089241652
DEL,repeats,5+,2,0.000339424961669067,0.000445985778676337,0.00048589097236401,0.000733657029509722,0.000163380622239927,3.47103439231316e-05,0.000100347217266925,8.86387758573586e-05,0.000151570541185081,0.00295920191001051,0.00047387726757067,0.000453111690095834,9.56364450137399e-05,0.00310505851829182,0.0024525651079027,9.46576463189539e-05
DEL,repeats,5+,3,0.000104359930281333,0.000301120589063369,2.44442629234107e-05,0.000853329602003894,0.000164216360649614,7.106607039137e-05,3.39907570444524e-05,0.000104203437257908,4.54863683152972e-05,0.00141772387111887,0.000119610115748021,0.000172629062121615,9.81558192824899e-05,0.00180849325102359,0.000460100276060166,3.18378340240966e-05
DEL,repeats,5+,4,5.65920268528825e-05,4.57656216991982e-05,6.00048130086787e-05,0.000132616179402632,1.06650200042096e-05,5.3965996498813e-05,1.47947024861675e-05,0.000127747511235638,2.34911529897216e-05,1.96496343599341e-05,6.71207768029306e-05,6.63910935839972e-05,4.37772459569936e-05,0.000674365186921621,7.07545879072982e-05,3.37016976646949e-05
DEL,repeats,5+,5+,1.06676132999958e-05,0.000627938129578679,3.84799790368669e-05,0.00131915997218575,0.000115668690642147,3.11559774949422e-05,2.37068340688221e-05,7.89481157636257e-05,9.84565346701821e-05,0.000377195922321088,3.69739708483333e-05,0.000593795370014427,5.79580803310967e-05,0.00350455372056819,0.000334032018601029,5.17824429129473e-05
INS,repeats,2,0,0.00029374682789892,0.00671136211736361,0.00208312654399363,0.00393943139571722,0.0258890304543825,0.00272435384105542,0.000373211867733528,0.00932171320641427,0.00101685540776554,0.000214924067923447,0.0021357542579247,0.00719859025603074,0.000248420280618632,0.00786682217424473,0.024909914945949,0.00301599129705009
INS,repeats,2,1,0.000210631460781075,0.0194284408655043,0.00200226720878874,0.0137363749358992,0.000135190043047513,0.00315691938503917,3.21073641739155e-05,0.0025166298168421,0.002404538967485,0.000374697061256827,5.89110543560183e-05,0.0189288676238369,0.000154180716387566,0.00308538085235006,0.0386329822706985,0.000906655547050604
INS,repeats,2,2,0.000942634064189322,0.00688922744369143,0.000447285097206853,0.00776418355005367,0.000958853903770285,0.00123129460458826,0.000137430145535182,0.000662618111409174,0.00049713625132167,0.000523043544525438,0.000670283544674086,0.00699952332412162,0.000298308879999821,0.00301863112278293,0.0244300737489533,0.000491964906034234
INS,repeats,2,3,0.000358584716854856,0.00123525144316103,0.000194215181135008,0.00233420097343177,0.00147603876858261,0.00138732533849749,0.000484075964326946,0.00040056651137448,0.00034049431706638,9.1852408458986e-05,0.000458125177415628,0.0010187472441649,0.000383194331846915,0.00128336965598964,0.00350489301202672,0.00090157746958081
INS,repeats,2,4,0.00218085664190564,0.000135518492062795,0.000133453290105664,0.000870039129025807,0.00259802382044068,0.000381622459602691,0.00263125044388267,0.000151897251469226,0.000210281984783955,0.000118492248879737,0.000157198556619988,6.1904077511707e-05,0.000577036484742526,0.00190279171290918,0.00187636476218249,0.000287009641963143
INS,repeats,2,5+,0.0126815084874312,0.00111428758713578,0.00187647656903157,0.00465194348118252,0.00142919999651734,0.000116099382840391,0.0169550674845246,0.00151050280086034,0.00171698711233674,0.000173114929940797,0.00100043526638887,0.000631128339342069,0.000685132607451718,0.0379246498185719,0.00633624925629501,0.000256034003364629
INS,repeats,3,0,3.50096183464047e-05,0.00392957712623751,0.00073536774511081,0.00177369258202725,0.00752476411408124,0.000383361378106434,2.63110942914244e-05,0.000435195239209426,0.000108233555832279,0.000147597925769185,0.000860147227017663,0.00358487694021273,9.0061394032892e-05,0.00977902829987899,0.0190478387014305,0.000187077388334741
INS,repeats,3,1,0.000997483187964353,0.00512807337107567,0.000640229408046497,0.00723712210839752,0.00265946930411406,0.00027596934268821,0.000251327187161508,0.0037843469728541,0.00120800254154877,0.000353869549655149,0.000195920241388001,0.00666927848865279,0.000396452227132466,0.00119894861073363,0.0360529807226975,0.000290268233498066
INS,repeats,3,2,0.000204968830025551,0.000798907679738832,0.000183799829129362,0.00135336010595681,0.000149447490842615,7.19801718053182e-05,4.71395354826335e-05,0.000475361487097934,0.000164121622576021,0.000782154521312065,0.000767863399082969,0.00147851365653436,8.07945866978361e-05,0.000592876499727522,0.00310264731613384,8.99219111504951e-05
INS,repeats,3,3,2.73027751817651e-05,1.74884126440391e-05,3.36806147755263e-05,0.000194739913422333,0.00061191020038188,1.37370310161242e-05,0.000125745100100608,1.2219076368189e-05,1.20743540034643e-05,2.86653489486097e-05,0.000281336611312655,2.95966566946826e-05,0.00015668761850647,1.94461639895009e-05,0.000688782231451157,2.93083047975704e-05
INS,repeats,3,4,9.67166868408074e-05,5.54981723078308e-05,6.47361253131056e-05,0.000274884272577521,0.000534810213661389,1.5382413561231e-05,8.19368968412122e-05,1.23825101197698e-05,4.09533484154262e-05,0.000155887099255477,0.000207242607069387,2.62794778938872e-05,9.76319889889874e-05,0.000110194929273839,0.000718491340185713,9.17921144633403e-05
INS,repeats,3,5+,0.0017176120386238,9.59394529210218e-05,6.83275673392275e-05,0.000403065034957642,0.00226037302921969,4.98759241257052e-05,0.00123622320607053,0.000165914099104804,0.000166468272043678,5.75618700661598e-05,2.96305504019541e-05,7.62679595222456e-05,0.000332856735071295,0.00174097184828226,0.00151985545736782,6.26359617996963e-05
INS,repeats,4,0,2.96843818719967e-06,0.0020743956211636,0.000714045365710817,0.000973532192884403,0.00662866543328309,6.23629746036862e-05,6.71117351711546e-06,0.000919670561395514,0.000183622238555067,0.000109586616276271,0.00144116640916008,0.00287705298323563,0.000195525893124726,0.00525139028497427,0.0155687457048838,5.94217479705013e-05
INS,repeats,4,1,0.00118690617053179,0.00363480263440378,0.000968517152095084,0.00425401125586099,0.000661543082951179,0.000125134106117787,0.000620942050901201,0.00298102201508394,0.00138541910462895,0.00110581757422567,0.000518705877778487,0.00373300051364907,0.000581987928231109,0.00334998758377863,0.0562928974121021,0.000212886194052004
INS,repeats,4,2,1.23306784262996e-05,0.000425404074753585,9.74793243821453e-05,0.000666121528808466,3.30179040364244e-05,4.82390448495653e-05,5.24450740691176e-05,0.000138063065085415,5.52346214453917e-05,0.000265231535164287,0.000435976555047347,0.000329201711712231,9.75322117902251e-05,0.00122433665816437,0.00642635385581231,8.6916906505449e-05
INS,repeats,4,3,0.000141237846906325,4.31099179672302e-05,3.16322508724231e-05,0.000165672589287386,0.000692877036460622,4.58921426146843e-05,9.25609473702818e-05,3.25617715649537e-05,0.000152252754515433,9.3745818604593e-05,0.000314379485001593,1.56672210209467e-05,6.97816783844385e-05,0.000381901053904921,0.000483750290250174,0.000115889208673932
INS,repeats,4,4,0.000236688854131073,3.54984813782863e-05,0.000123048145893555,0.000537550226564728,0.00186917261124071,3.0241876080994e-05,0.000275329588125856,2.51399564931662e-05,7.23516004870625e-05,0.000358041656894597,8.60283216285188e-05,2.46548296135521e-05,0.000137954449438834,0.000255500987973165,0.00181245108747065,2.53143112820028e-05
INS,repeats,4,5+,0.00211235161992099,0.000582301844100193,0.000629732393692555,0.00196346706004073,0.00043159028321129,0.000146910977942172,0.000850112438018515,0.000107827821042965,0.000116777661337113,0.000214142485828458,0.000230509363415099,0.000759136142287909,0.000200028339218878,0.00818629486835796,0.00672481312579697,0.000133741725721295
INS,repeats,5+,0,1.74831582032912e-06,0.0046861099488635,0.000205872481354329,0.00288960445090472,0.00241903858998407,0.000223138532596487,5.02125287017665e-06,0.00289802651053116,0.000159942038497898,9.96682294088757e-05,0.00866088195184691,0.00481587611006045,0.000963785379295351,0.00956203380329773,0.066083026013452,0.000391164117308002
INS,repeats,5+,1,0.000197665236175507,0.00450616877619324,0.00982674851341308,0.00344090725980969,0.0302177188367928,0.000583804685830104,0.00127031887808172,0.0124182924976159,0.00201358963200455,0.00225690086076957,0.006267387738845,0.00548624264693635,0.00120553305974675,0.00434976734825471,0.277308730021602,0.000916868759040412
INS,repeats,5+,2,2.77371477656085e-05,0.000410771836983619,9.81139088803658e-05,0.000509738209134264,0.000703330003435509,7.70183586682422e-05,0.000171678113465817,6.07108318372255e-05,0.0001421017489373,0.000183627759528325,0.00116206354748252,0.00017130535843917,0.000944079382539781,0.000891282516185459,0.0103205925559919,0.000148735050585291
INS,repeats,5+,3,8.41383754461485e-05,0.000138633339378293,5.29035913047313e-05,0.000668576350808346,3.95790742378446e-05,3.2801360040049e-05,0.000234523306656516,3.71955991097744e-05,7.35804064254682e-05,3.44556613706407e-05,1.47800187242111e-05,0.000104891637441797,7.44213181268891e-05,0.000290612117398653,0.00369507039886042,0.000111622609251746
INS,repeats,5+,4,2.64818425726322e-05,7.68170926886452e-05,4.61034995101271e-05,0.000268245094896026,0.000446558732340005,1.5594995285405e-05,0.000224392807718258,3.44941353336445e-05,3.96546772564423e-05,7.84664390574846e-05,2.37477554215899e-05,0.00017089580225708,0.000158171804338061,0.00166897474113066,0.00122999619254317,3.96483102323179e-05
INS,repeats,5+,5+,0.000110942727258083,0.000356226441501705,0.000218880612918388,0.000724116698555641,0.000308474789127607,0.000103433763714104,8.06954030682108e-05,3.04948152949611e-05,0.000106306097688091,0.000130810423024704,7.48016520983547e-05,0.000564639947880559,0.000185598061847869,0.00423856924385443,0.00468192099097078,5.02926199349181e-05
DEL,MH,2,1,0.000253731324884297,0.0290791647584993,0.00388079214172341,0.0233456082802039,0.00224389526147049,0.00906793279434569,0.001033993967104,0.00963778446822147,0.00494706174561205,0.200179951021222,0.000600986939590747,0.0319399584120361,0.00040561925726876,0.00610964518930455,0.00264567431467732,0.00369216805956345
DEL,MH,3,1,8.43846552288884e-06,0.0128663047239953,0.00967766539010326,0.00903209911299192,0.00135044100668508,0.000619271820691295,7.24787561843798e-05,0.000774099157487474,0.00374173463103953,0.00714472814345576,0.000979996583143737,0.0130538792268916,0.00028985276240471,0.0148858070320107,0.00526066224730644,0.000489359300740745
DEL,MH,3,2,0.00247278929895075,0.00907378087963974,0.00355073674809399,0.00991538870167617,0.00363820629781032,0.000388994793797046,0.00142522300616747,0.00125171026210717,0.00199258485892365,0.0544115107888327,0.00428248587172243,0.00853299444226152,0.00118003998546296,0.00589836107421227,0.0232401457622693,0.000782905144790475
DEL,MH,4,1,0.000138582445659091,0.00889330296165352,0.0057069085613399,0.00804749232540351,9.71452348453621e-05,0.000139436604520214,6.98649069594418e-05,0.00162401234820826,0.00267111177146074,0.0110760530566547,0.00256435717268844,0.00886851146504675,7.69157480959486e-05,0.00381492067122602,0.000664545853272967,0.000210984292377924
DEL,MH,4,2,0.000475840055027672,0.00697557230463925,0.0016926018827496,0.00824287384003035,0.00126241405210063,0.000421392248561164,0.000120791534305743,0.000423658739097839,0.00276027623179401,0.0311303487942197,0.00856240305728049,0.00569608701583606,0.000357177427269625,0.00505476796019154,0.00103415062049037,0.000203154797152962
DEL,MH,4,3,0.000583254576313976,0.00291614376840984,0.00124179509677246,0.00305067424894233,0.00316000176927069,0.000149032543549428,0.000134166500387256,0.000734817374607521,0.00178344126626323,0.0378260965527991,0.00481529937684681,0.00325973458646,0.000639521955467466,0.000541560233644117,0.00116823251912133,0.000299118415954784
DEL,MH,5+,1,0.000517994042382899,0.00859390254432563,0.300528341953217,0.00716339376128747,0.00717749609429504,0.00198413577421256,3.6755774070919e-05,0.0085275982212332,0.000381628493111538,0.000634996923483718,0.0669514600915822,0.00891239280780516,0.000163335274374014,0.00648784221197337,0.00210973762947894,0.00110201888701209
DEL,MH,5+,2,7.78979344311193e-05,0.00803908464712689,0.114628759485488,0.00981287198747661,0.00475864460992509,0.00255569150109576,1.49988918300233e-05,0.00895351619160289,0.000133117903514708,0.00046459001037908,0.264061040948484,0.00810527523545526,0.000260580626717797,0.0013498107162871,0.00130211896308956,0.00243660231073065
DEL,MH,5+,3,3.26171861712175e-05,0.0069176447669857,0.0423510295409581,0.00481705815637902,0.00166626280959337,0.001018649105897,1.63295069188513e-05,0.00338557823274701,0.000700230337823781,0.00158793263665013,0.216661498235061,0.0077853485004855,0.00073241452751524,0.00328725055471726,0.000867623247846676,0.00144314397127505
DEL,MH,5+,4,0.000387196924654375,0.00212575072320126,0.0147533154926168,0.00339373562342562,0.000249561468098505,0.000699691486946322,7.31590112912584e-05,0.000376907072395634,0.000479234315978208,0.00393647675010679,0.122429578713308,0.00272685447599279,0.000374663381352732,0.00104623448956212,0.000612164003662039,0.000549770037581767
DEL,MH,5+,5+,0.0019648891191652,0.00093350141782353,0.0108667423371536,0.00517122202127087,0.00051320575208561,0.000173628249036361,0.000635817413818781,0.0119349131429404,0.000359555193127669,0.000455420181011111,0.0985891617158179,0.000722538563894958,0.000571897959006264,0.00920690980853708,0.0340538704323223,9.54691243665613e-05
