Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8
INS,C,1,2,0.000801711470180661,0.000697813216602792,0.00153721069078926,7.32691671693185e-05,1.29612267986325e-05,0.00256653442624354,0.00170678868956927,0.00240059073067046
INS,C,1,3,0.00300971827268147,0.000184981720735598,0.000835742902629902,0.00544118793743037,0.00101314342160461,0.00042632939446346,0.00201151291414603,0.000183215339522795
INS,C,1,4,0.00196020615167188,0.000985937409084612,0.000343570333382119,0.0221328901034193,0.00271573077602056,0.000293292979782413,0.00204981158718027,0.000264252893542492
INS,C,1,5+,0.00174431294250486,0.00356158043378593,0.000256748328452818,0.0398505846745101,0.024105367879283,0.00531024829001,0.00397473619707498,0.000453233750742577
INS,T,1,0,0.00434391107449287,0.00923494706509253,0.00386904176319061,0.00566009918001271,0.00255057674674321,0.00483066568037332,0.00647081058308897,0.00673519233553434
INS,T,1,1,0.00137657819741424,0.00191095973103355,0.0127287793148774,5.2207082417282e-05,2.18730110782962e-05,0.0113668697917479,0.00564322621361002,0.0141593640335049
INS,T,1,2,0.00345168665755696,0.00153390785067351,0.0254801453278661,0.00394757243788702,0.000708170722750372,0.022756956770619,0.00340525158065284,0.0306781060231723
INS,T,1,3,0.00366651431208592,0.000857928542091965,0.0179207562531572,0.00410710652664712,0.00399217828349611,0.0189071275246103,0.00205980254536311,0.0179211507802454
INS,T,1,4,0.00702159068245874,0.0016191586477912,0.00986896663786863,0.0119807411882063,0.0131138862654908,0.0140473644420635,0.0112631401914601,0.0122738262153391
INS,T,1,5+,0.00429193568714748,0.0337590124098854,0.00121219371656998,0.00971006920015165,0.450803270149134,0.158588461278853,0.0114912670699683,0.000671042196329116
DEL,repeats,2,0,0.00221960950855969,0.00154717498228364,0.0197571530126394,0.00135940072543197,0.000729050190311003,0.0215060721502387,0.0113713755717742,0.027970554860609
DEL,repeats,2,1,0.0372537436634278,0.00429930876349007,0.023256758464409,0.0226863299899888,0.00251899410583319,0.0219533273804208,0.468016445117169,0.0256781209708107
DEL,repeats,2,2,0.0108788984722374,0.00203188015913735,0.00570252750412742,0.00889066447740487,0.00173821943784495,0.00428391610727555,0.0401236880623036,0.00499881059505694
DEL,repeats,2,3,0.00171447741263917,0.000533869375991837,0.00040571882570073,0.0036957236797882,0.000710218024544349,0.000357616458970385,0.00765473912775605,0.000225495802489593
DEL,repeats,2,4,0.0019570094877577,0.000726053253887222,0.000784852686854335,0.00535021765648009,0.000488522336898052,0.000379756986999894,0.00178338603563775,0.000786672856412558
DEL,repeats,2,5+,0.00154339669575059,0.000399871346729472,0.0224631902581747,5.26552118800913e-05,6.93975093399489e-06,0.016253080038699,0.00587634857120972,0.0260592857505871
DEL,repeats,3,0,0.000965155712163146,0.00110306722815695,0.0126199317720383,0.000559489634317396,2.43719235621209e-05,0.0135382151173151,0.00361006622340116,0.0142789451408858
DEL,repeats,3,1,0.00688555487366636,0.00532220461063148,0.00598470340421173,0.0220347497510641,0.007956341650532,0.00609187518539587,0.0102723701716613,0.00616312485933205
DEL,repeats,3,2,0.00338248480356293,0.00097975871636332,0.0013863813503738,0.0126674995899615,0.00139716304487187,0.000903731079269302,0.035999087492486,0.000443197479230256
DEL,repeats,3,3,0.00147674033339192,0.000359728797086235,0.000919215482606366,0.00354403185662725,0.000646691454172421,0.000553292347590278,0.00097078810343306,0.000437004886169463
DEL,repeats,3,4,0.000973147371948599,9.30215456322044e-05,0.00500763581207965,5.01904998346402e-05,5.26879138155794e-06,0.00477478983407441,0.00117726790587851,0.00496581902168134
DEL,repeats,3,5+,0.00109302226873039,0.000306584458465065,0.00958237160119733,5.17589529544727e-05,5.20857662291156e-06,0.00729781619027493,0.000799276654627562,0.00876711024139582
DEL,repeats,4,0,0.00175638922840288,0.00196865280049248,0.00992222424824437,0.000159310024028702,5.26879138155794e-05,0.00843761167749974,0.0086538349460405,0.0124099564938307
DEL,repeats,4,1,0.00450113958108667,0.00400295894940996,0.00221579366448028,0.0156726557675606,0.00158736641374611,0.00259372697002043,0.00859055887754915,0.00197778610100247
DEL,repeats,4,2,0.00082491688229842,0.0004180283639902,0.000240509755121262,0.00505736505253422,0.000161947593379429,6.76362763993704e-05,0.0030355861278876,0.000154174213444589
DEL,repeats,4,3,0.00101340165827533,0.000213790349374749,0.0035796409255117,2.24064731404644e-05,5.28384507121953e-06,0.00310334560770711,0.00588800468908971,0.00388542507026458
DEL,repeats,4,4,0.000627670879297463,0.000197831885352272,0.00352645346016115,4.43648168181195e-05,6.84942879602532e-06,0.00344544713307079,0.000656072920673457,0.00428249840807651
DEL,repeats,4,5+,0.000552608474794098,0.000179902304633432,0.000895594145373531,0.00167107476681583,6.44147380619612e-05,0.00129778830756506,0.000770968939776169,0.00143657482125828
DEL,repeats,5+,0,0.00108059079795302,0.038602880066836,0.0193158180503983,7.01322609296535e-05,1.52945486961796e-05,0.0160867776186868,0.00710357126800246,0.0251732110986642
DEL,repeats,5+,1,0.000780163587499884,0.000881278693725803,0.000190145627034622,0.0287569157579348,0.00144438646934029,0.000261545339839851,0.0126485530594812,0.000271299637370292
DEL,repeats,5+,2,0.000897907375005557,0.000765399775633852,0.000171802702947357,0.00277324918059528,0.000190534550046797,0.000416197756325269,0.00457086336865137,0.000157804354204365
DEL,repeats,5+,3,0.000706817909913394,0.00032220176767471,0.000176274448303239,0.0017320203737579,6.53029057519953e-05,0.000133395301045615,0.00147533149166671,0.000196347907565512
DEL,repeats,5+,4,0.000508802339673837,0.000140631595067432,6.17100859111718e-05,0.000915080363056566,2.64342790457593e-05,6.13143550542864e-05,0.00148199213045527,5.32776540920014e-05
DEL,repeats,5+,5+,0.000237973869166821,3.43808239154073e-05,0.000151004702978431,0.000120546825495698,3.72428282227838e-05,0.00066824641082578,0.00114063439254142,0.000460494032262129
INS,repeats,2,0,0.00367894578286329,0.00132496948085904,0.00548023791929934,0.00164911642313818,0.000517259830462035,0.00544046882706136,0.00534349746812468,0.00727704422835379
INS,repeats,2,1,0.00421367661872993,0.00145062817025217,0.0173762204226048,0.00134797342413034,9.41758825229328e-05,0.016144475503452,0.00394809364192073,0.0217339730353144
INS,repeats,2,2,0.00876406850308694,0.000348281157811204,0.00807018514814472,0.00713892640728336,0.000662904277937958,0.00530008904522838,0.00194157620686612,0.00779380544239244
INS,repeats,2,3,0.000888909358061936,0.000795762553975903,0.000644913361599674,0.00369034612623449,0.000584926165490901,0.00138278916268084,0.00340525158065284,0.000984408758974455
INS,repeats,2,4,0.00165687826470402,0.000485425392569686,0.000304657380657797,0.00543872322538492,0.00353313107095546,0.000569166167561559,0.00123721365497558,0.000106448539338127
INS,repeats,2,5+,0.00334886063498414,0.00177123788213367,0.00134711767252353,0.0864031695300646,0.0269675409483316,0.00563186568594986,0.00291236431029918,0.000471597992233207
INS,repeats,3,0,0.000793483020475639,0.000595656303204751,0.00291599884218621,0.000166256030702246,2.52901986314781e-05,0.00324662408710006,0.00149031792894098,0.00413387617461746
INS,repeats,3,1,0.00422818000130353,0.000524354947322854,0.00495399240406537,0.00684383315602344,0.000881920408824491,0.00546882084986224,0.0023328887356942,0.00530288826811109
INS,repeats,3,2,0.000909687673504114,0.000908419454391108,0.000600792140754972,0.00134909374778736,0.000134655254022959,0.000997814520072998,0.00144036313802675,0.00098654413589197
INS,repeats,3,3,0.000158175666272076,8.36966474147952e-05,4.20168700889933e-05,0.000290611956631823,7.42899584799669e-05,6.87957554233596e-05,0.00132047163983262,9.18212074531488e-06
INS,repeats,3,4,0.000309662017316328,0.000437208845689424,4.65938329826608e-05,0.00194129683288983,0.000143642306750931,5.32532151732186e-05,0.00133379291740974,3.57675633683777e-05
INS,repeats,3,5+,0.000605827009217225,0.000203707329351046,8.80495428701317e-05,0.00967354664893269,0.00218779787958846,0.000377631275455913,0.00108734928223291,3.6942020673011e-05
INS,repeats,4,0,0.00116885424047236,0.00165657195893178,0.00243161237073456,6.00493480164446e-05,9.75479090071298e-06,0.00247449387705354,0.00574147063574132,0.00302145156943797
INS,repeats,4,1,0.00343404580854908,0.00171896538358973,0.0026794522809882,0.00877840804697114,0.00141077158032595,0.00316755866032137,0.00478733412927967,0.00351002580816543
INS,repeats,4,2,0.000250701327343653,0.000285091705256646,0.000270005738213786,5.35514708057099e-05,1.56106761790731e-05,0.000228362154439017,0.0012255575370956,0.000147341007308541
INS,repeats,4,3,0.000178657994314792,0.000158257927063754,2.14293051956385e-05,0.000751961238593985,0.000135468153264685,4.19897046544663e-05,0.000366335133370966,2.44500657055478e-05
INS,repeats,4,4,0.000270118100748309,0.000154277787580714,5.47657284173315e-05,0.000923370758118537,0.000318972630239518,4.69036871847063e-05,0.000391312528828077,2.88275883864537e-05
INS,repeats,4,5+,0.00135870055848678,0.000355142160158159,0.000469550798623909,0.00659467317470148,0.00225195670492617,0.000817929631494101,0.00143203733954105,0.000699015633948564
INS,repeats,5+,0,0.00200614339606826,0.00445968943161144,0.00477419316824632,4.70535935949752e-05,8.76124738304777e-06,0.00354267773122531,0.000845901126147503,0.00415843300916888
INS,repeats,5+,1,0.00493464272633757,0.00881187719109048,0.00541866812343855,0.000922474499192919,0.00133011391111913,0.00338750078851475,0.00974951002675912,0.00470754518350789
INS,repeats,5+,2,0.00060251195034326,0.00090648624378506,0.000355039045000734,0.000154604664669204,0.000218474198058715,0.000293348193069269,0.000654407760976316,0.0002937210950042
INS,repeats,5+,3,0.000225128016030204,0.000235889600028202,0.000123209736746773,0.00057270945347027,0.000166042196967383,0.000190403019725085,0.000191493365171187,0.000191756847192855
INS,repeats,5+,4,0.000478493229969008,0.000217429334044957,0.000193775632088221,0.000127492832169242,0.000110569350564409,9.17920893991455e-05,0.000151529532439809,0.000139119806176108
INS,repeats,5+,5+,0.00112492971039231,0.00035279198255865,0.000578047616337015,0.000985884818180433,0.00013485095198856,0.000541504310846388,0.000980779061615904,0.00063121741681746
DEL,MH,2,1,0.00459177092280169,0.00342367807722115,0.0268254216934784,0.000961685827188732,0.00103184010416431,0.027856566371271,0.0306056352334471,0.0251693674202127
DEL,MH,3,1,0.000972437002189892,0.000818468302074392,0.0100284588888951,5.24311471486867e-05,4.0464317810365e-05,0.0101081448846339,0.00508040223597644,0.0177267247119056
DEL,MH,3,2,0.00676094417849319,0.00504583130614721,0.00845680699073739,0.0144443329100004,0.00286212790797957,0.00740531645978478,0.0117510319827223,0.00840484354733938
DEL,MH,4,1,0.00154594218738595,0.00287703434879327,0.00706074562688732,0.0017129748715885,0.000187794778528387,0.00766042945170584,0.0103306507610612,0.0110417137339329
DEL,MH,4,2,0.00422024753899797,0.00618138405370383,0.00684373445520481,0.00294622715323966,0.000370922913261679,0.00601739246142627,0.0165883209029162,0.0047621040637504
DEL,MH,4,3,0.00225453602169611,0.00482165468802624,0.00208365797327804,0.0039950741609448,0.000458445064954187,0.00259977282493123,0.00876373548605179,0.00438958756048989
DEL,MH,5+,1,0.010858238551755,0.0188244297928982,0.00847597411887064,0.00456800767914648,0.000294134042297887,0.00581326893991732,0.00414125216678906,0.00726348458492757
DEL,MH,5+,2,0.00168825292904691,0.578309756061042,0.00515669399060905,0.00106206682685801,2.63138495284665e-05,0.00509094111461547,0.00763309205169322,0.0125495033753903
DEL,MH,5+,3,0.00178681673306749,0.0406333577006317,0.00656776638984985,0.00135200658929562,5.40728532644461e-05,0.00497079700241544,0.00420785855467469,0.00821330023783828
DEL,MH,5+,4,0.00230787295107903,0.0535826467434783,0.00232892005385595,0.0028514477718555,0.000283325493120863,0.0025271121394279,0.00329701620033869,0.00137112551873644
DEL,MH,5+,5+,0.00240927823413444,0.0136048748748388,0.000758653519945756,0.0161494655159897,0.00160823082761708,0.000615876608242267,0.00193491556807756,0.00138148209678639
