Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (False Positive) (ID2 0.999),signeR.3 (ID1 1),signeR.4 (ID5 0.961),signeR.5 (False Positive) (ID2 0.998),signeR.6 (False Positive) (ID1 0.999),signeR.7 (False Positive) (ID6 0.859),signeR.8 (ID3 0.989),signeR.9 (ID9 0.997),signeR.10 (False Positive) (ID5 0.584),signeR.11 (ID14 0.987),signeR.12 (ID4 0.986)
INS,T,1,0,0.00135537060257443,0.000355826300598857,0.00185271516327254,0.00985267425372445,0.00148256242234998,0.00307580507574303,0.00576424088771767,0.0162858731243237,0.0130578559192958,0.00422838989400763,0.0364395263069259,0.00653750543767766
INS,T,1,1,2.4517629867446e-06,3.63650401702011e-06,4.26041212883638e-06,0.0182422624702661,6.9372052065857e-06,5.23717529375454e-06,0.00103869289078102,0.0573281323169579,0.00710562935046461,2.41940264293353e-05,0.00288580157151834,0.000164703232377477
INS,T,1,2,0.000739788551049216,2.66097549827698e-05,5.27424931194066e-06,0.0282946791140652,0.000816194612631141,0.000717586998302887,7.9765439675034e-06,0.0514856454573215,2.32102608179082e-05,0.00110859980500383,0.00158482409165055,7.01620530710599e-05
INS,T,1,3,0.00118726399596073,0.000979586328182848,0.00282778013148738,0.0208922866035437,0.00101886577798099,0.00621947731295902,1.14154511429364e-05,0.0291983047995466,2.5340088304128e-05,0.000144139328458234,0.000493192989858562,0.000228215774528288
INS,T,1,4,0.00368065451477371,0.00272522952436667,0.0100332821902019,0.0127819244247253,0.00534552170459066,0.023294030236307,0.000488738090704133,0.00817917807297397,0.000383907398839065,0.000213806448975535,0.00795452276427173,0.000599151951292795
INS,T,1,5+,6.54002902975928e-05,0.0161708452722495,0.93570389962521,6.63017005951972e-06,0.000468970839608952,0.806175077471877,2.17946057178149e-05,6.92933800642161e-05,2.74982433621336e-05,0.000391709826790199,0.167479562257434,0.000298700061960093
DEL,repeats,2,0,0.000105602090813741,3.96995391683915e-05,0.000575512160720818,0.0259061101657505,5.13313322701075e-05,0.000894895377952394,0.00242578906955596,0.00881762555666147,0.0146687198239857,0.000400471156017613,0.000457872154077726,0.0907849098203319
DEL,repeats,2,1,0.00263686296996519,0.00225428699001141,6.96930990613975e-05,0.0210746700454486,0.00356260758410956,0.00220917879433394,0.00326578415966593,0.0119939099553053,0.00241828752032255,0.0299760872485267,0.00642656777084999,0.191422456841687
DEL,repeats,2,2,0.00233231573103304,0.000841222761153552,0.00068936336658559,0.00363011376192,0.00212118410444263,0.00107753294363134,0.00115571327324117,0.0126519048246719,1.97116849589232e-05,0.00294543711431399,0.00212902711591003,0.046061089960362
DEL,repeats,2,3,0.000880508171650585,0.000362929345505243,0.000122888280012729,1.57036512417635e-05,0.000785361678700997,0.00069061543657069,0.000253867422118698,0.00675413857064784,2.81530312455281e-05,0.00351369834993943,0.000209611205349163,0.0121461131935422
DEL,repeats,2,4,0.000718127016023924,0.000383404080117106,5.33310367039376e-05,0.000515200789913329,0.000660799481120109,0.000523434471086592,0.000102460233203209,0.00306525640780755,5.91806223269506e-05,0.0054743763725231,0.000268297792019267,0.0032834409448214
DEL,repeats,2,5+,1.38644516831557e-06,1.79803135817494e-06,1.49595580171718e-06,0.0195665216566445,3.44775420958535e-06,3.18614544820365e-06,6.20215174043872e-06,2.84465609585163e-05,1.41757840657502e-05,2.18825563970328e-05,3.76921965810904e-05,0.00103510820741986
DEL,repeats,3,0,8.48363318794245e-06,8.30167761375652e-06,8.06387665491023e-05,0.0170817180238712,2.79888878288959e-05,9.59423794636858e-06,0.00498697810413642,0.00155035093796217,0.00223992777090392,0.000145716735565481,0.00150338992634528,0.00504111282891633
DEL,repeats,3,1,0.0059124767995568,0.00159920527296695,0.00335387794795023,0.00400788641578231,0.00467960544343691,0.0105699612681404,0.0028835648225344,3.190251175909e-05,0.00269469115820552,0.0128843601660599,0.00533946115401934,0.102363620456306
DEL,repeats,3,2,0.0030917264372484,0.000477857275044929,0.000734226488733295,0.000791599229427277,0.00355131857905074,0.000350070033018819,0.000356278634797813,1.94163879369385e-05,0.000527631766194584,0.00373519026821942,0.00160282361976292,0.0144068564135815
DEL,repeats,3,3,0.000543762603464613,5.39899251238423e-05,0.000269323217394452,0.0004085421797102,0.00049780811181302,0.000799310832838683,0.000151761340079694,3.26833194860647e-05,0.000110358597321799,0.00361546756340387,0.000528303375188335,0.00364520058764076
DEL,repeats,3,4,1.43510446543343e-06,1.73061691239863e-06,1.98086239331214e-06,0.0049152041912165,3.95204535966774e-06,2.85707061747508e-06,4.66671759770328e-06,1.86143134400311e-05,1.00022160265848e-05,2.0746096347083e-05,5.09331909719351e-05,0.000374157041461155
DEL,repeats,3,5+,1.4704348202959e-06,1.71464816737899e-06,1.97921673114221e-06,0.00748370588028131,4.2905651010219e-06,3.55695867930408e-06,7.44662623750605e-06,3.89297539696021e-05,1.20019373851153e-05,1.86263213659008e-05,7.69381754678041e-05,0.000304074850318492
DEL,repeats,4,0,2.00977138712328e-05,1.56470002276206e-05,4.75596610137581e-05,0.0108065595111468,2.10033699924353e-05,5.78523176789712e-05,0.00398502108818402,5.376112331688e-05,0.000634531664768991,5.71826084666127e-05,0.000260795204724615,0.00590920952766378
DEL,repeats,4,1,0.00161396681268443,0.0012003415853642,0.000712898717612506,0.00184393509889925,0.00372523579999359,0.00164873758929408,0.00193579253035846,0.00128791724093195,0.00323237369935623,0.0103448716312727,0.000190452536588677,0.0570864137974434
DEL,repeats,4,2,0.00042073598951089,0.000255695688527737,8.78878289402319e-06,3.33400828654924e-05,0.000455033894444027,1.4742226036903e-05,0.000339032044823502,1.10596954259043e-05,0.000157555728462659,0.00678139711623532,0.00046411242942129,0.0136602111394618
DEL,repeats,4,3,3.65777801920608e-06,3.6041927359968e-06,2.61365183223846e-06,0.00323808925167565,4.40469537154963e-06,4.88833081623176e-06,3.5862745806493e-05,1.44065347486865e-05,2.35765848318732e-05,2.57643799948661e-05,4.74015794571789e-05,0.00381285816267534
DEL,repeats,4,4,1.54848459083933e-06,1.89508637794831e-06,2.06586834968221e-06,0.00409280900431672,3.68315513167314e-06,3.28551475500654e-06,7.69968705838851e-06,3.46735231471842e-05,1.10068350363949e-05,1.6711470789093e-05,3.40551003155027e-05,0.000129189308413093
DEL,repeats,4,5+,0.000253296101894709,4.49027315475106e-05,9.98204612782003e-06,0.00124638713391461,0.000231700737840684,1.4817129694761e-05,9.82355970015973e-06,2.76103833369164e-05,1.67074001167286e-05,0.0017655410602011,0.000101930716656244,0.000619087480444729
DEL,repeats,5+,0,6.8145459169192e-06,7.74654148888561e-06,3.27947282043608e-06,0.0520310215743206,1.02156082433231e-05,8.2952792299931e-06,0.135933223741205,0.00632145753327508,0.000476429744405709,3.79230575440951e-05,0.00170540977703031,0.00578481918268496
DEL,repeats,5+,1,0.00277169372497161,0.00214650996377213,5.27670418071666e-06,7.95939694811912e-06,0.00166898916030424,4.08214396834395e-05,0.00422750225321976,1.01378274117031e-05,3.70956228743936e-05,0.0304061916043562,0.000548388779663125,0.014755545708134
DEL,repeats,5+,2,0.00045866732502158,4.61399481497452e-05,6.90778870440732e-05,0.000322256487715994,0.000333926644492407,6.81409301433857e-05,0.000364001231892722,1.52246344495824e-05,3.31095825167133e-05,0.00450934873527569,5.52800946052909e-05,0.00287024844498977
DEL,repeats,5+,3,0.000204841112417265,4.27803250446734e-05,1.22611053419064e-05,0.000170672211488372,0.000115724212243758,1.24669633083593e-05,7.70100697743929e-05,2.251707175665e-05,9.58125451656965e-05,0.00126078892731551,0.000137032546403298,0.000936978190016053
DEL,repeats,5+,4,7.21711848721634e-05,2.06266807924352e-05,3.64337270893544e-06,1.41197031845211e-05,0.000158990696182707,6.34604376923017e-05,2.29593899991262e-05,3.64206340692458e-05,6.92428855996205e-05,0.000329319731489972,3.85332705978068e-05,0.00013334837069205
DEL,repeats,5+,5+,3.20697247860124e-05,2.09019510632616e-05,1.04750993512297e-05,0.000584083212661759,4.55240674816976e-05,2.75751347701251e-05,3.31327018851897e-06,1.54556174892913e-05,1.81671887129969e-05,5.83387112662201e-05,8.11137237920613e-05,0.000106896646134332
INS,repeats,2,0,0.000300506752803002,0.000214702231942687,0.000302238272512826,0.00678039282454453,0.000365751365320018,0.000685662227703105,0.00196276058842008,0.00206027698419591,0.000607744099941234,0.000494472920370849,0.0236736146292192,0.0012004821540712
INS,repeats,2,1,0.000273369054921644,0.000139561829331266,6.7096997456467e-06,0.0168163345527184,0.000323973988069645,1.76678240829907e-05,0.000232014303516913,0.00284480347949653,0.000953444616210843,0.00157437481668107,8.00934494342917e-05,0.000161567554584126
INS,repeats,2,2,0.00095239804296926,0.000589037977936653,2.29890855855155e-05,0.00614868855686685,0.000335484259461089,0.000744441608371567,0.000185747975848964,0.0012389650292051,2.81799107919671e-05,0.0106232907927527,0.00140331464799022,6.50888536411283e-05
INS,repeats,2,3,0.000541037779958375,0.00013507616112837,0.000424009135844805,0.0010894517978292,0.000437607667326536,0.000563010396551704,0.000323400538062306,0.000825781012571976,0.000137476647935491,0.0027440356245853,0.0010449686029157,0.000219656334111019
INS,repeats,2,4,0.00313212851189028,0.000451045363933918,0.00169268421439629,8.63654305755518e-06,0.0022108338777987,0.00517090426750223,1.15267955443819e-05,0.000277146989942421,4.44841401409947e-05,0.00338119261488224,0.00437046334465899,0.000126073500308516
INS,repeats,2,5+,0.0187566455846906,0.00633960346682061,0.0109141475895967,0.000178398499037259,0.0109281713806473,0.0352727520770535,1.01393390993257e-05,4.9845241465204e-05,2.19878824858525e-05,0.0739156531367317,0.00303260373211829,0.00011297171819786
INS,repeats,3,0,1.24308198582213e-05,3.70439015945394e-05,5.32243690882048e-06,0.00347415548325507,8.01189453698457e-05,4.11805324154457e-05,0.00080627689592606,8.33147767681173e-05,4.44547022949624e-05,0.000250097637041938,0.00703402019727981,9.73891793276237e-05
INS,repeats,3,1,0.00116171983554618,0.000534266354101242,0.000168554462917239,0.00544284691951162,0.000749379230836143,0.00106761343596643,1.76417985966352e-05,0.000336779871738217,0.000460886144339589,0.00619487340569206,0.00298751979382969,0.000403814151285874
INS,repeats,3,2,0.000260467294866406,1.89426668969202e-05,1.36352989513547e-05,0.00114311843502383,0.000275959082770987,0.000147240847271718,0.000506128508749849,5.97623707159505e-05,1.93683380414941e-05,0.000259268608554583,0.000326439396275766,0.0009477281120848
INS,repeats,3,3,1.92430324495713e-05,5.79639014165162e-06,0.000103358717545624,4.4159411888431e-06,5.56381012713626e-06,0.00014198594011819,0.000205773897073961,1.31275068657078e-05,1.65602470689552e-05,6.58894240778531e-05,0.000307006444046256,5.15570359634952e-05
INS,repeats,3,4,0.0001440127441363,5.14953777843378e-05,6.16941793052389e-05,4.36979194343629e-06,8.76110348824899e-05,0.000155848277365325,0.000141094674594124,2.26505196879759e-05,2.74231654355451e-05,0.00134422899213355,0.000785406593645763,0.000129710168816503
INS,repeats,3,5+,0.00226836572670069,0.000996517963403473,0.000541372854441336,3.55219787289971e-06,0.00198643769419938,0.00314046307916577,4.81858427543862e-06,1.49189105036197e-05,1.54026192393352e-05,0.00979839613890642,0.00236936411871553,4.33393090836469e-05
INS,repeats,4,0,5.39648596238036e-06,1.15475746550187e-05,2.42312280528444e-06,0.00233296142900831,1.02466839027025e-05,1.0136948363465e-05,0.00128676610281461,2.24833146737944e-05,1.70081915929518e-05,3.11067949482062e-05,0.00475704886698802,0.000379838637743873
INS,repeats,4,1,0.00105128354289453,0.000606535580810357,0.000355952553206947,0.00363491101064442,0.00139210861801694,0.00177500723285181,0.000601437879552945,2.72442940072136e-05,0.000914010728513897,0.00782640449464469,0.00192575618983241,0.00150153916421814
INS,repeats,4,2,3.3334774568078e-05,1.28505754441861e-05,7.83564150342038e-06,0.000293202801780531,1.67180006319546e-05,4.51606891551283e-05,0.000307819092470686,6.81268206987926e-05,1.60566693997522e-05,5.73812946295138e-05,8.09968969471224e-05,6.85568922019453e-05
INS,repeats,4,3,0.000191256028807451,0.000119720822884807,1.55874601927169e-05,2.38785664744626e-06,0.000121988676040002,0.000257442527019109,0.000192874764040942,8.08193706811216e-06,1.00563915565867e-05,0.000986836076436432,0.000827658647124571,8.62529034553039e-05
INS,repeats,4,4,0.000211133088439825,8.51878599087538e-05,0.000261394145671492,1.11908759109134e-05,0.000262477120273687,0.000594594585361005,2.20534471823781e-05,1.7379028450574e-05,0.000201512071453009,0.000121217140785738,0.00142987931618448,0.000279865917989258
INS,repeats,4,5+,0.0019590172506435,0.0012427672539686,0.000845074510675481,0.000704819240231134,0.00315539237379968,0.00215058380083728,0.000233606687224927,1.87390210181646e-05,2.05367554745779e-05,0.0047587106915773,0.000312196431120008,0.000102742764319913
INS,repeats,5+,0,1.36025178244308e-06,1.88580240144046e-06,1.68563084309766e-06,0.0038051268436257,3.44875450142115e-06,3.10255474124367e-06,0.00522257417364737,1.94418535774673e-05,1.89520218387474e-05,1.87936309407443e-05,0.00261215554933652,0.000116158536442286
INS,repeats,5+,1,0.00018432063248461,3.39567364740665e-05,0.00118767818003114,0.00669612465165089,2.65631758784334e-05,0.00191992364479391,0.00800522837507588,0.000266506332066367,0.00196489408333319,6.02864310373919e-05,0.0231122536235411,0.00310425549742783
INS,repeats,5+,2,1.3312706620412e-05,3.39702238094135e-05,0.000161308228365918,0.000237070081689426,1.70984921866835e-05,0.000272832593532794,0.000803876117243391,1.27511173345397e-05,1.66999767653542e-05,9.06690790841278e-05,0.000515092655998751,6.09415298893163e-05
INS,repeats,5+,3,6.3125901397436e-05,8.09696337030314e-05,0.000138101766978939,0.000144527991518446,0.000155238945607225,0.000451838000548225,3.41988325014249e-05,4.12728310526099e-05,7.32489385524977e-05,0.000192142505914685,0.000135238473736581,4.59805276564142e-05
INS,repeats,5+,4,1.24658328862086e-05,1.12531343146651e-05,0.000136369312225275,0.000145820132569961,7.23104407032901e-06,0.000187639798656504,1.61304267331952e-05,1.6725868161087e-05,7.22334736139788e-05,3.48839935588876e-05,0.000102395315929271,2.91118573851618e-05
INS,repeats,5+,5+,0.000125709510760798,2.39216137222864e-05,6.09790274564804e-05,0.000623333629074775,0.000130271476752962,0.000317723787264709,8.75303231131404e-05,3.96848360371387e-05,1.63134791340826e-05,0.000113319181093165,5.23543560236798e-05,5.6024243559872e-05
DEL,MH,2,1,0.0003604806942871,0.000122387230974415,0.000582846153556103,0.0255503509658255,0.000195213343203677,0.00134228526020578,0.000281623767548696,0.00958441435199771,0.00199202036832361,9.76156662103594e-05,0.00168471828190543,0.204432940296871
DEL,MH,3,1,1.14231015726633e-05,6.96811768141408e-06,3.14672416409727e-06,0.0138482109065098,8.98511992165835e-06,2.96372313852324e-05,0.00414269155472012,0.000939015401838209,0.0025816537784885,2.44389993970809e-05,0.0012460566665362,0.00602399930006815
DEL,MH,3,2,0.00342747904106049,0.00154986185708329,0.00114790696296033,0.00773175232830364,0.00308741611834588,0.00348393629006378,0.00375406165174774,0.000518134585684577,6.79073471240287e-05,0.0072215034735126,0.00359021079429099,0.0417180275038569
DEL,MH,4,1,0.00010632716693769,4.20350965647108e-05,1.85832677969567e-05,0.00861448315360829,0.000107071982582991,9.0089630130533e-05,0.00353566056242366,0.000151256938400254,0.00210276018384386,0.00136082169735987,4.07781878121041e-05,0.0122856997997822
DEL,MH,4,2,0.00052772464611082,0.000367037044363168,0.000238068337476766,0.00481454319220435,0.000632604251559127,0.000210331510627403,0.0065302277373024,0.000186140669227258,0.000849786686101336,0.00290578858007652,0.000670606431660955,0.0294193805587116
DEL,MH,4,3,0.00106819968926994,6.78981078260663e-05,1.54184891159167e-05,0.0026089866864012,0.000905634110568807,0.000126759374561884,0.0033224249295615,2.65564885339504e-05,0.00198697674408782,0.00154391939859022,0.00165212864406336,0.0482988848613352
DEL,MH,5+,1,0.000604447380080526,0.000494656351903752,6.84356684654614e-06,0.0387432026978101,2.40544029143354e-05,4.87656439941357e-05,0.1967992891061,0.00576393558275731,4.33560423961153e-05,0.00453755700145826,0.0034349682720267,0.000794410828681204
DEL,MH,5+,2,7.34811954220466e-05,1.8228145702971e-05,5.43345470563826e-06,0.00977412835540716,3.55813808259105e-05,7.0234195654701e-06,0.212200387650652,0.00135618348970764,2.33193593004706e-05,0.000252648295652154,0.0018190721086912,0.000109103493932486
DEL,MH,5+,3,1.79321784730663e-05,7.23553791024083e-06,3.48048233975388e-06,0.00297218893344216,4.45784527429214e-05,7.08416795860863e-06,0.147971431793456,0.000110379680732366,2.97594622491418e-05,0.000186695360271471,0.000194065106824952,0.000149983511889877
DEL,MH,5+,4,0.00051709805452985,1.39988537493768e-05,7.56827772093526e-06,9.18808576290324e-06,7.13139481589463e-05,4.73176435967247e-05,0.0776071220561427,0.000513401691143761,2.64463857242248e-05,0.00624306398137319,8.56118808058276e-05,0.00228363867489984
DEL,MH,5+,5+,0.00236661824181649,0.0011161506988835,0.000708750984924624,5.56737145587122e-06,0.000614793696456567,0.00151705270428145,0.0636774651201122,1.43716722930139e-05,2.06044393365975e-05,0.0257088287155065,0.000966574042525449,0.000625019785710011
