Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.971),ID83D (ID8 0.997),ID83E (ID3 0.989),ID83F (ID6 0.997),ID83G (ID9 0.997),ID83H (ID4 0.999),ID83I (ID11 0.986),ID83J (ID14 1)
DEL,repeats,3,0,1.358e-05,2.836e-05,0.01985512,0.01251912,0.00087289,0.0004579,0.00171326,0.00457784,0.00022724,0.00092586
DEL,repeats,3,1,0.00476631,0.00465442,0.0023809,0.0004376,0.00028151,0.00546012,0.00376743,0.09746838,0.00356102,0.00491283
DEL,repeats,3,2,0.0023024,0.00019083,7.045e-05,0,3.796e-05,0.00076732,0.00033339,0.02087409,0.00451038,0.00123367
DEL,repeats,3,3,0.00042823,2.351e-05,5.73e-05,0,0,3.84e-05,5.55e-06,0.00404666,0.0008691,0.00057708
DEL,repeats,3,4,0,2e-07,0.00770015,1e-08,7.89e-05,1e-08,0.00012941,1.714e-05,0.00041657,3.54e-06
DEL,repeats,3,5+,0,2.3e-07,0.01124054,2.43e-06,0.0001294,1e-08,0.00017975,8.521e-05,0.00084605,6.4e-06
DEL,repeats,4,0,7.02e-06,1.76e-06,0.01242515,0.0075857,0.00025697,0.0021269,0.00068173,0.0072164,0.00014828,5.58e-06
DEL,repeats,4,1,0.00204438,0.00040758,0.00022804,0.0012964,0.00044541,0.00273867,0.00340757,0.06479766,0.00115339,0.00031019
DEL,repeats,4,2,0.00034915,0,0,0,0,0.00024124,9.1e-07,0.01056821,0.00010195,0.00052686
DEL,repeats,4,3,8e-08,2e-08,0.00488555,1.75e-06,7.01e-06,1.456e-05,8.403e-05,0.00329265,4.44e-06,0
DEL,repeats,4,4,0,9e-08,0.00612362,9.3e-07,1.873e-05,2e-08,0.00010559,2.261e-05,6.38e-05,1e-08
DEL,repeats,4,5+,0.00012984,1.5e-07,0.00152046,0,0,0,2.926e-05,0.00013765,0.00024871,0
DEL,repeats,5+,0,0,0,0.01586482,0.27214887,0.00098392,0.00948752,0.00034046,0.00159425,0.0015494,0.00146144
DEL,repeats,5+,1,0.00271531,0,8.56e-06,4.118e-05,7.613e-05,0.00806858,0.00038039,0.0124438,0.00408743,0.00081954
DEL,repeats,5+,2,0.00031402,1e-08,1.289e-05,1.22e-06,0,0.00024603,1.94e-06,0.00189137,0.00059894,4.377e-05
DEL,repeats,5+,3,8.381e-05,2e-08,0,0,0,0,2e-08,0.00046603,5.663e-05,7.82e-06
DEL,repeats,5+,4,4.257e-05,2e-08,0,0,0,0,3e-08,3.121e-05,7e-08,0
DEL,repeats,5+,5+,1.521e-05,7e-08,0.00012974,0,0,8.9e-07,2.78e-06,2.503e-05,3.642e-05,1.933e-05
INS,repeats,2,0,0.00030623,0.00016088,0.00846192,0.00162433,0.00282675,0.00210943,0.00207432,0.00014521,0.00268032,0.02595159
INS,repeats,2,1,0.00019043,3.3e-07,0.02178492,0.00097338,0.00344038,5.085e-05,0.00147681,2.822e-05,0.00086524,2.203e-05
INS,repeats,2,2,0.00096494,6.05e-06,0.00858087,2e-06,0.00152843,0.00079151,0.00047581,9.12e-06,0.00202479,0.00174428
INS,repeats,2,3,0.00039805,0.00016048,0.00124125,1.09e-06,0.0010972,0.0004242,2.466e-05,3.614e-05,0.00105617,0.00108186
INS,repeats,2,4,0.00191143,0.00274485,0,0,2.478e-05,0.00064882,0,1.571e-05,0.00087961,0.0031569
INS,repeats,2,5+,0.01354396,0.01840911,0.00109575,0.0012926,4.109e-05,0.00085747,0.00049808,0.00025245,0.00445414,0.00069019
INS,repeats,3,0,3.326e-05,0,0.0048643,7.18e-06,0.00014597,0.00136736,0.00025074,1.12e-06,0.00025919,0.00724958
INS,repeats,3,1,0.00114971,3.028e-05,0.00796111,4.86e-06,0.00051105,0.00022985,0.0010489,3.727e-05,0.00325353,0.00357942
INS,repeats,3,2,0.00014048,1e-08,0.00078813,3.08e-06,2.032e-05,0.00066918,4.701e-05,0.00029166,0.00027976,0.00025869
INS,repeats,3,3,2.839e-05,1.364e-05,0,4e-08,0,2.122e-05,0,0,6.597e-05,0.0001882
INS,repeats,3,4,9.651e-05,4e-07,0,0,0,0,1e-08,0,6.212e-05,0.00044698
INS,repeats,3,5+,0.00192118,0.0005503,0,0,0,0.00014437,0,2.029e-05,0.00391633,0.00234608
INS,repeats,4,0,5.23e-06,7e-08,0.00318855,2.298e-05,1.539e-05,0.00159547,0.00018821,5.03e-06,0.00027775,0.00651421
INS,repeats,4,1,0.00111136,0.00058163,0.00451977,0.00083782,0.00049423,0.00066223,0.00228387,0.00120247,0.00539571,0.00230254
INS,repeats,4,2,1.971e-05,6.9e-06,9.26e-06,1.54e-06,2.96e-06,0.00026611,1.028e-05,5.927e-05,6.081e-05,2.776e-05
INS,repeats,4,3,0.00010729,2.88e-06,0,0,0,1.52e-05,0,0,0.00015788,0.0007701
INS,repeats,4,4,0.00023982,9.12e-06,0,0,0,0,0,2.87e-05,0.00035132,0.00182438
INS,repeats,4,5+,0.00212268,0.00072784,0.00049334,0.00022777,0.00011356,0.00030463,0.00047049,4.596e-05,0.00606362,0.00056015
INS,repeats,5+,0,0,6e-08,0.00573783,0.00033934,0.00012344,0.0088315,0.00038698,1.04e-06,0.00043561,0.00354178
INS,repeats,5+,1,6.57e-05,0.00136099,0.00678557,0.00990359,0.00100612,0.00544914,0.00884272,0.00202143,0.00948894,0.03304705
INS,repeats,5+,2,4.275e-05,4.258e-05,0,6.88e-06,5.61e-06,0.00132044,3.148e-05,7.877e-05,0.00019256,0.00066175
INS,repeats,5+,3,9.938e-05,1.571e-05,1.31e-06,0,1.74e-06,4.02e-06,9.24e-06,0,0.00019294,2.453e-05
INS,repeats,5+,4,4.007e-05,2.964e-05,0,0,0,1.104e-05,3.05e-06,0,0.00012752,8.173e-05
INS,repeats,5+,5+,0.00010528,9.7e-07,0.00018118,0,0,2.86e-06,4.67e-06,6.2e-05,0.00020983,1e-05
DEL,MH,2,1,8.27e-06,2.64e-05,0.0250884,0.00343506,0.00873362,0,0.0012517,0.19389094,0.00064283,0.00168196
DEL,MH,3,1,2e-07,2.07e-06,0.01503672,0.01054151,0.00044653,0.00050038,0.00184924,0.00680502,0.0001219,0.00146919
DEL,MH,3,2,0.00283014,0.00128952,0.00792912,0.00436646,0.00047464,0.00446408,0.00090854,0.05118458,0.00124544,0.00319282
DEL,MH,4,1,9.349e-05,1.3e-07,0.0097332,0.00655526,0.00014495,0.0026439,0.00087674,0.01102773,0.00013262,7.2e-07
DEL,MH,4,2,0.00039252,0,0.00554646,0.00039405,0.00027229,0.00959458,0.00235119,0.03072869,0.00024274,0.00081231
DEL,MH,4,3,0.00047792,0,0.00179258,0.00025309,0.00012548,0.00514153,0.00095875,0.05054814,0.00063267,0.00206641
DEL,MH,5+,1,0.00044074,0,0.00177306,0.32519999,0.00021362,0.05124007,9.13e-06,3.451e-05,0.00044857,0.00164172
DEL,MH,5+,2,1e-07,2e-08,0.0005938,0.12928132,0.0006145,0.26875919,1e-05,5e-08,6.095e-05,0.0016523
DEL,MH,5+,3,0,1e-08,0.00254007,0.04118345,0.00033161,0.2350637,6.378e-05,8.755e-05,2.4e-07,0.00022147
DEL,MH,5+,4,0.00029277,8.53e-06,6.952e-05,0.01154363,0.00017731,0.13163014,2e-08,0.00299363,0.00023193,0
DEL,MH,5+,5+,0.00218321,0.00028557,0.00016127,0.00874831,0.0004242,0.10869354,0.00285476,0.00013229,0.00805185,0.00129844
