Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17,W.18,W.19
DEL,T,1,4,0.899624475243154,4.28650038273725e-241,0,6.46461220557299e-72,0,4.51655973332095e-213,1.99556143892923e-243,2.78822541750455e-105,2.50522686038429e-110,1.11253693156238e-308,0.028366518013314,1.31752317153103e-138,0,3.24602925222298e-91,0,0,0,6.46542888058195e-110,0
DEL,T,1,5+,2.43190153063116e-69,4.63755451924592e-195,8.54287057118954e-263,2.09216928853736e-90,0,9.6986012916435e-92,1.3715642378378e-89,2.93153796320714e-05,1.85043513419861e-135,5.55146907305041e-269,0.884109324816086,2.35426360616768e-31,0,0.00286175732390602,3.05042997176939e-222,0,0,8.02846060266898e-24,3.79579860781532e-274
INS,C,1,0,0,0,0,0,0.764766582054822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,2.07646701724942e-283,0.000883622638273978,0,0,0.0232339921443578,0,0,0,0.00125105233295126,0,0.000203977300879597,0,0.000761933934988497,0,0,0,0,0,0.167645596412348
INS,C,1,2,0,0,0,0,0.000233596185316555,0,0.000157938929371125,1.58918572273477e-06,0,0,1.55551972487482e-05,0.000897869867125752,8.3003292584798e-193,0.0047875171206035,0,0,0,0.000865610127458092,0.100999194116746
INS,C,1,3,0,0.00895697541046072,0,0.000644069701731189,0.00175481731922044,0,0,0,0,0.000191129928935862,0.000291028576737834,0,2.95588883425681e-293,0,0,0,1.33225458143457e-237,0.00710024484991364,0.0376252460478165
INS,C,1,4,0.00554120267663183,0.0295046479748067,0,0.00144155179143152,0.00193410234307235,0,0,0,8.5690405503554e-05,0,0.00167251411577586,0,0.0232460337659291,0,0,0,0,0.00577953519448188,0.00958014990198731
INS,C,1,5+,0,5.33699127295254e-22,0,0.0128109046373382,0,0,0,0,0,0,0.00742956048367416,0,0,0,0,0,0.991506526702135,0,0
INS,T,1,0,1.51204889756192e-123,0.0267875005782955,0,0.00200221218032542,0.0461527647405784,0.0240017194575249,0.00190023232065376,2.12851285243492e-124,0.006866352462288,0.000881460905185872,0.000793363976873121,0.0425553359390081,1.1125644148394e-308,0,0,0,0,0.0227454398311012,6.11388131166362e-05
INS,T,1,1,0,0,0,0,0,9.76230017368259e-104,0.00317625796007295,0,1.92876911678519e-197,2.05305037953707e-78,0,0.00189535745428414,0,0.0133523447304186,0,0.0153200672462607,0,0.0571501496349609,0.323019720122257
INS,T,1,2,0.00632282064278085,0.00368356224166618,0,1.1607724795092e-05,0.00141314612597422,0,0,5.57040341953691e-241,0,0,0.000421539386656169,0.000441527152693629,0,0.0661668417284719,0,0,0,0.0484582747425178,0.170475158172605
INS,T,1,3,2.51241165656476e-248,0.0233351854702531,2.73726404016179e-145,0.00341593377100715,0,0,0,2.04048714426765e-80,1.05930710324398e-05,0,0.000716590786776437,0.00954862335266922,0,0.0363395198984066,0,0,1.24567257590827e-204,0.0315290697374284,0.121330302191274
INS,T,1,4,0,0.0972840804904176,0,0.0139891644282894,0.00328766632981113,0,5.60308262876094e-244,4.5564967726781e-56,0.000519960288218916,0.000137354434102029,0.00194871991273417,0.0199691427669301,0,0.0182189640232144,1.11253692925366e-308,0,0,0.00862932032948956,0.0574734268773513
INS,T,1,5+,6.83485503448448e-115,4.4872827834137e-163,3.13188819069466e-295,0.937066235275884,0,1.86695238933774e-157,7.18019616549294e-36,6.54889193335897e-101,1.12193758315235e-68,6.89699289003869e-179,0.00189612954332503,3.75078588473345e-124,0,1.19191890944608e-63,2.17835027270951e-291,0,0,2.41934669796712e-61,0
DEL,repeats,2,0,0,0,0.00493997995394275,0.000181687648085123,0,0.0208438694227161,0.00792578409185922,0.000693588251842196,0.00047324318290246,0.0747406320592851,4.84164767775493e-05,0.0323708001143939,0,0.0569240689234664,1.04668331133873e-83,9.57178361713088e-85,0,0.00711471861012764,0
DEL,repeats,2,1,0.0125541697833265,0.0240275952150137,3.28586920092703e-243,0.000358518027465709,0.00441138650143656,0,0.00672768171107963,4.75904929433598e-67,0.000365193222600052,0.242590831483912,0.0018011427661908,0.00622584328798074,0.0337616402684378,0.0330733706908802,1.24014507045108e-86,0,7.57764009528105e-140,0.00865332585342792,0.000812660081887482
DEL,repeats,2,2,3.91848664619491e-21,0.0141464053400186,0,0.000243963039567899,0.00431962971014958,0,0,5.87770509712789e-101,0.00160970647544116,0.0531862967959007,0.00144054380125189,0.00261001190631243,0.00357546927706561,0.0015729838356563,0,0,0.000270947375239005,0.0156081472610161,0.000497437149427589
DEL,repeats,2,3,0,0.00607806243697207,0,0.000263393350985602,9.51910556434722e-05,0,0,0,0.000163488177507504,0.0097787855934386,0.000485547256176395,0,0.0130782862510085,0,0,0,1.11253692925388e-308,0.00755294377988157,0
DEL,repeats,2,4,0.00134317671063427,0.0103854185081263,0,0,0,2.03031526270607e-201,0,0,0.000179026221720202,0.00324717354022394,0.00050528784561368,0,0.00892502323186765,0.00138798053518241,0,0,0,0.00295668289427928,0
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715487772094738,0,0,0,0,0.00345465170002479
DEL,repeats,3,0,0,0,4.19739138873206e-190,9.15938006693526e-05,0.0015073539334829,0.00312311011803225,0.014054403324831,3.70782566878743e-301,0.000675613817638842,0.0040570153770045,1.61099506238427e-06,0.00651072494574032,0,0.0456199386906603,0,0,0,0.000771876330520119,0.000315375871728956
DEL,repeats,3,1,9.06293770157117e-51,0.0640538984909244,1.50261765091302e-208,0.00329904750686088,0.00365668751930473,6.55010342561359e-301,0,0.0071886230476378,0.00454909137740805,0.10592956470147,0.00396455915429692,4.6119948740781e-05,3.51105612285407e-266,3.58782892072299e-64,4.9278820839792e-187,0,4.03470686719634e-166,1.1125369292536e-308,0
DEL,repeats,3,2,0.00570785095766498,0.0241764461091074,0,0.000163266248273705,0.00181978288353829,0,4.83649628385397e-05,0,0.000280841253839426,0.0186623443533559,0.00172306622944035,9.60030153510555e-97,0,0,0,0,2.73247451998822e-281,0,0
DEL,repeats,3,3,0.000181606323035704,0.00407444172870992,0,0.000230138025017315,0.00065739565739642,0,0.00014493580640378,0,0,0.00443755491639079,0.000339630279950831,0,0,0.00158485745357683,0,0.000278698636596768,1.5508650861555e-208,0,3.05298702864469e-05
DEL,repeats,3,4,0,0,0,0,0,0,0,0,0,5.9184348375067e-216,0,0,0,0.0192722525813098,0,0,0,0,0.000987112300483387
DEL,repeats,3,5+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271671597012889,0,0,0,0,0.000624465322133698
DEL,repeats,4,0,0,0,0.00547377592326526,1.07645289818143e-05,0,0.00177685134280531,0.00888733714063774,0.000151748022176163,0.00149412442856045,0.00859812373018467,9.89789436061461e-298,0.00336260408597615,0,0.0274234983146729,9.74040814573812e-141,4.97288166770793e-208,0,0.000317799480457975,0
DEL,repeats,4,1,0.0057089596438712,0.0236000665061332,0,0.000162271208001196,0,0.000950405659174968,1.3167632711742e-131,0,0.00247650843931835,0.067569975378823,0.00141576473748946,0,2.95458370320006e-241,0,0,0.00254999110559518,0,0,0.000194625804032965
DEL,repeats,4,2,0.000150240088103399,0.00580469312710488,0,0,0.000446863839293478,6.82654962129052e-05,0,0,0.00051789022653825,0.01217002221227,0.000351416664676454,0,6.27573253255404e-250,0,0,0,0,0,0
DEL,repeats,4,3,0,3.92821047645276e-05,0,0,0.000136964251851376,0,0,0,0.00019511927760059,0.00363793166443522,1.8600313013715e-06,0,0,0.0114857486083788,0,0,0,0,7.12024447695706e-05
DEL,repeats,4,4,0,0,0,0,0,0,0.000244741196753466,0,0,0.000398337637446023,0,2.3443563056344e-288,0,0.014479689449934,0,0,0,0,0.000636186765921456
DEL,repeats,4,5+,0,0.003648235713739,0,0,0,0,0,0,0,0.000125135156459838,0.000145117991186319,0,0,0.00555858522763914,0,0,0,0,3.75355806027279e-05
DEL,repeats,5+,0,0,0,0,0,0.00255886824052206,0,0.346771487090785,0,8.89890938767515e-84,0.000850910912639109,0,0.011326335257288,0,0.0219772999935385,0,0,0,0.00198623542277385,0
DEL,repeats,5+,1,0,0.031954273545074,0,0,0,0,0,0,0.00848226671040841,0.00944287838904697,0.0023218295181526,0.000812461726898411,0,0,0,0,0,0,7.18476032904288e-05
DEL,repeats,5+,2,0.00122980070096787,0.0049531613155374,0,2.86022561315924e-05,8.1245130510604e-05,0,0.00044783351746466,0,0.00048642724992258,0.00308956623799559,0.000246419778966018,0,0,0.000786485775069142,0,0,1.60470328070381e-307,0,0
DEL,repeats,5+,3,5.32867911129347e-139,0.00170857060395576,0,1.08145832887965e-05,0.000120910044087536,0,0,0,0.000110469585451774,0.0014092253061135,9.62413708229613e-05,0,0,0.000685919251254046,0,0,0,1.95584083520517e-282,0
DEL,repeats,5+,4,9.45967639065939e-05,0.000836560043469939,0,0,0,0,7.45314968520539e-05,0,7.4332909106924e-05,0,6.19917713713389e-05,3.6433889143169e-05,8.23900944332399e-235,0.000182810143047238,0,0,1.60442071114515e-154,3.73112984635462e-05,0
DEL,repeats,5+,5+,0,0.000365790171990588,0,0,0.000115452455892638,9.26878225590148e-05,0,0.000123733650817784,3.89855456661432e-05,0.000356756593140643,1.17008484862423e-05,0,4.14536292904892e-196,0.00191144225868634,0,0,0.000856580851791665,0,0
INS,repeats,2,0,0.000945678967450836,0.00534895731459498,3.48088167588269e-270,0.000315333151265343,0.0346339079942611,0,0.00174363039728378,7.2210173961796e-182,0.00226972073838426,0,0.00020678912901905,0.012387533644839,5.23202405791489e-117,0.0135157526552124,0.00460572450849206,0,0.000223048125238718,0.00334505956523466,0
INS,repeats,2,1,0.00111424072376091,0.000985568979278976,2.04547024982004e-132,0,0,0.00346272466820153,0.00194503287484799,1.88708195788617e-05,0,0,0.000213520169219927,0.00324678573906312,0,0.0516197239966069,2.06532615296191e-51,0,0,0.00294427618450739,0
INS,repeats,2,2,0.00332562238475511,0.0105457011778435,0,0,0.000901446400041617,0,7.38956971542265e-153,0.00497642556416355,0.000464059301517032,8.22136133629342e-05,0.000748723540217603,8.65770718619094e-05,2.12640791955795e-96,0.0170150615237454,2.92004748643381e-195,0,8.08881457120679e-287,0.0010316735241274,1.96055408812912e-265
INS,repeats,2,3,3.45930467589264e-73,0.00309015337797067,0.000348025287162111,0.000560944440527238,0.00161488747302486,0,4.41505425580789e-62,0.00241859466392165,0.000459540825677434,0,0.000294354254458313,0.000155845011970695,7.93040301523782e-67,0.00184699078760146,0,2.70381345055744e-253,0.00148562336407786,0.00150365431136987,0.000136551497934781
INS,repeats,2,4,4.72298375876648e-130,0.0403997193628198,0,0.00179592722128597,0.00275324951113621,0,0,0,0,7.51272777776625e-06,0.00153077236437622,0,0.00768972194454133,0,0,0,2.16126337327639e-273,0,0
INS,repeats,2,5+,0,0.286640397177016,0,0.0117915758554722,0,0,0,0,0,0,0.00787112423199015,0,0,0,0,0,0,0,0
INS,repeats,3,0,0,0.000554695034762995,1.32533657840921e-299,0,0.0108584317960942,0,0.000820832049823481,8.21419899689664e-251,0.000977360716432518,0,3.10367315780997e-05,0.000280853632339916,0,0.0106311505203404,0,0,0.00121801225023396,0.00027565598294782,0
INS,repeats,3,1,8.03348630572314e-274,0.010183453493646,0,0.000103794098584597,0.00319279078657044,2.17791222392648e-284,0.000464836880606531,0.00437970204127526,1.35944630172286e-106,8.25190735187082e-05,0.000884733055205917,0.00517207490997245,0,0.0131623720090031,0.00174484517801673,0,0,3.47490624915448e-05,0
INS,repeats,3,2,0,0.00277776889785187,0,0,0,0,0,0.000515447334954969,0.000898288273232666,0.000820932228952333,0.00017298666828119,0.000491799578829472,0,0.00227879653427237,0.00232113998016264,0,0,0,0
INS,repeats,3,3,0,0.000430715517387369,0,0.000177304964519027,0.000749766523938295,0,0,0,0.000322492217501816,0,0,0,2.45257532596517e-237,2.62718989873155e-05,0,0,1.38715633214775e-84,0,0.000125291187005888
INS,repeats,3,4,1.12361400465378e-134,0.00195054937973787,9.51354366516563e-05,8.91315991613787e-05,0.000724372594121687,0,4.92592647157731e-05,0,0.000230103322660649,0.000158946951199681,6.15325261417769e-05,0,0.000484720325594907,0,0,0.000203517443854739,0,0,5.91249469681128e-05
INS,repeats,3,5+,0,0.0203763030373777,0,0.00098371824386174,0.00264078044676268,0,0,0,0,0,0.00150865683732757,0,0,0,0,0,1.33522724418393e-136,0,0
INS,repeats,4,0,0,0,1.89129135312615e-164,0,0.00935573940900254,0,0.000613844449333229,7.17526588796021e-229,0.00168706916270971,0,8.27637418811127e-06,0.000922828636130951,0.000171792448210033,0.0065116690300936,0.00166483904529923,0,0,0,3.4976131143874e-159
INS,repeats,4,1,1.39700692331381e-28,0.0187412881428605,2.94187771755557e-44,0.000334629295175444,0.000813537498930967,0.00185896853674716,0.000807880482167088,2.1042567334533e-91,0.000514903107771644,0.00083887941106644,0.00091208139623855,0.00388977165995422,0,0.00927167363632018,9.01645296336076e-98,0,0,0,0.000115464460377401
INS,repeats,4,2,0,0.000289879080862096,7.52147413231929e-112,5.64797044111655e-05,0,0,4.58654883233676e-05,3.96282329957398e-05,0.000523655944796043,0.000264218754440389,1.09079341492557e-05,0.000133139655757169,0.000134312727776866,0.00114825432466059,4.06969172676031e-19,0,0,6.01962494804318e-06,1.57660803060828e-05
INS,repeats,4,3,0.000111447940256164,0.00143661199504149,7.34730282932431e-195,7.12002606183605e-05,0.000923830493019386,0.000237848501810982,0,0,0.000359577462788273,6.78841529768518e-05,9.9204691665369e-05,0,0,0,0,0,0.0023427805177755,2.81623895807694e-05,0
INS,repeats,4,4,0,0.00637939646403595,0,0.000177092394547247,0.00234650098694377,0,0.000127877872821487,0,2.37206626395162e-05,0.000312701622316695,0.000147618307647195,0,0,0,0,0,1.71652432834573e-273,0,0
INS,repeats,4,5+,8.751497368753e-305,0.0290676097997157,0,0.000437904722093144,8.68436425151525e-05,0,0.000494546418746836,1.51139807097636e-134,0.000105619029337964,8.92976526725734e-05,0.00189522804612025,0,0,0.00175600838190983,0,0,1.2289843676494e-308,2.05041605714452e-260,0
INS,repeats,5+,0,0,0,0,0,0.00373148042591559,0,0,0,0.00955181874856646,0,0,0.00263253346681551,0,0.0127890515958145,0,0,0,0.000133249493406807,0.000771415952709133
INS,repeats,5+,1,0.000704063873916254,0.00559355630961,0,0.0013602965269729,0.0481625653528952,0.00197430022624483,0.011168415895989,0,0.00667420064438238,0.00202084706563694,3.59638881473654e-05,0.0142398082246748,0,0.0111197945117336,3.63056566017538e-223,8.27972976480908e-05,0,1.18275018031616e-308,0.000762290005009975
INS,repeats,5+,2,0,0.000872200240130498,5.68250899692937e-25,0.00017096043392912,0.00101315123427872,0.000144632506755748,0,3.41216702791128e-05,0.0013373010740406,0.000118865701325426,0,0,0,0.00081129039401614,0,0,0.000900108423900007,3.73034427893129e-05,0.000825175690536064
INS,repeats,5+,3,0.000361532796253624,0.001374699154405,0,0.000188471864050286,0,0,0,7.46660289909996e-05,0,0,6.7966236380655e-05,0,5.43186398844425e-106,0.000398625888498841,0,0.000201467879697126,0.000972579328432392,8.64891104899296e-202,0
INS,repeats,5+,4,0,0.00107883602963267,2.25459372358198e-277,0.00019020037867533,0.000495472633706052,0,2.12349902582351e-05,0,5.03281330413833e-246,7.15230549435961e-05,0,0,0,0.000445151052550415,2.73678518421351e-05,1.11255801877465e-308,0.000223793061176324,0,0.000122449377100777
INS,repeats,5+,5+,0,0.00256676155106852,0,2.52690945822999e-05,0.000317132250961925,0,0.000293995088742375,0,4.63498320077615e-05,0,7.0476412649879e-05,0,0.00139976136443792,0.00153188353136934,0,0,0,0,3.82650139079977e-05
DEL,MH,2,1,0,0,0,0,0,0,0,1.1125369292536e-308,0,0.214466617384901,1.865817189573e-09,0.0137841851457126,0,0.0532830556109983,0,0,0,0.0082051303704326,0
DEL,MH,3,1,0,0,0,1.74738586905541e-05,0.00136095674292811,0.00349304712455226,0.012992837913152,0,0.000343411919937445,0.00686773021292341,0,1.65675206815089e-23,0,0.0346641431689702,9.03802892259989e-261,0.0069833931288112,0,0.00032780414605044,0
DEL,MH,3,2,0.00408713027785716,0.036795029126154,1.26056328611074e-279,0.0005635939125485,0.00339127295026745,1.85369375113317e-167,0.00257702344427559,1.95710772023936e-185,0.00455234859399454,0.0587582209367001,0.00188325917193176,0.000723587512366484,0,0.0168310594788152,4.4294280922355e-264,0,0,0.000300466709709824,0.000561309329208303
DEL,MH,4,1,0.00104267896277627,0,0.0103904107248327,0,0,0.000700128489810618,0.00727893425028904,0.00188792646256312,0.00245510788954538,0.0115201944187602,7.51907980691793e-05,0.00190298618940208,1.56450726885936e-250,0.0196904331529961,7.46433719272641e-97,0,0,0,0
DEL,MH,4,2,0.00493237900760905,0.000970778370374516,0.010189024507364,0,0.000629632410048261,6.9145153138702e-110,0.000187028444180821,0.00510108738304279,0.00961332277688949,0.0335007258199114,0.000283040757407871,0,1.20189730162275e-308,0.00918074990314341,6.84616250306256e-242,0,0,2.90834431817647e-214,0
DEL,MH,4,3,0.00257706657533917,0.00047422918606819,0,4.21341158985664e-05,0.00363062483685336,0,5.60997059970773e-05,0.00641754432968039,0.00529142975556865,0.0405487303641915,0.000433988615880216,6.377449229245e-48,0,0.000746231788097031,1.36450095933394e-145,0,0,0,0.000523333308843543
DEL,MH,5+,1,0,0.0033176936023258,0,0,0,0,0.413016927633206,0,0.0531677939652125,0,0.000429529868503308,0,1.00019318267728e-68,0,0,0,0,0,0
DEL,MH,5+,2,0.000293823696123821,5.57158077373112e-05,0,0,0.00146145608308812,0,0.120417143452682,8.65805837940954e-125,0.331295836305956,0,8.48987906342296e-268,1.24985499137065e-26,0,0.000934167134335651,0,0,0,0.0025673758621682,0
DEL,MH,5+,3,0,0,0,0,0.000224869685129229,0,0.0268763075291012,0,0.256342751270882,0,0,0,0,0.00785023670695866,0,0,0,0.00113009897655685,0
DEL,MH,5+,4,0.00143987988870794,0.0026441761527672,0,0,0,2.38229157850528e-279,0.00253797398056843,0,0.144893863640504,0.00352434759802637,0.000252796810777549,0,0.00431756582978989,1.49754240911175e-127,0,0,0,0.000491995077764732,0
DEL,MH,5+,5+,0,0.0419053909674933,0,0.00028188098568368,0,0,1.4986048269454e-256,0,0.115843029442998,0,0.00137402371473283,0.0056544002798867,0,0,0,0,0,0,0
