Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8
INS,C,1,5+,0.00370285679163613,0.0223416320679116,0.0114036566844141,8.01266100176004e-06,1.97204368829634e-05,0.0070810232941421,0.0446704176137381,0.000521111072803211
INS,T,1,0,0.000533682917922779,0.00334194672394426,0.00128759639615119,0.00936722770486735,0.0119247026196856,0.0149504787664454,0.00475476200112091,0.00646221690974209
INS,T,1,1,2.3481318045453e-06,6.43103618150175e-06,7.32269812660352e-06,0.0170017154107101,0.00151709135151476,0.0480552904809337,1.67515116641721e-05,0.000270796047826606
INS,T,1,2,0.000183847623946746,0.00034031985037173,0.000669140455132343,0.0253806655778111,2.76604204241347e-05,0.0416376746221685,0.00335550722002317,8.00707859859072e-05
INS,T,1,3,0.0010257276748937,0.00411725002174087,0.00134439518319661,0.0185729152407876,1.45725906922318e-05,0.0239084866509483,0.000622792194408297,0.000425990108774755
INS,T,1,4,0.00258695051918465,0.0147959310428856,0.00492152622535284,0.0113115156884998,9.7703665082673e-05,0.00700949426057447,0.0144656150052688,0.000760625085014628
INS,T,1,5+,0.020807133257752,0.896937063842348,0.000234033118684393,2.1823324624753e-05,0.00963002730322848,0.0120819212563758,0.000604987853782905,0.00130795452341727
DEL,repeats,2,0,9.84439383996419e-05,0.000707772730570247,9.18284629476997e-05,0.0241292455849478,0.00221993687972628,0.0095306745891801,0.00040741554831456,0.087965048405518
DEL,repeats,2,1,0.00237628141959851,0.000882100995370295,0.00299861146962756,0.018885207641467,0.00308747384352863,0.0101351406990439,0.0188347704747338,0.183156148744048
DEL,repeats,2,2,0.00136256228331536,0.00101857891250643,0.00194413245129742,0.00311762097765752,0.000909852401796113,0.0107129710392486,0.00447442788042547,0.0436947279296191
DEL,repeats,2,3,0.000544766962618931,0.000326943530799553,0.000766636434790949,1.60411150178617e-05,9.28767710597745e-05,0.00573959234573934,0.00314839601015324,0.0114148691120736
DEL,repeats,2,4,0.000548406127961681,0.000247126742820933,0.000629740428732181,0.000451036690463965,8.74720088535911e-05,0.0026890803059704,0.00327495434367478,0.00305333865542054
DEL,repeats,2,5+,1.06681645486203e-06,1.83232724624849e-06,1.95124700288228e-06,0.0173387549605479,1.18129276722046e-05,3.77620923231861e-05,1.23624047288986e-05,0.00118913818679705
DEL,repeats,3,0,1.85756508547233e-05,3.93911209915248e-05,9.68471661282128e-06,0.0159901347002633,0.00384454250619463,0.00147950755324318,0.000135987283518774,0.00502806720754565
DEL,repeats,3,1,0.00275181632085674,0.00542223872551643,0.00560859532680828,0.0035517733505084,0.00273494369242906,7.63481063207002e-05,0.0217925566631258,0.0976315978939695
DEL,repeats,3,2,0.00117934842293372,0.000730810542343429,0.00293454849232843,0.000622066482989225,0.000324577902293994,2.49908143207858e-05,0.00923836764111419,0.0132750076390092
DEL,repeats,3,3,0.000227903012311458,0.000451772234472415,0.000453386965411492,0.000378092343737114,0.000153154177125212,2.81752750236283e-05,0.00325864175582377,0.00350358549406118
DEL,repeats,3,4,1.14921917955795e-06,1.85106241259303e-06,2.05436077742047e-06,0.00436486272272743,7.4733729884363e-06,2.38550263570367e-05,1.03606739512952e-05,0.000416441616431681
DEL,repeats,3,5+,1.20697706028138e-06,1.77737303803904e-06,2.12094805486693e-06,0.00663886551578828,1.69566305370188e-05,4.16694592268542e-05,1.0336723412618e-05,0.000507276998753814
DEL,repeats,4,0,1.59026906978425e-05,5.68735107479853e-05,2.51823472044595e-05,0.0100962342979501,0.00292145863175159,0.000137069351681357,4.51810925213678e-05,0.00582212655196645
DEL,repeats,4,1,0.00122345617114409,0.000698785319653217,0.00214132033709929,0.00183548693048098,0.00168415326225528,0.00148476320080843,0.0131513630829749,0.0548682104194073
DEL,repeats,4,2,0.00036789961042361,9.28846138975532e-06,0.000326108846649628,5.37949465677076e-05,0.000355930804382175,1.79539045314742e-05,0.00394238442174333,0.0126757097080513
DEL,repeats,4,3,2.81673050850107e-06,3.0803054953398e-06,3.9015405608339e-06,0.00288942009746031,2.7826969311594e-05,2.37225275577564e-05,1.71296819020744e-05,0.003665987466178
DEL,repeats,4,4,1.0573150620372e-06,1.67667135961705e-06,1.81379494531765e-06,0.00363617587711908,1.51711850052384e-05,4.07050721692768e-05,1.08213626098309e-05,0.000160836162392926
DEL,repeats,4,5+,0.000131780870863931,1.8668169003835e-05,0.000195661431943325,0.00110466991300065,2.09175109082529e-05,3.28585754875297e-05,0.00132266593672277,0.000675326789594997
DEL,repeats,5+,0,1.33015837315706e-05,4.56726660751448e-06,1.58398948884336e-05,0.0614675168993079,0.0963489034340774,0.00483615977117228,4.50577106590808e-05,0.00728926768295889
DEL,repeats,5+,1,0.00258334970961593,7.8327150002083e-06,0.00202075177552551,0.000211219704282788,0.00373548180865913,1.43316530856827e-05,0.0156052235042159,0.0138136522496511
DEL,repeats,5+,2,0.000188643663996893,5.93004366167175e-05,0.000330994124904017,0.000315329009677013,0.000260964017625582,2.26601695476615e-05,0.00331239819617337,0.0027250897466123
DEL,repeats,5+,3,0.000103362753323613,1.27716196345075e-05,0.000153987871695871,0.000153524565006207,9.5849594394959e-05,3.00008817894396e-05,0.000932935830193732,0.000942388423363255
DEL,repeats,5+,4,2.92104920360692e-05,6.12952845673163e-06,0.000110364395966505,2.0145596043146e-05,3.1720125713638e-05,4.70928492066369e-05,0.000553768583074684,0.000158037238102921
DEL,repeats,5+,5+,2.21093769135999e-05,2.40690417419808e-05,3.77598341016727e-05,0.000525363626790394,6.34147554014848e-06,1.98500760385848e-05,9.18829229573806e-05,0.000126843735244322
INS,repeats,2,0,0.000167560200780052,0.000973734288051138,0.000300008812235407,0.00598027249042598,0.00588366963287288,0.00145654605525979,0.00035655438204638,0.00135531933878096
INS,repeats,2,1,0.000203095365847713,1.01397430653914e-05,0.000279349400941305,0.0150378993806602,8.87869879462873e-05,0.00253198957102031,0.000959005829000771,0.00033471437358634
INS,repeats,2,2,0.000739119137285957,0.000449416161393619,0.00074364523944976,0.00549437034007612,0.000239900759134504,0.000953253682444124,0.00501886538108519,9.5324188287194e-05
INS,repeats,2,3,0.000277972395494642,0.000525478550997969,0.000449207077661123,0.00100016755156888,0.000350740214131403,0.000694737175634978,0.00222614478560672,0.000264338305018387
INS,repeats,2,4,0.00123162635419149,0.00296360759848834,0.0029848128354335,8.12280762213339e-06,4.95839397214428e-05,0.000109735136756613,0.00754870660159406,0.00013311443630045
INS,repeats,2,5+,0.0107479904444012,0.0178356647942048,0.0162103227647285,4.84322968532867e-05,2.05429559128384e-05,2.7974646410093e-05,0.068155229176175,0.000164403938841959
INS,repeats,3,0,1.98580780228285e-05,8.68763477801415e-05,2.48787760323947e-05,0.00314265197203872,0.00201335899279458,7.37596453524836e-05,0.000187291405615521,0.000152663086355947
INS,repeats,3,1,0.000659019569641924,0.000666851175385535,0.00108675311519202,0.00484087638030588,0.000212179614129862,0.000323209067443723,0.00441606249583125,0.000465062883720355
INS,repeats,3,2,7.46646049532181e-05,5.66442929325719e-05,0.000260268260312909,0.00102927637813541,0.000435025267005306,7.78232520553853e-05,0.000955801331928389,0.00097132672038088
INS,repeats,3,3,8.40518477439445e-06,0.00013343465758463,1.09161421723564e-05,1.33010558789088e-05,0.000214936417941924,1.49610534637485e-05,5.34993225231035e-05,8.48235530038697e-05
INS,repeats,3,4,8.4962929123874e-05,0.000143621533022529,0.000106798326431319,7.77288143480634e-06,0.000203541449292513,2.1668846504618e-05,0.000733941711467546,0.000145270578369554
INS,repeats,3,5+,0.00140157017867617,0.00126899396814742,0.00221409184928014,6.85723450533896e-06,1.41036586215893e-05,1.63504595181076e-05,0.00972586267377347,5.32264351706059e-05
INS,repeats,4,0,5.51119061676331e-06,8.1159370829113e-06,1.46880237399566e-05,0.00214855273163359,0.00201654666618713,3.11698594521256e-05,2.28102295099717e-05,0.000517843366461848
INS,repeats,4,1,0.000687889609253729,0.000830221435509586,0.00117298585268806,0.00332201151238136,0.00063712228596169,4.87833076090651e-05,0.00711627463629519,0.00150091364364266
INS,repeats,4,2,1.49611484014127e-05,2.05242979152184e-05,4.0825431824732e-05,0.000289026173827455,0.000252093330038293,7.12804706809277e-05,4.55073771978357e-05,8.63416984205409e-05
INS,repeats,4,3,0.000168713806745136,0.000112093757317743,0.00016481869161571,3.47183966428518e-06,0.000279865533375352,9.88178977930713e-06,0.000511442281625141,0.000102427217720291
INS,repeats,4,4,0.000110485731767839,0.00047705031091182,0.000252380632553103,2.28148366241661e-05,0.000115590267742988,2.04230144303499e-05,0.000354117687773692,0.000308939092121682
INS,repeats,4,5+,0.0014502869924132,0.00112101072131305,0.00221048077611453,0.000624780359175109,0.000160767659414425,2.42378779739755e-05,0.00764018860270169,0.000144868971472713
INS,repeats,5+,0,1.1159871291798e-06,1.99928776726516e-06,1.93535803317119e-06,0.00362547524582179,0.00483650575957748,3.96837007396506e-05,1.09331487256888e-05,0.00018053589835698
INS,repeats,5+,1,1.03605051699802e-05,0.00191602677531925,0.000185122509638099,0.00637178086127484,0.0106920315889933,0.000334079448783295,4.36617895279113e-05,0.00313024459931546
INS,repeats,5+,2,2.5043027447353e-05,0.000213941558419222,2.09150927709187e-05,0.000245229844836773,0.000762329590311525,1.985900801135e-05,7.55416493975189e-05,8.82542976336754e-05
INS,repeats,5+,3,6.63009396690334e-05,0.000220808876490524,0.00011841001455804,0.000134079850258476,5.3537983129569e-05,6.07926205398282e-05,0.000519864136337973,7.618578515179e-05
INS,repeats,5+,4,4.81809913211884e-06,0.000168552876384367,1.91107643628791e-05,0.000143491894778958,3.18112753669288e-05,2.39692650373519e-05,2.29735136088494e-05,4.04424304860579e-05
INS,repeats,5+,5+,5.10252454095935e-05,0.000163898518899339,0.00013715595188705,0.00056438218082665,4.04844783755317e-05,3.4967118691001e-05,0.00033819052138518,6.04670275333692e-05
DEL,MH,2,1,0.000171122125024388,0.000994262418033004,0.000335904851903662,0.0222811532478525,7.97920145089965e-05,0.00832006707418188,0.000163152303447865,0.195851179374298
DEL,MH,3,1,5.71831728844435e-06,9.28086551394707e-06,2.26450661773053e-05,0.0129547657716791,0.00318870018263977,0.00117392358649081,2.40403590344081e-05,0.00597930811664048
DEL,MH,3,2,0.00196262050597816,0.00187272515683326,0.00323295726353116,0.00691919767012774,0.00324732591989971,0.000443533011349364,0.0111065183208148,0.0402449440521323
DEL,MH,4,1,7.20512755043155e-05,3.29124140359964e-05,0.000113380694159333,0.00821926816173986,0.00261483514276191,0.000385638676484086,0.000855763446495225,0.0120333560811283
DEL,MH,4,2,0.000411578758223344,0.000170632715818576,0.000544091761190699,0.00468341667399126,0.00535420312187717,0.00039261457955183,0.00234291506235083,0.0283441739882086
DEL,MH,4,3,0.0003650433199084,5.42051993037128e-05,0.000812143535452721,0.00253753784658441,0.0030389045604848,7.21616472728009e-05,0.00398005796511645,0.0461605463756953
DEL,MH,5+,1,0.00067779407280951,8.32128065933334e-06,0.000306542478829872,0.0541437366520945,0.144293449608156,0.00439486320138279,0.00134182928612371,0.00280111981168644
DEL,MH,5+,2,5.61743814244029e-05,5.57512811302561e-06,3.99779830175795e-05,0.0191165521925187,0.17429855809869,0.00110883641809711,0.000336197807134637,0.00019905821541524
DEL,MH,5+,3,1.14415304107095e-05,3.50688339148298e-06,2.80664030412619e-05,0.00722960464239519,0.125990580719722,6.29329273501638e-05,0.000294600826740795,0.000269981958301788
DEL,MH,5+,4,0.000182375961857792,1.12743309540546e-05,0.000280045159446588,0.00174677354981785,0.0672982943995992,0.000334088002475236,0.00399974877378917,0.00206208485165839
DEL,MH,5+,5+,0.00171894044482548,0.000636717220308415,0.00166131002585304,0.00160324180057144,0.0554251972801552,1.87106522762736e-05,0.0139439957116538,0.000768426555778038
