Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID1 1),signeR.2 (ID2 0.999),signeR.3 (False Positive) (ID2 1),signeR.4 (False Positive) (ID2 0.995),signeR.5 (False Positive) (ID2 0.998),signeR.6 (ID5 0.967),signeR.7 (False Positive) (ID8 0.866),signeR.8 (False Positive) (ID1 0.97),signeR.9 (ID3 0.995),signeR.10 (ID9 0.998),signeR.11 (False Positive) (ID14 0.853),signeR.12 (ID4 0.998)
DEL,repeats,2,1,0.00145582040379936,0.000990901395822988,0.00145653375908989,0.00551095546232576,0.00444649184393009,0.0212487740287944,0.0038347607350284,0.00724694554183464,0.00971454054176597,0.0031964663110424,0.00278928851552119,0.224906944778267
DEL,repeats,2,2,0.000506880277650497,0.00105358245440319,0.00121225271130706,0.00231363541038079,0.00256836419290648,0.00327901499141518,0.0013023457920326,0.00276912280827294,0.0123609979014561,0.000123990641351767,0.00248255351023245,0.0504450342446717
DEL,repeats,2,3,0.000398978840247367,0.000319963768157133,0.000388749664136163,0.000875140367655817,0.00097044415579454,1.46393676346166e-05,0.00019592943043468,0.00189147121286846,0.00716353232972358,2.74449812940645e-05,9.20247422509461e-05,0.0111442892004849
DEL,repeats,2,4,6.29560046267149e-05,0.000278682171394684,0.000456229641967546,0.00139070599804592,0.00110185491477579,0.000702153670864808,0.000133357460550381,0.0018269704726142,0.00275247826782771,0.000158164580490921,0.000114133942284049,0.00324425810536809
DEL,repeats,2,5+,7.88968402808329e-07,1.02203944949773e-06,1.69537190365017e-06,2.13334221513931e-06,2.02460414299386e-06,0.0224345888925286,7.75659198044518e-06,3.90169606556747e-06,0.000205611090447456,2.47495816682913e-05,0.00174342524257053,0.000786399713747936
DEL,repeats,3,0,9.54015217245992e-05,6.91443474442851e-06,2.42114704888732e-05,8.64384061603778e-06,1.82057265830914e-05,0.0177477829943545,0.00443245655235577,3.64818970132945e-05,0.00158037135994115,0.00346499595400166,0.00118238301011517,0.00476479717754934
DEL,repeats,3,1,0.00405001670044842,0.0019604180242225,0.00479107792489697,0.00748372394453284,0.00696024723897338,0.00394529993985652,0.0034205722267799,0.012941486319363,0.000116898353237584,0.0032287189593551,0.00159363410956818,0.0998267440653955
DEL,repeats,3,2,0.000538097518704448,0.0015237497684461,0.00115872220572814,0.00388162098653232,0.00237542278353763,0.00071125489068112,0.000497289607261674,0.00342652140187846,9.35832977707904e-05,0.000577293964794029,0.000770648588390066,0.0191263632183409
DEL,repeats,3,3,0.000297958495797777,0.000299541022518148,0.000247277605661301,0.000719618091595023,0.000489730459846718,0.000666522373980396,2.34003519404889e-05,0.000322665777823824,3.03758647679689e-05,6.04492864095793e-05,0.000445903668776266,0.00465719223178997
DEL,repeats,3,4,7.69386054466437e-07,8.78363086665368e-07,1.78871142383354e-06,1.87543567734938e-06,2.25006570587657e-06,0.00600286916159793,5.76439625832262e-06,3.77012901160883e-06,0.000110855942627958,1.61115860919655e-05,0.000534942732692123,0.000330789377110058
DEL,repeats,3,5+,7.54733212301968e-07,9.42587959026111e-07,1.64328032599778e-06,2.04642728037445e-06,2.23694466120517e-06,0.00851328617475604,1.39581790152106e-05,3.62504948315399e-06,7.00524762535892e-05,1.67989117471278e-05,0.000300479975193064,8.47382094885668e-05
DEL,repeats,4,0,2.44389410964541e-05,5.17666794280357e-06,5.65172348194362e-05,1.56058466624406e-05,2.56459659464415e-05,0.0111816511468101,0.00349847379810099,6.16201070102321e-05,0.000677893640651402,0.00265152547390156,9.25727090028427e-05,0.00866406938421482
DEL,repeats,4,1,0.000689838791051879,0.00125153389285394,0.000986192609824052,0.00317893916863631,0.00224383398259507,0.0017174477058604,0.00205360969965696,0.0040209734772876,0.000449212603483821,0.00337289991133078,0.000314862720462461,0.0659983368302965
DEL,repeats,4,2,2.12342038799938e-06,0.000185689567948233,0.000394398247650222,0.00073075528508113,0.000317531778651088,2.26167140202452e-05,0.000372781375978592,0.00178402601364383,5.14728600334784e-05,0.000637678222669477,0.000272130307863459,0.0138372061022571
DEL,repeats,4,3,1.24910586316171e-06,4.51104125475294e-06,5.98520660080311e-06,1.12220395793162e-05,1.4680017327438e-05,0.00367804070354871,0.000113119151516124,2.70362833026185e-05,3.30118389796209e-05,3.16230942365868e-05,0.00013166299270817,0.00398347443066273
DEL,repeats,4,4,8.1450599008899e-07,1.03158507040086e-06,1.93704821362371e-06,1.91751915732289e-06,2.21453126043864e-06,0.00463115762909508,1.70241771371996e-05,4.27810392381953e-06,4.22275020199519e-05,1.93542793041824e-05,0.000247475837263857,0.000714165327162647
DEL,repeats,4,5+,1.83621362397769e-05,7.768906180028e-05,0.000106542858778036,0.000305186616738675,0.000307072554762845,0.001730112721253,6.61733870045359e-06,0.000670239675164398,1.54317153817193e-05,2.73536292981965e-05,6.36290698405293e-05,0.000191166515524338
DEL,repeats,5+,0,1.44860193044184e-06,1.00305269778731e-05,1.48290743933205e-05,1.36270933469418e-05,2.33129591645646e-05,0.0452071682793551,0.137610040948416,2.56362258228701e-05,0.010739372210424,0.00129404395512354,0.00436587249523697,0.00682934449729309
DEL,repeats,5+,1,0.000133230005808958,0.00118606404594451,0.00206035555687092,0.00424955952713855,0.00528502031089769,5.39389688718604e-05,0.00460232337743719,0.00395128349633165,1.90150078318035e-05,9.06205424754635e-05,0.000407423064316608,0.0107486524247807
DEL,repeats,5+,2,9.89629462564862e-05,0.000168955369724676,0.00020840654236957,0.000677013894629944,0.000409157541154332,0.000441475841535192,0.000477221447808934,0.000651873762661638,2.75971263061876e-05,5.1190786572785e-05,8.50101134927347e-05,0.00302105878416253
DEL,repeats,5+,3,3.03742523844358e-05,5.52866245920476e-05,7.56620006506889e-05,0.000237038408913624,0.000201403021098432,0.0002428155558477,4.39712098223217e-05,0.000139055704382282,2.39897423402067e-05,3.410956133144e-05,0.000107787865376733,0.00144701784472857
DEL,repeats,5+,4,5.16612198970313e-06,4.07220150867742e-05,6.81393337623089e-05,0.000147149710274651,9.70161911471231e-05,7.52001696439699e-05,6.19543530742864e-05,3.91099311601847e-05,3.44616716503756e-05,2.08576388673752e-05,3.08563346928139e-05,4.26861351433895e-05
DEL,repeats,5+,5+,7.44929077575902e-06,6.02218268326454e-06,1.94126938185516e-05,2.83920532147938e-05,3.59007892747892e-05,0.00062835033698254,2.21327827884909e-05,9.04592583292637e-05,1.64097344723524e-05,5.52801478494917e-05,0.000105873796861712,0.000365936029641373
INS,repeats,2,0,0.00037662740957835,0.000139946237311643,8.42828826252492e-05,0.000623791033352407,0.000426571703194817,0.00717065175407893,0.00190248540031752,0.000965185053154046,0.0026669076325573,0.000510304127347555,0.0183767453071269,0.000196024817284472
INS,repeats,2,1,2.88758902338984e-06,0.000182608555449606,0.00015607673747682,0.00038921411788308,0.000328749474949474,0.01743415814234,0.000159301745051101,0.000206764782593578,0.00301934074652998,0.00232595171271741,7.68448719590087e-05,0.000141418239196884
INS,repeats,2,2,3.9762313561581e-05,0.000419937902576465,0.000784579975547154,0.00168515107556641,0.000901307052824453,0.00607244140386934,0.000395123783203248,0.00342646927312884,0.00119432239879903,0.00011066424887015,0.000395223730737204,0.000231569300419984
INS,repeats,2,3,0.000553551452163705,0.000147526424705088,0.000375907682536847,0.000456301114738199,0.000394921082796885,0.000952792863575762,0.000314333587584626,0.00147005684419288,0.00124971387017254,7.6826428927823e-05,0.000913940644301101,7.47280880699355e-05
INS,repeats,2,4,0.00235147568420619,0.000986709573275466,0.00092576620456455,0.00388664992176548,0.00281940179568971,8.3159543403119e-06,1.67348691278254e-05,0.00675086137449435,0.000175166473732077,8.25816447188294e-05,0.00147803995723698,0.000110175502923126
INS,repeats,2,5+,0.0164101175370745,0.00216563591529987,0.00898189016967218,0.0203125158832355,0.0244644403743076,0.000813514953934496,0.00062665662983847,0.0291001384897154,2.78618486131404e-05,8.37527068333185e-05,0.000443847093807857,0.000114832236816808
INS,repeats,3,0,8.02368071013862e-06,7.01290100060742e-06,6.39094810989774e-05,4.76739950128296e-05,9.29129151194354e-05,0.00347829772248812,0.000740040737788121,7.2152297279146e-05,0.000325802235503107,4.76385992600224e-05,0.00577880821199252,0.000105440596994626
INS,repeats,3,1,0.000222912341808143,0.000627083045705365,0.00112150171602598,0.00126223378659714,0.00110536550728617,0.00576129157689331,0.000126676219725698,0.00215567936832841,0.000131759198872008,0.00115161720523624,0.00154688521000437,0.000280236760513976
INS,repeats,3,2,1.45101484539518e-05,0.000103461070708626,0.000161480447174606,0.000247025410519762,0.00030586387949696,0.00101497147948902,0.000542035388703729,0.000734649024359062,3.2288292351533e-05,5.35807057320172e-05,5.78786867029867e-05,0.000750749364924909
INS,repeats,3,3,0.000161457944134475,3.33275339322053e-06,5.02109984201709e-06,1.66229102358629e-05,4.96176627610887e-05,4.89658023201114e-06,0.000162507898489516,8.89748726187008e-05,1.71696772379188e-05,1.49215609001811e-05,0.000478927377048563,5.44629395239264e-05
INS,repeats,3,4,0.000101140204973983,2.87394729751219e-05,7.18302039184673e-05,0.000148485030558389,7.11795552074546e-05,8.05015585458169e-06,0.000146646878198429,0.000504213960552811,3.181948293803e-05,2.33107298470278e-05,0.000347898319594563,0.000159803863107345
INS,repeats,3,5+,0.0012625524500108,0.0011185917272998,0.000914029417398928,0.00275444162318042,0.0031020463867758,1.3294791402056e-05,7.31509566885149e-06,0.00206801387500217,1.85483124698503e-05,4.52175511492721e-05,0.00144133222962667,6.01630879926182e-05
INS,repeats,4,0,1.88716135619209e-06,6.51426624135248e-06,8.40492624602736e-06,1.17768436068231e-05,1.63200628513578e-05,0.00234404460808105,0.00111157012852482,2.86008131849691e-05,2.09936886022974e-05,6.05323286398051e-05,0.00503430348890397,9.50092994863614e-05
INS,repeats,4,1,0.000592689078939065,0.000635922969620715,0.000926176382917792,0.00191794803855183,0.0016462598959095,0.00386232565171395,0.000499299449320894,0.00169412214753637,5.05123008585098e-05,0.00154991196435873,0.000702779846976831,0.00104689511148198
INS,repeats,4,2,5.1521717255539e-05,1.12342576232821e-05,1.57973491801972e-05,1.22485604359409e-05,1.64032104673513e-05,0.000371896747891893,0.000291939398643827,0.000101984596111531,3.26780363815591e-05,3.55205502994345e-05,5.720536390486e-05,0.000207671878524148
INS,repeats,4,3,9.69501364930244e-05,6.32603612066497e-05,8.29897486777706e-05,0.000186326086900495,0.00014619544046253,5.52926771740796e-06,0.000187045081750917,0.000462036737643378,4.65244607884303e-05,0.000117682309391476,0.000484283231130589,0.000122355222057165
INS,repeats,4,4,0.000264420179068758,6.46071756370519e-05,0.000122969493094331,0.000498521979881239,0.000292815658121768,7.85910142898737e-06,7.26974144908985e-05,0.000886290133400257,1.80302258048172e-05,5.37269104354662e-05,0.00119986171685772,0.000357814924126998
INS,repeats,4,5+,0.000781077971897476,0.00139304265849584,0.00177090614761702,0.00281014999298851,0.00290554596798105,0.000622206796042563,0.000232667368951839,0.00506763378505053,6.00129469592999e-05,3.89852587154419e-05,0.00011936477243032,0.000178604278898953
INS,repeats,5+,0,8.63812246024839e-07,1.06284863799754e-06,1.86786309179799e-06,2.07263511070816e-06,2.12819983246559e-06,0.00425464283762742,0.00493699329148166,3.9631549134811e-06,0.00015260819833133,5.42305896717348e-05,0.00249583532230565,7.87133338986141e-05
INS,repeats,5+,1,0.00152384703173812,1.30655257661111e-05,2.15308350571028e-05,0.00047080790657725,0.000166143825298737,0.00722842792857464,0.00764461934764421,0.000639915444556532,0.000155715632459327,0.00305338478379097,0.0251766845611189,0.00253699244930907
INS,repeats,5+,2,0.000186319598673417,2.98169659117821e-06,1.50934697390663e-05,2.87241310459902e-05,8.68566809432467e-06,0.000230875436055844,0.000731164307174568,0.000193351684451007,5.4386659227732e-05,6.42403740654965e-05,0.00093101710077128,0.000154189168655364
INS,repeats,5+,3,0.000225145198871347,7.19225504915304e-05,1.91054399425116e-05,0.000148100665016348,7.77877237113114e-05,0.000131354488054776,9.49844711185147e-06,0.0003972873785235,4.50337927161143e-05,4.0180933671639e-05,4.26592963800173e-05,5.17006898507833e-05
INS,repeats,5+,4,0.000211113435041465,3.63439485458769e-06,6.18649290591701e-06,2.63362865370366e-05,4.49623292058145e-05,0.000139793318470048,1.37249040505971e-05,0.000121101850601974,1.8438608195593e-05,3.23284482464926e-05,0.000321445365567888,9.67868806500356e-05
INS,repeats,5+,5+,7.69384169429378e-05,4.22887091862745e-05,5.41449937378882e-05,0.000145741347889362,0.00018064721322312,0.000507511408277108,0.000104340055786164,0.000416543804763169,5.69926443145156e-05,5.27176753297006e-05,0.000208955030225165,0.000149159162559974
DEL,MH,2,1,0.000623940877970182,1.97567800565686e-05,0.000222781711196249,0.000250564718170652,0.000460957722083953,0.0262862158274785,0.000607390198856582,0.00131391945136406,0.00771251545950786,0.00392374279375763,0.000270853549144159,0.205494763770928
DEL,MH,3,1,5.94046394066874e-05,3.13295976021119e-06,7.2257049481247e-06,6.10933276701912e-06,8.28854964917111e-06,0.0131429756173249,0.00410609814682366,1.48974422042064e-05,0.000955754905749657,0.00463727931203121,0.000804937233982474,0.00739279254291945
DEL,MH,3,2,0.00141178376091321,0.0018285796629985,0.000366832696540746,0.00404023836131541,0.00405931599390579,0.00762367591994442,0.00388408951044297,0.00462461995108504,0.000583723326729247,0.000595504803779772,0.00203801303001899,0.0566424653725205
DEL,MH,4,1,1.67618341886182e-05,8.74647402126868e-05,0.000110844419577386,0.000239924567553628,7.09087414832268e-05,0.00882668557737345,0.00378050788285044,0.000412605355172331,7.40688687458044e-05,0.00277597120629017,5.28613941485873e-05,0.0113054561460743
DEL,MH,4,2,2.48711732671966e-05,0.000159157445127439,0.000389777748577487,0.00106092301348432,0.000351311432869678,0.0050221731167145,0.00573992086665887,0.0016590349673659,0.000179526587164691,0.0022368119090782,0.000419962952172759,0.0315414949656449
DEL,MH,4,3,0.000133494645068736,0.000267396975906517,0.000596568528809947,0.000826704547442289,0.000391504816762295,0.00221864867694592,0.00339565918036985,0.00204601408346039,0.000111087955748121,0.000883245097871737,0.00198984393253739,0.0375326090501169
DEL,MH,5+,1,2.30925994891374e-06,0.000459639796448945,0.000221910815745774,0.000506441641482422,0.000705177845602798,0.0367948153634195,0.20201995815456,0.000820027917315148,0.00615414810509581,6.19445444908744e-05,0.00031446715822055,0.000372744238694099
DEL,MH,5+,2,2.93230707676359e-06,1.83157615576792e-05,1.50737577653828e-05,0.000119589291594656,0.000100218495393006,0.00669062962837825,0.2176953855553,0.000135952280307825,0.00215209779396076,3.4493535373783e-05,0.000170135008424338,0.000138839777775644
DEL,MH,5+,3,2.17195006329541e-06,2.83475952842304e-05,5.92018635643132e-05,1.49853587364135e-05,2.21954714885631e-05,0.00322040201506746,0.137361524982545,1.50192929212815e-05,0.000514540615731872,4.47415685873151e-05,0.000117206984243617,0.000335885656340789
DEL,MH,5+,4,4.25411794974109e-06,0.000212044079227883,0.000149669814273664,0.000654940282863483,0.000377260315353698,3.36735399613645e-05,0.071562961328658,0.0010766513785425,0.000237902114023822,0.000108270109740652,7.70249808980859e-05,0.00279796546539464
DEL,MH,5+,5+,0.000551654703961921,0.000478332240911572,0.00106354123887067,0.00361887981773623,0.00351431180275664,2.08263014874602e-05,0.0575473046118404,0.00630065748564992,1.33461742643847e-05,4.46179340042653e-05,7.37526112821236e-05,0.000340369071163269
