Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 1),hdp.2 (ID11 0.991),hdp.3 (ID1 1),hdp.4 (ID4 0.999),hdp.5 (ID9 1),hdp.6 (ID8 1),hdp.7 (ID3 1),hdp.8 (ID6 1),hdp.9 (ID14 0.999),hdp.10 (ID5 1),hdp.11 (ID13 1),hdp.12 (False Positive) (ID1 0.814)
INS,C,1,0,1.89847158322797e-07,0.00162027764423913,9.35133742828514e-06,0.00013369003732909,8.27897377430009e-05,0.00282393231637693,0.00238843294037455,0.00201066178677168,0.465059987839361,0.000298177696517218,0.00269117221933654,2.46288520906129e-05
INS,C,1,1,0.000214696255006388,0.128109910734718,2.73519857700578e-05,0.000268040697895601,8.83709835185963e-05,0.00196843939863321,0.00194563592673841,0.00182717819038245,0.0129684223531154,0.00152857075769,0.00166166736227859,4.47420654839582e-05
INS,C,1,2,1.97809659227986e-05,0.0734757914023923,1.57015422425229e-05,0.000107078409960866,5.41886853043269e-05,0.00130305472113792,0.00189375214698645,5.5920203283764e-05,0.000587201893415204,0.00339574726165063,0.000759081102714776,3.19260311194449e-05
INS,C,1,3,0.000443122017862034,0.0285558894607807,0.000692238716051044,0.000297352263712409,2.1071279721125e-05,1.40592641783156e-05,0.00658869060927133,1.56777154803528e-05,0.00164955047117382,0.000520364089917494,7.70403593196504e-05,0.000547677144514176
INS,C,1,4,0.00290105123025056,0.0103447854673904,0.00169703475895257,5.80486766445573e-05,6.42183123543821e-05,0.000145128867339195,0.00743387470700912,0.000231888804113997,0.0016252161544983,9.11515108851336e-05,4.51714018171542e-05,0.00218349519438514
INS,C,1,5+,0.00926542259197386,0.00291131187094408,0.0239981653625115,0.000690035332859398,0.000408148422469189,0.000508561546743746,0.00733046179907006,0.000265876921192683,0.00202951949829908,0.000395639017443842,0.00118517428116798,0.0175119727388378
INS,T,1,0,0.00134456362756425,0.00262058696428897,0.00227603942594431,0.000844463195293571,0.0126735892995359,0.00442047359357461,0.018546148933134,0.00642278254132808,0.0332599908220672,0.00634355272687929,0.0406887863393998,0.00190750587462482
INS,T,1,1,4.0351576703896e-06,0.246767576831212,6.69685345845356e-05,0.00100340052939187,0.010465266317752,0.0048339238212615,0.042988365597275,0.000905473387521977,0.00325452334281144,0.0138588274787159,0.00457033810296308,9.219584183509e-05
INS,T,1,2,0.00065178663049154,0.129010004213076,0.000149088424256827,0.000259955243924575,0.00227256395142836,0.0011998935278056,0.0400346994579442,0.000633390849051198,0.00192242731630545,0.0301565507395801,0.00315176638972882,0.000316669638065553
INS,T,1,3,0.00112927141015401,0.0850584039851111,0.00422572750317689,0.000406484350259166,0.00180785538063247,0.00104395522952226,0.0249967463625904,0.000978523462517837,0.00105437839634245,0.0190515325344724,0.00924477198229219,0.00292846850758891
INS,T,1,4,0.00370209224484897,0.0387901718574071,0.0164231222243807,0.000649177221762475,0.00160844101871254,0.000849018932428802,0.00669305700666347,0.00123337165760517,0.00462087974014927,0.0113367538754707,0.0119329564868629,0.0108280337386364
INS,T,1,5+,0.0174024151951497,0.0211515326291504,0.876045690086332,0.014338425249698,0.00450673890112823,0.0235988344594507,0.0275140689839736,0.0146557875207788,0.217084507637968,0.00102097675829597,0.0184817782773954,0.501533545816324
DEL,repeats,2,0,0.000169354531896297,0.00451684882744991,0.000731010005270209,0.0698958916659463,0.0130100953709533,0.0088441386541256,0.00709380455402261,0.00184588906672095,0.000639586684972549,0.0280420530608714,0.0219315692150186,0.000573548961070944
DEL,repeats,2,1,0.00352342774467461,0.00493367693199306,0.0013761551598102,0.224661921390804,0.0035444611365735,0.0102851852165992,0.0085124689530898,0.00238960491547571,0.00672953058972741,0.0245484490270539,0.00408677883931099,0.00235026890418954
DEL,repeats,2,2,0.00183005629246942,0.00164926419096556,0.00044589564485895,0.0536498019272017,0.000532982538064342,0.000149956924184223,0.0117717313691141,0.00243511625790413,0.00271724510108888,0.00465551687832403,0.00290876558877229,0.00103170705988501
DEL,repeats,2,3,0.000738476041938702,0.000540222766169226,0.000355751629006576,0.0128291165728153,3.09498581710288e-05,1.21308430206788e-05,0.00713976100147323,0.000234521490231977,0.000531948488505621,4.36078259213493e-05,6.8409183329391e-06,0.000469656683950406
DEL,repeats,2,4,0.000872827317581228,0.000467066243478711,3.82340114836723e-05,0.00318174820928378,2.38958885439568e-05,1.73511211181072e-05,0.0032780676699023,3.48238904494732e-05,0.000100841538694864,0.000689420738695655,1.80804167378373e-05,0.000261099350303405
DEL,repeats,2,5+,2.47589672245893e-07,0.00589833253913321,1.0884484650619e-05,0.00223003426753262,4.44989176046124e-05,0.000164357047308077,0.000155180408489417,3.998827340313e-05,2.3437875002944e-05,0.0217710047022734,0.000255212492261433,5.8370449284217e-05
DEL,repeats,3,0,1.92815251381649e-05,0.00323586743725565,0.000150995944638103,0.00492496059633713,0.00247670613453302,0.0110731063503653,0.000644396079402532,0.00110144483102639,0.00121929921568688,0.0171756834614875,0.00285249696068195,0.000112639581359885
DEL,repeats,3,1,0.00500013458267184,0.00191850311285041,0.00500439047812668,0.0943385636933503,0.00429734777916831,0.00135507773403818,0.000438942358103255,0.00545282227347177,0.00487536323205363,0.00589803462375075,0.0012437903994315,0.00501482393406009
DEL,repeats,3,2,0.0022916064820812,0.000216135984979916,0.000597360016996419,0.0216090291801162,0.000887531364769795,3.32314125397117e-05,3.05232904188467e-05,0.000545564997337627,0.00112263835497411,0.000764601242414281,0.000548008539315617,0.0013711341203955
DEL,repeats,3,3,0.000418628325286279,0.000199884767408225,0.000274082954274619,0.00377857822016812,2.55876328656529e-05,4.47318999761751e-06,2.62209599598093e-06,2.60482700562059e-06,0.000442190228671676,0.000214869301897689,2.48027749610201e-05,0.000301598112001219
DEL,repeats,3,4,2.08384422940175e-07,0.00184456528162279,6.35266375124235e-06,0.000357081221199968,2.55196609955847e-05,1.72483965043832e-05,6.71076342208644e-05,6.20909966714107e-06,2.7211079497507e-05,0.00584932945621331,0.00021869597845649,1.54346392791659e-05
DEL,repeats,3,5+,1.99648470649227e-07,0.00244257883591956,7.09772166361953e-06,0.000863348403058933,2.78004948578714e-05,2.00312996761786e-05,9.30408031567245e-05,8.01994197051367e-06,2.20687640848304e-05,0.00845446522972089,0.00024509931489922,2.7103142778858e-05
DEL,repeats,4,0,1.81036630829366e-05,0.00239486692792062,0.000101885440049076,0.0071001487737892,0.00131801987520138,0.00676654734945971,0.000215587453718334,0.00229597392122422,0.00011875407320685,0.0108344387770672,0.00193311073356566,8.6127661379535e-05
DEL,repeats,4,1,0.00210460703113325,0.001306920833626,0.000896670435469168,0.0620310140493451,0.00467476536393669,0.0017300109008792,0.000848044566097037,0.00281012428698737,0.00065551889833512,0.00278394191198327,0.000175374114351534,0.00144397788999911
DEL,repeats,4,2,0.000534547806954939,1.49229930586206e-05,1.59480506772286e-05,0.0149676114378412,3.56474696357384e-05,3.09808096390315e-06,8.89826590210378e-06,0.000234006096653325,0.000681817237220552,1.28086408016054e-06,5.93986149879114e-06,8.60415383734531e-05
DEL,repeats,4,3,6.6911002388449e-06,0.0013061655687068,7.62024577708537e-06,0.00426336078543622,2.7966648318038e-05,1.87168915505739e-05,5.31715719096309e-05,1.59075531573193e-05,2.6078303202163e-05,0.00391894293167543,0.00015679574515272,1.31349222518976e-05
DEL,repeats,4,4,1.7130989370542e-07,0.00193780143371679,5.84243432279924e-06,0.000402793476954453,2.38203642438811e-05,1.69332187122755e-05,6.61192610073017e-05,7.56723139467052e-06,2.54181961523583e-05,0.00458842944590024,0.000236503706941888,1.38076127588617e-05
DEL,repeats,4,5+,0.000203403012486271,0.000652236366771542,1.33403479839085e-05,0.000314542829260043,1.18195529618497e-05,5.47942428205026e-06,7.37791534124123e-06,2.75805212359828e-06,1.53210031312708e-05,0.00112736309039086,7.56650620464772e-05,1.20060125775807e-05
DEL,repeats,5+,0,3.23941895268779e-05,0.0199350352368848,0.000157774619225383,0.00485178939210556,0.000719051756160885,0.239612711770322,0.00175332756917951,0.0203296648860457,0.00623413247305358,0.0188036828478466,0.0192818456100529,0.000260242775540212
DEL,repeats,5+,1,0.00294934037843481,0.000259003780048833,0.000170472569916854,0.0156254916526879,0.000239245877779856,2.41426188754503e-05,1.07267563471947e-05,0.00798626030367094,0.000494583169698772,5.12581907962499e-05,0.00354442561723075,0.00120541483550341
DEL,repeats,5+,2,0.000408011373316685,0.000182565761502496,6.70029597025992e-05,0.00248194714161035,4.07378074608417e-05,9.48334956697408e-06,1.36628061874838e-06,0.000125808269026812,5.99719478952242e-05,7.26933889998686e-05,1.39308128963665e-05,8.67747477495558e-05
DEL,repeats,5+,3,0.000145390749402191,3.64089778288858e-05,8.69111284256477e-06,0.000785998038781945,1.26125581126447e-06,5.04284467372329e-07,5.23256407180229e-08,1.22649742163045e-05,2.3160793031421e-05,2.17622537891354e-06,7.97909538659968e-06,4.23632083970471e-06
DEL,repeats,5+,4,7.65968296870323e-05,0,4.33141753350625e-06,5.15142511439948e-05,7.55243000757169e-09,9.33860124763573e-09,0,0,0,9.94845887503334e-09,4.56456422561795e-06,3.44724789208938e-06
DEL,repeats,5+,5+,2.42573957198846e-05,0.000133760021551615,1.3690131772805e-05,6.0992758463492e-05,1.16307422116604e-05,1.74865308361979e-06,3.00291038120654e-06,1.0447167134842e-08,5.45118031622713e-05,7.01130074791569e-05,4.57642023659358e-06,5.2302268828662e-06
INS,repeats,2,0,0.000337111449883386,0.00145521319396768,0.000371257071022987,0.000633006313820423,0.000952746597885176,0.00173127861599856,0.00267215128528779,0.00215699177444037,0.0243970594431288,0.00640868404357678,0.0106812581281106,0.000367745235969751
INS,repeats,2,1,0.000259555156948399,0.00291652059452475,3.51621844307443e-05,0.00056259249353634,0.00176543338127994,0.00150122917821399,0.00236263349252053,8.55762283905354e-05,6.22130520766601e-05,0.0184967306106016,0.00178824213545443,7.72523364554723e-05
INS,repeats,2,2,0.00103086090759648,0.00145794777384754,0.000176105379860016,0.000240768447289956,7.54412233456336e-05,4.25209861307974e-05,0.00106521050997703,0.000673466182180452,0.00115703726679172,0.0073327727608888,0.000896729390141853,0.000528308778740999
INS,repeats,2,3,0.000392773741801201,0.00080000785475516,0.000411557204324728,0.000130386921141993,2.72642723273338e-05,1.33145107288166e-05,0.000972384823343259,0.000188136068153279,0.000957106325398385,0.00117191850702005,0.00101684263733597,0.000360590043518514
INS,repeats,2,4,0.00199260871361118,6.02128445925493e-05,0.00279800904911563,5.31658092375436e-05,1.57015019857415e-05,7.38916823719177e-06,0.000166846119389496,1.70497767640621e-05,0.00302628929297401,5.37216779251801e-06,7.29381795220821e-05,0.00235635105053797
INS,repeats,2,5+,0.0137155085922465,0.0013123639497678,0.0179584511385719,0.000515558991307017,0.000439143595220263,0.00178310785292294,0.000102825697970995,0.000657572558579312,0.000627688459136562,0.000965491716035189,0.00115724151930939,0.0160564985913512
INS,repeats,3,0,5.14029824959595e-05,0.00125855783517947,2.13195985636574e-05,0.000141258481809962,6.12502073614064e-05,0.000120012699283679,8.79768439272359e-05,0.00124242935151108,0.00672519507182006,0.00400622449205818,0.000234405192999201,3.65906393407462e-05
INS,repeats,3,1,0.00121214342352204,0.00133931909429777,0.000230181707729721,0.000545315759740347,7.38250033240133e-05,0.000244031658502593,0.000390744629041876,6.03254254256224e-05,0.00267633476294048,0.0063838862662734,0.00386580650674718,0.000660558801350615
INS,repeats,3,2,0.000207591155857755,0.000409978633034564,2.24537832570039e-05,0.000435379436208906,3.41143263442013e-05,8.01251987047145e-06,1.42238533351826e-05,0.000519645575676084,0.0001639673313836,0.000748755834541072,8.1035835018438e-05,1.46548769268027e-05
INS,repeats,3,3,1.84950763599725e-05,5.20872358067035e-08,7.0362482385059e-05,2.87227494530219e-08,0,1.16732515595447e-07,0,9.91784400000996e-06,0.000196899338646081,2.387630130008e-07,0,8.053664893065e-06
INS,repeats,3,4,0.000144443431258641,0,2.30986394864458e-05,4.04990767287609e-06,0,6.07009081096322e-08,0,2.43767233146312e-08,0.000627867747471077,1.81559374469359e-07,1.1856010975631e-08,6.9922570343258e-06
INS,repeats,3,5+,0.0018852370416512,6.74529703696811e-06,0.000947631904888366,7.38174660942663e-06,4.41817155442944e-06,2.01947251980123e-06,5.65116919754647e-06,2.03023281320429e-06,0.00237669505914763,2.53934412785226e-06,0,0.00119085073688031
INS,repeats,4,0,1.20434690571038e-05,0.000831989417540476,1.03035607832952e-05,0.000168085529799084,6.1574961851732e-05,0.000186263071184718,2.95320102252442e-05,0.00156013815124876,0.0060613881627485,0.00266421718365168,0.00126750242138276,2.54574950680497e-05
INS,repeats,4,1,0.00119907316046274,0.00172544177333286,0.000679349583007469,0.00126319779819445,0.000165043252955464,0.000977392014479426,0.000306886975831164,0.000456290471781357,0.00135417294006057,0.00374216876592496,0.00263304219752302,0.000849775701010196
INS,repeats,4,2,1.85057299603273e-05,3.4351532014521e-05,3.95372480960812e-05,5.61960593048374e-05,5.49061661550462e-06,1.61324336552907e-06,5.90116948097703e-07,0.00015633489139482,3.16932878603787e-05,6.32970695923997e-06,4.83725247805746e-06,6.60819498017674e-06
INS,repeats,4,3,0.000147765010777265,0,4.80273428385244e-05,8.30087459192333e-06,2.11468040212007e-06,1.33775462872382e-06,0,5.1424439026737e-05,0.000951523938619172,3.05915110407275e-07,0,7.33209376102738e-06
INS,repeats,4,4,0.000271760773802903,2.60436179033518e-08,0.000164868652483496,6.71537882211652e-05,3.67048098367984e-06,2.54476883998074e-07,1.07558261475936e-07,6.58171529495043e-07,0.00173595114947048,3.7306720781375e-07,3.98361968781202e-06,0.00012367961968006
INS,repeats,4,5+,0.00218969648487912,0.000138499960010025,0.000840663842050895,0.000128764085797897,3.10253824711045e-05,0.000349223997606274,1.34593175846914e-05,3.62133636784072e-05,0.00034878915585918,0.000543152278528117,8.07394347440473e-05,0.00146268287586057
INS,repeats,5+,0,2.85303417501937e-07,0.00189084479063705,1.11266899455667e-05,0.000181642667540911,0.000103845912604111,7.43469391827399e-05,0.000122973976627474,0.00884519504399624,0.00271035879914955,0.00481954209402614,0.00264225431805108,2.60161307831756e-05
INS,repeats,5+,1,0.000155066775388448,0.0024529962830809,0.0014611421700298,0.00221070385715074,0.00138288014410641,0.00962899906133283,0.000634884440712011,0.00543365172177933,0.0270432574669313,0.00489595993731735,0.0133386051481337,0.000900136710728795
INS,repeats,5+,2,2.17923656697876e-05,3.22940862001562e-05,0.000145577676948588,0.000113052741847094,1.23633279223949e-05,3.21247882918669e-06,4.97093586821218e-07,0.0011572605626388,0.000607078450137103,6.62318649605345e-06,3.0944188646397e-06,1.70290787160877e-05
INS,repeats,5+,3,0.000116254430863816,0,0.000100311720366168,8.07109259629916e-06,3.02097200302868e-07,0,0,0,3.37388047677984e-05,1.74098030313084e-07,0,5.32333283538718e-06
INS,repeats,5+,4,1.99569634006601e-05,0,0.000137834484321275,6.14666838294669e-06,2.11468040212007e-07,0,0,6.96477808989464e-09,4.32410864970865e-05,1.44252653687983e-07,0,9.7691420682641e-06
INS,repeats,5+,5+,0.00012537519119958,0.00014631304538103,4.01310813826788e-05,5.70721031631545e-05,1.28617883028946e-05,2.48873723249492e-06,3.15988730336061e-06,1.39295561797893e-08,2.94847815579455e-05,0.000158743827596829,8.48890385855181e-06,7.55089274945169e-06
DEL,MH,2,1,0.000188594081849064,0.00428732642286767,0.00121684739336249,0.184097988693778,0.00428860961764955,0.00484177991956107,0.00710495863643566,0.000564014694497757,0.00275108169949368,0.0288096736605543,0.00868354399073875,0.000867819634608762
DEL,MH,3,1,4.71443122901259e-06,0.00320422444150308,9.07950194243268e-05,0.00685235761425799,0.0024260142243222,0.00949831934477404,0.00044939295134666,0.000909453758200351,0.00169954746809421,0.0131531260870712,0.00123033382697416,8.77802920367824e-05
DEL,MH,3,2,0.00291517896968108,0.00257623468299956,0.0015309630715396,0.047894452282803,0.00183052022308519,0.00430920649435934,0.000419782452660339,0.00439819468076565,0.00336329431557371,0.00892742740021356,0.000710376609626884,0.00219934648280184
DEL,MH,4,1,0.000148136182213627,0.00209830825085515,8.52642553668536e-05,0.0106596298611297,0.00207737895031268,0.00579826047119673,0.000110790823280294,0.00266473106197178,6.27346181407034e-05,0.00870653430646704,0.00128005793700595,9.06479553744287e-05
DEL,MH,4,2,0.000555786398478284,0.00121438785921539,0.000125169114545114,0.0289956012114509,0.00312439497955236,0.00142602075306616,0.000415605122343017,0.00870720537809021,0.00094837009382566,0.00603921942143315,0.000287852090477346,0.000270125972400314
DEL,MH,4,3,0.000696524720605527,0.00166082755731465,0.000141645221944069,0.0476164304294725,0.00213512483015057,0.00103658940778819,0.000171317054690847,0.00483999144934194,0.00225367881326118,0.00356074866987986,0.000294799712909065,0.000288183871891758
DEL,MH,5+,1,0.000605100636088678,0.0213543342817638,0.000164271745525642,0.00168806470810355,0.000928541059710909,0.282584689305822,0.00134773408609388,0.0722607984836007,0.00670499253630813,0.00886198519417623,0.0107841327353462,0.00045075152029102
DEL,MH,5+,2,0.000103705981149894,0.0103751783694836,0.000109316962411063,0.000847680143232309,0.000534825330986189,0.123753072898842,0.00172742928400413,0.253760954921223,0.00457251263717901,0.00793347065622218,0.00661159936864845,0.000194977830471816
DEL,MH,5+,3,5.02481322174976e-05,0.00521005180518343,6.40829720097018e-05,0.00132371663129197,0.000429302778920397,0.0457230664274948,0.000846782936759725,0.217238212317673,0.00151287571398523,0.00725796532437798,0.00194373371939983,0.000115172063268456
DEL,MH,5+,4,0.000458320870272226,0.0019542089129959,6.81100960888956e-05,0.00352848924068066,0.000500469326881746,0.0158200971326126,0.0005758989087226,0.120782081200015,0.000117759837897267,0.00253504639361825,0.000420568277338559,0.000166091708702181
DEL,MH,5+,5+,0.00233309160186285,0.00230194329924146,0.000695978144500706,0.00047467215746064,0.000366919707057855,0.0125937855003279,0.00043033769718518,0.0993536981935647,0.000975939749992197,0.00114652506574153,0.013109286183843,0.00143976717329635
