Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4
DEL,repeats,4,4,0.00321854445691,4.72856611906719e-06,1.07943485811456e-05,0.00249795103440555
DEL,repeats,4,5+,0.000196851735938837,0,6.65233110233394e-06,6.50221705142167e-05
DEL,repeats,5+,0,0.0132554185366653,0.0142027211952302,0.000216640065709969,0.0107057693078604
DEL,repeats,5+,1,4.43027252551214e-05,7.14013483979145e-05,6.3887481718641e-05,6.39352709087676e-06
DEL,repeats,5+,2,3.58663934781116e-05,5.67427934288062e-06,4.64408020351615e-06,5.43449802724525e-06
DEL,repeats,5+,3,2.2768509057271e-07,0,7.53094087056672e-07,0
DEL,repeats,5+,4,1.19834258196163e-08,0,0,0
DEL,repeats,5+,5+,1.66090281859882e-05,0,0,2.68528137816824e-06
INS,repeats,2,0,0.00488680509896207,0.00410723253102176,0.00019015625698181,0.00457520798623141
INS,repeats,2,1,0.0134224435257391,0.0140334385281676,0.000544863571985502,0.0105661346761957
INS,repeats,2,2,0.00548891232926869,0.00500897008992787,3.72781573093053e-05,0.00425744968981484
INS,repeats,2,3,0.000313007082408378,9.45713223813437e-07,1.26770837987873e-05,0.00129711877619708
INS,repeats,2,4,9.90789646765875e-05,1.46585549691083e-05,5.24655547316148e-05,1.69428467908234e-05
INS,repeats,2,5+,0.00579543637830865,0.00556835946181352,0.00579832240761167,0.000657254584942131
INS,repeats,3,0,0.00295045125447355,1.5131411581015e-05,2.00825089881779e-05,0.00247192937914568
INS,repeats,3,1,0.00488025016503874,0.00410534110457413,4.94531783833882e-05,0.00344029299232988
INS,repeats,3,2,0.000126089606474003,2.36428305953359e-06,9.4136760882084e-06,1.15083487635782e-05
INS,repeats,3,3,2.03718238933477e-07,0,0,0
INS,repeats,3,4,3.59502774588489e-08,0,1.25515681176112e-07,0
INS,repeats,3,5+,3.10969900019043e-05,4.72856611906719e-07,7.90748791409506e-06,2.3656050236244e-06
INS,repeats,4,0,0.00181559686250425,2.36428305953359e-06,1.81997737705362e-05,0.00158827999991561
INS,repeats,4,1,0.0029144410598856,1.41856983572016e-05,8.5099631837404e-05,0.00231023707901741
INS,repeats,4,2,1.66569618892667e-06,0,2.25928226117002e-06,3.70824571270852e-06
INS,repeats,4,3,9.58674065569304e-07,0,1.25515681176112e-07,0
INS,repeats,4,4,2.061149240974e-06,4.72856611906719e-07,2.63582930469835e-06,0
INS,repeats,4,5+,0.000115448324346183,1.89142644762687e-06,2.67348400905119e-05,3.70824571270852e-05
INS,repeats,5+,0,0.00342311351907667,1.98599777000822e-05,3.30106241493175e-05,0.00277306450512598
INS,repeats,5+,1,0.00385125735675992,0.000324852492379916,0.000849992192924631,0.00293047314210336
INS,repeats,5+,2,3.17560784219832e-06,3.30999628334703e-06,4.39304884116392e-06,0
INS,repeats,5+,3,1.04255804630662e-06,0,5.02062724704448e-07,0
INS,repeats,5+,4,4.43386755325803e-07,0,1.25515681176112e-07,0
INS,repeats,5+,5+,4.15465373166097e-05,0,5.02062724704448e-07,3.58037517089099e-06
DEL,MH,2,1,0.0209438886751245,0.0205739911840613,0.00333721093111047,0.0177690822967774
DEL,MH,3,1,0.00949660132667788,0.0102217413795875,0.00143577387697355,0.00684529371511812
DEL,MH,3,2,0.00690688713965224,0.00932709666986002,0.00143514629856767,0.00466663542363095
DEL,MH,4,1,0.00635664417629292,0.00890814571171067,0.00045198196791518,0.00440641887103227
DEL,MH,4,2,0.00466490800306023,0.00424577951831043,0.00156769085788964,0.00341945009401362
DEL,MH,4,3,0.00280240801189801,8.88970430384631e-05,0.000743303863924936,0.00222430807491603
DEL,MH,5+,1,0.00631181418030174,0.00842914196384917,0.000212121501187629,0.00547816581727594
DEL,MH,5+,2,0.00550038046777806,0.00496641299485627,0.000153254646716033,0.00500977602259831
DEL,MH,5+,3,0.00518338290457175,0.00424483380508661,0.000140201015873717,0.00419185210186244
DEL,MH,5+,4,0.00142210909229132,8.65327599789295e-05,0.000123130883233766,0.00159460959173557
DEL,MH,5+,5+,0.000533514100915137,8.18041938598623e-05,0.000141958235410183,0.000850403038357518
