MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Ins:C:1	0.00017149	0.00000000	0.00001745	0.00019758	0.00010636	0.00089633	0.00010303	0.00000000	0.00059247	0.00096460	0.13969558	0.02048267
1:Ins:C:2	0.00000244	0.00000001	0.00000245	0.00101514	0.00010895	0.00000319	0.00046712	0.00000000	0.00179803	0.00046542	0.09368164	0.00353222
1:Ins:C:3	0.00033061	0.00066356	0.00174294	0.00001468	0.00004565	0.00000138	0.00610946	0.00000000	0.00023156	0.00034723	0.03291281	0.00268512
1:Ins:C:4	0.00145108	0.00117034	0.01210637	0.00021027	0.00041594	0.00025182	0.00640640	0.00000304	0.00053398	0.00016600	0.00979388	0.00262346
1:Ins:C:5	0.00316052	0.01566643	0.08651686	0.00001157	0.00298243	0.00000000	0.00711885	0.00000000	0.00515204	0.00102604	0.00938769	0.00421105
1:Ins:T:0	0.00072286	0.00164816	0.00676268	0.00330200	0.00294057	0.00627030	0.02014903	0.01305534	0.02455820	0.00535360	0.00470096	0.03395787
1:Ins:T:1	0.00000000	0.00000001	0.00000000	0.00133182	0.00141136	0.00001896	0.05079724	0.00447598	0.00620590	0.00166179	0.29219123	0.00958980
1:Ins:T:2	0.00024941	0.00000000	0.00221882	0.03665403	0.00000980	0.00000000	0.04294323	0.00000000	0.00873394	0.00066898	0.15426595	0.00576257
1:Ins:T:3	0.00063110	0.00323076	0.00639347	0.01976383	0.00035112	0.00005783	0.02760098	0.00000000	0.01150347	0.00094389	0.10926634	0.00397215
1:Ins:T:4	0.00083761	0.01347743	0.03039972	0.00903153	0.00177021	0.00063265	0.00750475	0.00004671	0.01835678	0.00165298	0.05630911	0.00753937
1:Ins:T:5	0.00160456	0.93955114	0.15909516	0.00259632	0.00962050	0.00586058	0.00626827	0.01108452	0.01504068	0.01628277	0.03538520	0.10802755
2:Del:R:0	0.00000908	0.00007120	0.00004456	0.03243649	0.00743358	0.00066097	0.00672588	0.01105984	0.02653016	0.07040787	0.00002615	0.00172535
2:Del:R:1	0.00162067	0.00006126	0.01020476	0.02168465	0.00617243	0.00088699	0.00891467	0.00023397	0.00763447	0.22325959	0.00169578	0.01057757
2:Del:R:2	0.00127602	0.00005838	0.00452294	0.00083991	0.00005048	0.00155411	0.01439344	0.00009942	0.00229547	0.04877049	0.00104590	0.00496137
2:Del:R:3	0.00058309	0.00025504	0.00192252	0.00000830	0.00001188	0.00018419	0.00741223	0.00000000	0.00003361	0.00910004	0.00005116	0.00076026
2:Del:R:4	0.00049834	0.00000265	0.00341240	0.00093427	0.00008579	0.00017251	0.00313277	0.00027193	0.00019894	0.00311448	0.00017049	0.00029960
2:Del:R:5	0.00000000	0.00000000	0.00000000	0.01339981	0.00064458	0.00000000	0.00074737	0.00000026	0.04217345	0.00069333	0.00493831	0.00014961
3:Del:R:0	0.00000042	0.00001900	0.00000734	0.02444352	0.01243598	0.00087007	0.00102919	0.00168422	0.01055019	0.00474798	0.00069564	0.00111780
3:Del:R:1	0.00309056	0.00268307	0.02182923	0.00237424	0.00066287	0.00460090	0.00000843	0.00114314	0.00186848	0.09716436	0.00233017	0.00812190
3:Del:R:2	0.00175734	0.00017987	0.00673008	0.00022724	0.00046768	0.00039324	0.00002128	0.00040402	0.00039560	0.01793080	0.00056254	0.00242742
3:Del:R:3	0.00032766	0.00022528	0.00107197	0.00098885	0.00023066	0.00000076	0.00001747	0.00002070	0.00016449	0.00426571	0.00032398	0.00065587
3:Del:R:4	0.00000000	0.00000001	0.00000000	0.00701410	0.00000000	0.00000000	0.00019349	0.00000000	0.00680061	0.00027618	0.00124386	0.00003099
3:Del:R:5	0.00000000	0.00000002	0.00000000	0.01074178	0.00002005	0.00001094	0.00007567	0.00000000	0.00881020	0.00004208	0.00118484	0.00001513
4:Del:R:0	0.00000015	0.00000528	0.00000046	0.01527813	0.00782552	0.00147941	0.00033770	0.00139279	0.00630847	0.00823369	0.00007982	0.00018895
4:Del:R:1	0.00100018	0.00015842	0.00833032	0.00042948	0.00017053	0.00242160	0.00003400	0.00157782	0.00022563	0.06329348	0.00064275	0.00251520
4:Del:R:2	0.00036384	0.00000000	0.00120549	0.00004136	0.00000732	0.00051559	0.00000279	0.00017246	0.00000003	0.01126626	0.00007351	0.00085630
4:Del:R:3	0.00000004	0.00000000	0.00000372	0.00555311	0.00000643	0.00014284	0.00001062	0.00000059	0.00232432	0.00371667	0.00012773	0.00016674
4:Del:R:4	0.00000000	0.00000001	0.00000000	0.00412606	0.00014144	0.00000033	0.00006811	0.00000000	0.00680859	0.00076400	0.00093090	0.00002579
4:Del:R:5	0.00010852	0.00000147	0.00091901	0.00292876	0.00002944	0.00000000	0.00000000	0.00000255	0.00094568	0.00018713	0.00014630	0.00001445
5:Del:R:0	0.00000011	0.00000000	0.00000000	0.00781816	0.30425865	0.00990396	0.00241477	0.00001078	0.02136366	0.00217547	0.00027784	0.00139776
5:Del:R:1	0.00238253	0.00000000	0.00633344	0.00015518	0.00002451	0.00797566	0.00000000	0.00007612	0.00069138	0.00914320	0.00057879	0.00062139
5:Del:R:2	0.00026381	0.00003144	0.00132314	0.00065295	0.00049605	0.00046412	0.00000371	0.00005036	0.00008661	0.00287423	0.00005648	0.00019398
5:Del:R:3	0.00006562	0.00000819	0.00045506	0.00033364	0.00000596	0.00010765	0.00001221	0.00000568	0.00016500	0.00134171	0.00006861	0.00022888
5:Del:R:4	0.00006779	0.00000656	0.00012918	0.00006104	0.00007119	0.00007144	0.00003940	0.00000556	0.00012534	0.00000146	0.00001838	0.00000105
5:Del:R:5	0.00000326	0.00001083	0.00015805	0.00101474	0.00001646	0.00003073	0.00000134	0.00004727	0.00036597	0.00035506	0.00005024	0.00008939
2:Ins:R:0	0.00013029	0.00023477	0.00182678	0.00825456	0.00186236	0.00197422	0.00307541	0.00045493	0.00960112	0.00250573	0.00225454	0.02432838
2:Ins:R:1	0.00012445	0.00000017	0.00027446	0.02876327	0.00171270	0.00000000	0.00332224	0.00143553	0.00887068	0.00040471	0.00014156	0.00004709
2:Ins:R:2	0.00042435	0.00000317	0.00536252	0.01120193	0.00028865	0.00056000	0.00128173	0.00013918	0.00254935	0.00065030	0.00034538	0.00089407
2:Ins:R:3	0.00024610	0.00044480	0.00152390	0.00162383	0.00009539	0.00048752	0.00142556	0.00026025	0.00056591	0.00022404	0.00046879	0.00148734
2:Ins:R:4	0.00115381	0.00200913	0.01114116	0.00005969	0.00033772	0.00002680	0.00013485	0.00003363	0.00069937	0.00024293	0.00137126	0.00299094
2:Ins:R:5	0.00467201	0.01030369	0.09064882	0.00068826	0.00411956	0.00011603	0.00000000	0.00005002	0.00672593	0.00139989	0.00922544	0.00342914
3:Ins:R:0	0.00002960	0.00000238	0.00016893	0.00578332	0.00060122	0.00086865	0.00039023	0.00003071	0.00172193	0.00068026	0.00045373	0.00737631
3:Ins:R:1	0.00078622	0.00012960	0.00350363	0.00823405	0.00063311	0.00007708	0.00009902	0.00077280	0.00553006	0.00071523	0.00072174	0.00281622
3:Ins:R:2	0.00016168	0.00000260	0.00080881	0.00163674	0.00014578	0.00082400	0.00002254	0.00007238	0.00078412	0.00083101	0.00005778	0.00010163
3:Ins:R:3	0.00001610	0.00013715	0.00011179	0.00001777	0.00000934	0.00029529	0.00000664	0.00000000	0.00001687	0.00004442	0.00016665	0.00063264
3:Ins:R:4	0.00007056	0.00006640	0.00046310	0.00005410	0.00006582	0.00022155	0.00003117	0.00001026	0.00002699	0.00013622	0.00013813	0.00055082
3:Ins:R:5	0.00139443	0.00094640	0.00557623	0.00003316	0.00013957	0.00000034	0.00000000	0.00002991	0.00037273	0.00013638	0.00061625	0.00229480
4:Ins:R:0	0.00000239	0.00000002	0.00000674	0.00351454	0.00057838	0.00152681	0.00000244	0.00006564	0.00177281	0.00051314	0.00044512	0.00656307
4:Ins:R:1	0.00077092	0.00040670	0.00542485	0.00532239	0.00096490	0.00039482	0.00001019	0.00117916	0.00391135	0.00153919	0.00116446	0.00095316
4:Ins:R:2	0.00000809	0.00005375	0.00009145	0.00067589	0.00004757	0.00045036	0.00001862	0.00003469	0.00020882	0.00031201	0.00010551	0.00002343
4:Ins:R:3	0.00012486	0.00007118	0.00053582	0.00002206	0.00000556	0.00033764	0.00004453	0.00015034	0.00001381	0.00008940	0.00005445	0.00063986
4:Ins:R:4	0.00010092	0.00013762	0.00184994	0.00002158	0.00015552	0.00007181	0.00000007	0.00002802	0.00008806	0.00037858	0.00019993	0.00192727
4:Ins:R:5	0.00148556	0.00049322	0.00772172	0.00120387	0.00081559	0.00015693	0.00001432	0.00001754	0.00042487	0.00030744	0.00067902	0.00050339
5:Ins:R:0	0.00000000	0.00000004	0.00001579	0.00315638	0.00000487	0.00871915	0.00031331	0.00007509	0.00814952	0.00051461	0.00132523	0.00378196
5:Ins:R:1	0.00000885	0.00114626	0.00221869	0.00609529	0.00997981	0.00605401	0.00008681	0.00318136	0.01170184	0.00679920	0.00510277	0.03386444
5:Ins:R:2	0.00000046	0.00014650	0.00055995	0.00046740	0.00004283	0.00118380	0.00005207	0.00009084	0.00008053	0.00021760	0.00086405	0.00085205
5:Ins:R:3	0.00003044	0.00020517	0.00066722	0.00031135	0.00003598	0.00000165	0.00001830	0.00006274	0.00004606	0.00003615	0.00008519	0.00002729
5:Ins:R:4	0.00000017	0.00021827	0.00034771	0.00022362	0.00002485	0.00000758	0.00000119	0.00000764	0.00010515	0.00010092	0.00015887	0.00038394
5:Ins:R:5	0.00002034	0.00001768	0.00099121	0.00090131	0.00031477	0.00004964	0.00003445	0.00006973	0.00012346	0.00016186	0.00021083	0.00029839
2:Del:M:1	0.00000400	0.00002897	0.00006381	0.02932455	0.00026448	0.00000265	0.00722512	0.00026706	0.01398113	0.19976249	0.00005469	0.00529644
3:Del:M:1	0.00000000	0.00000583	0.00000004	0.01332515	0.01201462	0.00054189	0.00078221	0.00271446	0.01104703	0.00737771	0.00021764	0.00110751
3:Del:M:2	0.00156489	0.00053560	0.01106988	0.01049482	0.00273016	0.00419786	0.00020752	0.00031818	0.00251344	0.05608046	0.00171477	0.00471127
4:Del:M:1	0.00007721	0.00000191	0.00017668	0.01282175	0.00625046	0.00250994	0.00004047	0.00194685	0.00382005	0.01124865	0.00000094	0.00025975
4:Del:M:2	0.00027511	0.00000196	0.00129284	0.00849584	0.00024931	0.00895803	0.00004703	0.00190683	0.00081491	0.03136195	0.00006092	0.00163409
4:Del:M:3	0.00044622	0.00000095	0.00123468	0.00213244	0.00012864	0.00511542	0.00001406	0.00055628	0.00076108	0.03713815	0.00056519	0.00353691
5:Del:M:1	0.00041464	0.00000000	0.00001121	0.00000357	0.36536966	0.06073528	0.00003339	0.00000003	0.00213511	0.00000235	0.00000002	0.00024750
5:Del:M:2	0.00000001	0.00000003	0.00000028	0.00179094	0.10383036	0.30383893	0.00179380	0.00000017	0.00039772	0.00000013	0.00000425	0.00083949
5:Del:M:3	0.00000000	0.00000001	0.00000000	0.00253364	0.02350064	0.23331734	0.00102357	0.00000007	0.00126143	0.00010139	0.00000013	0.00006104
5:Del:M:4	0.00029995	0.00000000	0.00069851	0.00011949	0.00162985	0.13166816	0.00040500	0.00000631	0.00000041	0.00287924	0.00002422	0.00004426
5:Del:M:5	0.00111288	0.00011976	0.01024074	0.00053126	0.00025594	0.10560602	0.00000000	0.00037165	0.00322000	0.00021547	0.00064205	0.00022082
