MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Ins:C:3	0.00031824	0.00065185	0.00176750	0.00005034	0.00000000	0.00592771	0.00000285	0.00000000	0.00037256	0.00029659	0.03299605	0.00310907
1:Ins:C:4	0.00148899	0.00118204	0.01186456	0.00015571	0.00023890	0.00623376	0.00027372	0.00000839	0.00037780	0.00031834	0.00984804	0.00263788
1:Ins:C:5	0.00358408	0.01549520	0.07888728	0.00000000	0.00000000	0.00700250	0.00000000	0.00000000	0.01235232	0.00432642	0.00822396	0.00260975
1:Ins:T:0	0.00073563	0.00162851	0.00667961	0.00032786	0.00327102	0.02001608	0.00639698	0.01224163	0.02770240	0.00144752	0.00342272	0.03537294
1:Ins:T:1	0.00000000	0.00000000	0.00000000	0.00267503	0.00173694	0.04921596	0.00001626	0.00388197	0.00417155	0.00037141	0.29342711	0.01248310
1:Ins:T:2	0.00024562	0.00000000	0.00240736	0.03612690	0.00000443	0.04132186	0.00000000	0.00000000	0.00693338	0.00000218	0.15449023	0.00718449
1:Ins:T:3	0.00067797	0.00306801	0.00610882	0.01949299	0.00006779	0.02663384	0.00002756	0.00000335	0.01271167	0.00073275	0.11027640	0.00484223
1:Ins:T:4	0.00094668	0.01296991	0.02910107	0.00904402	0.00045485	0.00714611	0.00058955	0.00001791	0.02878806	0.00262803	0.05626512	0.00798949
1:Ins:T:5	0.00136861	0.94030126	0.16876266	0.00145060	0.00253288	0.00606269	0.00516748	0.00873343	0.01824993	0.01391751	0.04412332	0.10777422
2:Del:R:0	0.00001747	0.00007161	0.00002306	0.03129429	0.00783590	0.00690268	0.00075727	0.01113176	0.02565001	0.07143493	0.00000986	0.00122897
2:Del:R:1	0.00163231	0.00002622	0.00975177	0.02106334	0.00630444	0.00841403	0.00083846	0.00017411	0.00739125	0.22656701	0.00136803	0.00885397
2:Del:R:2	0.00131522	0.00004654	0.00413927	0.00086499	0.00003649	0.01379691	0.00148928	0.00004060	0.00224054	0.04930184	0.00109374	0.00475146
2:Del:R:3	0.00062576	0.00027365	0.00159456	0.00000680	0.00000000	0.00708252	0.00018001	0.00000000	0.00002028	0.00917365	0.00004589	0.00059343
2:Del:R:4	0.00052530	0.00000473	0.00307417	0.00100829	0.00004465	0.00300377	0.00017634	0.00021663	0.00024321	0.00315670	0.00014683	0.00025015
2:Del:R:5	0.00000000	0.00000000	0.00000000	0.01668437	0.00124334	0.00118683	0.00000000	0.00000000	0.03469920	0.00084016	0.00486458	0.00015832
3:Del:R:0	0.00000100	0.00002851	0.00001284	0.02343491	0.01271787	0.00112040	0.00094678	0.00145275	0.00978784	0.00473691	0.00059051	0.00109260
3:Del:R:1	0.00317235	0.00264743	0.02121559	0.00192101	0.00002074	0.00000110	0.00440517	0.00123852	0.00230462	0.09990765	0.00184378	0.00725190
3:Del:R:2	0.00177032	0.00017625	0.00669256	0.00011108	0.00033701	0.00001251	0.00037845	0.00048260	0.00056764	0.01844647	0.00046383	0.00219174
3:Del:R:3	0.00033147	0.00022529	0.00103291	0.00096904	0.00015584	0.00001489	0.00000037	0.00003568	0.00015745	0.00432230	0.00025105	0.00056120
3:Del:R:4	0.00000000	0.00000001	0.00000000	0.00706780	0.00002543	0.00014744	0.00000003	0.00000000	0.00594792	0.00029686	0.00124585	0.00005643
3:Del:R:5	0.00000000	0.00000002	0.00000000	0.01159689	0.00003922	0.00010830	0.00001483	0.00000000	0.00665059	0.00004216	0.00114510	0.00001546
4:Del:R:0	0.00000037	0.00000632	0.00000147	0.01474580	0.00797187	0.00043558	0.00161113	0.00123437	0.00546503	0.00843848	0.00013092	0.00014135
4:Del:R:1	0.00104373	0.00013059	0.00828075	0.00021253	0.00009392	0.00005630	0.00241251	0.00180350	0.00019247	0.06435850	0.00062072	0.00190557
4:Del:R:2	0.00037611	0.00000000	0.00113147	0.00002045	0.00000254	0.00000087	0.00049573	0.00023153	0.00000427	0.01135764	0.00005659	0.00077306
4:Del:R:3	0.00000013	0.00000000	0.00000161	0.00572324	0.00001307	0.00000546	0.00012123	0.00000086	0.00161782	0.00386649	0.00017023	0.00014581
4:Del:R:4	0.00000000	0.00000000	0.00000000	0.00493289	0.00017065	0.00007746	0.00000055	0.00000000	0.00526308	0.00078342	0.00088829	0.00002642
4:Del:R:5	0.00011669	0.00000178	0.00084663	0.00289292	0.00001874	0.00000000	0.00000000	0.00000359	0.00077759	0.00020701	0.00012518	0.00000804
5:Del:R:0	0.00000007	0.00000000	0.00000000	0.00880003	0.30705789	0.00234997	0.01088378	0.00000902	0.01656422	0.00239219	0.00021613	0.00170787
5:Del:R:1	0.00242189	0.00000096	0.00622182	0.00025305	0.00000000	0.00000083	0.00776742	0.00001980	0.00073547	0.00926329	0.00043842	0.00055126
5:Del:R:2	0.00026896	0.00002788	0.00125099	0.00064693	0.00044239	0.00000235	0.00047530	0.00004669	0.00015558	0.00296192	0.00007631	0.00017241
5:Del:R:3	0.00007001	0.00000897	0.00042928	0.00033732	0.00000000	0.00001498	0.00009319	0.00000178	0.00013839	0.00143724	0.00005964	0.00017716
5:Del:R:4	0.00007091	0.00000567	0.00011524	0.00006391	0.00006971	0.00004111	0.00007196	0.00000036	0.00012457	0.00000099	0.00001942	0.00000167
5:Del:R:5	0.00000356	0.00001074	0.00016214	0.00100454	0.00000820	0.00000178	0.00003157	0.00005094	0.00030854	0.00040800	0.00007318	0.00008871
2:Ins:R:0	0.00012533	0.00025001	0.00191030	0.00744095	0.00202148	0.00300840	0.00202077	0.00024697	0.01003547	0.00013575	0.00105767	0.02537554
2:Ins:R:1	0.00014842	0.00000076	0.00021071	0.02745286	0.00186191	0.00325018	0.00000011	0.00132012	0.00825867	0.00019451	0.00005442	0.00008409
2:Ins:R:2	0.00043789	0.00000253	0.00511235	0.01082126	0.00020694	0.00120950	0.00057889	0.00014350	0.00254354	0.00052080	0.00026423	0.00091411
2:Ins:R:3	0.00022859	0.00044432	0.00139246	0.00157136	0.00008779	0.00136094	0.00052782	0.00026662	0.00093770	0.00011171	0.00039115	0.00147940
2:Ins:R:4	0.00122602	0.00198417	0.01073383	0.00000083	0.00000950	0.00013719	0.00003808	0.00003731	0.00089321	0.00050929	0.00117139	0.00294349
2:Ins:R:5	0.00513780	0.01011701	0.08836810	0.00032346	0.00049533	0.00000000	0.00010123	0.00008532	0.00584666	0.00462355	0.00946316	0.00307102
3:Ins:R:0	0.00002761	0.00000198	0.00021802	0.00558417	0.00059319	0.00038459	0.00091309	0.00000920	0.00155030	0.00006800	0.00018898	0.00757930
3:Ins:R:1	0.00075410	0.00011504	0.00382983	0.00786820	0.00062442	0.00010907	0.00007359	0.00078772	0.00569402	0.00035622	0.00055017	0.00286671
3:Ins:R:2	0.00017013	0.00000191	0.00073098	0.00160629	0.00012132	0.00002346	0.00081109	0.00005767	0.00079656	0.00088279	0.00003798	0.00009819
3:Ins:R:3	0.00001503	0.00013642	0.00013378	0.00003168	0.00000718	0.00000380	0.00028213	0.00000000	0.00001667	0.00002484	0.00014792	0.00065416
3:Ins:R:4	0.00007731	0.00007361	0.00039704	0.00004113	0.00005943	0.00002610	0.00021065	0.00001013	0.00005518	0.00015369	0.00009044	0.00049409
3:Ins:R:5	0.00149456	0.00100470	0.00481611	0.00000707	0.00000060	0.00000000	0.00000052	0.00004658	0.00050729	0.00020642	0.00047177	0.00217314
4:Ins:R:0	0.00000288	0.00000002	0.00000970	0.00345832	0.00063896	0.00000000	0.00151281	0.00004552	0.00164800	0.00001988	0.00027431	0.00676043
4:Ins:R:1	0.00079630	0.00040913	0.00527806	0.00491659	0.00089142	0.00001044	0.00039422	0.00105831	0.00383766	0.00123402	0.00093364	0.00099066
4:Ins:R:2	0.00000782	0.00005277	0.00008838	0.00064124	0.00005632	0.00002122	0.00045416	0.00002128	0.00021511	0.00023987	0.00005875	0.00002461
4:Ins:R:3	0.00013832	0.00006847	0.00042810	0.00002281	0.00000420	0.00006317	0.00031028	0.00013169	0.00003230	0.00009011	0.00005310	0.00064199
4:Ins:R:4	0.00010327	0.00014549	0.00177190	0.00002780	0.00009245	0.00000061	0.00005872	0.00003698	0.00011609	0.00041638	0.00021589	0.00197902
4:Ins:R:5	0.00148794	0.00047417	0.00762854	0.00112195	0.00062796	0.00001407	0.00013322	0.00000458	0.00059419	0.00051563	0.00062931	0.00043127
5:Ins:R:0	0.00000000	0.00000004	0.00000001	0.00422289	0.00010155	0.00029780	0.00843669	0.00000894	0.00642334	0.00001833	0.00104201	0.00379852
5:Ins:R:1	0.00001032	0.00113074	0.00215504	0.00401207	0.01028702	0.00009169	0.00632238	0.00141805	0.01292749	0.00255446	0.00298701	0.03558938
5:Ins:R:2	0.00000078	0.00013764	0.00053466	0.00042626	0.00001509	0.00005883	0.00117862	0.00008669	0.00015911	0.00015582	0.00088764	0.00088005
5:Ins:R:3	0.00002955	0.00019907	0.00064875	0.00027784	0.00001958	0.00002361	0.00000273	0.00006425	0.00008125	0.00003816	0.00005457	0.00002705
5:Ins:R:4	0.00000026	0.00020812	0.00033858	0.00020508	0.00002951	0.00000105	0.00000824	0.00000711	0.00009688	0.00009259	0.00016654	0.00043922
5:Ins:R:5	0.00002771	0.00002008	0.00092576	0.00083718	0.00026274	0.00004124	0.00004432	0.00007220	0.00017192	0.00013641	0.00021975	0.00029848
2:Del:M:1	0.00000571	0.00001658	0.00002408	0.02863717	0.00030884	0.00676947	0.00000000	0.00021840	0.01290456	0.20292542	0.00003496	0.00384832
3:Del:M:1	0.00000000	0.00000958	0.00000001	0.01560745	0.01193417	0.00068347	0.00059033	0.00257880	0.00697499	0.00742671	0.00013330	0.00109540
3:Del:M:2	0.00158022	0.00051228	0.01059543	0.01022580	0.00251968	0.00020137	0.00424249	0.00031863	0.00263545	0.05733756	0.00155178	0.00430693
4:Del:M:1	0.00008099	0.00000181	0.00017657	0.01216773	0.00647521	0.00001638	0.00250855	0.00216660	0.00344962	0.01127230	0.00000001	0.00017227
4:Del:M:2	0.00027532	0.00000000	0.00125365	0.00843245	0.00022992	0.00005603	0.00882130	0.00199471	0.00083614	0.03115304	0.00014520	0.00135638
4:Del:M:3	0.00041326	0.00000159	0.00137764	0.00224546	0.00013246	0.00000790	0.00495971	0.00066134	0.00069491	0.03761996	0.00048328	0.00336178
5:Del:M:1	0.00041554	0.00000000	0.00001282	0.00138481	0.36737054	0.00000068	0.06094276	0.00000003	0.00019444	0.00000023	0.00000001	0.00029220
5:Del:M:2	0.00000001	0.00000004	0.00000005	0.00178424	0.10010123	0.00185531	0.31537373	0.00000010	0.00035343	0.00000009	0.00000016	0.00098893
5:Del:M:3	0.00000000	0.00000001	0.00000000	0.01072376	0.02201609	0.00086217	0.22832411	0.00000008	0.00083627	0.00008170	0.00000386	0.00008196
5:Del:M:4	0.00030641	0.00000021	0.00064035	0.00434899	0.00117676	0.00038534	0.12819682	0.00000702	0.00000000	0.00312701	0.00004508	0.00004993
5:Del:M:5	0.00120189	0.00012571	0.00960896	0.00309245	0.00007730	0.00000000	0.10344257	0.00000189	0.00343276	0.00034384	0.00054024	0.00033456
