Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
DEL,repeats,3,2,0.00177032,0.00017625,0.00669256,0.00011108,0.00033701,1.251e-05,0.00037845,0.0004826,0.00056764,0.01844647,0.00046383,0.00219174
DEL,repeats,3,3,0.00033147,0.00022529,0.00103291,0.00096904,0.00015584,1.489e-05,3.7e-07,3.568e-05,0.00015745,0.0043223,0.00025105,0.0005612
DEL,repeats,3,4,0,1e-08,0,0.0070678,2.543e-05,0.00014744,3e-08,0,0.00594792,0.00029686,0.00124585,5.643e-05
DEL,repeats,3,5+,0,2e-08,0,0.01159689,3.922e-05,0.0001083,1.483e-05,0,0.00665059,4.216e-05,0.0011451,1.546e-05
DEL,repeats,4,0,3.7e-07,6.32e-06,1.47e-06,0.0147458,0.00797187,0.00043558,0.00161113,0.00123437,0.00546503,0.00843848,0.00013092,0.00014135
DEL,repeats,4,1,0.00104373,0.00013059,0.00828075,0.00021253,9.392e-05,5.63e-05,0.00241251,0.0018035,0.00019247,0.0643585,0.00062072,0.00190557
DEL,repeats,4,2,0.00037611,0,0.00113147,2.045e-05,2.54e-06,8.7e-07,0.00049573,0.00023153,4.27e-06,0.01135764,5.659e-05,0.00077306
DEL,repeats,4,3,1.3e-07,0,1.61e-06,0.00572324,1.307e-05,5.46e-06,0.00012123,8.6e-07,0.00161782,0.00386649,0.00017023,0.00014581
DEL,repeats,4,4,0,0,0,0.00493289,0.00017065,7.746e-05,5.5e-07,0,0.00526308,0.00078342,0.00088829,2.642e-05
DEL,repeats,4,5+,0.00011669,1.78e-06,0.00084663,0.00289292,1.874e-05,0,0,3.59e-06,0.00077759,0.00020701,0.00012518,8.04e-06
DEL,repeats,5+,0,7e-08,0,0,0.00880003,0.30705789,0.00234997,0.01088378,9.02e-06,0.01656422,0.00239219,0.00021613,0.00170787
DEL,repeats,5+,1,0.00242189,9.6e-07,0.00622182,0.00025305,0,8.3e-07,0.00776742,1.98e-05,0.00073547,0.00926329,0.00043842,0.00055126
DEL,repeats,5+,2,0.00026896,2.788e-05,0.00125099,0.00064693,0.00044239,2.35e-06,0.0004753,4.669e-05,0.00015558,0.00296192,7.631e-05,0.00017241
DEL,repeats,5+,3,7.001e-05,8.97e-06,0.00042928,0.00033732,0,1.498e-05,9.319e-05,1.78e-06,0.00013839,0.00143724,5.964e-05,0.00017716
DEL,repeats,5+,4,7.091e-05,5.67e-06,0.00011524,6.391e-05,6.971e-05,4.111e-05,7.196e-05,3.6e-07,0.00012457,9.9e-07,1.942e-05,1.67e-06
DEL,repeats,5+,5+,3.56e-06,1.074e-05,0.00016214,0.00100454,8.2e-06,1.78e-06,3.157e-05,5.094e-05,0.00030854,0.000408,7.318e-05,8.871e-05
INS,repeats,2,0,0.00012533,0.00025001,0.0019103,0.00744095,0.00202148,0.0030084,0.00202077,0.00024697,0.01003547,0.00013575,0.00105767,0.02537554
INS,repeats,2,1,0.00014842,7.6e-07,0.00021071,0.02745286,0.00186191,0.00325018,1.1e-07,0.00132012,0.00825867,0.00019451,5.442e-05,8.409e-05
INS,repeats,2,2,0.00043789,2.53e-06,0.00511235,0.01082126,0.00020694,0.0012095,0.00057889,0.0001435,0.00254354,0.0005208,0.00026423,0.00091411
INS,repeats,2,3,0.00022859,0.00044432,0.00139246,0.00157136,8.779e-05,0.00136094,0.00052782,0.00026662,0.0009377,0.00011171,0.00039115,0.0014794
INS,repeats,2,4,0.00122602,0.00198417,0.01073383,8.3e-07,9.5e-06,0.00013719,3.808e-05,3.731e-05,0.00089321,0.00050929,0.00117139,0.00294349
INS,repeats,2,5+,0.0051378,0.01011701,0.0883681,0.00032346,0.00049533,0,0.00010123,8.532e-05,0.00584666,0.00462355,0.00946316,0.00307102
INS,repeats,3,0,2.761e-05,1.98e-06,0.00021802,0.00558417,0.00059319,0.00038459,0.00091309,9.2e-06,0.0015503,6.8e-05,0.00018898,0.0075793
INS,repeats,3,1,0.0007541,0.00011504,0.00382983,0.0078682,0.00062442,0.00010907,7.359e-05,0.00078772,0.00569402,0.00035622,0.00055017,0.00286671
INS,repeats,3,2,0.00017013,1.91e-06,0.00073098,0.00160629,0.00012132,2.346e-05,0.00081109,5.767e-05,0.00079656,0.00088279,3.798e-05,9.819e-05
INS,repeats,3,3,1.503e-05,0.00013642,0.00013378,3.168e-05,7.18e-06,3.8e-06,0.00028213,0,1.667e-05,2.484e-05,0.00014792,0.00065416
INS,repeats,3,4,7.731e-05,7.361e-05,0.00039704,4.113e-05,5.943e-05,2.61e-05,0.00021065,1.013e-05,5.518e-05,0.00015369,9.044e-05,0.00049409
INS,repeats,3,5+,0.00149456,0.0010047,0.00481611,7.07e-06,6e-07,0,5.2e-07,4.658e-05,0.00050729,0.00020642,0.00047177,0.00217314
INS,repeats,4,0,2.88e-06,2e-08,9.7e-06,0.00345832,0.00063896,0,0.00151281,4.552e-05,0.001648,1.988e-05,0.00027431,0.00676043
INS,repeats,4,1,0.0007963,0.00040913,0.00527806,0.00491659,0.00089142,1.044e-05,0.00039422,0.00105831,0.00383766,0.00123402,0.00093364,0.00099066
INS,repeats,4,2,7.82e-06,5.277e-05,8.838e-05,0.00064124,5.632e-05,2.122e-05,0.00045416,2.128e-05,0.00021511,0.00023987,5.875e-05,2.461e-05
INS,repeats,4,3,0.00013832,6.847e-05,0.0004281,2.281e-05,4.2e-06,6.317e-05,0.00031028,0.00013169,3.23e-05,9.011e-05,5.31e-05,0.00064199
INS,repeats,4,4,0.00010327,0.00014549,0.0017719,2.78e-05,9.245e-05,6.1e-07,5.872e-05,3.698e-05,0.00011609,0.00041638,0.00021589,0.00197902
INS,repeats,4,5+,0.00148794,0.00047417,0.00762854,0.00112195,0.00062796,1.407e-05,0.00013322,4.58e-06,0.00059419,0.00051563,0.00062931,0.00043127
INS,repeats,5+,0,0,4e-08,1e-08,0.00422289,0.00010155,0.0002978,0.00843669,8.94e-06,0.00642334,1.833e-05,0.00104201,0.00379852
INS,repeats,5+,1,1.032e-05,0.00113074,0.00215504,0.00401207,0.01028702,9.169e-05,0.00632238,0.00141805,0.01292749,0.00255446,0.00298701,0.03558938
INS,repeats,5+,2,7.8e-07,0.00013764,0.00053466,0.00042626,1.509e-05,5.883e-05,0.00117862,8.669e-05,0.00015911,0.00015582,0.00088764,0.00088005
INS,repeats,5+,3,2.955e-05,0.00019907,0.00064875,0.00027784,1.958e-05,2.361e-05,2.73e-06,6.425e-05,8.125e-05,3.816e-05,5.457e-05,2.705e-05
INS,repeats,5+,4,2.6e-07,0.00020812,0.00033858,0.00020508,2.951e-05,1.05e-06,8.24e-06,7.11e-06,9.688e-05,9.259e-05,0.00016654,0.00043922
INS,repeats,5+,5+,2.771e-05,2.008e-05,0.00092576,0.00083718,0.00026274,4.124e-05,4.432e-05,7.22e-05,0.00017192,0.00013641,0.00021975,0.00029848
DEL,MH,2,1,5.71e-06,1.658e-05,2.408e-05,0.02863717,0.00030884,0.00676947,0,0.0002184,0.01290456,0.20292542,3.496e-05,0.00384832
DEL,MH,3,1,0,9.58e-06,1e-08,0.01560745,0.01193417,0.00068347,0.00059033,0.0025788,0.00697499,0.00742671,0.0001333,0.0010954
DEL,MH,3,2,0.00158022,0.00051228,0.01059543,0.0102258,0.00251968,0.00020137,0.00424249,0.00031863,0.00263545,0.05733756,0.00155178,0.00430693
DEL,MH,4,1,8.099e-05,1.81e-06,0.00017657,0.01216773,0.00647521,1.638e-05,0.00250855,0.0021666,0.00344962,0.0112723,1e-08,0.00017227
DEL,MH,4,2,0.00027532,0,0.00125365,0.00843245,0.00022992,5.603e-05,0.0088213,0.00199471,0.00083614,0.03115304,0.0001452,0.00135638
DEL,MH,4,3,0.00041326,1.59e-06,0.00137764,0.00224546,0.00013246,7.9e-06,0.00495971,0.00066134,0.00069491,0.03761996,0.00048328,0.00336178
DEL,MH,5+,1,0.00041554,0,1.282e-05,0.00138481,0.36737054,6.8e-07,0.06094276,3e-08,0.00019444,2.3e-07,1e-08,0.0002922
DEL,MH,5+,2,1e-08,4e-08,5e-08,0.00178424,0.10010123,0.00185531,0.31537373,1e-07,0.00035343,9e-08,1.6e-07,0.00098893
DEL,MH,5+,3,0,1e-08,0,0.01072376,0.02201609,0.00086217,0.22832411,8e-08,0.00083627,8.17e-05,3.86e-06,8.196e-05
DEL,MH,5+,4,0.00030641,2.1e-07,0.00064035,0.00434899,0.00117676,0.00038534,0.12819682,7.02e-06,0,0.00312701,4.508e-05,4.993e-05
DEL,MH,5+,5+,0.00120189,0.00012571,0.00960896,0.00309245,7.73e-05,0,0.10344257,1.89e-06,0.00343276,0.00034384,0.00054024,0.00033456
