Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID1 0.463),ID83D (False Positive) (ID5 0.857),ID83E (ID8 0.986),ID83F (ID3 0.985),ID83G (ID6 0.994),ID83H (ID9 0.991),ID83I (ID13 0.986),ID83J (ID4 0.996),ID83K (ID11 0.997),ID83L (ID14 0.964)
INS,repeats,4,3,0.00013652,6.576e-05,0.00042717,3.162e-05,2.775e-05,6.006e-05,0.00030543,0.00012673,4.389e-05,9.627e-05,8.93e-05,0.00062986
INS,repeats,4,4,9.666e-05,0.00014697,0.00180629,2.322e-05,0.000147,5.6e-07,5.622e-05,3.841e-05,0.00020585,0.00039051,0.00021237,0.00191321
INS,repeats,4,5+,0.00148034,0.00048882,0.00774534,0.00121909,0.0007668,1.461e-05,0.00013015,4.7e-06,0.00063903,0.00044177,0.00057938,0.00033336
INS,repeats,5+,0,0,4e-08,3e-08,0.00411006,6.424e-05,0.00032682,0.00838605,2.019e-05,0.00704744,1.346e-05,0.00113314,0.00376506
INS,repeats,5+,1,7.54e-06,0.00114477,0.00216426,0.00615054,0.01020101,0.00010957,0.00622838,0.00133377,0.01238412,0.00260537,0.00201312,0.03544689
INS,repeats,5+,2,4.6e-07,0.0001374,0.00053164,0.00043139,5.555e-05,6.187e-05,0.0011658,8.517e-05,0.00015008,0.00017544,0.00095336,0.00084339
INS,repeats,5+,3,2.933e-05,0.00020404,0.0006477,0.00029952,1.746e-05,2.24e-05,2.16e-06,5.782e-05,6.724e-05,3.715e-05,7.711e-05,7.94e-06
INS,repeats,5+,4,2e-08,0.00020983,0.00032979,0.00020771,4.398e-05,1.16e-06,8.74e-06,7.83e-06,0.00012077,9.143e-05,0.00015924,0.00042444
INS,repeats,5+,5+,2.305e-05,2.054e-05,0.0009566,0.00085683,0.00025641,4.171e-05,4.327e-05,7.719e-05,0.00016916,0.00014551,0.00021001,0.00028542
DEL,MH,2,1,3.54e-06,1.925e-05,0.00011829,0.0280048,0.00038358,0.00683721,0,0.00029138,0.01338501,0.20055709,3.266e-05,0.00506962
DEL,MH,3,1,0,7.94e-06,1e-08,0.01416157,0.01207113,0.00083278,0.00059551,0.00247632,0.00850008,0.00765727,0.00012352,0.00113272
DEL,MH,3,2,0.00156618,0.00051704,0.01080454,0.01019671,0.00263699,0.00019237,0.00430482,0.00037293,0.00276579,0.05664371,0.00156432,0.00458834
DEL,MH,4,1,7.935e-05,1.9e-06,0.00020409,0.01203692,0.00642299,1.019e-05,0.0024919,0.00217938,0.00357951,0.01124468,0.00010371,0.00022005
DEL,MH,4,2,0.00027395,0,0.00140669,0.00830244,0.00025567,5.991e-05,0.00875352,0.00199521,0.00091512,0.03079975,0.00021678,0.0015542
DEL,MH,4,3,0.00040898,9.5e-07,0.00150178,0.00221873,0.0001481,8.33e-06,0.0049919,0.00071123,0.00069893,0.03697783,0.00061178,0.0035951
DEL,MH,5+,1,0.00041685,0,7.89e-06,0.00143397,0.36292769,2.497e-05,0.06200853,6.069e-05,0.00102285,0,1.38e-06,0.00037419
DEL,MH,5+,2,3e-08,4e-08,5e-08,0.00161806,0.10018299,0.00183898,0.31469578,1.2e-07,0.00036964,8e-08,5.38e-06,0.00096361
DEL,MH,5+,3,0,1e-08,1.3e-07,0.01063589,0.0222837,0.00087478,0.22796173,9e-08,0.00074909,9.119e-05,1.1e-07,7.679e-05
DEL,MH,5+,4,0.00028822,0,0.00083573,0.00432118,0.00124391,0.00038624,0.12805662,2.56e-06,0,0.00306875,4.819e-05,5.48e-05
DEL,MH,5+,5+,0.00111434,0.00012018,0.01025512,0.00360083,0.00010705,0,0.10213214,0,0.0033276,0.00022436,0.00683082,0.0002135
