Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.841),ID83D (ID8 0.99),ID83E (ID3 0.977),ID83F (ID6 0.998),ID83G (ID13 0.981),ID83H (ID9 0.994),ID83I (ID4 0.993),ID83J (ID14 0.984)
DEL,repeats,3,1,0.00425708,0.0035374,0.0110027,0.00142384,7.92e-06,0.00412274,0.00049763,0.00150817,0.09648233,0.0061254
DEL,repeats,3,2,0.00207736,0.0005218,0.001387,0.00029324,2.2e-07,0.00054331,0.0006387,0.00041747,0.01458291,0.00180591
DEL,repeats,3,3,0.00048725,0.0002631,0.00107935,0.00035467,3.207e-05,0.00010867,0.00019524,0.00021895,0.00368337,0.00033916
DEL,repeats,3,4,0,1e-08,0.00571061,7.85e-06,3.331e-05,1e-08,0.00367889,0,0.00047614,9.42e-06
DEL,repeats,3,5+,0,1e-08,0.00926552,1.349e-05,0.00020415,2.991e-05,0.00482751,0,0.00021739,1.616e-05
DEL,repeats,4,0,0,3.914e-05,0.00639408,0.00758907,0.00073508,0.00228681,0.012637,0.00036603,0.00607846,0.00040154
DEL,repeats,4,1,0.00190108,0.00039906,0.00195105,0.00059322,0.00097804,0.00253197,9.392e-05,0.00249742,0.05664104,0.00136969
DEL,repeats,4,2,0.00049205,0,1.177e-05,9.95e-06,0,0.00052648,1.258e-05,4.119e-05,0.0101505,0.00075893
DEL,repeats,4,3,0,0,0.00369701,8.4e-06,4.283e-05,0.00011622,0.00217716,1e-06,0.00348625,9.698e-05
DEL,repeats,4,4,0,2.9e-07,0.00436468,0.0001073,0.00023392,1.321e-05,0.0031618,0,0.00013567,0
DEL,repeats,4,5+,0.00015437,2.751e-05,0.00162691,1.57e-06,7.532e-05,9.49e-05,0.00088968,0,0.00066921,7.916e-05
DEL,repeats,5+,0,0,0,0.00607456,0.30500958,0.00087699,0.01283914,0.01872747,4.796e-05,0.00211588,0.00063885
DEL,repeats,5+,1,0.00318399,4.1e-07,8.163e-05,4.59e-06,0,0.0075643,0.00074802,0.00017846,0.01165634,0.00060181
DEL,repeats,5+,2,0.00041261,9.877e-05,0.00030822,0.00030449,2.226e-05,0.00043657,0.00025213,6.404e-05,0.00289447,5.85e-05
DEL,repeats,5+,3,0.00012418,3.68e-06,0.0002848,1e-06,2.231e-05,0.00017169,8.047e-05,0.00010185,0.00098152,0.00012942
DEL,repeats,5+,4,6.033e-05,1.27e-06,0.00011576,4.4e-07,4.8e-05,8.33e-05,2.847e-05,7.332e-05,0.00017549,2.004e-05
DEL,repeats,5+,5+,2.75e-05,1.415e-05,0.00061238,5.74e-06,2.14e-06,0,0.00056454,3.626e-05,0.0001378,4.4e-06
INS,repeats,2,0,0.00020332,0.00056245,0.00515974,0.00181817,0.00227377,0.00199492,0.01018134,0.00079753,0.0008688,0.02584298
INS,repeats,2,1,0.00020289,5.87e-06,0.0206345,0.0012992,0.00310531,7.854e-05,0.01132144,0.00091998,0.0002904,7.9e-07
INS,repeats,2,2,0.00097679,0.00019541,0.00870905,0.00026651,0.00140805,0.00042799,0.00384544,0.00032247,0.00016954,0.00107834
INS,repeats,2,3,0.00045532,0.00038114,0.00198893,0.00037427,0.00085939,0.00035304,0.0010017,0.0004647,0.00036127,0.00094284
INS,repeats,2,4,0.00207105,0.00230036,0.00397534,0.00048296,0.00026333,3.674e-05,0.00021831,0.00010429,0.00074972,0.0034172
INS,repeats,2,5+,0.01486868,0.01355277,0.03666124,0.00569493,1.04e-05,1.397e-05,0.00209915,0.00017384,0.00758394,0.00033995
INS,repeats,3,0,2.2e-07,4.753e-05,0.00378257,0.0003651,0.00030258,0.00104045,0.00264892,0.00043419,0.0001599,0.00796337
INS,repeats,3,1,0.00100895,0.00034283,0.00688421,0.00048083,0.0004079,5.888e-05,0.00561322,0.000561,0.00066503,0.00309299
INS,repeats,3,2,0.00018364,3.204e-05,0.00156034,1.747e-05,0.00016617,0.00082245,0.00078504,5.12e-06,0.00110888,0.00030463
INS,repeats,3,3,8.59e-06,0.00013959,0.00013356,4.249e-05,3.84e-06,0.0003047,6.169e-05,2.489e-05,2.443e-05,0.00030496
INS,repeats,3,4,0.00011058,8.751e-05,0.0002155,0.00012182,1.728e-05,0.00015237,3.7e-07,4.59e-05,0.00017444,0.00093899
INS,repeats,3,5+,0.00208013,0.00101616,0.002121,0.0002858,5.38e-06,6.9e-07,0.00011626,6.54e-06,0.0003357,0.00193873
INS,repeats,4,0,5.63e-06,7.4e-07,0.00159658,0.0006345,0.00013258,0.00170248,0.00318627,1.193e-05,0.00047611,0.00516827
INS,repeats,4,1,0.00113033,0.00060683,0.00465072,0.00088564,1.761e-05,0.00067334,0.00503506,0.00103716,0.00193468,0.00197257
INS,repeats,4,2,5e-08,2.76e-05,0.00028395,0.00015481,0.00016035,0.00043808,0.00025481,1.484e-05,8.513e-05,8.88e-05
INS,repeats,4,3,0.00024042,5.628e-05,5.295e-05,7.93e-06,2.51e-06,0.00038586,9.11e-06,3.86e-06,0.00011056,0.00080563
INS,repeats,4,4,0.00016274,0.00037012,0.00032551,0.00013751,1.4e-07,4.61e-06,3.543e-05,0.00015174,0.00026824,0.00138409
INS,repeats,4,5+,0.00219227,0.00076531,0.00270721,0.00125152,1.221e-05,4.555e-05,0.00094075,4.89e-06,0.00049122,0.00017865
INS,repeats,5+,0,0,3e-08,0.00446751,1.138e-05,4.635e-05,0.00878599,0.00385046,3.09e-06,4.048e-05,0.00268448
INS,repeats,5+,1,4.771e-05,0.00172365,0.00211097,0.01114464,0.00025984,0.0057665,0.01223961,0.0014239,0.00227759,0.02455175
INS,repeats,5+,2,4.75e-06,0.00022266,0.00044922,3.212e-05,5.48e-06,0.00135009,0.00032722,1.342e-05,7.919e-05,0.00054302
INS,repeats,5+,3,9e-05,0.00020883,0.00055017,6.437e-05,7.108e-05,5.921e-05,6.985e-05,0.00015508,7.066e-05,0.00011323
INS,repeats,5+,4,3.33e-06,0.00018359,0.00039488,2.496e-05,7.3e-06,1.888e-05,6.212e-05,0.00017263,3.14e-05,2.64e-05
INS,repeats,5+,5+,5.525e-05,0.00018342,0.0008084,0.00040691,5.413e-05,1.95e-06,0.00036416,2.37e-06,5.582e-05,1.18e-06
DEL,MH,2,1,1.397e-05,3.81e-05,0.02025033,0.00031061,0.00970067,7.409e-05,0.01492929,0.00023252,0.20141046,0.00582967
DEL,MH,3,1,0,1.79e-06,0.00802949,0.01212443,0.00186515,0.00090651,0.01423647,0.00091941,0.00598741,0.00141357
DEL,MH,3,2,0.00254591,0.00130212,0.01176209,0.00339445,0.00067128,0.00397621,0.00343754,0.00030481,0.04214509,0.00395963
DEL,MH,4,1,2.677e-05,4.293e-05,0.00908129,0.00551485,0.00023051,0.002612,0.00517408,0.00176509,0.01172533,0.00017169
DEL,MH,4,2,0.00048482,2.65e-05,0.00540011,0.00083195,0.00032891,0.00962971,0.00199789,0.00151046,0.03033934,0.00117222
DEL,MH,4,3,0.00053301,2.35e-06,0.00181917,0.00010375,2.92e-06,0.00499533,0.00034513,0.00144735,0.04675682,0.00244338
DEL,MH,5+,1,0.00047931,0,0.00056491,0.34460143,8.3e-05,0.06697022,0.00217448,2.26e-06,0.00026781,0.00159063
DEL,MH,5+,2,1e-08,2e-08,0.00086556,0.11645207,0.00122317,0.27060413,0.00291268,2e-08,3.2e-06,0.00147673
DEL,MH,5+,3,0,1e-08,0.00292844,0.02160036,0.00060013,0.24372397,0.00104331,1.518e-05,0.00025053,6.981e-05
DEL,MH,5+,4,0.00037259,0,0.00044389,0.00011524,0.00110726,0.13859313,7.34e-06,1.56e-06,0.00335756,3.06e-05
DEL,MH,5+,5+,0.00238652,0.00030155,0.00087483,0.00080073,0,0.11229617,0.0040708,5.39e-06,0.00058679,0.00049964
