MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Ins:T:5	0.00128966	0.94036787	0.14907090	0.00195177	0.00309732	0.00449627	0.00480991	0.00852777	0.00712596	0.01947592	0.06969450	0.12298659
2:Del:R:0	0.00001928	0.00007213	0.00030447	0.03261457	0.00744041	0.00658634	0.00067172	0.01121054	0.02701774	0.06925301	0.00008434	0.00170430
2:Del:R:1	0.00162305	0.00002837	0.01099220	0.02185271	0.00639409	0.00843133	0.00081034	0.00046459	0.00730937	0.21916159	0.00165671	0.01036509
2:Del:R:2	0.00129192	0.00005202	0.00454721	0.00066587	0.00002559	0.01385901	0.00156655	0.00005830	0.00231015	0.04835289	0.00107227	0.00497482
2:Del:R:3	0.00059179	0.00025361	0.00191992	0.00000000	0.00000000	0.00709651	0.00020061	0.00000000	0.00000000	0.00889866	0.00014275	0.00068951
2:Del:R:4	0.00050671	0.00000344	0.00336220	0.00084299	0.00005564	0.00305133	0.00019462	0.00021864	0.00016423	0.00307372	0.00016837	0.00025554
2:Del:R:5	0.00000000	0.00000000	0.00000000	0.01650603	0.00031398	0.00063131	0.00000000	0.00000000	0.03847192	0.00082687	0.00450816	0.00012761
3:Del:R:0	0.00000081	0.00002295	0.00004298	0.02501768	0.01256515	0.00107597	0.00069512	0.00161800	0.00984613	0.00453421	0.00056218	0.00107985
3:Del:R:1	0.00308942	0.00265161	0.02167803	0.00176017	0.00005022	0.00000790	0.00474903	0.00121741	0.00134493	0.09624711	0.00277966	0.00796478
3:Del:R:2	0.00173951	0.00016381	0.00696071	0.00013838	0.00033875	0.00000862	0.00037986	0.00046050	0.00032618	0.01784203	0.00066704	0.00233544
3:Del:R:3	0.00034510	0.00023070	0.00097557	0.00094535	0.00017932	0.00001988	0.00000076	0.00003678	0.00011004	0.00424192	0.00028363	0.00055287
3:Del:R:4	0.00000000	0.00000001	0.00000000	0.00711742	0.00001061	0.00017920	0.00000007	0.00000000	0.00680036	0.00034126	0.00112437	0.00003920
3:Del:R:5	0.00000000	0.00000002	0.00000000	0.00997457	0.00011567	0.00013823	0.00000875	0.00000000	0.00957712	0.00011243	0.00119908	0.00001353
4:Del:R:0	0.00000091	0.00000765	0.00001774	0.01516814	0.00795632	0.00038784	0.00142195	0.00136960	0.00632156	0.00790806	0.00010311	0.00016484
4:Del:R:1	0.00097015	0.00013887	0.00886617	0.00021623	0.00017244	0.00005176	0.00241564	0.00174551	0.00014354	0.06244326	0.00081894	0.00238702
4:Del:R:2	0.00037519	0.00000000	0.00119695	0.00000271	0.00000640	0.00000097	0.00050666	0.00023588	0.00000229	0.01111164	0.00004801	0.00082011
4:Del:R:3	0.00000007	0.00000000	0.00000451	0.00582650	0.00000882	0.00000877	0.00014813	0.00000025	0.00191480	0.00365492	0.00012421	0.00014260
4:Del:R:4	0.00000000	0.00000001	0.00000000	0.00437133	0.00013958	0.00007639	0.00000301	0.00000000	0.00650508	0.00073364	0.00088013	0.00002575
4:Del:R:5	0.00012551	0.00000165	0.00080300	0.00296219	0.00001791	0.00000000	0.00000000	0.00000661	0.00087031	0.00017686	0.00011213	0.00001310
5:Del:R:0	0.00000009	0.00000000	0.00000005	0.00918743	0.31151034	0.00231022	0.00551601	0.00006032	0.01927559	0.00228736	0.00019237	0.00154498
5:Del:R:1	0.00241368	0.00000181	0.00614870	0.00000213	0.00000066	0.00000000	0.00804492	0.00001347	0.00081432	0.00909022	0.00044090	0.00063603
5:Del:R:2	0.00027095	0.00002836	0.00119573	0.00066855	0.00048215	0.00000219	0.00047518	0.00004862	0.00008401	0.00283153	0.00009392	0.00017887
5:Del:R:3	0.00006607	0.00000779	0.00047176	0.00033207	0.00000000	0.00001677	0.00010499	0.00000188	0.00015286	0.00137171	0.00007087	0.00019571
5:Del:R:4	0.00006911	0.00001055	0.00011812	0.00006304	0.00007535	0.00003487	0.00006928	0.00000266	0.00012821	0.00000321	0.00001185	0.00000178
5:Del:R:5	0.00000326	0.00000824	0.00015482	0.00101875	0.00001594	0.00000087	0.00003144	0.00005522	0.00029907	0.00038184	0.00006228	0.00010552
2:Ins:R:0	0.00012566	0.00023759	0.00206675	0.00753847	0.00188779	0.00304639	0.00207020	0.00022379	0.01029121	0.00119411	0.00130642	0.02443878
2:Ins:R:1	0.00012673	0.00000000	0.00054872	0.02880998	0.00174830	0.00311184	0.00000000	0.00125710	0.00846653	0.00022772	0.00006073	0.00004262
2:Ins:R:2	0.00042663	0.00000500	0.00540132	0.01121713	0.00021206	0.00120581	0.00054883	0.00018148	0.00228326	0.00051343	0.00030257	0.00094508
2:Ins:R:3	0.00024274	0.00044045	0.00138462	0.00158740	0.00007049	0.00139796	0.00049660	0.00024248	0.00060507	0.00015006	0.00047622	0.00140969
2:Ins:R:4	0.00121066	0.00202821	0.01046155	0.00002975	0.00001865	0.00013089	0.00004184	0.00003904	0.00022366	0.00040948	0.00175441	0.00286573
2:Ins:R:5	0.00508865	0.00992333	0.08403241	0.00028550	0.00047547	0.00000000	0.00017708	0.00007614	0.00455658	0.00426562	0.01321718	0.00414689
3:Ins:R:0	0.00002819	0.00000190	0.00020796	0.00573477	0.00065139	0.00039457	0.00088812	0.00001347	0.00157154	0.00029022	0.00027621	0.00734596
3:Ins:R:1	0.00077128	0.00011642	0.00368102	0.00825453	0.00054576	0.00010338	0.00007827	0.00072909	0.00553210	0.00052245	0.00059240	0.00288896
3:Ins:R:2	0.00017063	0.00000195	0.00079604	0.00159966	0.00010752	0.00003159	0.00082651	0.00007265	0.00075947	0.00085922	0.00004537	0.00011878
3:Ins:R:3	0.00001325	0.00013901	0.00012251	0.00001426	0.00001376	0.00000386	0.00030977	0.00000000	0.00001187	0.00001677	0.00015367	0.00056861
3:Ins:R:4	0.00007440	0.00007737	0.00040205	0.00003992	0.00005642	0.00003112	0.00021534	0.00000497	0.00002104	0.00016787	0.00011940	0.00050551
3:Ins:R:5	0.00144051	0.00096352	0.00519335	0.00000445	0.00000051	0.00000049	0.00000024	0.00003293	0.00019736	0.00007957	0.00078765	0.00231951
4:Ins:R:0	0.00000265	0.00000007	0.00007661	0.00342893	0.00061395	0.00000105	0.00150969	0.00006523	0.00184963	0.00020952	0.00030427	0.00667055
4:Ins:R:1	0.00077627	0.00041016	0.00546645	0.00498571	0.00086352	0.00000337	0.00041011	0.00106223	0.00384503	0.00143393	0.00118105	0.00096082
4:Ins:R:2	0.00000805	0.00004961	0.00011955	0.00064336	0.00005570	0.00001533	0.00049022	0.00002305	0.00021698	0.00024559	0.00007365	0.00003386
4:Ins:R:3	0.00013409	0.00006369	0.00045178	0.00001146	0.00000054	0.00005841	0.00033961	0.00012789	0.00000246	0.00009916	0.00009951	0.00062439
4:Ins:R:4	0.00010450	0.00014137	0.00167850	0.00001273	0.00011193	0.00000012	0.00006577	0.00003688	0.00007474	0.00038408	0.00028742	0.00189696
4:Ins:R:5	0.00152821	0.00048226	0.00722941	0.00122189	0.00060368	0.00001337	0.00015174	0.00000111	0.00025102	0.00044370	0.00086237	0.00051362
5:Ins:R:0	0.00000000	0.00000004	0.00011644	0.00351432	0.00006256	0.00036436	0.00884337	0.00000953	0.00759003	0.00018101	0.00103462	0.00367416
5:Ins:R:1	0.00001210	0.00114156	0.00263313	0.00393159	0.01031198	0.00008158	0.00625773	0.00132691	0.01271509	0.00399663	0.00334812	0.03451390
5:Ins:R:2	0.00000112	0.00013674	0.00052118	0.00041667	0.00001769	0.00006734	0.00119871	0.00009312	0.00007323	0.00019884	0.00091991	0.00088969
5:Ins:R:3	0.00002838	0.00020429	0.00063523	0.00031845	0.00001942	0.00001754	0.00000160	0.00005302	0.00002919	0.00003986	0.00009114	0.00003677
5:Ins:R:4	0.00000032	0.00021756	0.00029054	0.00023520	0.00001899	0.00000312	0.00000859	0.00000641	0.00005909	0.00008908	0.00018647	0.00042671
5:Ins:R:5	0.00002306	0.00001973	0.00094419	0.00088912	0.00028075	0.00003728	0.00004306	0.00005209	0.00009218	0.00013989	0.00022826	0.00030268
2:Del:M:1	0.00001309	0.00003826	0.00008555	0.02970556	0.00020117	0.00684487	0.00000594	0.00057492	0.01399289	0.19703601	0.00018435	0.00509727
3:Del:M:1	0.00000000	0.00000828	0.00006914	0.01557010	0.01198084	0.00074064	0.00043250	0.00254778	0.00844290	0.00712046	0.00013402	0.00112023
3:Del:M:2	0.00155824	0.00050871	0.01099978	0.01041445	0.00259279	0.00016296	0.00419506	0.00043129	0.00233293	0.05516518	0.00185485	0.00471870
4:Del:M:1	0.00007257	0.00000141	0.00022703	0.01309890	0.00642322	0.00000656	0.00242529	0.00208089	0.00330872	0.01093075	0.00000899	0.00024527
4:Del:M:2	0.00027329	0.00000163	0.00141279	0.00857038	0.00027493	0.00003809	0.00911790	0.00207007	0.00063884	0.03036889	0.00010501	0.00159130
4:Del:M:3	0.00042273	0.00000239	0.00158199	0.00210575	0.00018552	0.00000861	0.00521145	0.00069853	0.00068558	0.03637478	0.00044708	0.00343266
5:Del:M:1	0.00040977	0.00000000	0.00000710	0.00003263	0.37471563	0.00001713	0.05577071	0.00000971	0.00027616	0.00001931	0.00000001	0.00019417
5:Del:M:2	0.00000001	0.00000003	0.00000005	0.00998215	0.10463985	0.00179547	0.30407778	0.00000241	0.00036625	0.00000010	0.00000564	0.00098453
5:Del:M:3	0.00000000	0.00000003	0.00000001	0.00254256	0.02409651	0.00091797	0.23678889	0.00000009	0.00112240	0.00009379	0.00000012	0.00013694
5:Del:M:4	0.00029586	0.00000000	0.00071620	0.00024755	0.00143904	0.00036727	0.13362842	0.00002017	0.00000000	0.00294718	0.00002104	0.00005458
5:Del:M:5	0.00119746	0.00013888	0.00930629	0.00000000	0.00017599	0.00000000	0.10723812	0.00000668	0.00351982	0.00022978	0.00056003	0.00022395
