prog,down_samp_thres,seed,ex.sig,gt.sig,sim
mSigHdp,1k,1076753,hdp.13,ID10,0.987
mSigHdp,1k,1076753,hdp.8,ID11,0.999
mSigHdp,1k,1076753,hdp.14,ID12,0.993
mSigHdp,1k,1076753,hdp.6,ID13,0.999
mSigHdp,1k,1076753,hdp.10,ID14,0.916
mSigHdp,3k,145879,hdp.1,ID2,0.997
mSigHdp,3k,145879,hdp.2,ID5,0.998
mSigHdp,3k,145879,hdp.3,ID8,0.999
mSigHdp,3k,145879,hdp.4,ID3,0.998
mSigHdp,3k,145879,hdp.5,ID6,1
mSigHdp,3k,145879,hdp.6,ID11,0.999
mSigHdp,3k,145879,hdp.7,ID14,0.914
mSigHdp,3k,145879,hdp.8,ID1,1
mSigHdp,3k,145879,hdp.9,ID13,0.999
mSigHdp,3k,145879,hdp.10,ID9,0.998
mSigHdp,3k,145879,hdp.11,ID4,0.998
mSigHdp,3k,145879,hdp.12,ID10,0.988
mSigHdp,3k,145879,hdp.13,ID12,0.993
mSigHdp,3k,200437,hdp.6,ID1,1
mSigHdp,3k,200437,hdp.1,ID2,0.997
mSigHdp,3k,200437,hdp.2,ID3,0.998
mSigHdp,3k,200437,hdp.10,ID4,0.998
mSigHdp,3k,200437,hdp.3,ID5,0.972
mSigHdp,3k,200437,hdp.4,ID6,1
mSigHdp,3k,200437,hdp.5,ID8,0.976
mSigHdp,3k,200437,hdp.8,ID9,0.998
mSigHdp,3k,200437,hdp.14,ID10,0.987
mSigHdp,3k,200437,hdp.11,ID11,0.999
mSigHdp,3k,200437,hdp.13,ID12,0.993
mSigHdp,3k,200437,hdp.7,ID13,0.999
mSigHdp,3k,200437,hdp.12,ID14,0.915
mSigHdp,3k,310111,hdp.6,ID1,1
mSigHdp,3k,310111,hdp.1,ID2,0.997
mSigHdp,3k,310111,hdp.3,ID3,0.998
mSigHdp,3k,310111,hdp.7,ID4,0.998
mSigHdp,3k,310111,hdp.4,ID5,0.996
mSigHdp,3k,310111,hdp.5,ID6,1
mSigHdp,3k,310111,hdp.2,ID8,0.999
mSigHdp,3k,310111,hdp.9,ID9,0.998
mSigHdp,3k,310111,hdp.14,ID10,0.987
mSigHdp,3k,310111,hdp.11,ID11,0.999
mSigHdp,3k,310111,hdp.13,ID12,0.993
mSigHdp,3k,310111,hdp.10,ID13,0.999
mSigHdp,3k,310111,hdp.12,ID14,0.912
mSigHdp,3k,528401,hdp.5,ID1,1
mSigHdp,3k,528401,hdp.1,ID2,0.998
mSigHdp,3k,528401,hdp.7,ID3,0.983
mSigHdp,3k,528401,hdp.10,ID4,0.998
mSigHdp,3k,528401,hdp.2,ID5,0.972
mSigHdp,3k,528401,hdp.3,ID6,1
mSigHdp,3k,528401,hdp.4,ID8,0.975
mSigHdp,3k,528401,hdp.9,ID9,0.998
mSigHdp,3k,528401,hdp.14,ID10,0.987
mSigHdp,3k,528401,hdp.12,ID11,0.999
mSigHdp,3k,528401,hdp.13,ID12,0.993
mSigHdp,3k,528401,hdp.11,ID13,0.999
mSigHdp,3k,528401,hdp.8,ID14,0.914
mSigHdp,3k,1076753,hdp.6,ID1,1
mSigHdp,3k,1076753,hdp.1,ID2,0.997
mSigHdp,3k,1076753,hdp.2,ID3,0.997
mSigHdp,3k,1076753,hdp.10,ID4,0.998
mSigHdp,3k,1076753,hdp.15,ID5,0.975
mSigHdp,3k,1076753,hdp.4,ID6,1
mSigHdp,3k,1076753,hdp.5,ID8,0.976
mSigHdp,3k,1076753,hdp.11,ID9,0.998
mSigHdp,3k,1076753,hdp.13,ID10,0.988
mSigHdp,3k,1076753,hdp.9,ID11,0.999
mSigHdp,3k,1076753,hdp.14,ID12,0.993
mSigHdp,3k,1076753,hdp.7,ID13,0.999
mSigHdp,3k,1076753,hdp.8,ID14,0.913
mSigHdp,5k,145879,hdp.5,ID1,1
mSigHdp,5k,145879,hdp.1,ID2,0.997
mSigHdp,5k,145879,hdp.3,ID3,0.998
mSigHdp,5k,145879,hdp.10,ID4,0.998
mSigHdp,5k,145879,hdp.4,ID5,0.974
mSigHdp,5k,145879,hdp.6,ID6,1
mSigHdp,5k,145879,hdp.2,ID8,0.999
mSigHdp,5k,145879,hdp.9,ID9,0.998
mSigHdp,5k,145879,hdp.14,ID10,0.987
mSigHdp,5k,145879,hdp.8,ID11,0.999
mSigHdp,5k,145879,hdp.13,ID12,0.993
mSigHdp,5k,145879,hdp.7,ID13,0.999
mSigHdp,5k,145879,hdp.11,ID14,0.917
mSigHdp,5k,200437,hdp.6,ID1,1
mSigHdp,5k,200437,hdp.1,ID2,0.997
mSigHdp,5k,200437,hdp.3,ID3,0.998
mSigHdp,5k,200437,hdp.11,ID4,0.998
mSigHdp,5k,200437,hdp.5,ID5,0.973
mSigHdp,5k,200437,hdp.4,ID6,1
mSigHdp,5k,200437,hdp.2,ID8,0.999
mSigHdp,5k,200437,hdp.7,ID9,0.998
mSigHdp,5k,200437,hdp.12,ID10,0.987
mSigHdp,5k,200437,hdp.9,ID11,0.999
mSigHdp,5k,200437,hdp.13,ID12,0.993
mSigHdp,5k,200437,hdp.8,ID13,0.999
mSigHdp,5k,200437,hdp.10,ID14,0.914
mSigHdp,5k,310111,hdp.8,ID1,1
mSigHdp,5k,310111,hdp.1,ID2,0.998
mSigHdp,5k,310111,hdp.2,ID3,0.998
mSigHdp,5k,310111,hdp.11,ID4,0.998
mSigHdp,5k,310111,hdp.3,ID5,0.973
mSigHdp,5k,310111,hdp.4,ID6,1
mSigHdp,5k,310111,hdp.5,ID8,0.974
mSigHdp,5k,310111,hdp.10,ID9,0.998
mSigHdp,5k,310111,hdp.14,ID10,0.987
mSigHdp,5k,310111,hdp.6,ID11,0.999
mSigHdp,5k,310111,hdp.13,ID12,0.993
mSigHdp,5k,310111,hdp.7,ID13,0.999
mSigHdp,5k,310111,hdp.12,ID14,0.916
mSigHdp,5k,528401,hdp.7,ID1,1
mSigHdp,5k,528401,hdp.1,ID2,0.998
mSigHdp,5k,528401,hdp.4,ID3,0.998
mSigHdp,5k,528401,hdp.11,ID4,0.998
mSigHdp,5k,528401,hdp.6,ID5,0.972
mSigHdp,5k,528401,hdp.5,ID6,1
mSigHdp,5k,528401,hdp.2,ID8,0.999
mSigHdp,5k,528401,hdp.12,ID9,0.998
mSigHdp,5k,528401,hdp.14,ID10,0.987
mSigHdp,5k,528401,hdp.10,ID11,0.999
mSigHdp,5k,528401,hdp.13,ID12,0.993
mSigHdp,5k,528401,hdp.8,ID13,0.999
mSigHdp,5k,528401,hdp.9,ID14,0.916
mSigHdp,5k,1076753,hdp.6,ID1,1
mSigHdp,5k,1076753,hdp.1,ID2,0.998
mSigHdp,5k,1076753,hdp.5,ID3,0.974
mSigHdp,5k,1076753,hdp.7,ID4,0.998
mSigHdp,5k,1076753,hdp.3,ID5,0.975
mSigHdp,5k,1076753,hdp.4,ID6,1
mSigHdp,5k,1076753,hdp.2,ID8,0.999
mSigHdp,5k,1076753,hdp.11,ID9,0.997
mSigHdp,5k,1076753,hdp.14,ID10,0.987
mSigHdp,5k,1076753,hdp.9,ID11,0.999
mSigHdp,5k,1076753,hdp.13,ID12,0.993
mSigHdp,5k,1076753,hdp.10,ID13,0.999
mSigHdp,5k,1076753,hdp.12,ID14,0.915
mSigHdp,10k,145879,hdp.7,ID1,1
mSigHdp,10k,145879,hdp.1,ID2,0.998
mSigHdp,10k,145879,hdp.3,ID3,0.998
mSigHdp,10k,145879,hdp.11,ID4,0.997
mSigHdp,10k,145879,hdp.4,ID5,0.978
mSigHdp,10k,145879,hdp.5,ID6,1
mSigHdp,10k,145879,hdp.2,ID8,0.999
mSigHdp,10k,145879,hdp.13,ID9,0.998
mSigHdp,10k,145879,hdp.15,ID10,0.987
mSigHdp,10k,145879,hdp.10,ID11,0.999
mSigHdp,10k,145879,hdp.14,ID12,0.993
mSigHdp,10k,145879,hdp.9,ID13,0.999
mSigHdp,10k,145879,hdp.12,ID14,0.913
mSigHdp,10k,200437,hdp.7,ID1,1
mSigHdp,10k,200437,hdp.1,ID2,0.998
mSigHdp,10k,200437,hdp.6,ID3,0.977
mSigHdp,10k,200437,hdp.10,ID4,0.998
mSigHdp,10k,200437,hdp.2,ID5,0.977
mSigHdp,10k,200437,hdp.11,ID6,1
mSigHdp,10k,200437,hdp.3,ID8,0.999
mSigHdp,10k,200437,hdp.9,ID9,0.997
mSigHdp,10k,200437,hdp.15,ID10,0.987
mSigHdp,10k,200437,hdp.13,ID11,0.999
mSigHdp,10k,200437,hdp.14,ID12,0.993
mSigHdp,10k,200437,hdp.8,ID13,0.999
mSigHdp,10k,200437,hdp.5,ID14,0.914
mSigHdp,10k,310111,hdp.4,ID1,1
mSigHdp,10k,310111,hdp.1,ID2,0.998
mSigHdp,10k,310111,hdp.2,ID3,0.999
mSigHdp,10k,310111,hdp.6,ID4,0.998
mSigHdp,10k,310111,hdp.16,ID5,0.975
mSigHdp,10k,310111,hdp.7,ID6,1
mSigHdp,10k,310111,hdp.3,ID8,0.999
mSigHdp,10k,310111,hdp.8,ID9,0.998
mSigHdp,10k,310111,hdp.12,ID10,0.987
mSigHdp,10k,310111,hdp.9,ID11,0.999
mSigHdp,10k,310111,hdp.11,ID12,0.993
mSigHdp,10k,310111,hdp.10,ID13,0.999
mSigHdp,10k,310111,hdp.5,ID14,0.913
mSigHdp,10k,528401,hdp.7,ID1,1
mSigHdp,10k,528401,hdp.2,ID2,0.998
mSigHdp,10k,528401,hdp.3,ID3,0.998
mSigHdp,10k,528401,hdp.9,ID4,0.998
mSigHdp,10k,528401,hdp.1,ID5,0.998
mSigHdp,10k,528401,hdp.5,ID6,1
mSigHdp,10k,528401,hdp.4,ID8,0.999
mSigHdp,10k,528401,hdp.10,ID9,0.998
mSigHdp,10k,528401,hdp.14,ID10,0.987
mSigHdp,10k,528401,hdp.11,ID11,0.999
mSigHdp,10k,528401,hdp.13,ID12,0.993
mSigHdp,10k,528401,hdp.12,ID13,0.999
mSigHdp,10k,528401,hdp.8,ID14,0.914
mSigHdp,10k,1076753,hdp.8,ID1,1
mSigHdp,10k,1076753,hdp.2,ID2,0.998
mSigHdp,10k,1076753,hdp.3,ID3,0.998
mSigHdp,10k,1076753,hdp.11,ID4,0.997
mSigHdp,10k,1076753,hdp.1,ID5,0.999
mSigHdp,10k,1076753,hdp.5,ID6,0.999
mSigHdp,10k,1076753,hdp.4,ID8,0.999
mSigHdp,10k,1076753,hdp.9,ID9,0.998
mSigHdp,10k,1076753,hdp.13,ID10,0.987
mSigHdp,10k,1076753,hdp.10,ID11,0.999
mSigHdp,10k,1076753,hdp.14,ID12,0.993
mSigHdp,10k,1076753,hdp.12,ID13,0.999
mSigHdp,10k,1076753,hdp.7,ID14,0.912
mSigHdp,non_hyper,145879,hdp.5,ID1,1
mSigHdp,non_hyper,145879,hdp.3,ID2,0.999
mSigHdp,non_hyper,145879,hdp.4,ID3,0.973
mSigHdp,non_hyper,145879,hdp.8,ID4,0.998
mSigHdp,non_hyper,145879,hdp.13,ID5,0.924
mSigHdp,non_hyper,145879,hdp.2,ID6,0.999
mSigHdp,non_hyper,145879,hdp.1,ID8,0.975
mSigHdp,non_hyper,145879,hdp.6,ID9,0.998
mSigHdp,non_hyper,145879,hdp.15,ID10,0.987
mSigHdp,non_hyper,145879,hdp.7,ID11,0.999
mSigHdp,non_hyper,145879,hdp.14,ID12,0.993
mSigHdp,non_hyper,145879,hdp.12,ID13,0.999
mSigHdp,non_hyper,145879,hdp.11,ID14,0.917
mSigHdp,non_hyper,200437,hdp.5,ID1,1
mSigHdp,non_hyper,200437,hdp.2,ID2,0.999
mSigHdp,non_hyper,200437,hdp.15,ID3,0.981
mSigHdp,non_hyper,200437,hdp.10,ID4,0.998
mSigHdp,non_hyper,200437,hdp.4,ID5,0.966
mSigHdp,non_hyper,200437,hdp.1,ID6,0.999
mSigHdp,non_hyper,200437,hdp.3,ID8,0.976
mSigHdp,non_hyper,200437,hdp.6,ID9,0.998
mSigHdp,non_hyper,200437,hdp.14,ID10,0.987
mSigHdp,non_hyper,200437,hdp.7,ID11,0.999
mSigHdp,non_hyper,200437,hdp.13,ID12,0.993
mSigHdp,non_hyper,200437,hdp.9,ID13,0.999
mSigHdp,non_hyper,200437,hdp.12,ID14,0.919
mSigHdp,non_hyper,310111,hdp.4,ID1,1
mSigHdp,non_hyper,310111,hdp.2,ID2,0.999
mSigHdp,non_hyper,310111,hdp.6,ID3,0.961
mSigHdp,non_hyper,310111,hdp.8,ID4,0.997
mSigHdp,non_hyper,310111,hdp.12,ID5,0.925
mSigHdp,non_hyper,310111,hdp.1,ID6,1
mSigHdp,non_hyper,310111,hdp.3,ID8,0.978
mSigHdp,non_hyper,310111,hdp.11,ID9,0.998
mSigHdp,non_hyper,310111,hdp.15,ID10,0.987
mSigHdp,non_hyper,310111,hdp.7,ID11,0.999
mSigHdp,non_hyper,310111,hdp.14,ID12,0.993
mSigHdp,non_hyper,310111,hdp.9,ID13,0.999
mSigHdp,non_hyper,310111,hdp.10,ID14,0.916
mSigHdp,non_hyper,528401,hdp.4,ID1,1
mSigHdp,non_hyper,528401,hdp.3,ID2,0.999
mSigHdp,non_hyper,528401,hdp.15,ID3,0.978
mSigHdp,non_hyper,528401,hdp.11,ID4,0.998
mSigHdp,non_hyper,528401,hdp.14,ID5,0.953
mSigHdp,non_hyper,528401,hdp.1,ID6,0.998
mSigHdp,non_hyper,528401,hdp.2,ID8,0.974
mSigHdp,non_hyper,528401,hdp.7,ID9,0.998
mSigHdp,non_hyper,528401,hdp.13,ID10,0.987
mSigHdp,non_hyper,528401,hdp.9,ID11,0.999
mSigHdp,non_hyper,528401,hdp.12,ID12,0.994
mSigHdp,non_hyper,528401,hdp.8,ID13,0.999
mSigHdp,non_hyper,528401,hdp.5,ID14,0.921
mSigHdp,non_hyper,1076753,hdp.6,ID1,1
mSigHdp,non_hyper,1076753,hdp.2,ID2,0.999
mSigHdp,non_hyper,1076753,hdp.15,ID3,0.967
mSigHdp,non_hyper,1076753,hdp.8,ID4,0.998
mSigHdp,non_hyper,1076753,hdp.14,ID5,0.96
mSigHdp,non_hyper,1076753,hdp.4,ID6,0.995
mSigHdp,non_hyper,1076753,hdp.1,ID8,0.976
mSigHdp,non_hyper,1076753,hdp.3,ID9,0.998
mSigHdp,non_hyper,1076753,hdp.13,ID10,0.987
mSigHdp,non_hyper,1076753,hdp.5,ID11,0.999
mSigHdp,non_hyper,1076753,hdp.12,ID12,0.993
mSigHdp,non_hyper,1076753,hdp.11,ID13,0.999
mSigHdp,non_hyper,1076753,hdp.7,ID14,0.918
