Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12,signeR.13
INS,C,1,2,5.43778590884888e-06,1.6614464109642e-05,2.26871171054196e-05,6.51430797082632e-06,0.0057893294328079,2.74637409527567e-05,0.00029484766942155,3.5805623760413e-05,0.00352335658989359,7.61825562772862e-05,5.07480371679158e-05,0.000561673987291438,9.64853009305787e-05
INS,C,1,3,0.000851167255861316,6.95307187556892e-05,0.000559799681850034,0.000332478324106639,0.00107959869877199,0.000435794393419091,8.6045154553262e-06,0.000890387939117191,0.0079159878940026,0.00261431526910689,2.94704891535865e-05,0.000867341531676654,0.000530120966724098
INS,C,1,4,0.00162965140134078,0.000642338576797936,0.00348030422381477,0.000847374084129197,1.99489460835113e-05,0.00323782192125617,2.69524586402865e-05,0.00513506531742689,0.00789111260808953,0.0163074090088718,7.14377670600761e-05,0.000941606524002982,6.72399759057257e-05
INS,C,1,5+,0.0213079115929734,0.00177552088788115,0.0105152908977652,0.0109325027620922,6.11439902727985e-06,0.0153306731005227,1.36876862680276e-05,0.00508221670023916,0.00864860189639124,0.0562470981672615,4.24860615932415e-05,0.00235650785125572,0.000636981826455845
INS,T,1,0,0.00213707989557959,0.000483805702779175,0.00150446324174418,0.000771530793568526,0.00994962291303261,0.0017113167624343,0.0055484211688682,0.00131006478011602,0.0162088606111058,0.00699793079232872,0.0135512863795962,0.0358305829058191,0.00666268698796536
INS,T,1,1,4.73452474643465e-06,3.97717835191097e-06,3.27148495701101e-06,1.04053411815871e-05,0.0182880817856521,4.51638912541684e-06,0.000954573064048183,1.07875742095652e-05,0.0570306028210857,2.74009026701992e-05,0.00731973005130576,0.00286984471318121,0.00020741714407265
INS,T,1,2,1.035138466564e-05,6.18162154606954e-05,0.000708374242713651,0.000332952863533285,0.0284093786892844,0.000934615306173301,1.30438121891113e-05,0.000146454563461923,0.0516050387300378,0.0038487466049141,3.95406049522844e-05,0.00157572762620649,8.02969130905893e-05
INS,T,1,3,0.00377093248418489,0.000694815583386347,0.000845564710809735,0.00204510151516583,0.021061446507417,0.00348133126442993,1.93716005816179e-05,0.0014579827062677,0.0292718837522656,0.00137487480257336,5.36164845677546e-05,0.000359106017847009,0.000261169537834999
INS,T,1,4,0.0140790728696405,0.0021008128366727,0.00446312354287641,0.0047482730430603,0.012710719783558,0.00893521928876262,6.05178448629685e-05,0.00535213281413594,0.00796910745385767,0.0184912489038732,0.0028573419327415,0.00639621106385454,0.000544435089139606
INS,T,1,5+,0.905126945074947,0.00277497685662084,0.00323644617967667,0.0897039598067899,1.60105861385437e-05,0.291590117542673,5.54401959510978e-05,0.353949386607736,0.000407607412418088,0.000311691897375357,5.70919247994434e-05,0.17729684020022,0.00139753780877466
DEL,repeats,2,0,0.000654399009498633,2.97449082088692e-05,3.14681682715767e-05,0.000152931344168229,0.0260634277377409,0.000530550196143435,0.00228499986985821,0.000355575934617071,0.0088503746019619,0.000306022918960547,0.0150378412152233,0.000441720117525133,0.0906666449303901
DEL,repeats,2,1,0.000860152357142601,0.00162769346799627,0.00305252275747282,0.00105411243663697,0.0210691510453374,0.00272882635684981,0.00325665872112627,0.00726952796524543,0.0119961763542295,0.0195886780053474,0.00211294677682539,0.00589411322994756,0.190298632140224
DEL,repeats,2,2,0.000670179250000955,0.00124193234438793,0.0025567189536885,0.000967574789614446,0.00361740588578559,0.00190942725328216,0.00106688630040335,0.000217687136759128,0.0125562266333484,0.00696270701749826,4.28183834061928e-05,0.00194786849762432,0.0460450504912648
DEL,repeats,2,3,0.000247031426090539,0.000349272992718021,0.000912679713807084,0.00059420466548176,1.85933621627365e-05,0.000926018841590247,0.0002284799252998,0.000501642077103502,0.00666347056167289,0.00328310937466779,5.20591052380039e-05,0.000162724215514355,0.0121223993854519
DEL,repeats,2,4,0.000104779422706866,0.000348737267993083,0.000976410955015522,0.000407658171589543,0.000536291422039869,0.000779343976397037,0.000126339328040927,0.000677390258558241,0.0031072230429225,0.00310875892340885,0.000108314928323703,0.000276556163812025,0.00334681874288939
DEL,repeats,2,5+,1.94133879075566e-06,2.37917269722111e-06,2.27863751901121e-06,3.12880319528731e-06,0.0198632830240896,3.9486533951651e-06,1.16390073461113e-05,6.1989830380312e-06,4.11989743061651e-05,1.40347802994904e-05,2.98258196335531e-05,4.2362901020215e-05,0.0010608117607124
DEL,repeats,3,0,5.69622930354375e-05,2.32137538886647e-05,1.35052237991808e-05,6.46555978948479e-06,0.0172289795693044,2.96156451553606e-05,0.00485418542963108,3.31818675634194e-05,0.00156902568017048,7.90991079984039e-05,0.00269841686791635,0.0015489780621893,0.00508079439760332
DEL,repeats,3,1,0.00453388887917524,0.000598503955974756,0.00631406486617434,0.00690341667242184,0.00413516321950688,0.00574070737132365,0.00292782182275612,0.00603083867699409,5.10872314287601e-05,0.0134875136617347,0.00216682453316705,0.00479700322037973,0.102094554463086
DEL,repeats,3,2,0.000584866232017682,0.00135852387709854,0.00202697120140578,0.000840943934277822,0.000697438535137658,0.0036147627216748,0.000302612065664053,0.000100509879699714,2.97386755211289e-05,0.0134580875899416,0.000303534053646884,0.00142368577962217,0.0143235945220677
DEL,repeats,3,3,0.00036888417631346,6.25388881328807e-05,0.000645237407257206,0.000270119892261721,0.000428952631567644,0.000572652951690508,0.00015742806594859,0.000670150918049672,3.85325349555022e-05,0.00293726845911159,0.000124938333824112,0.000474107963893698,0.00374723857037347
DEL,repeats,3,4,1.95933593217898e-06,1.95287118064527e-06,2.42401446784178e-06,3.16319400363119e-06,0.0050028472741142,3.86308588113905e-06,6.01593602637214e-06,7.89340111896497e-06,2.22336598054471e-05,1.5167553847562e-05,1.82438916635123e-05,5.94885055322463e-05,0.000406749586329988
DEL,repeats,3,5+,1.79043241270772e-06,2.03955240889568e-06,2.31494107719694e-06,3.44586886500216e-06,0.00761012167095379,4.38094357110404e-06,1.57930594899974e-05,7.67320206964557e-06,5.04651195410586e-05,1.4496741665021e-05,2.32638195230273e-05,8.13776785139018e-05,0.000340695268410272
DEL,repeats,4,0,6.27466616999117e-05,1.42577694767573e-05,1.30857966458603e-05,4.0409674942028e-05,0.0109579610996785,3.00751251826034e-05,0.00392631425704823,3.01763421351055e-05,0.000115251126738138,5.73451330981853e-05,0.00064819538576722,0.000265340695596729,0.00599168473249511
DEL,repeats,4,1,0.000964474844291455,0.000637017269138523,0.00176055459015507,0.00188412506229065,0.00179115251344818,0.00103810635474607,0.00191782954324437,0.00385767697177371,0.00126352500051551,0.0131591160865359,0.00287024102092548,0.000212960689448327,0.0569092316263395
DEL,repeats,4,2,6.79655462121754e-06,9.74579551229005e-05,0.000555922405586783,0.000106158200899113,4.99617100887831e-05,0.000204154155807228,0.000338545541722491,0.00172399908669976,1.5949340046298e-05,0.00333138171998899,0.000132210660143208,0.00044079583898604,0.0135788594943477
DEL,repeats,4,3,2.72418854864749e-06,4.76459522761231e-06,3.63947810422014e-06,3.29304310885212e-06,0.00329904232263369,1.01594903367314e-05,3.67166838960654e-05,9.91099507460945e-06,2.52498512517112e-05,1.76028724002862e-05,3.46890225015384e-05,5.16174517315181e-05,0.00388938987632479
DEL,repeats,4,4,2.07540998002646e-06,1.92498668096665e-06,2.39855245032246e-06,3.24301247446819e-06,0.00417791418986366,4.59443695551905e-06,1.49883481440021e-05,6.96914639538081e-06,4.16812295244597e-05,1.29588980291512e-05,2.03650997033278e-05,3.43271550792958e-05,0.000133165525531908
DEL,repeats,4,5+,1.0740596091669e-05,4.89826882507639e-05,0.000285866361323093,7.80624075714808e-05,0.00127142988758715,0.000200631493801259,1.54224412510127e-05,0.000260279830588026,5.0678414519442e-05,0.00126741246491424,2.55165797294526e-05,7.38801356453428e-05,0.000622793342447899
DEL,repeats,5+,0,3.45218802261923e-06,6.44864865899232e-06,6.35705817636246e-06,1.54595012983067e-05,0.0521396358892366,2.33530097549011e-05,0.136280398867014,2.75238707170958e-05,0.00647912858799002,3.10230109659502e-05,0.00352467477914935,0.00182262307611075,0.00605036750123815
DEL,repeats,5+,1,6.35193450708322e-06,0.00160806411577252,0.00393903809017445,0.000456051576642662,1.83199065685817e-05,0.00157292901344597,0.00429770631366051,0.0069589010250606,1.43884031159153e-05,0.0125246670999922,0.000171202448735044,0.000542027378534292,0.0145453384883991
DEL,repeats,5+,2,6.35000254177413e-05,2.6666209148575e-05,0.000433775461995146,9.40037243716779e-05,0.000314618180919273,0.000525791930926092,0.000349857728494721,0.000805413808687673,2.49810030284962e-05,0.0025639904652055,5.9924712290771e-05,4.9236431986038e-05,0.002899939642981
DEL,repeats,5+,3,9.14062326933152e-06,8.5290560197665e-05,0.000166981870471703,4.57564515760449e-05,0.000168135552568412,0.000232631263615221,9.15391126018235e-05,0.000153658010424436,3.37922992502182e-05,0.000783053436956997,8.08285934123107e-05,0.000106586723198522,0.00098533485753268
DEL,repeats,5+,4,6.32087403614225e-06,2.94466352376348e-05,6.12404330695808e-05,7.80654922468491e-05,2.0706497315365e-05,5.25582705903109e-05,2.33539963609175e-05,6.06993939514612e-05,4.57585260450803e-05,0.000667498638926233,6.35169486476568e-05,4.33723565000865e-05,0.00015842764659343
DEL,repeats,5+,5+,1.68093486572584e-05,9.37064631325899e-06,3.18590128336759e-05,5.92353428339722e-05,0.000593059764020053,2.90357422268263e-05,4.16664659724352e-06,3.32786883372753e-05,2.0592186115174e-05,6.79929700454598e-05,3.87005367301935e-05,7.81772072773505e-05,0.000123011833553857
INS,repeats,2,0,0.000413286815962444,0.000209183612316887,0.000346684051172869,0.00023022193772652,0.00687633535401766,0.000349907817243911,0.00189130535924902,0.000371853317483964,0.00209659092172598,0.00121298587792607,0.000796488842831949,0.023351756572999,0.00123468429684608
INS,repeats,2,1,6.45387861149681e-06,0.000165650878499055,0.000299226228609882,0.000127096984754998,0.0170334934817367,0.000181200745781843,0.000242435588963788,0.00030982892172786,0.00296876836508768,0.00124705089689991,0.00104349445886226,8.30119692041595e-05,0.000194178685460393
INS,repeats,2,2,0.000229759975782335,0.000344274714855863,0.00114067614380331,0.000442318913013289,0.00626627331921869,0.00101401026584697,0.000239503129150384,0.00226821866200236,0.00127106694969182,0.00373578479491965,0.000117065863543887,0.00134766812523286,8.47693485357617e-05
INS,repeats,2,3,0.000434969277014226,0.00020374735721221,0.000561098534987622,0.000150927386105684,0.00111665539801582,0.000668472943332515,0.000342978744652954,0.000465603122934199,0.000826728547682893,0.00253588246521281,0.000129266002936985,0.00101177586173036,0.000231565646007279
INS,repeats,2,4,0.00225005479539982,0.000462896536587494,0.00282658594315986,0.00257832159781303,7.26447195688557e-06,0.00431422445120616,1.78810712607691e-05,0.00126354334863647,0.000265319123760595,0.00762531495363258,4.44124609849299e-05,0.00401990999981409,0.000145736681208834
INS,repeats,2,5+,0.0161183008314919,0.00557349238977607,0.0187864671467341,0.00652874299260323,8.52246495979047e-05,0.0322798390784119,2.85706109037362e-05,0.019414509714708,3.97506452610277e-05,0.0665456225710691,5.19159817138269e-05,0.000999487114740873,0.000152995422533459
INS,repeats,3,0,1.12564537642716e-05,1.71077045886099e-05,1.17877463470478e-05,6.38472519610539e-05,0.00352764095569385,2.32431293503883e-05,0.00080234361258107,0.00010384676503449,0.000124130287210953,0.000227736820274903,7.61955591596623e-05,0.00695513287627433,0.000118574307507275
INS,repeats,3,1,0.000281303592115414,0.000523928908791167,0.00119540307110385,0.000537570908996858,0.00559363467794988,0.00167629134464215,3.96776917512291e-05,0.000872556973648464,0.000349122052239879,0.00404413598841049,0.000509924821690141,0.00287805807364311,0.00048183057478548
INS,repeats,3,2,2.83293631357929e-05,3.24054608154309e-05,0.000229320446735052,0.000194575728636347,0.00115691347122457,0.000239672692570592,0.000480198036300236,7.7796735038571e-05,0.000108687614809384,0.000844848826239324,3.33256604150032e-05,0.000313813764446962,0.000978184173463721
INS,repeats,3,3,0.000112466007370363,3.81050221596638e-06,3.34820523885648e-05,1.84028580756647e-05,1.04599254439115e-05,6.61368535683094e-05,0.000194381274074797,3.54932359079355e-05,1.67780795461781e-05,3.3731869192081e-05,3.2980703170278e-05,0.000299790710034876,7.68220149947261e-05
INS,repeats,3,4,7.80591193631357e-05,5.10971683347414e-05,0.000200333119056735,3.80905138103497e-05,6.33903072870119e-06,0.000120447721636039,0.000134608274935318,0.000238127681707298,3.03089369000809e-05,0.000707278205613417,4.49763736322671e-05,0.000761980162918973,0.000154614573065615
INS,repeats,3,5+,0.000982920610926883,0.000594899986126785,0.00190750341968457,0.00156920093034292,7.05913792562328e-06,0.00371211738985004,8.50756591630432e-06,0.00348073439271483,2.1718989322162e-05,0.00797373163661549,3.12310323978378e-05,0.00210112720577872,5.36769784239271e-05
INS,repeats,4,0,5.03319640481118e-06,1.10828084308259e-05,1.02603870311738e-05,7.63884785581936e-06,0.00237938349322795,5.6544314908394e-06,0.00123158227915252,9.65279720183475e-06,3.56802269249693e-05,3.69028568846928e-05,3.47738227179561e-05,0.00475259966790578,0.000409053334994215
INS,repeats,4,1,0.000724185060947152,0.000281970351535161,0.00110391806596991,0.000961422444773179,0.00367371155326385,0.00128425901377671,0.000558955021223066,0.00226434006610926,4.24471518694e-05,0.00627078172653981,0.00103490912454493,0.00179921492955687,0.00154903460857799
INS,repeats,4,2,1.75014861850102e-05,1.7160937543566e-05,1.50552018792512e-05,1.20441177081557e-05,0.00029955461478512,8.66101457494195e-05,0.000289593159186594,2.38884015270885e-05,8.2614608186193e-05,4.45553682148466e-05,2.58870474563538e-05,8.81894044643434e-05,9.63510430466131e-05
INS,repeats,4,3,5.74504502300215e-05,5.37181773952091e-05,0.000275323601143468,0.000223613400864887,3.42642231236524e-06,9.88016966818748e-05,0.000201575051735641,0.000321456951790876,1.35116041651094e-05,0.000361418695703901,1.76348136574073e-05,0.000802526908755482,0.00010540077109598
INS,repeats,4,4,0.000362280682916392,0.000122068782725093,0.000143129625443949,0.000235679790943859,1.50119103155784e-05,0.000368625041331684,2.20811865689057e-05,0.00011708365847112,1.94850691377623e-05,0.000755519377868069,0.000194604864199315,0.00138515348008998,0.000290032621671075
INS,repeats,4,5+,0.00111792577175225,0.0012521735914785,0.00213111951616129,0.00128563817680567,0.00066860982224158,0.00184700887192083,0.000202835735624193,0.00183292002848629,2.7091019027495e-05,0.0106215293231612,3.52098409654587e-05,0.00026669032991103,0.000101179397940794
INS,repeats,5+,0,2.03766170544975e-06,2.10674764648715e-06,2.49059796314109e-06,2.88433852384195e-06,0.00388755760546663,3.99438071312134e-06,0.00514665262261409,7.87264401811646e-06,3.28397110305801e-05,1.41195542340551e-05,3.3022098026732e-05,0.00261698449892232,0.000124836499167069
INS,repeats,5+,1,0.0014794205962845,4.17583277490896e-05,4.03961502983012e-05,0.000488551403673821,0.00681100393969979,0.000901076095023222,0.00787437284024389,7.95330046839264e-05,0.00036309906314776,8.8931688650727e-05,0.00176018476522108,0.0227706433205168,0.0032546420939214
INS,repeats,5+,2,0.000209003579438515,2.27460658177447e-05,1.17820633550399e-05,3.12069205056773e-05,0.000235268417181999,0.000116226348418508,0.000769606637091528,0.000118255506825342,2.21476287642147e-05,6.27440545083662e-05,3.30102243498888e-05,0.000505810176589586,6.79047384136543e-05
INS,repeats,5+,3,0.000226082417272147,3.44896492271013e-05,0.000113039556254078,0.000153160503049612,0.000128949861901433,0.000108502970645088,3.45149407855335e-05,0.000160709632305669,7.96069256523484e-05,0.000517652228432467,0.000114415358725849,0.000123038367047187,6.19625142926208e-05
INS,repeats,5+,4,0.000178586878028723,9.42447629713715e-06,1.35878546190465e-05,3.56816081778835e-05,0.000147459966441681,5.00562863591133e-05,1.69157837135064e-05,1.8828395216586e-05,2.27031045534775e-05,2.47425934185454e-05,9.10180310586922e-05,8.77407119864988e-05,4.13650491949386e-05
INS,repeats,5+,5+,0.000135613795880756,2.68373314533762e-05,9.86711461827178e-05,0.000150747896795865,0.000626916327439855,0.000209577594111382,7.25069445457539e-05,6.12067535285282e-05,4.18445444810498e-05,0.000340499763620454,3.395600906664e-05,4.31520915880516e-05,7.14698099930634e-05
DEL,MH,2,1,0.000857092094462431,0.000204979292160836,0.000397802048923723,0.000300892223531457,0.0255662713145475,0.000519105258942768,0.000301592816606268,9.23525117710959e-05,0.00974146508178286,0.000479559094165998,0.00162973613009506,0.00155534411163955,0.203392173039525
DEL,MH,3,1,6.97712676267621e-06,6.65885209692001e-06,1.25731994189847e-05,1.93244645756038e-05,0.0139812330930086,1.53129548906499e-05,0.00406207700054855,1.00793619298605e-05,0.00102803713015634,2.91055016005851e-05,0.00281858703255949,0.00121547517536524,0.00625210896109916
DEL,MH,3,2,0.00164641281040311,0.0016433050690924,0.0024145969333785,0.00235457404168336,0.00773808103594576,0.00536342053698505,0.00362590904000197,0.00184900959914842,0.000491997267816918,0.00995331810437391,7.50072396556161e-05,0.00330388699973053,0.0419485095083154
DEL,MH,4,1,3.35338941047019e-05,6.69917838364591e-05,9.91835465401808e-05,2.03200310268056e-05,0.00872328373375083,0.000182598322338026,0.00347880697892801,0.000194472366817558,0.000232961235163499,0.000741219359314104,0.00210949868195946,4.11043657565041e-05,0.0125432059485832
DEL,MH,4,2,0.000232432983150601,0.000356825117105842,0.000571910746375063,0.0003269352271123,0.00489159892374452,0.000534325751454443,0.0064424752517219,0.000529356277542405,0.000238831807799014,0.00230173065985578,0.000339432773497869,0.000605400717144625,0.0296629312443941
DEL,MH,4,3,8.93800219815002e-06,0.000240495982487894,0.000989542276884801,0.000342645734944644,0.00261521321107471,0.000885057853698126,0.00322085970317309,0.000103691330428401,4.17748442563907e-05,0.0037073791773263,0.00177228962193596,0.00158467149030706,0.0481838114041121
DEL,MH,5+,1,6.51553651938115e-06,0.000279274616400485,0.000870185876187878,0.000265595231204601,0.0389424701028078,0.000315266602349673,0.197759601444076,0.00151295419340948,0.00621807597929903,0.000136495420688843,9.54470963067468e-05,0.00363688510064482,0.00132023284813208
DEL,MH,5+,2,4.7731043296651e-06,4.78220457556385e-05,6.38427083266191e-05,1.75590422731969e-05,0.00986354896594407,9.23659914873941e-05,0.21393426040048,7.19718806467793e-05,0.00128854050202018,9.71860792810166e-05,5.42519747215427e-05,0.00189041972684888,0.000163049102798063
DEL,MH,5+,3,3.27857248687305e-06,9.12928576014692e-06,1.82632190595008e-05,2.33855937298679e-05,0.00294443909309696,2.09756106193721e-05,0.149099924687439,4.77768877719063e-05,0.000192433304423375,0.000170885772492572,4.4377874095916e-05,0.000193657589172468,0.000224194631533159
DEL,MH,5+,4,7.51870457582585e-06,4.74409742507459e-05,0.000722518338936971,1.72108250531097e-05,1.66133688926287e-05,0.000382226218133448,0.0779783463059587,0.000543228716329703,0.000540961171277089,0.00257002548705229,5.184315269771e-05,9.25833967257957e-05,0.00237036921104328
DEL,MH,5+,5+,0.000723886041399541,0.000939698083076932,0.00294179421057685,0.000242518416301881,1.89838336208928e-05,0.00333474543830808,0.0641574158610333,0.00396995593248557,2.14348069374898e-05,0.00971362903352593,4.04004535683729e-05,0.000926486493123405,0.000684949109601272
