Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 0.999),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 1),signeR.4 (False Positive) (ID2 0.981),signeR.5 (ID5 0.969),signeR.6 (False Positive) (ID8 0.867),signeR.7 (ID3 0.996),signeR.8 (ID9 0.998),signeR.9 (False Positive) (ID14 0.857),signeR.10 (ID4 0.998)
DEL,repeats,4,4,8.05812265526564e-07,8.00508801804123e-07,1.20886898239177e-06,1.4698759212604e-06,0.00454468764946627,2.71335333335435e-05,4.5752719337756e-05,2.1668638556616e-05,0.000252382915775363,0.000692149493218619
DEL,repeats,4,5+,0.000156329534759145,1.2005614087381e-05,0.000103285114553901,0.00044560262993707,0.00172858438624797,7.34681736582529e-06,1.53364256744783e-05,2.68382546724838e-05,6.32369473094115e-05,0.000184928957998371
DEL,repeats,5+,0,7.3937163443664e-06,1.57841006083465e-06,1.26996184803807e-05,2.07902967405648e-05,0.0442753476495533,0.136506074640607,0.010708566223948,0.00200560509085558,0.00425889112027978,0.00647308688558614
DEL,repeats,5+,1,0.00234016939572913,0.000168724380370174,0.00192843174548666,0.00473947174807472,0.000160852587286833,0.00462968749800426,2.28649412263957e-05,9.48796529656786e-05,0.000400590246357818,0.0110750753638095
DEL,repeats,5+,2,0.000199870653838918,0.000111069909162121,0.000293853331581423,0.000659495213822545,0.000450815724201818,0.000493424022144349,3.27754712731301e-05,5.1612529553717e-05,7.7620223812737e-05,0.00304323305341533
DEL,repeats,5+,3,0.00010463441082935,3.1050382306272e-05,7.57255588652829e-05,0.000212281688142737,0.000241911410575568,4.95604975620276e-05,2.94336665150286e-05,3.41414240523895e-05,0.000106671437061148,0.0014293162560824
DEL,repeats,5+,4,6.34154918231921e-05,5.93109926694282e-06,4.96628774296333e-05,0.000127365815748764,7.42648310764156e-05,6.24005026819831e-05,3.78567887906612e-05,2.49517621187814e-05,3.16353562933439e-05,3.99331335630457e-05
DEL,repeats,5+,5+,9.73782599477788e-06,7.0534195618861e-06,1.76439459763333e-05,5.85830118428501e-05,0.000610156442764001,2.37265323569027e-05,2.02730702009943e-05,6.69506488200775e-05,9.69891462869678e-05,0.000384986113249684
INS,repeats,2,0,0.000172913590189249,0.000376043220010388,0.000248581538099565,0.000700992094989976,0.00709138615689811,0.00190646636639382,0.00267691314479934,0.000362557905562659,0.0179866089146242,0.000172225460965883
INS,repeats,2,1,0.000180850079254493,2.70895025976099e-06,0.000216990014728688,0.000394575100593196,0.0172370297076676,0.000158761380051684,0.00296407947837026,0.00239029001875847,5.87550566481684e-05,0.000139695236181343
INS,repeats,2,2,0.000564206760128932,0.000119267462226225,0.000872329452984842,0.00200992281744855,0.00605195870176155,0.00048723682180231,0.00127472096603102,7.33562822573323e-05,0.000391688554438322,0.000228116563848298
INS,repeats,2,3,0.000265642354966459,0.000581592445552011,0.000314330249684778,0.000677545853786081,0.00095462574183489,0.000338624394543956,0.00125214838139075,0.000109318220431711,0.000952360794401157,8.22404406504075e-05
INS,repeats,2,4,0.0012389345649559,0.00239111879660328,0.00166266387242076,0.00480883455704055,1.54964068651303e-05,6.12688743388236e-05,0.000313718421156127,0.000125751825025402,0.00137527407466745,0.000115339257283055
INS,repeats,2,5+,0.0103543827984125,0.016651236091116,0.0057937728155755,0.0246080613022914,0.00116668268315967,0.00112759567114532,5.0139861902709e-05,0.00043289984364159,0.000395024064402108,0.000115725307131787
INS,repeats,3,0,3.90089410090567e-05,9.69398324810306e-06,2.47270591360321e-05,8.12711024526612e-05,0.00341405487310772,0.000735937420597447,0.000311484394580257,4.27512628779074e-05,0.00561933840843874,0.000101592418998625
INS,repeats,3,1,0.000993671095136298,0.000250418572881868,0.000700087439984462,0.00153152622145897,0.00574077743203074,0.000208503056244787,0.000165585986986155,0.00116112509554047,0.00160575825042355,0.000233067388716065
INS,repeats,3,2,0.000187504598934587,1.35906729882515e-05,0.000148741168271543,0.00038223040913709,0.00102157744466297,0.000561063549517205,3.28780225036159e-05,5.6544549282132e-05,7.64885310185247e-05,0.000763131279371949
INS,repeats,3,3,9.39770374519469e-06,0.000160746917180482,2.6539444309894e-06,5.7435479219899e-05,5.39534943418684e-06,0.00015898406834206,1.86667291884817e-05,1.6385035062894e-05,0.000456020368617202,5.48981836695737e-05
INS,repeats,3,4,4.96044252028597e-05,0.000110654675768418,6.21861713054959e-05,0.00024254730297085,1.14708007368695e-05,0.000153775051293976,3.55254003590491e-05,3.17379254320353e-05,0.00034347025489078,0.000166173925841093
INS,repeats,3,5+,0.00139543327929963,0.00125190857837974,0.00149456256188735,0.00285186509036138,1.94806525975028e-05,9.99000024690832e-06,2.5062144338541e-05,6.79717830974401e-05,0.00130840555669735,6.5295500926332e-05
INS,repeats,4,0,5.96092829271699e-06,2.11878556701768e-06,1.2935094556017e-05,1.63404818530622e-05,0.00230059802826768,0.00109965979284769,2.33632225455064e-05,7.61505126790471e-05,0.00486870086197101,0.000104769017544548
INS,repeats,4,1,0.000992139798832737,0.000586310880540689,0.000814281383667671,0.00198020880176159,0.00381298966599013,0.000520318256689961,5.33984509694562e-05,0.00166112216323053,0.000603897756192109,0.00103313607384439
INS,repeats,4,2,1.46293183957101e-05,5.48941634083585e-05,1.45019621251382e-05,3.46963051900049e-05,0.000366417042725271,0.000288623296283845,3.95427695864063e-05,3.96343311858844e-05,5.9616453706412e-05,0.000202420238559918
INS,repeats,4,3,0.000100723314879866,0.000100458694104875,8.56497632299029e-05,0.0002554573562982,5.80807980753712e-06,0.000194607256823637,7.03057417765165e-05,0.000118506828570611,0.000499840322574483,0.000114586770560587
INS,repeats,4,4,0.000125852043653345,0.000278960462625724,0.000149212585406925,0.000611327966088248,1.00828587641588e-05,9.40649001320679e-05,1.99382674497943e-05,5.815792889055e-05,0.00115654300884778,0.000376616499015246
INS,repeats,4,5+,0.00201439469438355,0.000820724251572674,0.00147912030555648,0.00372640807909586,0.00071888017006423,0.000326468118546414,7.38095836374496e-05,4.29645881178158e-05,0.00016031295582772,0.000173719854179431
INS,repeats,5+,0,8.51497969746201e-07,8.82457531718825e-07,1.3044805572289e-06,1.50771864293096e-06,0.00415526906253323,0.00486960836211315,0.000198717789762644,5.79502691480827e-05,0.00239973923089282,6.27440019975571e-05
INS,repeats,5+,1,5.60827957780085e-05,0.00149952255483682,6.47973861539916e-05,0.000509307793243796,0.00712246717217589,0.00758543577629381,0.000171262207036343,0.00300124779044365,0.0243239549635046,0.00263527519925203
INS,repeats,5+,2,5.62260467642481e-06,0.00019106816071239,4.74209699783323e-06,7.83215055753137e-05,0.000218205430306812,0.000719379123489427,6.01433624418127e-05,9.26467146078193e-05,0.000912273069704647,0.000175862628234477
INS,repeats,5+,3,4.76962482585151e-05,0.000227815104258869,0.000100955609718977,0.000197156164274483,0.000134965876862466,1.06541841670875e-05,5.09790351715958e-05,4.25281397734391e-05,4.2751033052042e-05,5.49253167037943e-05
INS,repeats,5+,4,1.33059982165282e-05,0.000212692501269988,2.94886058347576e-06,6.82533650872583e-05,0.000135135924453604,1.27112375613796e-05,1.82496880903691e-05,2.89169335522908e-05,0.000300534996577814,9.47598349591873e-05
INS,repeats,5+,5+,8.13153543285226e-05,7.89977544664113e-05,6.88142384244899e-05,0.000231896873282995,0.000497571106837973,0.000116559374212577,6.06787164724498e-05,8.55698684096991e-05,0.000205964356944475,0.00014347912246695
DEL,MH,2,1,5.63794635410621e-05,0.000688685182646424,0.000117609025611281,0.000563200528225485,0.0259974546793939,0.000559034894792449,0.0075483172661467,0.0040031001169073,0.000230116528936255,0.203405125406116
DEL,MH,3,1,2.66315887857392e-06,6.21270823193217e-05,2.59919813397359e-06,6.42173182532587e-06,0.0129774755458948,0.00407856994506125,0.000921521670532029,0.00463272685735733,0.00077523195677308,0.00722081633754188
DEL,MH,3,2,0.00190597254336267,0.00125124145386558,0.00188183300242402,0.00455078525493151,0.0075581247054028,0.00394143132143383,0.000666953404646259,0.000817617131885557,0.00189986013117281,0.0573308925590173
DEL,MH,4,1,4.35398251518191e-05,2.80233501198221e-05,0.000185322945000187,0.000234380408090765,0.008662653714637,0.00371078342173049,9.67232587314059e-05,0.00298757856476455,4.47753000546578e-05,0.0112700252219209
DEL,MH,4,2,0.000207068791412833,7.1457998267946e-05,0.000393225984314222,0.00113458602600546,0.00495347589618538,0.00568229049692738,0.00012494564874329,0.00244925540902701,0.000425193934409986,0.0316469647565204
DEL,MH,4,3,0.000373100634352336,0.000173028475681368,0.00049178971796417,0.00102813545208198,0.00222392773589646,0.00335681716226457,7.68218404015094e-05,0.0012752744398547,0.00199905203024959,0.0375755302767154
DEL,MH,5+,1,0.000439609210885942,2.11650050840666e-06,0.00036551779170345,0.000743050235633065,0.0357735509547345,0.200627869759575,0.00627148367294319,7.67943386994607e-05,0.000347338564919415,0.000208515572648749
DEL,MH,5+,2,2.69165394340104e-05,3.33115451342986e-06,2.70545520241946e-05,0.0001533190080345,0.00654086170994167,0.215373110075163,0.00224408608145633,3.15186266018681e-05,0.000205219973771604,0.00013954832203722
DEL,MH,5+,3,2.24255405335717e-05,2.97538954291542e-06,5.09864162577084e-05,8.99588097430786e-06,0.00314961256847026,0.135932318216866,0.000583265223097367,5.17072127967516e-05,0.000115793573050815,0.000388411028206729
DEL,MH,5+,4,0.000181718785664835,9.01243733042038e-06,0.000366671644439552,0.000730574948911796,3.38942611887493e-05,0.0707710754183794,0.000273466935282008,0.000114121456349249,8.15553111404113e-05,0.00281003530028388
DEL,MH,5+,5+,0.00136274213437102,0.000589108373245578,0.00119139548234369,0.00459684014938485,0.000211735240377772,0.0570765512676555,1.58667296108244e-05,4.14301495423409e-05,8.27522747252596e-05,0.000337012407084419
