Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 1),hdp.2 (ID1 0.999),hdp.3 (ID6 1),hdp.4 (ID5 1),hdp.5 (ID11 0.992),hdp.6 (ID13 1),hdp.7 (ID9 1),hdp.8 (ID8 1),hdp.9 (ID4 0.999),hdp.10 (ID3 1),hdp.11 (ID14 1)
INS,T,1,1,4.24004706845685e-06,6.74458551394978e-05,0.000912106653224325,0.0138548242436737,0.248746620429351,0.00464435844369202,0.0104608210020417,0.00484494225803743,0.000999733652320593,0.0428886772995527,0.00323851288191931
INS,T,1,2,0.000644326049795745,0.000162889593275138,0.000634513808448378,0.0301312718676337,0.129992838503189,0.003179182546333,0.0022880439172655,0.00119600748371522,0.000263734034200007,0.0400351231978478,0.0019093642457778
INS,T,1,3,0.00116344993498945,0.00410995125452137,0.000992994243459886,0.0190381332650535,0.0857484749634756,0.00925795546291236,0.00179204689673211,0.0010473449409987,0.000409064196253047,0.0249884939538872,0.00108689416595383
INS,T,1,4,0.00383770831287979,0.0159444468859305,0.00127285856764732,0.0113246054422168,0.0391469890620206,0.011952248307926,0.00157487708682018,0.000851641452197173,0.000658494985254948,0.00668943977078124,0.00470484107733484
INS,T,1,5+,0.0267010661363401,0.843625024443383,0.0168149424056323,0.00104760025510972,0.0210824878073275,0.0183961382245279,0.00442389398879185,0.0235461052391436,0.0143929276943526,0.0275696033536798,0.2211394980169
DEL,repeats,2,0,0.000173703451071998,0.000706913161397651,0.00184944270468263,0.0280470461494605,0.00445726521788012,0.0219223058441228,0.0130353097415148,0.00885158505250256,0.0698854406276241,0.00710257313023839,0.000645574681909938
DEL,repeats,2,1,0.00350147419349224,0.00145917776770046,0.00237790551565354,0.0245441255694917,0.00492270892419429,0.00407242600697476,0.00354654123100151,0.0102721395340758,0.224646539310437,0.00850157097536468,0.00670354774177806
DEL,repeats,2,2,0.00181365703628506,0.000497140141066439,0.00242528357475455,0.0046474527601055,0.00164620062296684,0.0029008592493591,0.0005471481510058,0.000151239521816411,0.0536382896265556,0.0117878973914097,0.0027122881412028
DEL,repeats,2,3,0.000726988636481956,0.00038505655377458,0.000235744136168953,4.48966455217101e-05,0.000535524273349343,5.87004823187388e-06,3.30121642697965e-05,1.20010266498165e-05,0.0128235773544991,0.00715073712915484,0.000517658103146446
DEL,repeats,2,4,0.000860424315083571,6.36062396373781e-05,3.52635022397551e-05,0.000693718168171271,0.000452007894506606,1.77761662617756e-05,2.37729819004794e-05,1.70360473526836e-05,0.00317316633078693,0.00329025769632367,9.62653630155179e-05
DEL,repeats,2,5+,3.92600830391231e-07,1.1042659176068e-05,3.98203539031609e-05,0.0217619211207146,0.00587429898847942,0.000246304852072769,4.47930645643869e-05,0.00016244996392789,0.00224191879929943,0.000155753719026764,2.29145409482644e-05
DEL,repeats,3,0,1.90289893411238e-05,0.000147836845805677,0.00110411265448682,0.017171085682504,0.00321094990431428,0.00283677492482366,0.00249908192696008,0.0110669358590695,0.00493700346754607,0.000637963627521534,0.00121136141805867
DEL,repeats,3,1,0.00500026703979427,0.00500524366918803,0.00545551004708687,0.00589675055670894,0.00188399358019137,0.00123841415535923,0.00429821093981039,0.00134159864048191,0.0943604185433992,0.000449878617505158,0.0048851129288091
DEL,repeats,3,2,0.00226088322330313,0.00070377077961184,0.000542803695512228,0.000778747710762511,0.000199994934123875,0.000547171505993723,0.000892776535704839,3.3778249124746e-05,0.0215852197616795,3.09472011873769e-05,0.00108999532114223
DEL,repeats,3,3,0.000408028534633943,0.000302759109059324,2.56670227077504e-06,0.00022554169718995,0.000183945151147524,2.42865833916721e-05,2.39464522633319e-05,4.51262855954042e-06,0.00377816775342848,2.66640829548291e-06,0.000430518071455555
DEL,repeats,3,4,1.98185904775936e-07,6.38306954792217e-06,6.80401860412492e-06,0.00584873187065722,0.00185194629366204,0.000223144843594284,2.45649118178495e-05,1.65742900117074e-05,0.000362750977614603,6.74016840668418e-05,2.77970385425413e-05
DEL,repeats,3,5+,2.28772735745584e-07,7.05530058817784e-06,8.0960527647857e-06,0.00845267886001515,0.00241515252168884,0.000241312346404852,2.95201304436791e-05,1.98112556141064e-05,0.000856974053410587,9.24868578565158e-05,2.30926751888516e-05
DEL,repeats,4,0,1.76486014694867e-05,0.000101134119908354,0.00229210333311332,0.0108313090610858,0.00234441846186147,0.00197007119739995,0.0013187066140252,0.006768488078293,0.00709761205167315,0.000215228871999291,0.00011630546508158
DEL,repeats,4,1,0.00209163539360827,0.000943553261876223,0.00280727416899593,0.00278482965664648,0.00130677646669988,0.000180334996893144,0.00466822322377473,0.00173365627615634,0.0620161282875869,0.000840052369654644,0.000660999487742603
DEL,repeats,4,2,0.000526361651196031,2.41366742737953e-05,0.000231930551468938,1.17918339920604e-06,1.53440107607783e-05,6.08350453121475e-06,3.57198103682331e-05,3.21131241678923e-06,0.0149601174256221,8.86282713700318e-06,0.000676367614498718
DEL,repeats,4,3,6.61450694660744e-06,7.81560923725822e-06,1.56120794413178e-05,0.00391433233113037,0.00132217275688403,0.000157518890230264,2.8471766076875e-05,1.79572299268533e-05,0.00426852780416594,5.38137604411148e-05,2.58456589070177e-05
DEL,repeats,4,4,1.7430303675854e-07,5.83812485848414e-06,7.66884792134141e-06,0.00458550497015066,0.00196293550948873,0.000233497474112317,2.35090052613561e-05,1.68284897600226e-05,0.000401567917143196,6.46625819792246e-05,2.43962939495126e-05
DEL,repeats,4,5+,0.000199721950287371,1.58386270372327e-05,3.0633713164054e-06,0.00114418655741624,0.000613838849566195,8.27380333611799e-05,1.08607531525033e-05,5.31020942122663e-06,0.000315403789443766,7.53689236847514e-06,1.48661120780966e-05
DEL,repeats,5+,0,3.40590647812295e-05,0.000149995031343201,0.0202826787358032,0.0187906267357098,0.0184214128780792,0.0193542724001693,0.000691445324140309,0.239605165943368,0.00488187278650639,0.00176123391908275,0.00618950900251991
DEL,repeats,5+,1,0.00290937348158644,0.000289899209928279,0.00794461385759986,5.59400538433692e-05,0.000254862188956709,0.00349627187900386,0.000236726707776126,2.46084013231372e-05,0.0156184688039975,1.0613293651595e-05,0.000488144498285519
DEL,repeats,5+,2,0.000398812261565335,8.04756588191786e-05,0.000125146706658412,7.90840693963205e-05,0.000178455811693072,1.29022474268258e-05,4.12406932207556e-05,9.64093357371581e-06,0.00247675912934423,1.23288671459624e-06,5.70353450316518e-05
DEL,repeats,5+,3,0.000142162981372393,1.00260730974396e-05,1.22222263746379e-05,2.28847985126086e-06,3.81116996409109e-05,8.24178489121686e-06,1.31988319561672e-06,4.82746311020603e-07,0.000774371376322733,3.4893020224422e-08,2.22667800734018e-05
DEL,repeats,5+,4,7.5074329120789e-05,4.55332825491858e-06,0,5.08268706554327e-09,0,4.94507093473012e-06,0,6.99632334812468e-09,5.11240491016621e-05,0,8.09701093578249e-09
DEL,repeats,5+,5+,2.34841917205794e-05,1.43055084010452e-05,0,7.52428286465361e-05,0.000131482749789974,4.56559306923524e-06,1.14188751895069e-05,1.75374505259659e-06,6.0831874155798e-05,2.95718346401976e-06,5.16508327593565e-05
INS,repeats,2,0,0.000336144244384214,0.000370768092652662,0.00215040678028408,0.00641412108512589,0.00143493947310549,0.0106772382559131,0.00095159053090152,0.00173343939013255,0.000631152235398329,0.00267407312892554,0.0242410094737862
INS,repeats,2,1,0.000255821969264866,3.78040461928395e-05,9.02201057992592e-05,0.0184786552156421,0.00292022403092182,0.00181600318400903,0.00176528720771469,0.0014947155090634,0.000571253805959275,0.00237364713254496,6.00960151653776e-05
INS,repeats,2,2,0.00101907192235787,0.000212743224597835,0.00067123953214415,0.00733142030395157,0.00141089093835265,0.000895330588901975,7.60931517747263e-05,4.40371912608795e-05,0.000245869338390325,0.00105590931601797,0.00115440704313638
INS,repeats,2,3,0.000387088077856058,0.000420314304708429,0.000191064761322877,0.00118345793902816,0.000795954220895568,0.00102617930039793,2.7777884625465e-05,1.3619509451016e-05,0.000126244807767616,0.000987681830472488,0.000936411217712309
INS,repeats,2,4,0.00199394943544491,0.00278611694999678,1.81544692413277e-05,5.47151262605733e-06,5.37693869419436e-05,7.129440397985e-05,1.60648640380778e-05,7.70061989850256e-06,5.29478564713001e-05,0.000170417510776077,0.00300714079442932
INS,repeats,2,5+,0.0137600205527415,0.017808136698831,0.000698709150898629,0.00096797487954092,0.0013004767961831,0.00114597571906134,0.000433623111803384,0.00178030542813385,0.000508138582419442,0.000100523883514874,0.000681525410464812
INS,repeats,3,0,5.09593363861711e-05,2.18517706280911e-05,0.0012390642332838,0.00399472900446137,0.00124498218826976,0.00022532684132088,6.01866737201225e-05,0.000122221104676173,0.000144367995960396,8.61159739138734e-05,0.0066831675652527
INS,repeats,3,1,0.00119851752719731,0.000275673255496495,6.1531390296415e-05,0.00637861978664483,0.00130546948111548,0.00385593388470993,7.24351897754456e-05,0.000242504227784915,0.000554279472802487,0.000386466368750642,0.00264512343549049
INS,repeats,3,2,0.00020297400081574,2.68392362581198e-05,0.000515983567048189,0.000764812253500558,0.0003617474700484,8.06390464176613e-05,3.35778284964894e-05,7.9384948923388e-06,0.000430375457170706,1.36548019144905e-05,0.000158758093417887
INS,repeats,3,3,1.51199504434343e-05,7.44011450234617e-05,9.81876497900007e-06,2.46510322678848e-07,0,0,1.50843793784768e-08,1.07276958004578e-07,0,2.9077516853685e-09,0.000191680539882779
INS,repeats,3,4,0.000140126233627962,2.77393325960446e-05,3.47321010930317e-08,1.71540688462085e-07,0,0,7.5421896892384e-09,7.2295341263955e-08,3.51836854772675e-06,0,0.000603907463634401
INS,repeats,3,5+,0.00184542229824241,0.00105469186166179,2.34441682377964e-06,2.62901988465225e-06,6.90088388559704e-06,0,4.08032462187798e-06,2.27147298035781e-06,7.16598328700264e-06,5.93762894152247e-06,0.00232771250979688
INS,repeats,4,0,1.19083331916213e-05,1.04675976268383e-05,0.00155592866476564,0.00266089595658381,0.000813154151186185,0.0012616571746208,6.01791315304332e-05,0.00018561479053353,0.000167029161545346,3.0845429878389e-05,0.00602875094740089
INS,repeats,4,1,0.0011900508409863,0.000698263940211064,0.000457894127970093,0.00374451721492704,0.00169563081776859,0.00261042823673926,0.000160203651189113,0.000983911609309035,0.00126847956661512,0.000309887820364777,0.00134114840634833
INS,repeats,4,2,1.64274327179657e-05,4.20812085258948e-05,0.000156054803421101,6.84002611845485e-06,3.78241628123444e-05,4.94507093473012e-06,5.04572490210049e-06,1.66512495685367e-06,5.59636009407802e-05,6.80413894376228e-07,3.02180448123402e-05
INS,repeats,4,3,0.000141549987759946,5.6087253056936e-05,5.11846973808009e-05,3.17667941596454e-07,5.22794233757352e-08,0,2.11181311298675e-06,1.11941173569995e-06,7.97018181219733e-06,0,0.000920452009157881
INS,repeats,4,4,0.000262483403952139,0.000183405993704919,6.91168811751331e-07,3.65953468719115e-07,0,4.23354993692722e-06,3.76355265492996e-06,3.10170335100194e-07,6.71074947899065e-05,9.01403022464234e-08,0.00170365158594331
INS,repeats,4,5+,0.00216439161803948,0.000924390415409155,3.4850190236748e-05,0.000557988822101237,0.000133207970761373,7.72237456282075e-05,3.119449655469e-05,0.000355672090048614,0.00012258283234039,1.34861523167391e-05,0.000346948821587344
INS,repeats,5+,0,3.97209804920904e-07,1.15677153731907e-05,0.0088263750740992,0.0048176999047094,0.0018996512674924,0.00264765264360765,9.84934551517643e-05,7.29226782575035e-05,0.000182265851460195,0.000125007152705677,0.00268883919753278
INS,repeats,5+,1,0.000167406963367938,0.00141642830583277,0.00541707550401732,0.0048923467882975,0.00243486186430149,0.0133235508683082,0.00139894042793932,0.00962961119043076,0.00221256555312983,0.000636419611376603,0.0268748375790213
INS,repeats,5+,2,1.77776527563176e-05,0.000147456691481137,0.00115262645329357,7.38768564976714e-06,3.63603389578238e-05,3.30857263978346e-06,1.30630725417609e-05,3.23463349461631e-06,0.000110921953725067,5.20487551680961e-07,0.000590652656732525
INS,repeats,5+,3,0.000109095265112728,0.000106409684555636,1.04196303279095e-08,1.85518077892329e-07,0,1.18586832967149e-08,3.92193863840397e-07,2.33210778270823e-09,6.7495233364554e-06,2.9077516853685e-09,3.11734921027626e-05
INS,repeats,5+,4,1.52661806353303e-05,0.000140436053693851,0,1.38503222536054e-07,0,0,2.26265690677152e-07,0,5.65811105226261e-06,2.9077516853685e-09,3.83312497699943e-05
INS,repeats,5+,5+,0.000121071266430398,4.45326072644096e-05,6.94642021860634e-09,0.000162492234813652,0.000144265068805341,8.24178489121686e-06,1.33949288880874e-05,2.37175361501427e-06,5.65236677708265e-05,3.0734935314345e-06,2.75055461488531e-05
DEL,MH,2,1,0.00019951957440575,0.00117828804479099,0.000565192007876796,0.0288088443695312,0.00427065381614043,0.00869523722311664,0.00429439459182763,0.00485553002737092,0.184094828677495,0.00709782767948787,0.00272959145357257
DEL,MH,3,1,4.73069335702476e-06,8.90765793815707e-05,0.000907205953760098,0.0131510817459374,0.00318292813338488,0.00122998263153527,0.00245624983171489,0.00949826688010863,0.00687226413636323,0.00044985826324336,0.00168927129452136
DEL,MH,3,2,0.00290301938170075,0.00157788308644803,0.00439313843169365,0.00893178183751562,0.00256514218735382,0.000712054638551247,0.00183345351812603,0.0043124194385027,0.0478903811925423,0.000417122794769482,0.00336048625465593
DEL,MH,4,1,0.000146418321856335,8.90845347784968e-05,0.00266007257814344,0.00869498071780373,0.00212024429442632,0.00129654542087973,0.0020606921512731,0.00580054441097217,0.0106528014033034,0.000109709471088953,6.39097073161312e-05
DEL,MH,4,2,0.000549749682948014,0.000138919414094154,0.00868750571429893,0.00603684466029651,0.00122095979322861,0.000283707139190607,0.0031347980114866,0.00141841360662875,0.0289876661364653,0.000420516140986307,0.000946184309911798
DEL,MH,4,3,0.000688532400500576,0.000159265909975299,0.00482652906234261,0.00355289864188429,0.00161878006540626,0.000288592916708854,0.00213529949167904,0.00102967222822134,0.0476172121863592,0.00016622162509409,0.00223982755309989
DEL,MH,5+,1,0.000601009650172825,0.000164445441616829,0.0721353508312455,0.00888396772961829,0.0196318122277859,0.0108343539509113,0.000915003368719025,0.282498031561105,0.00167273293240495,0.00136160706620414,0.00666037447946847
DEL,MH,5+,2,0.000103980769876686,0.000108418422279476,0.253146356725547,0.00792611375069663,0.00971299406897784,0.00660503756392097,0.000540978639840003,0.123720374791736,0.000838017945316712,0.00173498273686725,0.0045580422690691
DEL,MH,5+,3,5.03660356648969e-05,6.25032806778377e-05,0.21666640085032,0.00725415202450942,0.00497174702332073,0.00192132015036716,0.00045385880673961,0.0457344853124878,0.00132705681276278,0.000848702930918615,0.00150297526691088
DEL,MH,5+,4,0.000453638318083059,7.59729041590046e-05,0.120486440164002,0.0025343891461942,0.00189180935398604,0.000419998986319752,0.000511390629689121,0.015792348264812,0.00352033596197589,0.000577040414209693,0.000117463337645397
DEL,MH,5+,5+,0.00231566717055356,0.000756831572381032,0.0991088840393923,0.00115107486906182,0.00222715571522969,0.0131138181955225,0.000369537126013925,0.0125843264521042,0.000461351461078651,0.000433429466221028,0.000974904407701018
