Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 0.997),signeR.4 (ID5 0.971),signeR.5 (False Positive) (ID8 0.867),signeR.6 (ID9 0.987),signeR.7 (False Positive) (ID3 0.842),signeR.8 (ID14 0.969),signeR.9 (ID4 0.998)
INS,C,1,1,0.00018051953654871,1.47843943214697e-06,0.000374763239531569,0.000875698523563182,0.0017315415881206,9.17752089836806e-06,0.0394577535970971,0.0163594436690994,6.19018380451939e-05
INS,C,1,2,1.47222827572227e-05,1.42524663801848e-06,1.81702405950789e-05,0.00249704762580105,0.000557694331517487,1.1814742325015e-05,0.0242465373073936,0.000851475361926808,8.39988222441469e-05
INS,C,1,3,0.000297587168986125,0.000780321693943064,0.000868628578415778,0.00024146406241474,4.11757873517446e-05,1.59902721148642e-05,0.0162482755778332,0.00160165782836211,0.000370454731977555
INS,C,1,4,0.00166852650773118,0.00180394713368954,0.00467244825925078,3.35884196028908e-05,0.000516933779473662,3.80248179033363e-05,0.0098076118460799,0.00231443265922798,9.02396972269279e-05
INS,C,1,5+,0.00709299960943862,0.0231114438811754,0.0212558048457125,1.8052421802528e-05,2.7680342257872e-05,0.000132271177056561,0.00987517219951148,0.00101724977857096,0.000211858327655044
INS,T,1,0,0.000942053605277196,0.00213414238889973,0.00230051647926234,0.0100399503784572,0.00505148046072394,0.0178819656284744,0.0107914290200043,0.0302893091000853,0.00168942470229052
INS,T,1,1,1.03923641306155e-06,6.66249713796913e-06,8.73307808059385e-06,0.0107121020985404,0.00218412206985179,0.00399522128004329,0.12267359242649,0.00165565902757029,0.000594624731109345
INS,T,1,2,0.00043247833856339,8.95036235873111e-05,0.00109196042999407,0.0237666033135701,1.19929450680059e-05,2.11843795094157e-05,0.0872100611699985,0.00246431258600757,9.20948223910006e-05
INS,T,1,3,0.000789600838646281,0.00379159657044191,0.00192230198144569,0.0151886041577273,0.000343025408891933,1.66292239737319e-05,0.057838404349724,0.000758559542563936,0.000301137058114358
INS,T,1,4,0.00224081025240563,0.0154617468078689,0.0071335892387054,0.0107518684910699,0.000990179592497639,1.53667727238517e-05,0.0210729167810715,0.00517927296135279,0.000569072330732839
INS,T,1,5+,2.23519791705717e-05,0.900810804131913,0.0213243139944843,1.72688279773711e-05,0.00677971377363843,0.0165405916627313,0.0125917228602624,0.127426544126737,0.00604822805611939
DEL,repeats,2,0,0.000103794872008754,0.000435292194713798,0.000291003643156269,0.0285812306245643,0.00257914563704966,0.0165574650465897,0.000926194124112254,0.000591153257679422,0.0706133568496104
DEL,repeats,2,1,0.00205871611039427,0.00142171979139676,0.00531135149254083,0.0213851167605571,0.00361219943430458,0.00709806786605571,0.007872272530024,0.00620658602013185,0.226804097374238
DEL,repeats,2,2,0.00145964855947864,0.000455030833437134,0.00245740791045117,0.00329587202606226,0.00109959727788341,0.00262399473393544,0.0128456163134243,0.00372772548843269,0.0511867317122465
DEL,repeats,2,3,0.000520544895173881,0.000398270977483652,0.00109534471000941,2.01434757690475e-05,0.000219427528491975,0.000363458862301713,0.0080167936600504,0.000453284976169081,0.011461536768332
DEL,repeats,2,4,0.000572963997573294,5.37474955358329e-05,0.00144512621292017,0.00075351434936926,0.000145579988489302,0.000839791185491799,0.00273376627129334,0.000232721489243504,0.00320377165080061
DEL,repeats,2,5+,4.68684972241896e-07,6.5345045253979e-07,1.29804176724869e-06,0.0219604348483528,6.56990393277603e-06,1.24573036952736e-05,0.00230420825883126,8.4692008121369e-05,0.000593283424964512
DEL,repeats,3,0,6.41738390435237e-06,0.000104875884849747,8.02375558287806e-06,0.0175942717743857,0.00445476535695871,0.00329459990036337,0.00115387485884125,0.00105461066037853,0.0046428127387338
DEL,repeats,3,1,0.00408926869980943,0.00431742784037848,0.0080791595444422,0.00420557190129265,0.00372910641257307,0.00198119135692794,4.64241540754285e-05,0.00522373423147842,0.101718893427425
DEL,repeats,3,2,0.00175772054739344,0.000548459741561883,0.00351471862083116,0.000784494215109569,0.000562142045199684,0.000453975453972656,6.10960261814571e-05,0.00183744383427486,0.0192047972163279
DEL,repeats,3,3,0.000340280207498358,0.00029642350948731,0.000584890371439738,0.000683772019880717,1.97419247123819e-05,3.32153129272956e-05,5.30935914398362e-05,0.000591410421554286,0.00472982747539297
DEL,repeats,3,4,5.23520579010293e-07,6.31396916227776e-07,1.31020416267649e-06,0.00584945914858507,4.53380846638857e-06,1.05660628222718e-05,0.000757411189246985,5.31337988579424e-05,0.0002767183092181
DEL,repeats,3,5+,5.8012392079752e-07,6.39583271264862e-07,1.37509082236414e-06,0.00837165604794444,1.04031604201607e-05,9.98806369968373e-06,0.000588345633483907,3.94166537713527e-05,6.59856212781515e-05
DEL,repeats,4,0,1.0822136543855e-05,4.98823158491837e-05,2.73401402858762e-05,0.0110652461668719,0.00348811744496891,0.00257523988426384,8.75762404394806e-05,0.000106734186271402,0.00844919845305197
DEL,repeats,4,1,0.0015105647526949,0.000681694006670191,0.00326817265148923,0.00183492291963937,0.00220668373196784,0.00241606802763258,5.33339255616612e-05,0.00100492321581276,0.0664246992007048
DEL,repeats,4,2,0.000335175786252374,1.85906981253843e-06,0.000953290415205799,7.06788991837042e-05,0.000450975517468222,0.000344126185936047,3.94535045582639e-05,0.000504420441150408,0.0142235649578196
DEL,repeats,4,3,4.78306196305241e-06,1.14565260578182e-06,1.90182257625764e-05,0.00367845705503255,9.98616098369242e-05,1.82567211609104e-05,6.31687788213856e-05,0.00012729747718635,0.004046524308223
DEL,repeats,4,4,5.56767930989105e-07,6.21421488817322e-07,1.36054225690126e-06,0.00455004592693137,1.44193195880122e-05,1.26225456407787e-05,0.000366036341740239,3.71740035479976e-05,0.000674739935176742
DEL,repeats,4,5+,0.000156342975240688,9.15145050816863e-06,0.000408999489708063,0.00176516932615281,5.62404494536228e-06,9.09132817115819e-06,2.04569320534117e-05,7.65407480320527e-05,0.000188006768293336
DEL,repeats,5+,0,8.47867753786755e-06,1.17220305588777e-06,1.38706258165185e-05,0.0435615885979866,0.136483845669593,0.00413925540374831,0.0127854090557759,0.00382014228414086,0.00570385262923141
DEL,repeats,5+,1,0.00238152649224451,0.000146808846861435,0.00448597350231228,0.000178404252308129,0.00468867381843531,2.42226233862536e-05,3.04748367401429e-05,0.000628083769668394,0.0111951437651477
DEL,repeats,5+,2,0.000261376419634769,0.00010489983156375,0.000615623895347817,0.000464081266588506,0.000498326254182603,3.17604531249967e-05,2.52005497751298e-05,0.000232901683155069,0.00308006845269882
DEL,repeats,5+,3,0.000102465064566785,3.1853249270643e-05,0.000191812012841425,0.000248548277207095,5.18414580518423e-05,1.45531868304558e-05,3.42750117867136e-05,0.000160462781478201,0.00145477294534162
DEL,repeats,5+,4,5.97678453699119e-05,6.19179021419439e-06,0.000127853994711427,7.56696912831539e-05,6.15758361094207e-05,1.62888376519369e-05,3.44970593066161e-05,3.18541171286921e-05,3.71275818589569e-05
DEL,repeats,5+,5+,1.50335993494366e-05,7.42889542419995e-06,5.14448942148576e-05,0.000630546355828097,2.36676739227682e-05,2.16755906107791e-05,2.66521243546986e-05,0.000138569775145919,0.000375770046457584
INS,repeats,2,0,0.000224990965931056,0.00035431389951595,0.000610749663614005,0.00720433704923646,0.00188396294579218,0.00134682446464652,0.00259716187276803,0.0223659080902775,0.000113034893459152
INS,repeats,2,1,0.00020870981490806,2.03152535473906e-06,0.000366334737189291,0.0173904593437637,4.45262861049918e-05,0.00426950495500195,0.00103321682343112,0.000134329408714272,9.89666273216169e-05
INS,repeats,2,2,0.000780343069836838,9.79236723887058e-05,0.00179063516704526,0.0061232422956994,0.000482300546938774,0.00011529748497785,0.0016540393985557,0.00106876279208236,0.000219889857101126
INS,repeats,2,3,0.000293910529811419,0.000554852655209244,0.000641555728514473,0.000975629925355966,0.000330954361724805,0.000212513006696418,0.00145605402149861,0.00132850710291283,7.6884387856593e-05
INS,repeats,2,4,0.00161593845323346,0.00241196610810804,0.00401090113544084,1.17190007623277e-05,4.91628909695005e-05,7.5151998139591e-05,0.000507301259155935,0.00238795943903565,0.0001174374915369
INS,repeats,2,5+,0.00925971160225284,0.017234672339851,0.0203432821716737,0.00128255033043952,0.00109734410349015,5.91474460972313e-05,5.12955748420603e-05,0.00231460252514343,0.000114109044510278
INS,repeats,3,0,3.44195381621799e-05,6.36089954786824e-06,7.82645116272429e-05,0.00348133332151204,0.000751658116578423,5.03423131679781e-05,0.000383970480215955,0.00706118410911098,8.57034033402674e-05
INS,repeats,3,1,0.000944817383311556,0.000259065343021741,0.00140391863697693,0.00578492389398765,0.000228822337493253,0.000838619914010937,0.000147673042737673,0.00244638793465763,0.000216602514235569
INS,repeats,3,2,0.000189065517003312,8.37532143713452e-06,0.000362335599987653,0.00104507712770782,0.000559503518218618,2.77349128691698e-05,2.89881676052943e-05,0.000167541378796584,0.000745841698413655
INS,repeats,3,3,2.69558053641101e-06,0.000176654051609484,2.43649393263779e-05,4.31770572524416e-06,0.000164649576916571,7.0145763888448e-06,2.18069059998184e-05,0.000549323032580726,4.84297562036748e-05
INS,repeats,3,4,6.36368792494709e-05,0.000108183776101812,0.000210177128066925,9.03585277416226e-06,0.000161309492401125,1.47118445227797e-05,4.49266373015917e-05,0.000546289368742724,0.000145635679407101
INS,repeats,3,5+,0.00151483590771454,0.00125185657914935,0.00264774293314774,2.82446077663106e-05,9.7855645397778e-06,2.46651605951495e-05,3.31977877877016e-05,0.00215966304049799,5.63422997686564e-05
INS,repeats,4,0,8.5505114363804e-06,1.40554438071591e-06,1.64067244911208e-05,0.00234056630451611,0.00114384873119072,2.76719249051574e-05,4.50334450853402e-05,0.00610808029963807,8.99727224664846e-05
INS,repeats,4,1,0.000993166537267263,0.000612691045274941,0.00178508782782786,0.00387357641207701,0.000580094921823413,0.00097856474905113,4.23145703051574e-05,0.00104184497267332,0.00108536284441464
INS,repeats,4,2,1.26410200606049e-05,6.2757757484878e-05,2.5057294724355e-05,0.000372449506461185,0.000296728860644012,1.78521766619487e-05,3.25351474467429e-05,6.8429294206296e-05,0.000191991123951718
INS,repeats,4,3,0.00010061890770572,9.94298527901628e-05,0.000236920273852359,4.41875164850522e-06,0.00020286269961298,0.000105060128151171,4.94521005570934e-05,0.000666401211153096,0.0001157217299807
INS,repeats,4,4,0.00016515938228283,0.000283116939965269,0.000499046964316334,1.03524322536503e-05,0.00010686150249391,2.0769243015558e-05,2.55889468455078e-05,0.00162530318155179,0.000392120266327965
INS,repeats,4,5+,0.00193206904357553,0.00084108800849529,0.00341906632270796,0.000745761033111942,0.000320529091115091,3.15547548369588e-05,4.81016196911381e-05,0.000544732796491561,0.000155421634384058
INS,repeats,5+,0,5.17256241181199e-07,5.62676390893373e-07,1.50079062093292e-06,0.00413870062049811,0.0048635121987417,1.52820536108166e-05,0.00058550058664723,0.00305273838971752,4.85046916386606e-05
INS,repeats,5+,1,6.09449395093729e-05,0.00150481443182,0.000292728193288515,0.0072150098463189,0.00787624649128418,0.00182460080261288,0.000106229481156981,0.0314941090129877,0.00256236804168574
INS,repeats,5+,2,2.9658269087824e-06,0.000196824556858146,5.64657750688169e-05,0.000212070528662137,0.000733700737571352,2.01312942518281e-05,0.00022683015996568,0.00073300546135399,0.000159919863226599
INS,repeats,5+,3,7.19837211736649e-05,0.000224630890426234,0.000175060405405972,0.00014430215515724,7.78011710991505e-06,2.66505794738331e-05,3.85231269290314e-05,5.67284959193059e-05,4.61789618876474e-05
INS,repeats,5+,4,4.56099035012736e-06,0.000223601720798744,3.54646499578641e-05,0.000142030221951176,1.09772841545946e-05,1.29679626621016e-05,2.91679567419823e-05,0.000384743450411455,9.30219970277241e-05
INS,repeats,5+,5+,8.56188052675842e-05,8.65155655871672e-05,0.000194734698888251,0.000510639401092805,0.000120240955999866,4.1871759777839e-05,8.55990862683667e-05,0.000221860996533382,0.000136899930579372
DEL,MH,2,1,0.000117455931960255,0.000640893327276117,0.000456294635751776,0.0264897616693276,0.000311722193284759,0.00779116741276517,0.00429396262898791,0.00178354097977008,0.202099078371941
DEL,MH,3,1,2.10472667920775e-06,5.6664028527509e-05,6.20638305244507e-06,0.0129606324437258,0.00417707586116961,0.00424717700877395,0.000108388898566649,0.000958329814687509,0.00707121200791705
DEL,MH,3,2,0.00209178029462596,0.00127322584915657,0.00393914111146048,0.00767918105826365,0.00401054078705531,0.000248892871184557,0.00123907366503289,0.00355410630564315,0.0576147012839959
DEL,MH,4,1,0.000108574682367711,1.00870495561841e-05,0.000243389051925429,0.00864227861059695,0.00377563623046613,0.00228567098253452,3.04933713486175e-05,6.89025867834955e-05,0.0113880736438716
DEL,MH,4,2,0.000355428843428138,5.21556164337267e-05,0.000976240110417663,0.00504015551517639,0.0057618148770704,0.00151025339669842,4.70786167811436e-05,0.00129237840768628,0.0319314002598142
DEL,MH,4,3,0.000458443737003035,0.000155202200561416,0.000972022140551361,0.00232887271390355,0.0034694148358179,0.000453946814102568,0.000149991689572102,0.00315447612978378,0.0378217764876188
DEL,MH,5+,1,0.00043613065303602,1.99749161013784e-06,0.000701073730699629,0.0355072379297642,0.201141379169823,5.02994606657172e-05,0.00684353371473346,0.00133623712353418,0.000195860026046119
DEL,MH,5+,2,3.45023065482578e-05,2.1965669635322e-06,0.00011908373670338,0.00626340242385736,0.215292302161017,2.4421885727607e-05,0.00111054511825894,0.00192629066349485,0.000125626866097203
DEL,MH,5+,3,3.58763312123859e-05,2.07264885374756e-06,6.34133095559265e-06,0.003089658088744,0.135665254467274,3.72754440142004e-05,5.11126331275453e-05,0.000605716355795374,0.000180669299867899
DEL,MH,5+,4,0.000287060381537908,4.67091960277407e-06,0.000676909550698305,1.57098110366069e-05,0.0706659425633754,5.33563242924661e-05,4.57636936789576e-05,0.000183930275269868,0.00289922715405541
DEL,MH,5+,5+,0.00149670165614677,0.000560759960607078,0.00412354508034891,0.000182358981751957,0.0569421053347234,1.12235688414301e-05,1.33889307399501e-05,0.000656683780348411,0.000290978958513381
