Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10
DEL,repeats,2,3,0.000583541047502755,0.000397855328180505,0.000615229333865345,0.00104092474273184,5.93372860812767e-06,0.000188126599131846,0.00669085434581494,2.87306977198416e-05,0.000462898150933719,0.0108393632762791
DEL,repeats,2,4,0.000630497135155719,7.88799836437722e-06,0.000995875576647172,0.00114411796430105,0.000559354400066196,0.000129637505734064,0.00312964491121654,3.11001061433036e-05,4.57941505501514e-05,0.00277595626023803
DEL,repeats,2,5+,1.48245301676017e-06,1.04036959936778e-06,1.73598640674807e-06,2.16370977543563e-06,0.0183786514491616,8.39210917265225e-06,5.60016487851097e-05,1.88659893187988e-05,3.91716933728071e-05,0.00161504321540843
DEL,repeats,3,0,1.28229734351923e-05,0.000136348744988763,7.76947859892137e-06,1.22115309551351e-05,0.0170954437386717,0.00486010431892019,0.00100034016100789,0.00393715559127612,0.000950144903179863,0.00447577299673372
DEL,repeats,3,1,0.00441670236366324,0.00482182090919708,0.00447108172220036,0.006344067774004,0.00441689001161897,0.00376611374467616,9.59810970774021e-05,0.00219497071588544,0.00436912959452254,0.0867771192127789
DEL,repeats,3,2,0.00185267797442256,0.000675978133100926,0.00228909190144441,0.00255470642785321,0.000688212051930683,0.000369888908586852,4.67674624167111e-05,0.00199583984491179,0.0012652628516309,0.019059223840434
DEL,repeats,3,3,0.000284455815287517,0.000468212827824837,0.000454202560042275,0.000537765682024667,0.000492205905168469,0.000112722782889934,1.4580533145383e-05,0.000320371176902887,0.000365303959190973,0.00346211905153786
DEL,repeats,3,4,1.38764296715445e-06,1.20718613755062e-06,1.86122586310601e-06,2.17192402286035e-06,0.00503640113813968,4.16154534140871e-06,1.31415632761979e-05,2.14270106240297e-05,7.73572052603558e-05,0.000159482116147422
DEL,repeats,3,5+,1.31592127715696e-06,1.2762107165534e-06,2.36659417095495e-06,2.20402561979109e-06,0.00741330399357665,5.44905555107586e-06,1.94163253562851e-05,1.53116025327242e-05,3.60147265171505e-05,0.000218909985750166
DEL,repeats,4,0,2.13090388971614e-05,5.09708242590233e-05,1.19047211520495e-05,2.90396998416996e-05,0.0108899346936368,0.0036529893710795,0.000377717549653447,0.00168796764067999,0.000305800732654748,0.00735045052227084
DEL,repeats,4,1,0.00167888658725266,0.000752559175487359,0.00230585713494151,0.00284131811397829,0.00195878023527856,0.00233192251051156,0.000629228743172002,0.00420436177156641,0.000846511097188886,0.0604068636000664
DEL,repeats,4,2,0.000545499495068123,2.94990210833903e-06,0.000544403352708071,0.000603145199579607,1.15153410392051e-05,0.000355343700606885,0.000107135556809214,4.96076128152173e-05,0.000630002700650176,0.0150961991496901
DEL,repeats,4,3,4.01526096330631e-06,1.62560257788188e-06,6.49928051899174e-06,2.55003854425264e-05,0.00332198038073976,6.95289515829048e-06,1.70669006248326e-05,2.74357045867064e-05,3.27072415971208e-05,0.00447445754356231
DEL,repeats,4,4,1.363408827438e-06,1.36001492386714e-06,1.93023663536055e-06,2.51372674422817e-06,0.00366673448656861,4.28290077870559e-05,1.75109785501508e-05,2.72709093067661e-05,3.99023067287689e-05,0.000772392988030379
DEL,repeats,4,5+,0.000212407329016382,4.53152775770845e-06,0.000186078725246073,0.000267483282803324,0.00143002267359688,4.1906328545868e-06,6.87731875631864e-05,2.19176833900924e-05,5.94461550381628e-05,0.000531849046460198
DEL,repeats,5+,0,5.25877989062017e-06,1.9911259311046e-06,8.614236159867e-06,1.60254938309019e-05,0.050083863764121,0.128009430601173,0.00865518961603019,0.00565459163990879,0.00299949223840937,0.00895295838408383
DEL,repeats,5+,1,0.00252031609206757,3.89884684380502e-06,0.00272127228811797,0.0036836721220731,0.000198109753787112,0.00463631696992893,1.13548209825008e-05,2.67028684720489e-05,0.000175844404557068,0.016374205032627
DEL,repeats,5+,2,0.000274205284205317,6.70408246794536e-05,0.000453623220862284,0.000551209300560179,0.000440454052123604,0.000378297391337688,2.51523989144811e-05,9.19340532397341e-05,8.30372762685021e-05,0.0022580700710855
DEL,repeats,5+,3,0.000151927358422624,2.63229443974884e-06,0.000143949101281833,0.000156902124358097,0.000170928300428927,0.000108278739818092,1.62357814199458e-05,1.94964327502505e-05,0.000164473908920982,0.00129133000081107
DEL,repeats,5+,4,5.02623198410932e-05,1.07692764592449e-05,5.99108641855753e-05,0.00010582231600126,9.39851385578055e-05,6.04493567472062e-05,4.9869410376508e-05,2.42450906504859e-05,3.34899549831251e-05,0.000150400338926017
DEL,repeats,5+,5+,4.05366919565175e-05,3.45426414984923e-06,1.03192435023448e-05,1.86655721945326e-05,0.000500000891048659,3.47291242751756e-06,1.92039323387754e-05,1.3841564631855e-05,0.00025066933585968,4.07350958535154e-05
INS,repeats,2,0,0.000247410397969823,0.000482142719085691,0.000382721229624754,0.0003360137729712,0.00717548340058887,0.0019106341745851,0.00227336154794151,0.000374903460781597,0.0242983498687251,0.00142868044990099
INS,repeats,2,1,0.000167262486569267,3.17798453530816e-06,0.000315609558263066,0.000343998144002194,0.0160692433025522,0.0002817453172797,0.00299814788854622,0.00111458426423407,0.000115138409629686,0.000108443306645403
INS,repeats,2,2,0.000638956925296947,0.000391810433254418,0.00127289537577539,0.000995617075363807,0.00612403627398883,0.000387098279307582,0.00105339107711214,0.000291443916961315,0.00135983926609593,0.00010494466464833
INS,repeats,2,3,0.000349613616582912,0.000475343865151757,0.000548900794140044,0.000415455409629268,0.000944103018350761,0.000378172872687114,0.000912535420096377,4.12284604905501e-05,0.000778856153937556,0.000115371623180914
INS,repeats,2,4,0.00195970316556411,0.00306006924993238,0.00163496838566756,0.00260920519914627,1.06129869768726e-05,8.25247923467594e-06,0.000104356966966682,0.000115466455325112,0.00231374674200519,8.4725475880691e-05
INS,repeats,2,5+,0.0133374813777791,0.0172503890387878,0.0135809680133834,0.0174058266688012,0.000739162355772673,0.000669892525904046,3.82258398307945e-05,9.80863044600244e-05,0.00153251891943502,0.00015209896062214
INS,repeats,3,0,3.24816282704425e-05,2.14500331357857e-06,4.79431940371637e-05,6.27928626292141e-05,0.00352036795371981,0.000832216342623951,8.18253527542415e-05,4.36208754117596e-05,0.00647527190579603,3.88612336200948e-05
INS,repeats,3,1,0.00107653676244365,0.000336149059471991,0.00107291556842873,0.00125998831009166,0.00522697360270101,0.000250680492559633,6.75771570447803e-05,0.00017939060992475,0.0024924881430427,0.000578078181565909
INS,repeats,3,2,0.000126511925084681,4.22346502861588e-06,0.000196097287044492,0.000301409911746478,0.00116440785566217,0.000439806622104471,5.68896734009191e-05,2.76188597356586e-05,0.000175311218806202,0.000294119552402823
INS,repeats,3,3,1.90525841226456e-05,0.000101452540589922,1.67158095381597e-05,5.18240904373787e-06,9.52338225913036e-06,0.000131291648373349,6.89153665738529e-06,1.01138405023982e-05,0.000316564669052858,0.000123343944452477
INS,repeats,3,4,0.000129607572801818,7.83122039971053e-05,7.39004589191283e-05,0.000194713238544261,2.4051740887753e-06,0.000177027743701625,1.79489765240552e-05,1.58531901018075e-05,0.00040566922894279,8.73223412350061e-05
INS,repeats,3,5+,0.00180266928279225,0.000983799906479163,0.00147914392845187,0.00233221664172551,5.7052072759405e-06,1.41903999001962e-05,4.47282076786223e-05,2.86905370555922e-05,0.00255415330064759,5.9586765271283e-05
INS,repeats,4,0,4.76139434013063e-06,1.91966188709661e-06,2.79658644095651e-05,5.65640331070917e-06,0.00222962452337236,0.00138732358552201,2.04466878939544e-05,3.30409383284099e-05,0.00515084127541087,6.18086164906159e-05
INS,repeats,4,1,0.00113713686859949,0.000825236046016256,0.000907147686236506,0.00145953280692157,0.00339816343770222,0.000706763681332123,0.000177976881055962,0.000657868316002396,0.00169528194844043,0.00108647475985642
INS,repeats,4,2,2.78323940790791e-05,5.0592801497492e-05,1.22901892830726e-05,5.79620632380084e-06,0.000175122657160492,0.000367903304619986,0.000109105955290438,1.78503387014807e-05,0.000106772324778894,4.69955350690119e-05
INS,repeats,4,3,0.000155144799283152,0.000128222064572431,0.000119098650757548,0.000136262225877013,1.31416694703047e-06,0.000176096264774232,1.91594104351277e-05,1.2678827557927e-05,0.000922041140592705,4.49317271687529e-05
INS,repeats,4,4,0.000267360192288103,0.000287629696872188,0.000275931248602097,0.000279350554157622,8.72638691681762e-06,9.66361215425963e-05,8.19098268320047e-06,2.88726083072415e-05,0.00191597145394283,7.22551503358888e-05
INS,repeats,4,5+,0.00174444849392796,0.00111188461869208,0.0018106495253951,0.002589030789102,0.000662216813129961,0.000284343599997365,2.29496377502386e-05,9.61574960702713e-05,0.000262640453294401,5.32450991517558e-05
INS,repeats,5+,0,1.46700114142975e-06,1.16304539887754e-06,2.27485879766874e-06,2.4344248262885e-06,0.00391081727457738,0.00528190166758695,1.55188183611423e-05,1.8354569778128e-05,0.00335671152440585,7.727100850489e-05
INS,repeats,5+,1,0.00036722711748756,0.00126856118485528,0.000229427423055425,0.000187220115694244,0.00650764101631029,0.00702397771328301,0.000632405802274239,0.00213813375948703,0.0275971661225189,0.00216500284959094
INS,repeats,5+,2,6.23533355681335e-05,0.00022007970807516,1.40734783515708e-05,6.17617822260321e-06,0.000160532336130033,0.0010160199223669,2.08355417408064e-05,2.50254303542798e-05,0.000569693076752134,0.000154739510746955
INS,repeats,5+,3,0.00014381726872988,0.000295404619962057,0.000104502604057109,9.37070013846168e-05,0.000151419976566001,1.27879382975303e-05,1.74561478239548e-05,3.95602550414207e-05,0.000149040971667191,4.63290988826109e-05
INS,repeats,5+,4,5.9851585338727e-05,0.00026273107278049,9.17873314348078e-06,7.20911129333278e-06,8.9778315313613e-05,5.76207636480611e-06,3.02643343475651e-05,3.47713840497094e-05,0.000244915305685014,0.000101682994925216
INS,repeats,5+,5+,0.000120415222622785,0.000147323468690011,0.000103884191790324,0.000156511463397183,0.00038211211782584,7.49257157014615e-05,1.5374588611448e-05,2.85693403201953e-05,4.21970520302665e-05,0.000395981848664095
DEL,MH,2,1,0.000413403584336207,0.00114994461044388,0.000139183447725844,0.000177206506062209,0.0249031692702963,0.000965395388636829,0.00678140670125458,3.67485344231321e-05,0.00240753932793403,0.181221914562278
DEL,MH,3,1,5.92174838752298e-06,3.25480063474867e-05,1.46682363166296e-05,5.92031280388625e-06,0.0135638585959628,0.00410459710756413,6.79433097319823e-05,0.00289298538049848,0.00148044987409346,0.0059935346479537
DEL,MH,3,2,0.00260940836043385,0.00117376250303834,0.00288074625464633,0.00347874489750391,0.00736762715853611,0.00435704744442389,0.000302677837579952,5.22075274559817e-05,0.00398825487248141,0.0475009669243128
DEL,MH,4,1,0.00012086482906065,7.92592745034813e-05,0.000104448460577269,0.000171487184066893,0.00868510011593566,0.00372715466545435,3.25997940652311e-05,0.00182368128288611,0.0001001140984799,0.00904901988612648
DEL,MH,4,2,0.000415639704861306,0.000123636863951798,0.000525847871616891,0.000646619622776303,0.0046541782563973,0.00542152804263442,6.69459367054635e-05,0.00269335556479223,0.000925019210037277,0.029236834490805
DEL,MH,4,3,0.000693791978642869,9.0953274355955e-06,0.000457516684283743,0.000911914918142911,0.00283361341221359,0.0035091519820817,1.30060601863064e-05,0.00118551039428714,0.00213845329814967,0.0436256787104065
DEL,MH,5+,1,0.000389692454845401,2.22477497479347e-06,0.000527018666446809,0.000690921555333071,0.0414060696613979,0.189784032802701,0.00652271334054379,0.000223507154288499,0.00240459882090399,0.000675782746007509
DEL,MH,5+,2,1.91247067253177e-05,2.00421160729152e-06,7.88023189648891e-05,9.86414123760868e-05,0.00945288042125432,0.214581280320143,0.00160168434406713,2.97771058600621e-05,0.00137029645187354,0.000113108308415641
DEL,MH,5+,3,8.4557109690138e-06,1.47150324360589e-06,1.38535785141897e-05,2.93061445505528e-05,0.00361514712839818,0.143195075060153,0.000480100057590584,3.77582878206204e-05,0.000508155001255188,0.000258326344022102
DEL,MH,5+,4,0.000402236620320205,2.92196870344131e-06,0.000321750852473641,0.000513682820891097,0.000370416280214738,0.0746153454204683,0.00010958008265974,3.98746818860027e-05,5.87762949631136e-05,0.00220602046787722
DEL,MH,5+,5+,0.00185337094546313,0.000349196375223192,0.00214600245936319,0.00270767628082225,0.00044097858289286,0.0618077612293525,1.39973737467501e-05,4.01867414673776e-05,0.000746800516468834,0.000889583002557799
