Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (ID5 0.983),signeR.4 (False Positive) (ID2 1),signeR.5 (False Positive) (ID2 1),signeR.6 (ID8 0.999),signeR.7 (ID3 0.998),signeR.8 (ID6 1),signeR.9 (ID14 0.999),signeR.10 (ID9 0.999),signeR.11 (ID4 0.992)
DEL,T,1,5+,0.813382288557632,4.98787411360581e-06,0.0208084769741288,0.822735753932921,0.811729788133001,7.10068032373587e-05,0.00775746031100927,0.00570437799792602,0.0490068620312617,4.96590719624439e-05,0.000161208316445272
INS,C,1,0,7.31874779957898e-07,4.77354537229898e-07,0.000525071753478144,3.67211222604313e-06,4.92439989586105e-06,0.00278113605541641,0.00205121683322809,0.00185201229033638,0.445556648729213,1.0315272619818e-05,0.00017621261275129
INS,C,1,1,0.00023597669253155,9.27262398657027e-07,0.00567548209351325,2.60939871511644e-05,0.000184065770699124,0.00188412190465617,0.00604659050171014,0.00154852975906076,0.0115777843554663,1.10082215543368e-05,6.59722278273891e-05
INS,C,1,2,2.27425868718467e-05,7.43937725797519e-07,0.00544631983156535,9.00558747665634e-06,8.20943916764223e-06,0.00113146510218816,0.00430256434683313,1.91983055386288e-05,0.000435940721220308,8.86262845679117e-06,4.76676117680167e-05
INS,C,1,3,0.000473054931568465,0.000596468854155808,0.000988734237952299,0.000369216341595004,0.000649808000073,2.15776034387377e-06,0.00778375142577209,8.62906282105577e-06,0.00158055316252037,8.81304696764638e-06,0.000128901607699903
INS,C,1,4,0.00294319965142725,0.00160013361664634,1.68519677684688e-05,0.00300568188980032,0.0031010168918408,3.3330232867381e-06,0.00790558897106923,9.48755279733535e-05,0.00167510684022465,1.24334584857495e-05,4.42410526256951e-05
INS,C,1,5+,0.00899894998977637,0.0247197886998858,5.26880625457624e-06,0.00898899712507434,0.00873007829282853,5.26382603007502e-06,0.00741865615662412,7.42078646770276e-05,0.00303045202654149,2.49742771449155e-05,0.000382724611823002
INS,T,1,0,0.00135553859564791,0.00218559509245549,0.0108051394554644,0.00116820180644501,0.00134555395179512,0.00465935373240147,0.0151632897901583,0.0061208510501163,0.0308900437460816,0.0111536366080689,0.00492877032876189
INS,T,1,1,2.19468530046613e-06,9.37664346308104e-07,0.0185170140129382,8.61445230080916e-06,1.83380330564601e-05,0.00423288451400088,0.0536883471734083,0.000393131242087572,0.00249543001503261,0.00893899631552006,0.000117980484695388
INS,T,1,2,0.000672432429103769,1.84614494854593e-06,0.0299484207583532,0.000554940235438362,0.000859780592632028,4.80106477078674e-06,0.0468507848031348,0.000160199566191817,0.00163645175247244,0.000124123281714111,6.07937652055227e-05
INS,T,1,3,0.00109625988899111,0.00430446122011988,0.0202413733881758,0.000913426478963201,0.000965931635558768,7.75476747803945e-06,0.0286902443103596,0.000753190786684235,0.00104191249886527,4.49980257719029e-05,0.000125368934423576
INS,T,1,4,0.00350736493720543,0.0169595957307305,0.0130194297912986,0.00331478625393555,0.00317939785850355,7.74107481160442e-06,0.00755758198895635,0.00109407281180213,0.00519992554145345,5.22502076733038e-05,0.000402349578131578
INS,T,1,5+,0.00323969467667068,0.89714141261685,4.30769435425865e-06,0.000106546933785462,0.000247429233192787,0.00798939659082529,0.0262886376310416,0.0132672688982594,0.24981720276167,2.92667140821729e-05,0.00667535896810392
DEL,repeats,2,0,0.000166483623629059,0.000705922035123003,0.0278723143489354,2.63376327616522e-05,6.49730051587254e-05,0.00848241213217411,0.0073789871868333,0.00175452500644458,0.000418030206183674,0.0128613967363991,0.0694379973555166
DEL,repeats,2,1,0.00357166051342245,0.00129351035340685,0.022331579366549,0.00344882023575157,0.00349092631264826,0.0100226168899502,0.0096004226921792,0.00238915935866067,0.00643553085799138,0.000509479652027369,0.221047837813276
DEL,repeats,2,2,0.00186781977633027,0.000317135574745812,0.00411331629333423,0.00188306681313801,0.00201412836601711,3.30469721085087e-06,0.0118601083598876,0.00228992559381538,0.00262701824402923,2.26320577421979e-05,0.0527954379068232
DEL,repeats,2,3,0.000768171032290987,0.000255842534856588,1.30569217919992e-06,0.000699723702327583,0.000915371395337474,2.09481001053692e-06,0.0066960463150969,0.000157882046618944,0.000539486423020659,9.91032685665614e-06,0.0122389528323213
DEL,repeats,2,4,0.000902312641706619,1.10545093448987e-06,0.000477562662663107,0.000694185087116772,0.000945411010401943,2.31001345175864e-06,0.00339361826822913,1.76700710869548e-05,9.3884225292851e-05,8.14718479509158e-06,0.00302055843532764
DEL,repeats,2,5+,7.57715942551761e-07,5.12600264802004e-07,0.0203603331130041,4.36627425907688e-06,5.73338044652012e-06,2.95102984818071e-06,1.86116246836493e-05,1.31803235271421e-05,4.17826642461926e-05,1.07523185868546e-05,0.000896431371769742
DEL,repeats,3,0,2.23657392982213e-05,1.0364380272004e-05,0.0162895754231896,1.18209782433435e-05,0.000141938528398967,0.0117516127968436,0.000618046161812765,0.00109182043099016,0.00103313576445915,0.00122267235608985,0.00380503945149644
DEL,repeats,3,1,0.00500024745381871,0.00520772025926398,0.00547311188811502,0.00491134157402538,0.00482076830099042,9.67745403818521e-05,0.000355826762930694,0.00570630893446762,0.00491612194822931,0.00446741368416192,0.0926949772304876
DEL,repeats,3,2,0.00234069847728616,0.000348900197982757,0.000691022196136457,0.00256785900880454,0.00285212882449849,2.71855397190606e-06,9.4048030073403e-06,0.000562580759069371,0.00121704729367052,0.000347202313384548,0.0210239209994503
DEL,repeats,3,3,0.000435286308995774,8.24512461997656e-05,0.00019907313579367,0.000551192497113538,0.000806108805721508,1.48685759274801e-06,4.13613674994659e-06,7.06966835461137e-06,0.000497491764138735,8.41310305238461e-06,0.00358570449161377
DEL,repeats,3,4,7.98040035751206e-07,5.58978694109678e-07,0.00545620842643999,4.23139957831121e-06,5.76698078961075e-06,2.28579565052958e-06,2.00530351400794e-05,9.9194409292001e-06,5.0766320795853e-05,8.81874788928224e-06,7.15398447159732e-05
DEL,repeats,3,5+,7.28424702967773e-07,6.35123490190482e-07,0.00788364497680229,3.52075628887903e-06,5.22864531576394e-06,2.56614848145137e-06,1.9852143739814e-05,1.04598302765196e-05,4.13562459384132e-05,1.03984806593824e-05,0.000286448299916877
DEL,repeats,4,0,2.34417365716977e-05,1.46026380421136e-06,0.0103723973310302,9.75567324352686e-06,0.000123164118985559,0.00721472486131234,2.84062281430994e-05,0.00234952432219445,0.000102314722183428,0.000328852916312823,0.00624051071453898
DEL,repeats,4,1,0.00213424018316344,0.000848181173355299,0.00238799519053724,0.00209585674059982,0.0021461306534292,0.00170842630790284,0.000876595307688032,0.00285247294927328,0.000651813050367772,0.00493871799224556,0.0608913471467582
DEL,repeats,4,2,0.000541891804609485,7.56028102395228e-07,8.07281098218946e-07,0.000449459781014194,0.000525278672724314,1.48366655694786e-06,5.53213447150386e-06,0.000213426228733685,0.000615592212760667,9.38324964982278e-06,0.0142046917418112
DEL,repeats,4,3,7.13417242737517e-06,6.90785790597478e-07,0.00366664192932908,9.7681735380368e-06,5.72510037493707e-06,2.06207082068994e-06,9.05720171884474e-06,1.27709431264711e-05,4.20730561595982e-05,1.02943576938907e-05,0.00386108300905291
DEL,repeats,4,4,7.34814375556777e-07,5.40851265577652e-07,0.00432783501439333,4.67963163771896e-06,5.59733283311006e-06,2.13785312874765e-06,1.09498628400266e-05,1.16429223791115e-05,4.21112695218813e-05,9.25274101093843e-06,9.70153726646953e-05
DEL,repeats,4,5+,0.000228446822865889,9.83674131736934e-07,0.00106237101796534,1.16903249351159e-05,0.000214908960960531,1.46902812498827e-06,4.50166684180796e-06,7.95267684761868e-06,3.22376632089003e-05,7.2988506226192e-06,0.000159056420147321
DEL,repeats,5+,0,6.56833001951085e-06,8.39023876781904e-07,0.0178316188782124,9.97816843975245e-06,1.11847909397184e-05,0.255346144145514,7.02083671821483e-05,0.0196731664312826,0.00321248771866811,1.89871778530877e-05,0.00353153743279533
DEL,repeats,5+,1,0.00300366003308544,1.86113016337056e-06,0.000363438467634171,0.00299110720455891,0.00315298134950085,2.90905496463304e-06,4.01500270037997e-06,0.00795670582943123,0.000470784397477254,1.37472323888478e-05,0.0151784047937988
DEL,repeats,5+,2,0.000407413036871588,9.64076024132877e-07,7.51391470625472e-05,0.00039692270139234,0.000560103911179314,1.68138560943287e-06,3.32832532509284e-06,0.000114794628142413,7.17461010448209e-05,9.83920853475789e-06,0.0023375665215525
DEL,repeats,5+,3,0.000165571526128895,7.27849417139297e-07,1.13026889700337e-06,7.84971853315226e-06,0.000135828099821464,1.30031643024602e-06,3.71858855023905e-06,1.55861780776102e-05,4.31432689796223e-05,7.68650415667947e-06,0.000725180542172504
DEL,repeats,5+,4,8.95401112964324e-05,8.01903800575979e-07,9.16941331622129e-07,7.26602011999186e-06,4.37264722027389e-05,1.32323580977237e-06,3.2903988530349e-06,7.57248711771015e-06,1.99152424418904e-05,5.85909211725153e-06,6.30231740126022e-05
DEL,repeats,5+,5+,2.62942602125388e-05,7.22923191013987e-07,7.41829177183286e-05,7.89596450397271e-06,6.26724636113799e-05,1.5168000642211e-06,4.45481537995415e-06,6.63219972354507e-06,6.60437543955761e-05,8.76488964053038e-06,7.2602963399704e-05
INS,repeats,2,0,0.000338811638840695,0.000388635717597596,0.00704945521697269,0.000295358371151898,0.000291712386111768,0.00162815649423815,0.00244568476391297,0.0021254869629172,0.0231196940620824,6.82691898177808e-05,0.00109300005439519
INS,repeats,2,1,0.000292802994853428,1.45636042604023e-06,0.0171438578126489,2.34237436321192e-05,0.000236412094275755,0.00112624314472981,0.00303938861717362,2.85155527860656e-05,5.94457000841575e-05,0.00112397166672095,8.7168588495899e-05
INS,repeats,2,2,0.00106655999728153,3.90025909814747e-06,0.00670978124873729,0.00107617770923201,0.001272128684837,3.1595189897416e-06,0.00132501456371985,0.000595796741413014,0.00116427859576729,9.84416050563752e-06,7.77886406792138e-05
INS,repeats,2,3,0.000403776817314847,0.000347051188268741,0.00114173257716469,0.000425851288383185,0.000559435042040096,1.76935442896825e-06,0.000930070771949597,0.000142502425872468,0.000964365393617503,1.11899430378652e-05,0.000107532623410519
INS,repeats,2,4,0.00201399536458475,0.0027617084999971,1.15779927185554e-06,0.00194357760948368,0.00208135124793464,1.7045023929409e-06,6.1639116977915e-05,1.1891287524684e-05,0.00307868142774535,8.15594034478943e-06,5.3757226680195e-05
INS,repeats,2,5+,0.0136319379235193,0.0185429093119215,0.000817004956852084,0.0135391942935443,0.0132985169305398,0.00130645857739281,1.21686732498242e-05,0.000560776426287008,0.000996403968527376,2.37417971255093e-05,0.000223146703451683
INS,repeats,3,0,5.77765834458286e-05,9.44497917000026e-07,0.00379211043885531,1.06557374177382e-05,5.72717890385743e-05,3.37818073117119e-06,2.79212465665062e-05,0.00126364677492983,0.00645420897100685,9.92939292108292e-06,6.52007101706662e-05
INS,repeats,3,1,0.00124165411979645,9.06337206049037e-05,0.00633239739134198,0.00129768943151155,0.00140617090992275,3.80681557194866e-06,0.000341211906796695,2.45521771628439e-05,0.00258868225424306,1.28910202838417e-05,0.000315349774618724
INS,repeats,3,2,0.000225157574222537,1.04418837006334e-06,0.000709840560385447,5.64596772103984e-05,0.000248129331764134,1.73638826475798e-06,6.13023771725122e-06,0.00052301943565244,0.000173391704510066,9.37798577263606e-06,0.000276050296578832
INS,repeats,3,3,2.60588387947804e-05,1.26074913308517e-06,8.58617483191512e-07,6.68188788267272e-06,0.000170356107219674,1.46776153315968e-06,3.0860520156427e-06,1.63126706824989e-05,0.000225679939667642,6.34480837000305e-06,2.71617322220085e-05
INS,repeats,3,4,0.000158596785421037,1.01474444682161e-06,8.86746018005207e-07,8.39907897559641e-06,0.000216556227648637,1.22722322329242e-06,2.84737310381898e-06,6.6564967393091e-06,0.00057878418552214,6.67649074378264e-06,2.88692210418251e-05
INS,repeats,3,5+,0.00197553005072021,0.000464885064273416,8.76521128067923e-07,0.00201857708606953,0.00264724799997991,1.34278247471373e-06,3.69079462428857e-06,7.47655096372431e-06,0.00254231162455289,6.94593946773352e-06,2.98138726437972e-05
INS,repeats,4,0,1.33594283345516e-05,9.4180041914453e-07,0.00265210631965276,1.19099239974438e-05,9.7737122161131e-06,5.38664140279747e-06,6.82863849992129e-06,0.00160456002715163,0.00573223230073537,1.04292813280674e-05,0.000104269179100841
INS,repeats,4,1,0.00121408054484664,0.000696246578034551,0.0037328383585907,0.00120083894870104,0.0012458266734921,0.000869431010290428,0.000192412728840914,0.00038722857053225,0.00131455148951289,1.46134012092485e-05,0.00117119672906628
INS,repeats,4,2,2.23508775814198e-05,1.3188497438936e-06,4.05252491479717e-06,6.29921501590751e-06,0.000114514943046424,1.80487427426471e-06,3.53668755846357e-06,0.000157874243152304,5.64530234824221e-05,7.77705100878616e-06,7.44047443137075e-05
INS,repeats,4,3,0.000161509935560344,8.86784058152515e-07,8.63025277395206e-07,7.15331458205771e-06,0.000302656650373795,1.32312556190041e-06,3.12041039198538e-06,5.17447768623322e-05,0.00087796709694819,6.80141198622797e-06,2.92616291059258e-05
INS,repeats,4,4,0.000281691618601169,2.92566922684515e-06,9.39694526843829e-07,0.000315499562327578,0.000633697929820819,1.32097737567775e-06,3.20819478786141e-06,7.94530299732012e-06,0.00166551433464089,7.15954094753998e-06,7.47211422230878e-05
INS,repeats,4,5+,0.00223495830143076,0.000712178433873224,0.000444124606129045,0.00232914550524801,0.00250713065121338,0.000105238038290892,4.81825835409138e-06,2.38225397885747e-05,0.000441381616905947,8.45791811758878e-06,9.08292228738648e-05
INS,repeats,5+,0,7.11240811010029e-07,5.81359863652473e-07,0.00476569090221001,3.81108133043302e-06,5.40993590945738e-06,4.1035639200607e-06,2.08557628343343e-05,0.00889297159436468,0.00255808602752003,1.5257936648229e-05,0.000103015557474215
INS,repeats,5+,1,0.000131924383633928,0.00149215183164767,0.00591886326951395,6.35526191649219e-05,7.86140712700926e-05,0.0103969915326966,0.000204644943319049,0.00542032937233141,0.025485347557824,9.70945511603861e-05,0.00330402740147032
INS,repeats,5+,2,3.51996201594114e-05,2.16596703730699e-05,2.48679402781432e-06,6.51193461277849e-06,0.000289011778715296,1.74030642216497e-06,3.4071555638405e-06,0.00116069809522563,0.000624289420708433,7.49797000727535e-06,0.000108610610848462
INS,repeats,5+,3,0.000133996154332857,1.90756197307863e-06,9.1379904574424e-07,7.42074502919934e-06,0.000354720628996966,1.35825887188069e-06,3.0390347613855e-06,7.17879431740552e-06,6.91941444724877e-05,6.91511510250616e-06,3.05762957782438e-05
INS,repeats,5+,4,3.35761151791093e-05,4.01094122851531e-06,8.68629433148203e-07,7.0812981957077e-06,0.00031755507802281,1.4049394556067e-06,3.2885811881389e-06,6.69427653834848e-06,0.000103032962124793,7.15978737518634e-06,3.48959316027529e-05
INS,repeats,5+,5+,0.000138391200592842,1.16617181030415e-06,0.00015676217153019,9.3872876549592e-06,0.000229660697464344,1.55969983974811e-06,3.91319760957842e-06,7.83642922036837e-06,4.44658631141193e-05,8.48842843052836e-06,6.11504486342467e-05
DEL,MH,2,1,0.000168753024270011,0.00123961847044448,0.026901961931255,8.37586159064335e-05,8.15707527384677e-05,0.00417054334445422,0.00801001967676225,0.000201141160673631,0.00259300852019561,0.0030745344916215,0.181118434704837
DEL,MH,3,1,5.47314522840606e-06,3.64630838491077e-06,0.0124056240619862,8.18133349384394e-06,8.63812488475349e-05,0.0100555214584266,0.000299015759815753,0.000881027195625089,0.00152647607904311,0.00186640737660788,0.00578366601839735
DEL,MH,3,2,0.00294419144758893,0.00153605486971357,0.00824617944738782,0.0029159339964348,0.00287762855421737,0.00452255718782431,0.00035170577217495,0.00453293486916483,0.00327158551780285,8.2759527308435e-05,0.0467513550282721
DEL,MH,4,1,0.0001639553050756,1.70781913943868e-06,0.00822493362024619,1.28561574679592e-05,0.000244050164998277,0.00609966453293954,1.65306895384019e-05,0.00271203615775689,6.149700731615e-05,0.00180776386692947,0.00980298070522798
DEL,MH,4,2,0.000566971232204336,2.90888284508197e-06,0.00553809747373393,0.000554725398462101,0.000731532563369703,0.00122532363078128,0.000440646385428333,0.00880547967630658,0.000900521372851921,0.00339691963766123,0.0281175890369686
DEL,MH,4,3,0.000715952055986141,3.70609594294521e-06,0.00331518983956611,0.000631255862707575,0.000885079174279321,0.000977935716106464,4.02872457552629e-05,0.00494585638138423,0.00212964850978861,0.00209492229589518,0.0465820881836194
DEL,MH,5+,1,0.000611320958790095,1.59556292861275e-06,0.00708448614881966,0.000149075126890546,0.00045695224810872,0.301930011098928,1.97614722592225e-05,0.0724167175195009,0.0033866015189174,2.46219336048987e-05,0.000182596625149367
DEL,MH,5+,2,9.45598218667701e-05,1.150235748814e-06,0.00643719847724434,1.14522877876884e-05,3.05040838869229e-05,0.131077211278261,0.000672260711810812,0.25534828343595,0.00266863373904253,1.8721772870404e-05,0.000143193002258172
DEL,MH,5+,3,4.57446564944364e-05,8.8162207755531e-07,0.00603840267841384,9.16200463937636e-06,1.92431970105548e-05,0.0482639575745693,0.00023862798327936,0.218609336287875,0.000811251846217639,2.20663843398729e-05,0.000258457792261675
DEL,MH,5+,4,0.000477939766097056,1.80511933315742e-06,0.00195509531722035,0.000287055146154575,0.000437333608745461,0.016727726168578,0.000314282823864726,0.121418488908087,7.1847562817642e-05,3.20389240745884e-05,0.00294561946167318
DEL,MH,5+,5+,0.00239851873135884,0.000525308419612078,0.00214745872086876,0.00224898420418326,0.00251035071672768,0.0131968769676404,1.6928301165446e-05,0.0997703985388767,0.000693897325620512,1.85720793839245e-05,0.00158543598549535
