prog,down_samp_thres,seed,ex.sig,gt.sig,sim
mSigHdp,500,1076753,hdp.3,ID6,0.997
mSigHdp,500,1076753,hdp.7,ID8,0.982
mSigHdp,500,1076753,hdp.11,ID9,1
mSigHdp,500,1076753,hdp.12,ID11,0.977
mSigHdp,500,1076753,hdp.2,ID13,0.998
mSigHdp,500,1076753,hdp.9,ID14,0.975
SigProfilerExtractor,500,1076753,ID83A,ID2,1
SigProfilerExtractor,500,1076753,ID83B,ID1,1
SigProfilerExtractor,500,1076753,ID83D,ID8,0.991
SigProfilerExtractor,500,1076753,ID83E,ID3,0.976
SigProfilerExtractor,500,1076753,ID83F,ID6,0.998
SigProfilerExtractor,500,1076753,ID83G,ID13,0.981
SigProfilerExtractor,500,1076753,ID83H,ID9,0.995
SigProfilerExtractor,500,1076753,ID83I,ID4,0.993
SigProfilerExtractor,500,1076753,ID83J,ID14,0.985
mSigHdp,1k,145879,hdp.5,ID1,1
mSigHdp,1k,145879,hdp.6,ID2,1
mSigHdp,1k,145879,hdp.8,ID3,0.974
mSigHdp,1k,145879,hdp.3,ID4,0.994
mSigHdp,1k,145879,hdp.15,ID5,0.995
mSigHdp,1k,145879,hdp.2,ID6,0.995
mSigHdp,1k,145879,hdp.7,ID8,0.982
mSigHdp,1k,145879,hdp.4,ID9,1
mSigHdp,1k,145879,hdp.11,ID11,0.977
mSigHdp,1k,145879,hdp.1,ID13,0.998
mSigHdp,1k,145879,hdp.9,ID14,0.979
SigProfilerExtractor,1k,145879,ID83A,ID2,1
SigProfilerExtractor,1k,145879,ID83B,ID1,1
SigProfilerExtractor,1k,145879,ID83D,ID8,0.99
SigProfilerExtractor,1k,145879,ID83E,ID3,0.976
SigProfilerExtractor,1k,145879,ID83F,ID6,0.998
SigProfilerExtractor,1k,145879,ID83G,ID13,0.984
SigProfilerExtractor,1k,145879,ID83H,ID9,0.995
SigProfilerExtractor,1k,145879,ID83I,ID4,0.991
SigProfilerExtractor,1k,145879,ID83J,ID14,0.985
mSigHdp,1k,200437,hdp.7,ID1,1
mSigHdp,1k,200437,hdp.5,ID2,1
mSigHdp,1k,200437,hdp.9,ID3,0.977
mSigHdp,1k,200437,hdp.6,ID4,0.994
mSigHdp,1k,200437,hdp.1,ID5,0.996
mSigHdp,1k,200437,hdp.2,ID6,0.995
mSigHdp,1k,200437,hdp.11,ID8,0.982
mSigHdp,1k,200437,hdp.8,ID9,1
mSigHdp,1k,200437,hdp.12,ID11,0.977
mSigHdp,1k,200437,hdp.4,ID13,0.998
mSigHdp,1k,200437,hdp.10,ID14,0.98
SigProfilerExtractor,1k,200437,ID83A,ID1,1
SigProfilerExtractor,1k,200437,ID83B,ID2,1
SigProfilerExtractor,1k,200437,ID83D,ID8,0.99
SigProfilerExtractor,1k,200437,ID83E,ID3,0.977
SigProfilerExtractor,1k,200437,ID83F,ID6,0.997
SigProfilerExtractor,1k,200437,ID83G,ID13,0.983
SigProfilerExtractor,1k,200437,ID83H,ID9,0.995
SigProfilerExtractor,1k,200437,ID83I,ID4,0.992
SigProfilerExtractor,1k,200437,ID83J,ID14,0.985
mSigHdp,1k,310111,hdp.7,ID1,1
mSigHdp,1k,310111,hdp.3,ID2,1
mSigHdp,1k,310111,hdp.9,ID3,0.977
mSigHdp,1k,310111,hdp.10,ID4,0.994
mSigHdp,1k,310111,hdp.1,ID5,0.993
mSigHdp,1k,310111,hdp.2,ID6,0.994
mSigHdp,1k,310111,hdp.6,ID8,0.987
mSigHdp,1k,310111,hdp.5,ID9,1
mSigHdp,1k,310111,hdp.12,ID11,0.977
mSigHdp,1k,310111,hdp.4,ID13,0.998
mSigHdp,1k,310111,hdp.8,ID14,0.977
SigProfilerExtractor,1k,310111,ID83A,ID2,1
SigProfilerExtractor,1k,310111,ID83B,ID1,1
SigProfilerExtractor,1k,310111,ID83D,ID8,0.99
SigProfilerExtractor,1k,310111,ID83E,ID3,0.975
SigProfilerExtractor,1k,310111,ID83F,ID6,0.998
SigProfilerExtractor,1k,310111,ID83G,ID13,0.981
SigProfilerExtractor,1k,310111,ID83H,ID9,0.995
SigProfilerExtractor,1k,310111,ID83I,ID4,0.994
SigProfilerExtractor,1k,310111,ID83J,ID14,0.986
mSigHdp,1k,528401,hdp.4,ID1,1
mSigHdp,1k,528401,hdp.7,ID2,1
mSigHdp,1k,528401,hdp.5,ID3,0.981
mSigHdp,1k,528401,hdp.9,ID4,0.994
mSigHdp,1k,528401,hdp.3,ID5,0.907
mSigHdp,1k,528401,hdp.1,ID6,0.993
mSigHdp,1k,528401,hdp.11,ID8,0.985
mSigHdp,1k,528401,hdp.8,ID9,1
mSigHdp,1k,528401,hdp.10,ID11,0.977
mSigHdp,1k,528401,hdp.2,ID13,0.998
mSigHdp,1k,528401,hdp.6,ID14,0.98
SigProfilerExtractor,1k,528401,ID83A,ID1,1
SigProfilerExtractor,1k,528401,ID83B,ID2,1
SigProfilerExtractor,1k,528401,ID83D,ID8,0.991
SigProfilerExtractor,1k,528401,ID83E,ID3,0.978
SigProfilerExtractor,1k,528401,ID83F,ID6,0.998
SigProfilerExtractor,1k,528401,ID83G,ID13,0.984
SigProfilerExtractor,1k,528401,ID83H,ID9,0.994
SigProfilerExtractor,1k,528401,ID83I,ID4,0.992
SigProfilerExtractor,1k,528401,ID83J,ID14,0.986
mSigHdp,1k,1076753,hdp.6,ID1,1
mSigHdp,1k,1076753,hdp.4,ID2,1
mSigHdp,1k,1076753,hdp.13,ID3,0.968
mSigHdp,1k,1076753,hdp.5,ID4,0.994
mSigHdp,1k,1076753,hdp.1,ID5,0.995
mSigHdp,1k,1076753,hdp.3,ID6,0.994
mSigHdp,1k,1076753,hdp.10,ID8,0.987
mSigHdp,1k,1076753,hdp.9,ID9,1
mSigHdp,1k,1076753,hdp.11,ID11,0.977
mSigHdp,1k,1076753,hdp.2,ID13,0.998
mSigHdp,1k,1076753,hdp.7,ID14,0.977
SigProfilerExtractor,1k,1076753,ID83A,ID1,1
SigProfilerExtractor,1k,1076753,ID83B,ID2,1
SigProfilerExtractor,1k,1076753,ID83D,ID8,0.991
SigProfilerExtractor,1k,1076753,ID83E,ID3,0.974
SigProfilerExtractor,1k,1076753,ID83F,ID6,0.998
SigProfilerExtractor,1k,1076753,ID83G,ID13,0.981
SigProfilerExtractor,1k,1076753,ID83H,ID9,0.995
SigProfilerExtractor,1k,1076753,ID83I,ID4,0.987
SigProfilerExtractor,1k,1076753,ID83J,ID14,0.986
mSigHdp,3k,145879,hdp.11,ID1,1
mSigHdp,3k,145879,hdp.6,ID2,1
mSigHdp,3k,145879,hdp.8,ID3,0.973
mSigHdp,3k,145879,hdp.5,ID4,0.994
mSigHdp,3k,145879,hdp.2,ID5,0.993
mSigHdp,3k,145879,hdp.4,ID6,0.996
mSigHdp,3k,145879,hdp.1,ID8,0.999
mSigHdp,3k,145879,hdp.9,ID9,1
mSigHdp,3k,145879,hdp.12,ID11,0.977
mSigHdp,3k,145879,hdp.3,ID13,0.998
mSigHdp,3k,145879,hdp.7,ID14,0.976
SigProfilerExtractor,3k,145879,ID83A,ID2,1
SigProfilerExtractor,3k,145879,ID83B,ID1,1
SigProfilerExtractor,3k,145879,ID83D,ID8,0.991
SigProfilerExtractor,3k,145879,ID83E,ID3,0.977
SigProfilerExtractor,3k,145879,ID83F,ID13,0.975
SigProfilerExtractor,3k,145879,ID83G,ID6,0.998
SigProfilerExtractor,3k,145879,ID83H,ID9,0.995
SigProfilerExtractor,3k,145879,ID83I,ID4,0.993
SigProfilerExtractor,3k,145879,ID83J,ID14,0.983
mSigHdp,3k,200437,hdp.8,ID1,1
mSigHdp,3k,200437,hdp.6,ID2,1
mSigHdp,3k,200437,hdp.5,ID3,0.971
mSigHdp,3k,200437,hdp.2,ID4,0.994
mSigHdp,3k,200437,hdp.14,ID5,0.998
mSigHdp,3k,200437,hdp.1,ID6,0.997
mSigHdp,3k,200437,hdp.10,ID8,0.987
mSigHdp,3k,200437,hdp.7,ID9,1
mSigHdp,3k,200437,hdp.11,ID11,0.977
mSigHdp,3k,200437,hdp.4,ID13,0.998
mSigHdp,3k,200437,hdp.9,ID14,0.979
SigProfilerExtractor,3k,200437,ID83A,ID2,1
SigProfilerExtractor,3k,200437,ID83B,ID1,1
SigProfilerExtractor,3k,200437,ID83D,ID8,0.99
SigProfilerExtractor,3k,200437,ID83E,ID3,0.977
SigProfilerExtractor,3k,200437,ID83F,ID6,0.998
SigProfilerExtractor,3k,200437,ID83G,ID13,0.981
SigProfilerExtractor,3k,200437,ID83H,ID9,0.994
SigProfilerExtractor,3k,200437,ID83I,ID4,0.993
SigProfilerExtractor,3k,200437,ID83J,ID14,0.984
mSigHdp,3k,310111,hdp.7,ID1,1
mSigHdp,3k,310111,hdp.4,ID2,1
mSigHdp,3k,310111,hdp.6,ID3,0.976
mSigHdp,3k,310111,hdp.9,ID4,0.993
mSigHdp,3k,310111,hdp.1,ID5,0.994
mSigHdp,3k,310111,hdp.3,ID6,0.996
mSigHdp,3k,310111,hdp.11,ID8,0.987
mSigHdp,3k,310111,hdp.8,ID9,1
mSigHdp,3k,310111,hdp.12,ID11,0.977
mSigHdp,3k,310111,hdp.2,ID13,0.998
mSigHdp,3k,310111,hdp.10,ID14,0.978
SigProfilerExtractor,3k,310111,ID83A,ID2,1
SigProfilerExtractor,3k,310111,ID83B,ID1,1
SigProfilerExtractor,3k,310111,ID83D,ID8,0.991
SigProfilerExtractor,3k,310111,ID83E,ID3,0.976
SigProfilerExtractor,3k,310111,ID83F,ID13,0.976
SigProfilerExtractor,3k,310111,ID83G,ID6,0.998
SigProfilerExtractor,3k,310111,ID83H,ID9,0.995
SigProfilerExtractor,3k,310111,ID83I,ID4,0.993
SigProfilerExtractor,3k,310111,ID83J,ID14,0.987
mSigHdp,3k,528401,hdp.3,ID1,1
mSigHdp,3k,528401,hdp.9,ID2,1
mSigHdp,3k,528401,hdp.10,ID3,0.974
mSigHdp,3k,528401,hdp.2,ID4,0.993
mSigHdp,3k,528401,hdp.17,ID5,0.994
mSigHdp,3k,528401,hdp.8,ID6,0.995
mSigHdp,3k,528401,hdp.5,ID8,0.982
mSigHdp,3k,528401,hdp.7,ID9,1
mSigHdp,3k,528401,hdp.12,ID11,0.977
mSigHdp,3k,528401,hdp.1,ID13,0.998
mSigHdp,3k,528401,hdp.4,ID14,0.98
SigProfilerExtractor,3k,528401,ID83A,ID2,1
SigProfilerExtractor,3k,528401,ID83B,ID1,1
SigProfilerExtractor,3k,528401,ID83D,ID8,0.991
SigProfilerExtractor,3k,528401,ID83E,ID3,0.977
SigProfilerExtractor,3k,528401,ID83F,ID13,0.979
SigProfilerExtractor,3k,528401,ID83G,ID6,0.998
SigProfilerExtractor,3k,528401,ID83H,ID9,0.994
SigProfilerExtractor,3k,528401,ID83I,ID4,0.993
SigProfilerExtractor,3k,528401,ID83J,ID14,0.987
mSigHdp,3k,1076753,hdp.6,ID1,1
mSigHdp,3k,1076753,hdp.3,ID2,1
mSigHdp,3k,1076753,hdp.7,ID3,0.987
mSigHdp,3k,1076753,hdp.5,ID4,0.994
mSigHdp,3k,1076753,hdp.1,ID5,0.995
mSigHdp,3k,1076753,hdp.4,ID6,0.995
mSigHdp,3k,1076753,hdp.9,ID8,0.982
mSigHdp,3k,1076753,hdp.10,ID9,1
mSigHdp,3k,1076753,hdp.13,ID11,0.977
mSigHdp,3k,1076753,hdp.2,ID13,0.998
mSigHdp,3k,1076753,hdp.8,ID14,0.978
SigProfilerExtractor,3k,1076753,ID83A,ID2,1
SigProfilerExtractor,3k,1076753,ID83B,ID1,1
SigProfilerExtractor,3k,1076753,ID83D,ID8,0.99
SigProfilerExtractor,3k,1076753,ID83E,ID3,0.979
SigProfilerExtractor,3k,1076753,ID83F,ID6,0.998
SigProfilerExtractor,3k,1076753,ID83G,ID13,0.98
SigProfilerExtractor,3k,1076753,ID83H,ID9,0.994
SigProfilerExtractor,3k,1076753,ID83I,ID4,0.993
SigProfilerExtractor,3k,1076753,ID83J,ID14,0.986
mSigHdp,5k,145879,hdp.5,ID1,1
mSigHdp,5k,145879,hdp.8,ID2,1
mSigHdp,5k,145879,hdp.7,ID3,0.979
mSigHdp,5k,145879,hdp.3,ID4,0.992
mSigHdp,5k,145879,hdp.1,ID5,0.996
mSigHdp,5k,145879,hdp.2,ID6,0.998
mSigHdp,5k,145879,hdp.10,ID8,0.987
mSigHdp,5k,145879,hdp.6,ID9,1
mSigHdp,5k,145879,hdp.11,ID11,0.976
mSigHdp,5k,145879,hdp.4,ID13,0.998
mSigHdp,5k,145879,hdp.9,ID14,0.975
SigProfilerExtractor,5k,145879,ID83A,ID2,0.999
SigProfilerExtractor,5k,145879,ID83B,ID1,1
SigProfilerExtractor,5k,145879,ID83D,ID8,0.989
SigProfilerExtractor,5k,145879,ID83E,ID3,0.977
SigProfilerExtractor,5k,145879,ID83F,ID6,0.997
SigProfilerExtractor,5k,145879,ID83G,ID13,0.989
SigProfilerExtractor,5k,145879,ID83H,ID9,0.993
SigProfilerExtractor,5k,145879,ID83J,ID4,0.992
SigProfilerExtractor,5k,145879,ID83K,ID14,0.98
mSigHdp,5k,200437,hdp.7,ID1,1
mSigHdp,5k,200437,hdp.5,ID2,1
mSigHdp,5k,200437,hdp.6,ID3,0.979
mSigHdp,5k,200437,hdp.3,ID4,0.992
mSigHdp,5k,200437,hdp.13,ID5,0.995
mSigHdp,5k,200437,hdp.2,ID6,0.998
mSigHdp,5k,200437,hdp.1,ID8,0.999
mSigHdp,5k,200437,hdp.9,ID9,1
mSigHdp,5k,200437,hdp.10,ID11,0.977
mSigHdp,5k,200437,hdp.4,ID13,0.998
mSigHdp,5k,200437,hdp.8,ID14,0.982
SigProfilerExtractor,5k,200437,ID83A,ID2,1
SigProfilerExtractor,5k,200437,ID83B,ID1,1
SigProfilerExtractor,5k,200437,ID83D,ID8,0.991
SigProfilerExtractor,5k,200437,ID83E,ID3,0.979
SigProfilerExtractor,5k,200437,ID83F,ID13,0.976
SigProfilerExtractor,5k,200437,ID83G,ID6,0.998
SigProfilerExtractor,5k,200437,ID83H,ID9,0.994
SigProfilerExtractor,5k,200437,ID83I,ID4,0.989
SigProfilerExtractor,5k,200437,ID83J,ID14,0.985
mSigHdp,5k,310111,hdp.7,ID1,1
mSigHdp,5k,310111,hdp.5,ID2,1
mSigHdp,5k,310111,hdp.6,ID3,0.985
mSigHdp,5k,310111,hdp.4,ID4,0.992
mSigHdp,5k,310111,hdp.14,ID5,0.994
mSigHdp,5k,310111,hdp.3,ID6,0.996
mSigHdp,5k,310111,hdp.9,ID8,0.989
mSigHdp,5k,310111,hdp.8,ID9,1
mSigHdp,5k,310111,hdp.11,ID11,0.976
mSigHdp,5k,310111,hdp.1,ID13,0.998
mSigHdp,5k,310111,hdp.10,ID14,0.977
SigProfilerExtractor,5k,310111,ID83A,ID2,1
SigProfilerExtractor,5k,310111,ID83B,ID1,1
SigProfilerExtractor,5k,310111,ID83D,ID13,0.955
SigProfilerExtractor,5k,310111,ID83E,ID8,0.99
SigProfilerExtractor,5k,310111,ID83F,ID3,0.979
SigProfilerExtractor,5k,310111,ID83G,ID6,0.998
SigProfilerExtractor,5k,310111,ID83H,ID9,0.994
SigProfilerExtractor,5k,310111,ID83I,ID4,0.991
SigProfilerExtractor,5k,310111,ID83J,ID14,0.986
mSigHdp,5k,528401,hdp.8,ID1,1
mSigHdp,5k,528401,hdp.5,ID2,1
mSigHdp,5k,528401,hdp.6,ID3,0.985
mSigHdp,5k,528401,hdp.3,ID4,0.992
mSigHdp,5k,528401,hdp.1,ID5,0.988
mSigHdp,5k,528401,hdp.2,ID6,0.993
mSigHdp,5k,528401,hdp.10,ID8,0.985
mSigHdp,5k,528401,hdp.7,ID9,1
mSigHdp,5k,528401,hdp.12,ID11,0.975
mSigHdp,5k,528401,hdp.4,ID13,0.998
mSigHdp,5k,528401,hdp.9,ID14,0.977
SigProfilerExtractor,5k,528401,ID83A,ID2,0.999
SigProfilerExtractor,5k,528401,ID83B,ID1,1
SigProfilerExtractor,5k,528401,ID83D,ID8,0.99
SigProfilerExtractor,5k,528401,ID83E,ID3,0.977
SigProfilerExtractor,5k,528401,ID83F,ID6,0.998
SigProfilerExtractor,5k,528401,ID83G,ID13,0.989
SigProfilerExtractor,5k,528401,ID83H,ID9,0.993
SigProfilerExtractor,5k,528401,ID83J,ID4,0.991
SigProfilerExtractor,5k,528401,ID83K,ID14,0.98
mSigHdp,5k,1076753,hdp.5,ID1,1
mSigHdp,5k,1076753,hdp.3,ID2,1
mSigHdp,5k,1076753,hdp.7,ID3,0.975
mSigHdp,5k,1076753,hdp.2,ID4,0.992
mSigHdp,5k,1076753,hdp.14,ID5,0.996
mSigHdp,5k,1076753,hdp.4,ID6,0.998
mSigHdp,5k,1076753,hdp.8,ID8,0.985
mSigHdp,5k,1076753,hdp.9,ID9,1
mSigHdp,5k,1076753,hdp.10,ID11,0.976
mSigHdp,5k,1076753,hdp.1,ID13,0.998
mSigHdp,5k,1076753,hdp.6,ID14,0.979
SigProfilerExtractor,5k,1076753,ID83A,ID2,1
SigProfilerExtractor,5k,1076753,ID83B,ID1,1
SigProfilerExtractor,5k,1076753,ID83D,ID8,0.99
SigProfilerExtractor,5k,1076753,ID83E,ID3,0.978
SigProfilerExtractor,5k,1076753,ID83F,ID13,0.962
SigProfilerExtractor,5k,1076753,ID83G,ID6,0.999
SigProfilerExtractor,5k,1076753,ID83H,ID9,0.995
SigProfilerExtractor,5k,1076753,ID83I,ID4,0.99
SigProfilerExtractor,5k,1076753,ID83J,ID14,0.985
mSigHdp,10k,145879,hdp.10,ID1,1
mSigHdp,10k,145879,hdp.4,ID2,1
mSigHdp,10k,145879,hdp.11,ID3,0.985
mSigHdp,10k,145879,hdp.5,ID4,0.99
mSigHdp,10k,145879,hdp.3,ID5,0.936
mSigHdp,10k,145879,hdp.2,ID6,0.999
mSigHdp,10k,145879,hdp.1,ID8,0.999
mSigHdp,10k,145879,hdp.9,ID9,1
mSigHdp,10k,145879,hdp.12,ID11,0.975
mSigHdp,10k,145879,hdp.6,ID13,0.998
mSigHdp,10k,145879,hdp.8,ID14,0.976
SigProfilerExtractor,10k,145879,ID83A,ID2,1
SigProfilerExtractor,10k,145879,ID83B,ID1,1
SigProfilerExtractor,10k,145879,ID83C,ID5,0.958
SigProfilerExtractor,10k,145879,ID83D,ID8,0.986
SigProfilerExtractor,10k,145879,ID83E,ID3,0.987
SigProfilerExtractor,10k,145879,ID83F,ID6,0.997
SigProfilerExtractor,10k,145879,ID83G,ID9,0.993
SigProfilerExtractor,10k,145879,ID83H,ID4,0.986
SigProfilerExtractor,10k,145879,ID83I,ID14,0.99
mSigHdp,10k,200437,hdp.6,ID1,1
mSigHdp,10k,200437,hdp.4,ID2,1
mSigHdp,10k,200437,hdp.7,ID3,0.974
mSigHdp,10k,200437,hdp.10,ID4,0.99
mSigHdp,10k,200437,hdp.1,ID5,0.993
mSigHdp,10k,200437,hdp.2,ID6,0.999
mSigHdp,10k,200437,hdp.11,ID8,0.985
mSigHdp,10k,200437,hdp.12,ID9,1
mSigHdp,10k,200437,hdp.13,ID11,0.974
mSigHdp,10k,200437,hdp.5,ID13,0.998
mSigHdp,10k,200437,hdp.8,ID14,0.975
SigProfilerExtractor,10k,200437,ID83A,ID2,1
SigProfilerExtractor,10k,200437,ID83B,ID1,1
SigProfilerExtractor,10k,200437,ID83D,ID8,0.991
SigProfilerExtractor,10k,200437,ID83E,ID3,0.98
SigProfilerExtractor,10k,200437,ID83F,ID13,0.973
SigProfilerExtractor,10k,200437,ID83G,ID6,0.998
SigProfilerExtractor,10k,200437,ID83H,ID9,0.994
SigProfilerExtractor,10k,200437,ID83I,ID4,0.989
SigProfilerExtractor,10k,200437,ID83J,ID14,0.986
mSigHdp,10k,310111,hdp.6,ID1,1
mSigHdp,10k,310111,hdp.9,ID2,1
mSigHdp,10k,310111,hdp.11,ID3,0.979
mSigHdp,10k,310111,hdp.3,ID4,0.99
mSigHdp,10k,310111,hdp.1,ID5,0.989
mSigHdp,10k,310111,hdp.2,ID6,0.999
mSigHdp,10k,310111,hdp.12,ID8,0.988
mSigHdp,10k,310111,hdp.8,ID9,1
mSigHdp,10k,310111,hdp.13,ID11,0.974
mSigHdp,10k,310111,hdp.5,ID13,0.998
mSigHdp,10k,310111,hdp.10,ID14,0.978
SigProfilerExtractor,10k,310111,ID83A,ID2,1
SigProfilerExtractor,10k,310111,ID83B,ID1,1
SigProfilerExtractor,10k,310111,ID83D,ID13,0.955
SigProfilerExtractor,10k,310111,ID83E,ID8,0.991
SigProfilerExtractor,10k,310111,ID83F,ID3,0.979
SigProfilerExtractor,10k,310111,ID83G,ID6,0.998
SigProfilerExtractor,10k,310111,ID83H,ID9,0.994
SigProfilerExtractor,10k,310111,ID83I,ID4,0.989
SigProfilerExtractor,10k,310111,ID83J,ID14,0.986
mSigHdp,10k,528401,hdp.4,ID1,1
mSigHdp,10k,528401,hdp.9,ID2,1
mSigHdp,10k,528401,hdp.10,ID3,0.987
mSigHdp,10k,528401,hdp.8,ID4,0.99
mSigHdp,10k,528401,hdp.1,ID5,0.989
mSigHdp,10k,528401,hdp.3,ID6,0.998
mSigHdp,10k,528401,hdp.2,ID8,0.999
mSigHdp,10k,528401,hdp.7,ID9,1
mSigHdp,10k,528401,hdp.12,ID11,0.974
mSigHdp,10k,528401,hdp.5,ID13,0.998
mSigHdp,10k,528401,hdp.6,ID14,0.981
SigProfilerExtractor,10k,528401,ID83A,ID2,1
SigProfilerExtractor,10k,528401,ID83B,ID1,1
SigProfilerExtractor,10k,528401,ID83D,ID8,0.991
SigProfilerExtractor,10k,528401,ID83E,ID3,0.98
SigProfilerExtractor,10k,528401,ID83F,ID13,0.964
SigProfilerExtractor,10k,528401,ID83G,ID6,0.998
SigProfilerExtractor,10k,528401,ID83H,ID9,0.994
SigProfilerExtractor,10k,528401,ID83I,ID4,0.99
SigProfilerExtractor,10k,528401,ID83J,ID14,0.988
mSigHdp,10k,1076753,hdp.7,ID1,1
mSigHdp,10k,1076753,hdp.3,ID2,1
mSigHdp,10k,1076753,hdp.11,ID3,0.981
mSigHdp,10k,1076753,hdp.5,ID4,0.99
mSigHdp,10k,1076753,hdp.2,ID5,0.988
mSigHdp,10k,1076753,hdp.4,ID6,0.999
mSigHdp,10k,1076753,hdp.1,ID8,0.999
mSigHdp,10k,1076753,hdp.10,ID9,1
mSigHdp,10k,1076753,hdp.12,ID11,0.975
mSigHdp,10k,1076753,hdp.6,ID13,0.998
mSigHdp,10k,1076753,hdp.8,ID14,0.974
SigProfilerExtractor,10k,1076753,ID83A,ID2,1
SigProfilerExtractor,10k,1076753,ID83B,ID1,1
SigProfilerExtractor,10k,1076753,ID83D,ID8,0.991
SigProfilerExtractor,10k,1076753,ID83E,ID13,0.96
SigProfilerExtractor,10k,1076753,ID83F,ID3,0.979
SigProfilerExtractor,10k,1076753,ID83G,ID6,0.999
SigProfilerExtractor,10k,1076753,ID83H,ID9,0.994
SigProfilerExtractor,10k,1076753,ID83I,ID4,0.989
SigProfilerExtractor,10k,1076753,ID83J,ID14,0.985
