Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 1),signeR.4 (False Positive) (ID2 1),signeR.5 (ID5 0.959),signeR.6 (False Positive) (ID2 0.805),signeR.7 (False Positive) (ID6 0.867),signeR.8 (ID3 0.996),signeR.9 (ID9 0.999),signeR.10 (ID14 0.994),signeR.11 (ID4 0.99)
INS,repeats,3,0,3.67203341106623e-05,4.86113388725758e-06,4.90476279448695e-05,7.14859635937178e-05,0.00354867560217116,2.75999407423592e-05,0.000820984545379407,0.000124006211996932,6.75774474817686e-05,0.0060875896570294,5.70786161734831e-05
INS,repeats,3,1,0.00133697606223132,0.000352704346031241,0.0013414722450758,0.00116214832732152,0.00523127202112595,0.000255933898038373,0.000246364494381689,0.000136762854682656,0.000186497591597529,0.00236180543064373,0.000679662732385328
INS,repeats,3,2,0.000156280080253664,7.48245484917166e-06,0.000248644974819048,0.000287104179784042,0.00116123742065027,5.94352256987231e-05,0.000421799392026509,8.68891026937687e-05,5.66339354695794e-05,0.00017249410137076,0.000365282649145857
INS,repeats,3,3,1.22952882185413e-05,8.70794812327984e-05,7.11219735591849e-06,1.11902441056899e-05,1.35171140046647e-05,5.21899105929165e-05,0.000131457763970074,1.07022861085702e-05,1.84565033587711e-05,0.000321276628745286,0.000146004090325913
INS,repeats,3,4,9.94904064620874e-05,6.98977232786594e-05,0.000231666612419045,9.49430935487602e-05,5.59900827402992e-06,7.98222431777676e-05,0.00016691839899043,2.6327454073989e-05,3.27165655072901e-05,0.000424888633595738,0.0001171823606371
INS,repeats,3,5+,0.00174227276795549,0.000990317685238991,0.00237517806045776,0.00193235713970485,7.17209487593939e-06,0.00100168550827097,2.25125432071273e-05,5.19832945396878e-05,6.60136752713607e-05,0.00256086160387829,8.83389749649837e-05
INS,repeats,4,0,8.75566747250416e-06,2.88239943390292e-06,8.28275969763449e-06,9.98131665806653e-06,0.00223238901870481,3.44561380627131e-05,0.00137836061067792,4.66972243783177e-05,6.30754271834528e-05,0.00483061053207187,0.000101196216405601
INS,repeats,4,1,0.00119154865235341,0.000790723211175705,0.00153765886726699,0.000988717015561309,0.00341625661055209,0.000657652639373349,0.000699372430349345,0.000195353195332097,0.000837554286926647,0.00171645863660154,0.00111059992097473
INS,repeats,4,2,1.47869256583683e-05,4.28730853360054e-05,9.10793115809335e-06,7.75781652804649e-06,0.000172132034951328,6.25055615373981e-05,0.000362510636848084,0.000121778488462343,3.86583798481349e-05,0.00010769973626998,7.41437200397653e-05
INS,repeats,4,3,0.000151111683557018,0.000133012422622631,0.000120117129264378,0.000148098350598333,3.11372975289927e-06,0.000131493750974839,0.000168524431062558,2.435220116505e-05,2.40612337790718e-05,0.000883183874535652,7.25816026660523e-05
INS,repeats,4,4,0.000276642379809434,0.00028912143005216,0.000267157397167608,0.000297015334787209,1.78276500717746e-05,0.000224129631168159,8.74392859875545e-05,1.25284096567532e-05,4.92443981946568e-05,0.00183801800586801,0.000108607465813729
INS,repeats,4,5+,0.00186210211611794,0.00103625939452039,0.00271619393143365,0.00202977339261975,0.000657909470053211,0.000993245410673278,0.000298664182388104,4.46856698947494e-05,0.000135498250453921,0.000406158014425223,8.4672510703927e-05
INS,repeats,5+,0,2.11725170185864e-06,2.04077160608884e-06,2.19348470281642e-06,2.62759211387035e-06,0.0039415948253414,4.12103236138442e-06,0.0052639236492505,3.99741195815387e-05,4.88309778681043e-05,0.00317747898627375,0.000114916839055737
INS,repeats,5+,1,0.000208857532664185,0.00126867665429642,0.000151015903968326,0.000275135540719436,0.00658318405604589,0.000499286741230427,0.00702466529300263,0.000631688095420128,0.00190823618251993,0.0256708013609142,0.00216818163672422
INS,repeats,5+,2,1.44171159416894e-05,0.000216124564824357,9.16575436226926e-06,1.02088155628056e-05,0.000159721877610815,0.00013378059850739,0.000995097752036606,3.14542138609474e-05,5.91563960054312e-05,0.000580343917175754,0.000210526947851199
INS,repeats,5+,3,9.32883558503174e-05,0.000290194699686958,0.000107114986904635,9.29390711948996e-05,0.000143328186217059,0.000213061790234922,2.40512427899734e-05,2.5613123148052e-05,6.95572688442627e-05,0.000139789242200388,5.45952394382699e-05
INS,repeats,5+,4,1.16592475826485e-05,0.000255779625437216,1.46901008380136e-05,7.86863827103488e-06,8.60164344803078e-05,0.000115864397964737,1.037954887866e-05,3.54669576743427e-05,8.47893668674824e-05,0.000252420887733952,0.000107130971943573
INS,repeats,5+,5+,8.75881810697314e-05,0.000139400011059128,0.00017586384999936,0.000101363229963637,0.00038559365551836,0.000159257239975234,7.13899465656448e-05,2.29511192177953e-05,5.77256259948013e-05,3.78610291655901e-05,0.000431067155901994
DEL,MH,2,1,0.000161993327458226,0.00114415154044647,0.000211643607208624,0.000122281736252274,0.025228933236842,0.000699274208159397,0.000916619308695375,0.00693534148492268,0.000158061562081133,0.00242085065010202,0.179116387538905
DEL,MH,3,1,8.0987526825906e-06,1.61262011966062e-05,9.48530064272286e-06,5.46739493478324e-06,0.013678756596798,3.13980168158343e-05,0.00410262263571184,0.000163423862587921,0.00285305680613152,0.00140598480119174,0.00589651785861097
DEL,MH,3,2,0.00286660810968853,0.00111009311493977,0.00360616002823183,0.00286451014462522,0.00740244681534835,0.00210573762353339,0.00435293844676441,0.00038545885555012,0.000145820607358576,0.00394670409414064,0.0467421349394321
DEL,MH,4,1,0.000112655028269973,8.15456126485364e-05,0.000168484234935608,0.000147229365120856,0.00874052067179457,7.55589941699403e-05,0.003671046295696,0.000119559859469392,0.00188802784095495,9.73245047750343e-05,0.00892148631603694
DEL,MH,4,2,0.000474356243067191,0.000143806758559735,0.000525950712594277,0.000741557869980464,0.00467157486175697,0.00021575209506652,0.00538958489203133,0.000131474792307452,0.0026608587315808,0.000951221236477215,0.0287295092014093
DEL,MH,4,3,0.00076285777243043,2.05841532180232e-05,0.000981030533937333,0.000612757858228051,0.00285953731586944,9.48556833539205e-05,0.00347803470047076,2.35987127955554e-05,0.00125026623850803,0.00204331702540595,0.0424970454313742
DEL,MH,5+,1,0.0005310103067809,5.62346252274373e-06,0.000608197843634467,0.000689414315618393,0.0418515842236788,0.000117790498170211,0.190641823806098,0.00677832257618514,0.00024177363014619,0.00231678867232429,0.0010690259413353
DEL,MH,5+,2,5.54075711323317e-05,4.82159635009959e-06,7.66674605660031e-05,8.68242817058595e-05,0.00931048906012351,4.70626842236416e-05,0.215904582447332,0.00154552174869219,5.99605884742655e-05,0.00130407269003931,0.000225808026418419
DEL,MH,5+,3,1.68222773245759e-05,3.91780265432163e-06,1.7802573321026e-05,4.28641638942779e-05,0.00348050272986481,1.89491720938058e-05,0.143989684155613,0.000443515424598068,8.21003169939478e-05,0.000486199586491149,0.000606317488701214
DEL,MH,5+,4,0.000431054404635986,7.57163122903396e-06,0.000475514593878766,0.000470902718465546,0.000219497789881692,0.000214402098386508,0.0748608472167634,0.000128694945662294,9.92317419786604e-05,6.53260568088389e-05,0.00231996497278684
DEL,MH,5+,5+,0.00228612816130884,0.000280825063710552,0.00297672068001583,0.00190074125801381,0.000296625085582735,0.00107877633906719,0.0621940642995341,2.15696222643815e-05,6.82912332472857e-05,0.00089593671802367,0.00102969137848608
