Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID11 0.983),hdp.3 (ID4 0.999),hdp.4 (ID6 1),hdp.5 (ID5 1),hdp.6 (ID14 0.999),hdp.7 (ID13 0.999),hdp.8 (ID1 1),hdp.9 (ID9 1),hdp.10 (ID8 1),hdp.11 (ID3 1)
DEL,repeats,2,3,0.000702883820359045,0.00035320250503295,0.011384781982643,0.000522636981408355,0.00019936139274405,0.000520186217062271,0.000344977290875661,0.000403972860380556,0.000110990707384842,6.5789166839665e-05,0.00676005337801892
DEL,repeats,2,4,0.000891572128769409,0.00129643239163536,0.00281826234573539,0.000229515335748338,0.000691306517956341,2.75626874460766e-05,0.000437172364962456,4.74484154968158e-05,0.000214116986787091,0.000197892377348705,0.00297196842820825
DEL,repeats,2,5+,9.03918693381796e-08,0.00542032851857619,0.00278327870101942,0.000189289063587169,0.0213854759849976,2.37623526374008e-05,0.000200080652279318,1.48390823226571e-06,0.00020982152791588,0.000705574886702689,0.000178626542343414
DEL,repeats,3,0,8.83134855211462e-06,0.00650826598187936,0.00534074084290913,0.00166319469092534,0.0174175684081332,0.00126431311357401,0.00175893995571905,0.000145181796712609,0.00332522827031217,0.0109985223197863,0.000815846319939496
DEL,repeats,3,1,0.00477066789460631,0.00239610654776602,0.0898497994419191,0.00563265551704704,0.00591287529781862,0.00428229605985473,0.00190477493634745,0.0049790718331783,0.00318354160724997,0.00137187149064877,0.000583792483193696
DEL,repeats,3,2,0.00219573763054407,0.00135736426436051,0.0197672073580125,0.0003460153511798,0.000749111356167538,0.00131685294750561,0.000557398922538666,0.000715058529295326,0.00209182499059178,0.000617031848876837,0.000217009705449071
DEL,repeats,3,3,0.000378947883375441,9.67040533545559e-05,0.00347384724517705,0.000140088993234574,0.000617760281467856,0.000391130786831579,5.70131867581315e-05,0.000432489618627648,0.000445168943606656,0.00020881349875284,5.7892885326115e-05
DEL,repeats,3,4,9.98295355103793e-08,0.00235756882457381,0.000572771156868125,5.24191637053989e-05,0.00587825066771763,4.07530503781329e-05,0.000229549343184927,1.23403594349173e-06,8.86246974002635e-05,2.63635502361202e-05,3.36415597305573e-05
DEL,repeats,3,5+,9.9200357765566e-08,0.00241906279944587,0.000762686467486043,8.48898644225183e-05,0.00860884179566753,2.31795799129602e-05,0.000783539352265346,1.74111010817705e-06,0.000190248624192384,0.000120804546122131,6.9142571765075e-05
DEL,repeats,4,0,1.4566303696088e-05,0.00144163461822539,0.00774492013821751,0.00223186931104266,0.0114399793324336,0.000393658871326335,0.00156776761387069,7.51102773532498e-05,0.00174008404075861,0.006350737992707,0.000434373868993584
DEL,repeats,4,1,0.0022139240132579,0.00133287909484107,0.0626457717576979,0.00286426356449003,0.0026169294656796,0.000995753384405401,0.000671805383966649,0.000837072167392813,0.00444452328464923,0.00172305092318629,0.000912813852196802
DEL,repeats,4,2,0.000552821362880516,0.000324018161565335,0.0159586067780697,0.000336195168707495,7.42785144755036e-05,0.000657006478241142,2.75563735997636e-05,3.20802702480613e-05,0.000272744005075272,0.000317548179883006,0.000176316753934589
DEL,repeats,4,3,7.5497134859299e-06,0.000848571885062612,0.00465392873929067,0.000145177922990327,0.00391189991385368,1.52998360332004e-05,0.000127804560316145,4.67694291974539e-06,0.000118890401860632,5.63229671740235e-05,4.91389325263767e-05
DEL,repeats,4,4,1.77218398122417e-07,0.00182532554370679,0.00106731659014186,0.000172279926762616,0.0042163702713929,1.19263206846782e-05,0.000111437024617665,1.83439576265267e-06,0.000180218833527587,8.681646930707e-05,6.85876414681119e-05
DEL,repeats,4,5+,0.000208984953280296,0.00037377544360989,0.00063399253512107,1.25611926539015e-05,0.00163354974709104,4.13194069694906e-05,0.000303381420036707,3.69457834550681e-05,9.21866132130078e-05,5.15323150572434e-05,0.000126207419737083
DEL,repeats,5+,0,2.67010451343875e-05,0.0226041059268455,0.0058446917150901,0.0178788444814744,0.0184350235483325,0.00668688198542886,0.0157950757924396,2.85767275963985e-05,0.000899937426661123,0.237930766932113,0.0019522796494471
DEL,repeats,5+,1,0.00281740320281022,0.000809854289183387,0.0171734425159503,0.00710447174385919,0.000229175936278902,0.000198807579699649,0.0031648376301856,0.000185310619963606,0.00037477702318846,0.00105339326585698,0.000101915418622376
DEL,repeats,5+,2,0.000397206831255839,0.000416989856664402,0.00232176700439552,0.000324264337568224,0.000411185692707309,7.41762973347809e-05,0.000374018382880584,0.000103821602822534,0.000297416443714836,0.000425682015168637,6.19633426352532e-05
DEL,repeats,5+,3,0.000144754923749199,7.78848734759781e-05,0.0013422106147891,0.000184579059011559,0.000222002706138458,0.000145143240651868,4.54680164396099e-05,1.37656309700841e-05,5.66873611624288e-05,2.86057872191783e-05,3.73459373673533e-05
DEL,repeats,5+,4,6.10512138383853e-05,0.000152914268045649,0.000164853256944347,4.0775182468853e-05,7.26437812227927e-05,1.04734929068474e-05,6.666979526529e-05,2.38717989803104e-05,5.28997397932333e-05,0.000107247530112656,6.12166563194441e-05
DEL,repeats,5+,5+,1.43190368423764e-05,0.000612219174329506,2.21085164557473e-05,2.76225832253825e-06,0.000538586591786876,0.000232115913724717,8.97245026606094e-05,1.92508274532503e-05,4.02320154374137e-05,3.94854709788626e-05,3.65701971092949e-05
INS,repeats,2,0,0.000310875675082684,0.00103791037222809,0.00084238895968935,0.00225460482185125,0.00720771037770285,0.0246287304769804,0.0101824244997826,0.000476497792452624,0.00147940822965484,0.00168348027482717,0.00250529819701026
INS,repeats,2,1,0.000257850672008967,0.00604776941904405,0.000564082595926373,0.000257477889228802,0.0183102204311963,0.000109397110863999,0.00171682146400148,3.14872400160377e-05,0.00180819069241774,0.00155371138495552,0.00260348599484204
INS,repeats,2,2,0.000952440461609969,0.0010927715417666,0.000439646918676417,0.000618866270380575,0.00728766404657775,0.00134766602930209,0.000447648538029262,0.000336574641348026,0.00144695600261635,0.000241885343207267,0.00101400001686872
INS,repeats,2,3,0.000417999687640514,0.0012849430237525,0.000248240501890278,0.000529585123496586,0.000978057810964593,0.000798989613274565,0.00100698353336826,0.000468015461156377,0.000222122480742467,0.000223111788179712,0.000905724690287954
INS,repeats,2,4,0.00194209804518113,0.000477337143156759,0.000114757824715825,0.000138190825977035,7.67757371178546e-05,0.00237838577717393,0.000253435492887136,0.00300173779380316,0.000266452462689196,7.04693185712431e-05,0.000234741326403867
INS,repeats,2,5+,0.0143748262427349,0.00103728081782355,0.000373091968360218,0.000755339538298083,0.000893300501632596,0.00158268759858247,0.00135183016902426,0.0170367157656852,0.000766686508771288,0.00171851580321029,0.000378110909827659
INS,repeats,3,0,4.22987808801394e-05,0.000620718158790799,2.67968983500595e-05,0.0010084084382813,0.00407590697695334,0.00646615065999709,0.00022595038577082,1.1398840650817e-05,0.000383868725134257,0.000657907783036159,0.000160171478226608
INS,repeats,3,1,0.00111898506901754,0.00215572918566104,0.00058779691902482,0.000235680837978516,0.00545063771073111,0.00244051263282591,0.00372272354036116,0.000368473670895963,0.000576409671384348,0.000757627474406925,0.000251543221206684
INS,repeats,3,2,0.000188452786207889,0.000855182206310285,0.000458830573032961,0.000572099112165908,0.00130504571660463,0.000140078863595814,0.000264398653590835,2.28516537160092e-05,0.000155553448186662,0.000219578077944605,0.000109757077635484
INS,repeats,3,3,1.20846169446293e-05,6.81942324632337e-05,0.000138930949712186,0.000190659568677967,2.2242943855695e-05,0.000313482477349779,5.94124917008695e-05,9.76360976046977e-05,1.76120867018271e-05,3.89375732355691e-05,3.20464983010664e-06
INS,repeats,3,4,0.000109913576952417,9.31515677860789e-05,0.000107646395298152,0.000192663976640219,7.41302539675685e-06,0.000418225614484795,2.26627417363573e-05,9.33449574988193e-05,4.94859432519099e-05,9.61376372171338e-05,2.12064724478226e-05
INS,repeats,3,5+,0.00181441690816702,0.000278892601211326,8.0591420880516e-05,7.02711434540082e-05,4.22452202088571e-05,0.00259869849121209,3.79256469413987e-05,0.000981335100408837,0.000103316718465504,8.38997195560078e-05,0.000105640134018746
INS,repeats,4,0,9.57021295044039e-06,0.000930413957652843,0.000130973604295235,0.00176546199328208,0.00245731091361482,0.00522281736450294,0.00106448370776328,8.67423321402558e-06,0.000247500249245941,0.000817836371793887,6.77102124121806e-05
INS,repeats,4,1,0.00108801735986966,0.00119430967358459,0.0011292691839196,0.000543885122350957,0.00352223391156771,0.00171584706208387,0.00227343645522222,0.00085406881363827,0.000848540039478018,0.00124645815762717,0.000302242350431852
INS,repeats,4,2,1.23027318961646e-05,0.000461980512503153,4.73712959596557e-05,0.000591282642080254,0.000221447051539153,7.79684240769153e-05,2.11899010784389e-05,6.09268599163356e-05,6.24146396573761e-05,4.38732571079269e-05,0.000123732023857436
INS,repeats,4,3,0.000129478068653302,3.17025610857763e-06,6.58810850286374e-05,0.000309422511119816,4.97897462300434e-06,0.000948039893600147,0,0.000137513715914714,1.68362238515264e-05,2.2056337304599e-05,4.52457042649598e-05
INS,repeats,4,4,0.000267297146669595,6.0752000038133e-05,0.000110485232041497,0.000111315469041468,2.34831752351176e-05,0.00197134775738508,0.000165623307532372,0.000280189460152446,7.00251488889626e-05,7.73456654587118e-05,8.87307396296072e-06
INS,repeats,4,5+,0.00195628663250442,0.000533569841933729,5.69774606972372e-05,8.8162078127679e-05,0.000603350649318369,0.000326434806352134,0.00026881717556459,0.00108219355104956,0.000252867809510294,0.000827263435906436,7.52874805508189e-05
INS,repeats,5+,0,1.27303630367227e-07,0.0027532887359991,0.000122586132098988,0.00897055430857496,0.00482035779628448,0.00329970020611522,0.0029383171125472,2.04095685470582e-06,0.000165167094231752,0.000213963277121526,0.000121582032130981
INS,repeats,5+,1,0.000249355933550328,0.0024610181036913,0.000753051627629842,0.00499124142776954,0.00452990514746508,0.0285146261712839,0.0136885098082101,0.00126057771116836,0.0021626542155256,0.00955636797996636,0.000973042674479768
INS,repeats,5+,2,2.20080083358249e-05,0.000261467434657087,0.000244096947249739,0.00165957188289463,0.000260148200997456,0.000546378157395931,0.00019034089954147,0.000243553518335458,9.56850493380003e-05,7.72282587994346e-05,5.30408769704685e-05
INS,repeats,5+,3,0.000110537092097527,8.31011813993115e-05,3.1456605125752e-05,2.19776604482979e-05,0.000141145292776059,0.000124344000035919,0.000122661495760672,0.000287489728941266,8.9026735422692e-05,0.000110930876286057,3.74243830114266e-05
INS,repeats,5+,4,2.0171019046885e-05,0.000137962350937818,0.000106040588655452,2.632290527106e-05,0.000100240863247658,0.000233831399631873,5.48158035184952e-05,0.000261113876464389,7.54209223478724e-05,1.64185155679366e-05,4.9595079419692e-05
INS,repeats,5+,5+,0.000110474174323046,0.000310280385094832,0.000440865611217752,8.54812710120874e-05,0.000427784423487004,2.43697495614656e-05,2.75088626107985e-05,0.000148135620328969,8.96967987934063e-05,0.000120332617393664,3.19331879262938e-05
DEL,MH,2,1,0.000225475492245939,0.00297709532681316,0.186327580139143,0.000685348162033152,0.0290374019181321,0.00256168831917684,0.0082727915648135,0.00124954668252661,0.00179355509774161,0.00516142004468608,0.00647445893649596
DEL,MH,3,1,6.0310881358655e-06,0.00663129889979522,0.00651016953045554,0.00119200654145267,0.0134913349262167,0.00167561932796439,0.00171322250658737,5.26264356463159e-05,0.00262838352466523,0.00923228876689964,0.0001921976387681
DEL,MH,3,2,0.00288557062666836,0.00266339736066511,0.0491208653095555,0.00396195669101214,0.00833066382768336,0.00410258865099696,0.000761102287726573,0.00125053750944237,0.000896304977861988,0.00500098269373815,0.000375121259170198
DEL,MH,4,1,0.000121171454340362,0.00331505362162188,0.0096600022727899,0.00228123582516598,0.00870540837676202,0.00011722760634451,0.00113437237253096,0.000131357529045426,0.00186111864540553,0.00627066895317133,0.000154430419238131
DEL,MH,4,2,0.000503290183823747,0.00161051258724331,0.0302910045665413,0.00771505478062897,0.0059607363682237,0.000985575381894044,0.000720302225952785,0.000221019035844666,0.00345934674393461,0.00155061276998715,0.000400203527514088
DEL,MH,4,3,0.000647917384490749,0.00180969910402267,0.0452645493322296,0.00522928789210633,0.00382466987709369,0.00223979257362211,0.000686165580381354,0.000116463141656187,0.00229375387733051,0.000776097153375175,5.92322720638114e-05
DEL,MH,5+,1,0.000574635374745023,0.0190534640534103,0.00139492982037131,0.0701149873248642,0.00819588471219585,0.00703968110151202,0.0102998597867571,3.7007751782684e-05,0.000812674015898206,0.283379179405999,0.000894210612974524
DEL,MH,5+,2,0.000102334711564311,0.0102929671892883,0.000738427317133822,0.258467277039583,0.0078868260142415,0.00417336680878359,0.00671067775862966,2.67823113999496e-05,0.000706056353669604,0.122656714443335,0.00166463109420711
DEL,MH,5+,3,3.89899351201662e-05,0.00384502600981538,0.00185532318736905,0.21646490819059,0.00748054194284871,0.00164671872567206,0.00165082870032894,1.29287253842171e-05,0.000541065591903829,0.0439997731427092,0.0011544322467311
DEL,MH,5+,4,0.000419174991667825,0.00251450774399134,0.00369146272038155,0.122490309032785,0.00270161200014672,0.000102863489897032,0.000316209387057287,4.7297825797448e-05,0.000590396362585679,0.0154013733346999,0.000565075933596646
DEL,MH,5+,5+,0.00210037903208833,0.00350313299997828,0.000410082871379562,0.101806199991504,0.00126666300493294,0.00124307063736482,0.0134482111037719,0.000622872312890315,0.000567021730895709,0.0119324945964276,0.000221667052391646
