Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID1 0.494),ID83D (False Positive) (ID5 0.856),ID83E (ID8 0.986),ID83F (ID6 0.995),ID83G (ID3 0.983),ID83H (ID9 0.992),ID83I (ID13 0.985),ID83J (ID4 0.996),ID83K (ID11 0.996),ID83L (ID14 0.959)
DEL,repeats,3,2,0.00179663,0.00017902,0.00625799,0.00025987,0.00033951,0.00038686,1.111e-05,0.00044921,0.00057461,0.01819851,0.00057062,0.00236413
DEL,repeats,3,3,0.00034016,0.00022751,0.00103948,0.00091359,0.0001757,1.67e-06,1.431e-05,1.598e-05,0.00022515,0.00434039,0.00032719,0.00055995
DEL,repeats,3,4,0,1e-08,0,0.00631997,1.656e-05,0,0.00017754,0,0.00750496,0.00029163,0.00126276,5.537e-05
DEL,repeats,3,5+,0,2e-08,1e-08,0.0100853,0.00015057,1.951e-05,0.00013957,1e-08,0.00884681,5.335e-05,0.00133022,2.066e-05
DEL,repeats,4,0,5.9e-07,4.97e-06,0.00011432,0.01503993,0.00803099,0.00155035,0.0004223,0.00126857,0.00586043,0.00823405,0.00011192,0.00015986
DEL,repeats,4,1,0.00104539,0.00013002,0.00811713,0.00041808,0.00011504,0.00240841,3.483e-05,0.00172591,0.00044885,0.06332779,0.00063226,0.00237926
DEL,repeats,4,2,0.00038941,0,0.00111482,6.526e-05,4.9e-06,0.0005042,9e-07,0.00021884,3.19e-06,0.01104243,7.046e-05,0.00085498
DEL,repeats,4,3,1.7e-07,0,3.83e-06,0.00568068,1.063e-05,0.00014421,1.529e-05,0,0.00197021,0.0037476,0.00014126,0.00017618
DEL,repeats,4,4,0,0,3.95e-06,0.00444976,0.00012699,3.5e-07,0.00010097,0,0.0061619,0.00076395,0.00088951,2.746e-05
DEL,repeats,4,5+,0.00011377,2.99e-06,0.00080548,0.0029256,1.56e-05,0,0,3.79e-06,0.00088973,0.00020593,0.00014014,7.83e-06
DEL,repeats,5+,0,1.3e-07,0,0.00604255,0.00850355,0.30544934,0.00868835,0.00222466,2.986e-05,0.01766648,0.00222957,0.00015544,0.00161025
DEL,repeats,5+,1,0.00247563,5.01e-06,0.00563148,0.00026495,1.44e-06,0.00792408,0,1.198e-05,0.00093321,0.00913937,0.00062272,0.00065307
DEL,repeats,5+,2,0.00028114,2.943e-05,0.00114786,0.00066218,0.0004852,0.00046421,4.37e-06,3.236e-05,9.371e-05,0.0029737,6.706e-05,0.00016536
DEL,repeats,5+,3,6.619e-05,8.62e-06,0.00047482,0.00032175,0,9.985e-05,1.635e-05,1.11e-06,0.00016528,0.00140981,5.991e-05,0.0002076
DEL,repeats,5+,4,7.366e-05,7.22e-06,9.999e-05,8.292e-05,7.604e-05,6.907e-05,3.852e-05,5.12e-06,0.00011488,1.91e-06,8.64e-06,0
DEL,repeats,5+,5+,2.5e-06,1.035e-05,0.000156,0.00102143,1.14e-05,3.021e-05,0,4.865e-05,0.00032419,0.00037588,6.685e-05,0.00010789
INS,repeats,2,0,0.00012432,0.00024079,0.00184334,0.00757735,0.00186562,0.00201564,0.00302748,0.00020456,0.00978239,0.00015847,0.00293282,0.02504756
INS,repeats,2,1,0.0001264,2e-08,0.00033731,0.02801677,0.00183815,0,0.00320316,0.00125098,0.00866107,0.00019657,0.00019292,6.029e-05
INS,repeats,2,2,0.00042141,5.21e-06,0.00511347,0.01124316,0.0002159,0.00053979,0.00127529,0.00011791,0.00254654,0.00048185,0.00038123,0.00088546
INS,repeats,2,3,0.00025145,0.00044954,0.00129584,0.0015847,8.073e-05,0.00049215,0.00143273,0.00020943,0.00065714,0.00010457,0.00058507,0.00147256
INS,repeats,2,4,0.00123304,0.00201721,0.01040826,5.967e-05,9.97e-06,3.264e-05,0.00016288,3.936e-05,0.00095276,0.00063629,0.00117579,0.00277086
INS,repeats,2,5+,0.00524867,0.01028732,0.08423579,0.00057635,0.00050872,0.00011087,0,3.5e-05,0.0094113,0.00735326,0.00950216,0.00159309
INS,repeats,3,0,2.187e-05,3.41e-06,0.00021484,0.00563823,0.00059187,0.0008561,0.00041474,1.429e-05,0.00156734,9.198e-05,0.00067175,0.00764799
INS,repeats,3,1,0.00077051,0.00014234,0.00352224,0.00818231,0.0005786,6.511e-05,0.00011392,0.0007111,0.00548325,0.00045969,0.00083238,0.0027997
INS,repeats,3,2,0.00017007,3.35e-06,0.00067185,0.00163093,0.00012608,0.0008318,2.184e-05,7.199e-05,0.00076009,0.00089918,0.00010487,0.00013514
INS,repeats,3,3,1.471e-05,0.00013894,0.00011851,2.077e-05,8.14e-06,0.00029437,4.12e-06,0,1.528e-05,3.217e-05,0.00013653,0.00063914
INS,repeats,3,4,7.127e-05,6.786e-05,0.0004446,4.068e-05,5.678e-05,0.00021675,2.863e-05,1.075e-05,3.552e-05,0.00016058,0.00014968,0.00049712
INS,repeats,3,5+,0.00146514,0.00099373,0.00500956,2.859e-05,1.05e-06,5e-08,0,2.664e-05,0.00049255,0.00025774,0.00051864,0.00218879
INS,repeats,4,0,2.73e-06,9e-08,1.699e-05,0.00344179,0.00063555,0.00146677,1.7e-07,7.1e-05,0.00169092,1.411e-05,0.00064224,0.00679135
INS,repeats,4,1,0.00078618,0.00043226,0.00523369,0.00504725,0.00082305,0.0003689,4.4e-06,0.0010687,0.00394816,0.00134494,0.00131228,0.00092517
INS,repeats,4,2,7.72e-06,5.571e-05,8.235e-05,0.00065307,5.975e-05,0.00047336,1.323e-05,2.334e-05,0.00017526,0.00026099,0.00010865,2.499e-05
INS,repeats,4,3,0.0001277,6.048e-05,0.00054347,1.516e-05,5.9e-07,0.00033827,5.087e-05,0.00014288,1.429e-05,9.189e-05,8.874e-05,0.00063664
INS,repeats,4,4,0.00011234,0.00015456,0.00163759,1.039e-05,0.00012089,5.488e-05,0,3.517e-05,0.00015889,0.00044635,0.00020793,0.00198828
INS,repeats,4,5+,0.00150097,0.00048669,0.00721943,0.00131246,0.00061777,0.00014649,1.074e-05,6.61e-06,0.00071491,0.00068192,0.00066796,0.00033025
INS,repeats,5+,0,0,3e-08,0.0001148,0.00377209,8.416e-05,0.00869902,0.00036168,2.863e-05,0.00685368,1.455e-05,0.00132254,0.00380143
INS,repeats,5+,1,9.42e-06,0.00112032,0.00240273,0.00395008,0.01029646,0.00621294,8.691e-05,0.00129169,0.01209084,0.00258454,0.00632357,0.03490517
INS,repeats,5+,2,3e-07,0.00014036,0.00051771,0.00043625,1.919e-05,0.00118801,5.102e-05,9.466e-05,0.00011854,0.00019053,0.00089957,0.00086747
INS,repeats,5+,3,2.936e-05,0.00020548,0.00058156,0.00033882,2.084e-05,2.39e-06,1.86e-05,6.669e-05,4.787e-05,5.497e-05,8.61e-05,1.128e-05
INS,repeats,5+,4,2.9e-07,0.00021674,0.00030089,0.00021051,2.159e-05,7.65e-06,5e-08,8.58e-06,9.52e-05,9.576e-05,0.0001667,0.00043588
INS,repeats,5+,5+,2.561e-05,2.357e-05,0.00093228,0.0008997,0.00026655,5.256e-05,3.243e-05,6.09e-05,0.00013216,0.00013666,0.00023893,0.00026796
DEL,MH,2,1,6.81e-06,1.68e-05,4.904e-05,0.02739699,0.00032329,0,0.00722246,0.00040303,0.01426759,0.19962287,0.00010781,0.00513353
DEL,MH,3,1,1e-08,7.52e-06,0.0002229,0.01345665,0.01213519,0.00053458,0.00080106,0.00271225,0.00979992,0.00747856,0.0003179,0.00107865
DEL,MH,3,2,0.00158824,0.00051714,0.01039696,0.01051201,0.00265262,0.00427559,0.00018782,0.000387,0.00246935,0.05649774,0.0019401,0.00437472
DEL,MH,4,1,7.211e-05,8.5e-07,0.00028717,0.01251374,0.00648177,0.00241745,1.48e-05,0.00192101,0.00360428,0.01132169,6e-07,0.00021492
DEL,MH,4,2,0.00026393,2e-08,0.00135141,0.00851839,0.00025435,0.00895888,4.818e-05,0.00188938,0.00088824,0.03083677,9.176e-05,0.00152053
DEL,MH,4,3,0.00044565,1.44e-06,0.00131934,0.00207812,0.00017083,0.00511979,1.936e-05,0.00061327,0.00075205,0.03712022,0.00049932,0.00358935
DEL,MH,5+,1,0.00040467,0,2.538e-05,0.00033168,0.37366529,0.05950862,1.98e-06,1.139e-05,7.706e-05,6.358e-05,2e-08,0.00024869
DEL,MH,5+,2,4e-08,4e-08,0.00162445,0.00169271,0.10263913,0.3073236,0.0018651,1.3e-07,0.00011241,1.1e-07,2.76e-06,0.00107921
DEL,MH,5+,3,0,1e-08,0.00015962,0.0031947,0.0224975,0.23567802,0.00096154,1e-07,0.00106271,5.787e-05,1.87e-06,7.304e-05
DEL,MH,5+,4,0.00030309,0,0.00062073,0.00386228,0.001414,0.130801,0.00039445,3.807e-05,1.896e-05,0.00299953,1.245e-05,3.301e-05
DEL,MH,5+,5+,0.00119735,0.00012649,0.00974422,0.003104,5.612e-05,0.10496976,0,5.16e-06,0.00362675,0.00033378,0.00056233,0.0001354
