Approach,Noise_level,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_sigs,FN,FP
SignatureAnalyzer,Realistic,seed.1076753,0.533333333333333,0.727272727272727,0.989427870084903,2.2500339306909627,15,3,7
NR_hdp_gb_1,Realistic,seed.145879,0.846153846153846,1,0.989554130634713,2.835707976788559,13,0,2
NR_hdp_gb_1,Realistic,seed.200437,0.785714285714286,1,0.989855049056389,2.775569334770675,14,0,3
NR_hdp_gb_1,Realistic,seed.310111,0.785714285714286,1,0.986499434587328,2.772213720301614,14,0,3
NR_hdp_gb_1,Realistic,seed.528401,0.846153846153846,1,0.990132746418582,2.836286592572428,13,0,2
NR_hdp_gb_1,Realistic,seed.1076753,0.733333333333333,1,0.985948080043335,2.719281413376668,15,0,4
NR_hdp_gb_50,Realistic,seed.145879,0.733333333333333,1,0.990331626732201,2.723664960065534,15,0,4
NR_hdp_gb_50,Realistic,seed.200437,0.733333333333333,1,0.990379150861424,2.723712484194757,15,0,4
NR_hdp_gb_50,Realistic,seed.310111,0.733333333333333,1,0.989912490509395,2.7232458238427277,15,0,4
NR_hdp_gb_50,Realistic,seed.528401,0.733333333333333,1,0.98908104338234,2.722414376715673,15,0,4
NR_hdp_gb_50,Realistic,seed.1076753,0.647058823529412,1,0.988329597000751,2.635388420530163,17,0,6
