Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID1 0.51),ID83D (False Positive) (ID5 0.859),ID83E (ID8 0.986),ID83F (ID3 0.983),ID83G (ID6 0.993),ID83H (ID9 0.992),ID83I (ID13 0.987),ID83J (ID4 0.997),ID83K (ID11 0.998),ID83L (ID14 0.966)
DEL,repeats,3,5+,0,2e-08,0.00058039,0.01144467,1.973e-05,4.866e-05,1.321e-05,0,0.00744061,5.577e-05,0.00116936,1.344e-05
DEL,repeats,4,0,5.6e-07,5.85e-06,0,0.01475368,0.00800411,0.00037944,0.00148718,0.0012822,0.00649995,0.00833055,9.689e-05,0.00016564
DEL,repeats,4,1,0.00100894,0.00018485,0.00822722,0.00022278,0.00010442,4.491e-05,0.00242203,0.00165931,0.00031932,0.06295725,0.0005172,0.00245749
DEL,repeats,4,2,0.00037849,0,0.00108152,1.262e-05,1.63e-06,4.07e-06,0.00050885,0.00020218,5.261e-05,0.01115505,7.835e-05,0.00085634
DEL,repeats,4,3,8e-08,1e-07,0.00026146,0.00587964,7.12e-06,1.092e-05,0.00013421,1e-08,0.00173427,0.00366983,0.00014068,0.00016137
DEL,repeats,4,4,0,1e-08,0.00033482,0.00431408,0.00014015,5.759e-05,2.58e-06,0,0.00654546,0.00075216,0.00095077,2.814e-05
DEL,repeats,4,5+,0.00011437,3.17e-06,0.00102614,0.0029561,1.993e-05,0,0,8.15e-06,0.00075599,0.00019589,0.00014709,1.397e-05
DEL,repeats,5+,0,6e-08,0,0,0.00234647,0.31156033,0.00234998,0.00761237,7.102e-05,0.01954786,0.00823693,0.00020709,0.00152061
DEL,repeats,5+,1,0.00239727,1e-07,0.00613218,0.00041507,3.94e-06,0,0.00786976,1.977e-05,0.00082401,0.00910604,0.00051398,0.00061244
DEL,repeats,5+,2,0.00026404,3.192e-05,0.00131465,0.00062448,0.000478,2.07e-06,0.00047862,5.148e-05,0.00010361,0.00286967,4.17e-05,0.00019581
DEL,repeats,5+,3,6.584e-05,8.41e-06,0.00047004,0.00033152,0,1.152e-05,0.00010999,4.43e-06,0.00014669,0.00133683,5.641e-05,0.00021762
DEL,repeats,5+,4,6.776e-05,7.18e-06,0.00013312,7.014e-05,7.353e-05,3.701e-05,6.981e-05,5e-07,0.00011027,1.6e-06,1.954e-05,1.61e-06
DEL,repeats,5+,5+,3.47e-06,8.6e-06,0.00022061,0.0010205,1.025e-05,7e-08,3.258e-05,5.028e-05,0.00035372,0.00035334,5.003e-05,9.371e-05
INS,repeats,2,0,0.00013138,0.00025072,0.00192608,0.00922112,0.00184238,0.00297272,0.00203579,0.00019336,0.01010816,0.00196381,0.00022137,0.02438924
INS,repeats,2,1,0.00013721,1e-08,0.0007513,0.02873654,0.00174713,0.0031571,0,0.00151136,0.00811689,0.00039499,6.39e-06,7.102e-05
INS,repeats,2,2,0.00043403,4.3e-06,0.00542938,0.01113917,0.00024143,0.00119431,0.00057481,0.00017667,0.00232497,0.00066242,0.00022989,0.00086006
INS,repeats,2,3,0.00025092,0.00044705,0.00139459,0.00163622,7.446e-05,0.00139246,0.00049467,0.00026967,0.00055593,0.00017811,0.00043897,0.00152289
INS,repeats,2,4,0.00119035,0.00208947,0.01074885,8.588e-05,3.8e-06,0.00012847,2.626e-05,5.179e-05,0.00028985,0.00052069,0.00123076,0.00295358
INS,repeats,2,5+,0.00490087,0.01104807,0.08807433,0.00059068,0.00054753,0,0.00012308,7.337e-05,0.00334538,0.00327066,0.00824266,0.00450759
INS,repeats,3,0,3e-05,1.35e-06,0.0003173,0.00620115,0.00062427,0.00038025,0.0008928,1.282e-05,0.00147625,0.00048523,3.183e-05,0.00736405
INS,repeats,3,1,0.00078413,0.00014306,0.00367635,0.00865294,0.00052607,9.795e-05,9.231e-05,0.00076794,0.00551558,0.00063673,0.00035577,0.00277419
INS,repeats,3,2,0.00016501,2.12e-06,0.00079927,0.0016307,0.00013648,2.12e-05,0.00082716,7.382e-05,0.00077044,0.0008445,4.508e-05,0.00010023
INS,repeats,3,3,1.639e-05,0.00014245,0.00010145,2.321e-05,1.083e-05,5.26e-06,0.00029416,0,1.203e-05,2.882e-05,0.00015406,0.00061551
INS,repeats,3,4,7.049e-05,7.026e-05,0.00043725,3.829e-05,5.55e-05,2.977e-05,0.00022091,1.299e-05,1.741e-05,0.00018514,0.00011377,0.00055
INS,repeats,3,5+,0.00141541,0.00098819,0.00549242,3.536e-05,4.9e-07,0,0,2.585e-05,0.00017874,0.00024005,0.00044653,0.00229729
INS,repeats,4,0,2.33e-06,7e-08,9.549e-05,0.00373639,0.00060118,1.11e-06,0.00153493,5.419e-05,0.00173675,0.00033523,0.00013746,0.00655434
INS,repeats,4,1,0.00077685,0.0004346,0.00560991,0.00580493,0.00080295,5.03e-06,0.00039327,0.00108471,0.00378278,0.00168537,0.00063054,0.00091656
INS,repeats,4,2,8.05e-06,5.657e-05,8.198e-05,0.00071579,5.32e-05,1.443e-05,0.00044357,2.363e-05,0.00020311,0.00029206,7.285e-05,2.986e-05
INS,repeats,4,3,0.0001266,7.224e-05,0.00050904,2.949e-05,2.62e-06,4.704e-05,0.00033556,0.0001546,2.155e-05,6.988e-05,6.773e-05,0.00062645
INS,repeats,4,4,0.0001059,0.0001497,0.00177877,7.01e-06,9.583e-05,4.1e-07,7.525e-05,3.188e-05,5.866e-05,0.00037199,0.00020107,0.00191705
INS,repeats,4,5+,0.00148872,0.00052714,0.00775661,0.00113439,0.00060837,1.223e-05,0.00016831,2.3e-05,0.0003229,0.00044943,0.00057402,0.00047205
INS,repeats,5+,0,0,4e-08,0.00043367,0.00440366,5.544e-05,0.00026925,0.00859657,3.95e-06,0.00680748,0.0002868,0.00107574,0.00373961
INS,repeats,5+,1,1.192e-05,0.00117744,0.00252708,0.00956923,0.01022707,0.00010621,0.00606601,0.00129805,0.01259367,0.00539942,0.00127431,0.03398495
INS,repeats,5+,2,3.4e-07,0.00015029,0.00052553,0.00058932,2.057e-05,5.472e-05,0.00116807,9.223e-05,8.054e-05,0.00020768,0.00084517,0.00085924
INS,repeats,5+,3,2.892e-05,0.00021446,0.00067441,0.00029759,2.077e-05,1.742e-05,1.38e-06,6.981e-05,4.276e-05,1.834e-05,7.554e-05,1.84e-05
INS,repeats,5+,4,2.4e-07,0.00021604,0.00035727,0.00023224,1.924e-05,6.3e-07,9.03e-06,8.17e-06,6.437e-05,8.099e-05,0.00014812,0.00039547
INS,repeats,5+,5+,2.165e-05,2.045e-05,0.00101483,0.00096422,0.00028773,2.953e-05,4.947e-05,6.014e-05,8.091e-05,0.00015742,0.00018071,0.00030845
DEL,MH,2,1,2.95e-06,2.99e-05,8.716e-05,0.02815374,0.00014261,0.00699733,3.66e-06,0.0003093,0.01570635,0.19787886,8.047e-05,0.00528424
DEL,MH,3,1,1e-08,6.25e-06,0.00022303,0.01440477,0.01221493,0.00075856,0.00048199,0.00253405,0.00911804,0.00751198,0.00014795,0.00110037
DEL,MH,3,2,0.00157642,0.00056548,0.01104594,0.01029895,0.00258922,0.00018104,0.00432109,0.00031155,0.00264909,0.0555086,0.00129435,0.0047789
DEL,MH,4,1,8.212e-05,2.63e-06,0.00029103,0.01265303,0.00644419,1.071e-05,0.00246225,0.00199818,0.0035225,0.01123149,2.717e-05,0.00024075
DEL,MH,4,2,0.00027426,5.7e-07,0.00132633,0.00829514,0.00028667,5.634e-05,0.00884587,0.00203935,0.00096059,0.0310205,0.00017849,0.00163421
DEL,MH,4,3,0.00042599,1.28e-06,0.00145096,0.001962,0.00012143,1.112e-05,0.00511455,0.00060015,0.00100376,0.03682046,0.00052466,0.003477
DEL,MH,5+,1,0.00041336,0,6.3e-06,0.00056632,0.37577447,7.4e-06,0.05605166,7.089e-05,0.00021774,1e-08,0.00089548,0.00044295
DEL,MH,5+,2,1e-08,4e-08,4e-08,8.644e-05,0.10515042,0.00170752,0.3154054,1.9e-07,0.00038125,0.00167212,5.05e-06,0.00088376
DEL,MH,5+,3,0,1e-08,0,0.00593605,0.02478171,0.00096894,0.22955666,7e-08,0.00113959,0.0002407,0.00357668,5.746e-05
DEL,MH,5+,4,0.00030266,1e-08,0.00059935,0.00204849,0.00175704,0.0003945,0.13018383,1.39e-05,9.95e-06,0.00286957,0.00199589,7.432e-05
DEL,MH,5+,5+,0.00113697,0.00013326,0.00984103,0.00275991,0.00031745,0,0.10435799,0,0.00342271,0.00043983,0.00182728,0.00029338
