Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (False Positive) (ID2 1),signeR.2 (ID2 1),signeR.3 (False Positive) (ID2 0.999),signeR.4 (False Positive) (ID1 1),signeR.5 (ID5 0.961),signeR.6 (ID1 1),signeR.7 (False Positive) (ID6 0.86),signeR.8 (ID3 0.99),signeR.9 (False Positive) (ID2 0.635),signeR.10 (ID9 0.996),signeR.11 (ID14 0.989),signeR.12 (ID4 0.986)
DEL,T,1,4,0.0336966013413872,0.0664384725242498,0.0236011879193228,0.00734072328946945,0.0389199457994564,0.000289094841448271,0.00890622035394717,0.0109212776565685,0.175012728213546,0.100529434826083,0.0134896455332775,0.00085615282607239
DEL,T,1,5+,0.88400833147859,0.808203115978535,0.836068153512311,2.60950605064514e-05,0.00748176021947349,2.62857260406309e-05,1.97567409501438e-05,0.000130155954402888,0.188324880978594,3.99108967707917e-05,0.0811929511979618,0.000446670936642769
INS,C,1,0,1.65747838685823e-06,2.25514786411711e-06,2.28065395697685e-06,2.36095071714245e-06,0.000523023892295003,3.73428887608987e-06,0.00186193908730995,0.00187052224216152,1.16447450779326e-05,3.05068795860889e-05,0.488625993572774,0.000572826436489956
INS,C,1,1,6.77474003955432e-05,0.000251177333756759,0.000136254466874345,1.59832605640998e-05,0.00622415237516838,1.38199953659441e-05,0.00147768607061896,0.00540337613890838,0.00135468154020277,2.30187562662529e-05,0.0140150930741046,8.38134450937923e-05
INS,C,1,2,1.31768786873355e-05,1.76746090706151e-05,1.89906656810146e-05,5.01551894817777e-06,0.00574284390755724,2.17396602559323e-05,0.000292196499809774,0.00350475660067863,0.000101812420997642,4.17511657074298e-05,0.000552648135975237,0.000100680732968216
INS,C,1,3,0.000249442423214268,0.000298821753081205,0.000298887522244255,0.00127653803171667,0.00103949553587807,0.000497259603222145,8.26639046464819e-06,0.00796935042008561,0.00242410838028458,2.97281640862604e-05,0.000956067653130528,0.000545177477548252
INS,C,1,4,0.00143294555955673,0.00218252504509186,0.00264758387751856,0.00228127050679079,1.10810788763838e-05,0.00136417003509877,3.00511114096716e-05,0.00791271860225605,0.0162050560716016,4.86376514443169e-05,0.000966694484099473,6.12522581605515e-05
INS,C,1,5+,0.00436157921531698,0.0105142889250731,0.00546627814762163,0.0337326531489122,5.97326735315445e-06,0.0123087453454218,8.82601576605198e-06,0.00838779733937115,0.0266267956689707,3.4392896641213e-05,0.00327766846931918,0.00051905986924682
INS,T,1,0,0.000654275612266936,0.00120333340874473,0.000911925529473586,0.00288518724376875,0.00983924692195666,0.00176400975676323,0.00565952640883593,0.0161666860951815,0.00461525991277273,0.0134422921467112,0.0362204689075146,0.00644933997755379
INS,T,1,1,3.44864016930792e-06,5.12025517328125e-06,2.89122705009459e-06,4.82722104108122e-06,0.018204777519053,9.21599286583563e-06,0.00104181024282236,0.0567580255449451,1.58923377506532e-05,0.00685399496627851,0.00287706001208741,0.000181834996756557
INS,T,1,2,0.00019438454978046,0.000654494105915139,0.000444976119377384,0.000508302345668791,0.0282137965259251,1.17588788316098e-05,9.97468771756918e-06,0.0511918621635518,0.00249469039741161,4.4954764597267e-05,0.00147665587400427,6.64230449232276e-05
INS,T,1,3,0.00115258596985046,0.00129173093544668,0.000680992468960028,0.00550350999040115,0.0208240051946677,0.0028802296214365,1.6834134294476e-05,0.0289694923450352,0.000349049288661627,4.11485632335112e-05,0.000389246186447512,0.000218295969034737
INS,T,1,4,0.00342817808520765,0.00466500720252861,0.00182507490425716,0.0209183189915307,0.0126098336449753,0.00859344416308881,0.000247405703550975,0.00807822710903644,0.0067409267445789,0.00115665739867406,0.0075159407087243,0.00047249044855871
INS,T,1,5+,0.00112063160828141,0.00186596032929805,0.0250144721143541,0.842050808423078,9.27431973806949e-06,0.945800155581552,3.09959338793716e-05,0.000285534375677266,0.000256650672611789,8.14495200250094e-05,0.178054428899771,0.000402991540091356
DEL,repeats,2,0,6.70016476122617e-05,7.68168533078101e-05,5.38773588200209e-05,0.000897046279242883,0.0259683862312525,0.000547681591033219,0.00240530872667464,0.00876356201826794,0.000235923284337086,0.014483543152204,0.000507555046847992,0.0908607023134694
DEL,repeats,2,1,0.00251464638408659,0.00306800272435254,0.00235402642150119,0.00136341158952001,0.0210370429740849,6.77896794838175e-05,0.00332101618906378,0.0120537373277986,0.0187065050579408,0.00204632927002022,0.00617129765860914,0.191753451295468
DEL,repeats,2,2,0.00111685734330701,0.00185677419989058,0.00208558817560475,0.00116903741840975,0.00354764406613386,0.000410283746504602,0.00110253937842078,0.0125176266342691,0.00429490537851426,3.41387381719419e-05,0.00205126541319896,0.0461632958386726
DEL,repeats,2,3,0.000504326731008103,0.000768448203479288,0.000707394483263776,0.000512393061462217,7.85133059485712e-06,7.60202353208803e-05,0.000219683305979193,0.0066979447270701,0.00286047909677969,5.40024618101746e-05,0.000186137832462352,0.012138878095757
DEL,repeats,2,4,0.000463321500942135,0.000644784886821549,0.000680096364865896,0.000426092230993171,0.000519346523268203,3.18954282512647e-05,0.000105938515552266,0.00307130710428751,0.00320978372119452,6.99375372968796e-05,0.000258409528213951,0.00331002178093929
DEL,repeats,2,5+,1.77715037807698e-06,2.48712435608518e-06,2.44909165251094e-06,2.53249509158749e-06,0.0197571082016357,3.46273971501081e-06,8.01899345411381e-06,4.25447922713284e-05,1.1656030477185e-05,2.15478411780357e-05,4.85365132567365e-05,0.000821243355102178
DEL,repeats,3,0,8.43527457736618e-06,1.27847664035113e-05,1.05703434658969e-05,7.44397420252051e-06,0.0171967364162586,0.000112211616888613,0.00496495279088601,0.00159885812244532,0.000135836767686693,0.00226424272681241,0.00152341107747083,0.00492103786684806
DEL,repeats,3,1,0.00253272067958331,0.00500126458175843,0.00486452985324429,0.00830366255631807,0.00389924163454859,0.00284162633660046,0.00281341652122591,3.58916060856755e-05,0.0139797286927664,0.00227140793871195,0.0047344568975848,0.102956537077436
DEL,repeats,3,2,0.00112568878714324,0.0031328933199875,0.00192710239340425,0.000201350778420092,0.000767568634639632,0.000922683375076357,0.000336319580574064,2.74095753885812e-05,0.00742532387887224,0.000412561069176313,0.00131755578154992,0.0141326494879017
DEL,repeats,3,3,0.000203740185038518,0.000409091079365204,0.0004128126316295,0.000715686877209452,0.000411868107115569,0.000177525052864241,0.000145164049425798,3.75558389166101e-05,0.00270967209727762,0.000152164545958911,0.0005047575386901,0.00368235172891458
DEL,repeats,3,4,1.72734523848634e-06,2.22224651440902e-06,2.33133194563877e-06,2.55387751146434e-06,0.0049498976436842,3.91353654930084e-06,5.14442226871776e-06,2.4394105173913e-05,1.17106918935501e-05,1.63209750534925e-05,5.00497117993038e-05,0.000395319359906377
DEL,repeats,3,5+,1.8584230725713e-06,2.25088372551496e-06,2.52471826476171e-06,2.32856046132561e-06,0.00753023931749625,3.34957071679762e-06,1.169509782177e-05,6.66791452915003e-05,1.32211417047447e-05,2.39413935617634e-05,7.09112958569998e-05,0.000257644456166633
DEL,repeats,4,0,1.62441142121979e-05,2.29974524015358e-05,1.47259377293112e-05,6.52765617038251e-05,0.0108501042505404,3.92720707246489e-05,0.00390823520437675,9.41827862728759e-05,4.20167401820346e-05,0.000987904408338307,0.000263826914957122,0.00583196159796073
DEL,repeats,4,1,0.00149953072066066,0.00225942232626521,0.000851521550072446,0.00139878112928764,0.00176479899880425,0.000663682223235672,0.00191531573788942,0.00130976898496363,0.0113461663174634,0.00308314205276773,0.000214478839053615,0.0572529802240585
DEL,repeats,4,2,0.000328855337895052,0.000340042755678353,0.000405015553268319,1.27904977630431e-05,3.67143810889242e-05,1.44325701246357e-05,0.000342797611207186,1.53942267227133e-05,0.00404551968529506,0.000160212420411514,0.000427816400463986,0.0137116582011074
DEL,repeats,4,3,3.45561114775393e-06,3.92954085341426e-06,3.77081572093311e-06,3.08279915883216e-06,0.00327248561903764,7.9228068217567e-06,2.97620197595243e-05,2.42590126521587e-05,1.69056402135289e-05,2.2251963808284e-05,3.98404864813598e-05,0.00381006122566208
DEL,repeats,4,4,1.63297394969671e-06,2.18642518701245e-06,2.42142451791812e-06,2.45227344626662e-06,0.00413299981834764,3.98120499187645e-06,1.0559132863228e-05,3.82326758507083e-05,1.2429749423331e-05,1.58258609471092e-05,3.18904928406297e-05,0.000111519509991092
DEL,repeats,4,5+,8.53586078780701e-05,0.000196943037134661,0.000240269972534307,1.25285286746411e-05,0.00126013303260409,2.04793154321564e-05,1.48398295068616e-05,3.36991142360636e-05,0.00115112020493441,2.70723376314987e-05,7.2836435354411e-05,0.000628636751884739
DEL,repeats,5+,0,8.61375278025789e-06,8.09185651107803e-06,7.2966073451127e-06,6.07268213166021e-06,0.0519346318368449,6.40275131230642e-06,0.135176484317272,0.00671770986199828,3.58448885862189e-05,0.0021637854880047,0.00174494725165176,0.00594031155376021
DEL,repeats,5+,1,0.00224385801946345,0.00191448676034271,0.00336002239596532,2.17467857799243e-05,1.47223535451407e-05,9.21892934103477e-06,0.00430771500671308,1.28001381411871e-05,0.015203861253345,0.000152476067114476,0.000496729665197336,0.0147366526311328
DEL,repeats,5+,2,0.000180385903783211,0.000333002767200462,0.000274292576345974,7.98797380144618e-05,0.000316779778260199,8.66942661420504e-05,0.000354329460820588,2.35551460217364e-05,0.00304770669300638,5.04603325158853e-05,4.81173508465146e-05,0.00280160042094218
DEL,repeats,5+,3,8.9066160523519e-05,0.000160640700489454,0.000152753640771369,8.76428529664404e-06,0.000169970266117764,2.78627566621287e-05,9.75716835279448e-05,3.04517076307195e-05,0.000727938722923064,6.71441467648058e-05,0.000113602358943308,0.000934917688803026
DEL,repeats,5+,4,4.20987042691506e-05,0.000112288934823781,2.69427929108596e-05,2.55302212976295e-05,1.79017126805481e-05,6.74543454045895e-06,2.48930103305125e-05,4.43251710835467e-05,0.000448743954265288,6.2583396337109e-05,4.27729270048894e-05,0.000136324569176972
DEL,repeats,5+,5+,2.62105067134009e-05,3.516123583556e-05,2.44616742626186e-05,3.20388554485341e-05,0.00058578200537602,1.50251623312213e-05,4.30107014281804e-06,1.57837314759434e-05,6.03331481337376e-05,3.06718189892269e-05,6.92857942632879e-05,0.000115795095930483
INS,repeats,2,0,0.000242746078797739,0.000304492386374205,0.000268194974445919,0.000604527344159501,0.00681584434404685,0.000225301547862511,0.00193968579953344,0.00212194360184953,0.000741809595910413,0.000690105049650253,0.0235720406434756,0.00111022804725505
INS,repeats,2,1,0.000171804011495112,0.00028064889193378,0.000225225627833299,1.1495769011018e-05,0.0168709498663463,1.34411291234366e-05,0.000195001546874279,0.00296911018847828,0.00108038518248547,0.0010781061747303,8.65834675804327e-05,0.000177584601073888
INS,repeats,2,2,0.000708109149871806,0.000705932375888172,0.000902235426388797,0.000564835631899467,0.00622730869577603,4.00645989592382e-05,0.000207551747607464,0.00126485923291134,0.00507874967814765,5.32752674133515e-05,0.00132465268315912,6.90291988330097e-05
INS,repeats,2,3,0.000231268958214,0.000403215567151642,0.000461012200873828,0.000513055305256938,0.00110132436534424,0.000423200992392131,0.000321031235454232,0.000808856269380941,0.00213917002360305,0.000215953166933988,0.00100079879113556,0.000217784783069811
INS,repeats,2,4,0.00104433262579915,0.00262776653572764,0.00228203197059353,0.00413330561202646,7.27638888713579e-06,0.00145641724534229,1.26454313024665e-05,0.000165080744983394,0.00538694496916803,3.7419202427534e-05,0.0039266417853272,0.000108203273488762
INS,repeats,2,5+,0.00910765868845744,0.0137842840868811,0.016733844771468,0.0294163079143863,0.000115981101025094,0.00850634649832148,1.08393752063102e-05,3.08276071840588e-05,0.0517726230619762,3.82639808253675e-05,0.0019119367420846,0.000116997850537232
INS,repeats,3,0,4.21320545424748e-05,3.25294690065861e-05,8.87883349196948e-06,2.46465260515934e-05,0.00348767139763396,1.87423220034496e-05,0.000800220318075093,0.000110347888352154,0.000246795464987817,6.702835213158e-05,0.00695525555227985,0.00011750640902402
INS,repeats,3,1,0.000648641487679326,0.00109006759985677,0.000939503984136329,0.000678303875699792,0.00551781554830691,0.000134865325853475,4.33481992866396e-05,0.000401139565070194,0.004054757258596,0.000200996651587593,0.00288024749443007,0.000415410395037425
INS,repeats,3,2,5.48180987877444e-05,0.000265250993186042,0.000201172403473358,7.44150300119176e-05,0.00114117263226104,2.64449482525495e-05,0.000490088925410508,9.60468750218406e-05,0.000567019899739967,2.80881627111844e-05,0.00028637660215314,0.000969446803911382
INS,repeats,3,3,4.6981865210305e-06,9.6851084030528e-06,3.06539165674424e-05,0.00014360046926601,6.81866534750911e-06,8.23334904590963e-05,0.000198146142596455,1.50332189443853e-05,3.74232216963192e-05,2.71147817304715e-05,0.000305049960684471,6.35099756540798e-05
INS,repeats,3,4,7.02407904915751e-05,9.96857115273503e-05,0.000149314935086381,0.00012359872455047,5.49450612505509e-06,4.66485617800156e-05,0.000137436129007645,2.34850299496626e-05,0.000773018323140449,4.40741155530696e-05,0.000762490117937893,0.000143686267488796
INS,repeats,3,5+,0.00137597663319439,0.00210020638673379,0.00158442405370465,0.00236098330271644,5.68327095983772e-06,0.000269583887683059,7.91412215887455e-06,1.48212714074917e-05,0.00876349054530989,2.28705893852234e-05,0.0021895802988323,5.10011383598372e-05
INS,repeats,4,0,9.46951386674509e-06,9.92433145046827e-06,5.56325809543679e-06,9.80829880228484e-06,0.00235579195336697,5.76192144195071e-06,0.00124437055812723,2.78231504167668e-05,1.96873174616118e-05,3.03277659289763e-05,0.00475538803803935,0.000408373456935169
INS,repeats,4,1,0.000811863765948956,0.00115135894698873,0.000650787452742454,0.0013541554497092,0.00365828978578188,0.000313839454974771,0.000578969162097151,4.38645110492646e-05,0.0061702445299671,0.000848941202895888,0.00179689054276051,0.00150189873460884
INS,repeats,4,2,1.80003564541854e-05,3.58311969963642e-05,1.39420059238108e-05,3.84114548303052e-05,0.000286335522431569,1.29271999812035e-05,0.000301180000432856,7.92795237321219e-05,3.50267416380876e-05,2.56065934170102e-05,8.6955945814703e-05,7.79814080632274e-05
INS,repeats,4,3,0.000129579368608678,0.000147420645396603,0.000228347448905164,0.000150250012366725,2.74476965120602e-06,2.01914978225781e-05,0.000192463432566595,1.03920061120711e-05,0.000512091720573755,1.85536399105116e-05,0.000816801152556189,9.28996591091572e-05
INS,repeats,4,4,0.000152857396704488,0.000260438039072228,7.3876740859727e-05,0.000598260756690712,1.46192809180237e-05,0.000199812455356656,2.17831337405879e-05,1.91581009358428e-05,0.000191170870685043,0.00016543240815276,0.00140513824382466,0.000301700844128962
INS,repeats,4,5+,0.00147095794237337,0.00218649490684992,0.00144891521780251,0.00194366554836348,0.000678814450491337,0.000563879664064627,0.000200873075515173,2.73783405703715e-05,0.00722639815661455,2.64620489323421e-05,0.000310566189916899,0.000114100948890481
INS,repeats,5+,0,1.92031809912807e-06,2.24924989831377e-06,2.08263895731711e-06,2.39507445703761e-06,0.00382431886613555,3.51881084292221e-06,0.00516063620171359,3.49233023217649e-05,1.11668874836853e-05,2.86496932378339e-05,0.00259601570818264,0.00011695460493088
INS,repeats,5+,1,6.92397228925546e-05,0.000157519403634986,2.93539786098832e-05,0.00185461251075652,0.00669132465968,0.0011987645367343,0.00785101085965143,0.000295034107265151,3.77509543193857e-05,0.00205978067165424,0.022914176220492,0.00315441645612749
INS,repeats,5+,2,3.60194190056518e-05,1.39889739790232e-05,1.43521736230123e-05,0.000270287392125768,0.00023637549183455,0.000139561600155695,0.000785354140873947,1.63728925752126e-05,4.76237977767373e-05,2.87458868433943e-05,0.000497612990257418,8.40783875868432e-05
INS,repeats,5+,3,7.06718927343227e-05,0.000117190889785571,7.43836256084865e-05,0.000341894066847731,0.000136819875003237,0.000116338180985313,3.48519314111893e-05,6.74430998582048e-05,0.000307332946586576,0.000130059082920103,0.00013363325140386,6.06848747256038e-05
INS,repeats,5+,4,8.60278726853061e-06,1.24205253854715e-05,1.36481082858778e-05,0.000181443192368612,0.000144494464779516,0.000132666010750747,1.4400065891966e-05,2.01579450371349e-05,1.90501973082495e-05,9.77641047823645e-05,9.37013211746928e-05,4.20050815222471e-05
INS,repeats,5+,5+,5.5673478901807e-05,0.000130131499332201,7.70489225260247e-05,0.000286860691694272,0.00061671422571157,3.26709728888298e-05,7.97476979641632e-05,4.30369847785162e-05,0.000160965926200898,3.00192813121054e-05,5.6072398166464e-05,6.5477788536613e-05
DEL,MH,2,1,0.000179200443245837,0.000266156991971607,0.000295239131575677,0.00131697115179893,0.0255096177854723,0.00043290100445498,0.000478321776194076,0.00977463318546189,8.0768493502196e-05,0.000141458051591793,0.00165411904356108,0.204446491661943
DEL,MH,3,1,4.90495626835562e-06,1.68567605648483e-05,1.00226705352612e-05,2.00623477858114e-05,0.0139251476451964,6.18040325322716e-06,0.00413927048589724,0.00110369019370805,1.62624150098832e-05,0.0025141444076987,0.00123682233337445,0.00601503988722277
DEL,MH,3,2,0.00224825817994822,0.00326455742559982,0.00168653372953666,0.00290844119952648,0.00760257404844422,0.00123306910496568,0.00363032914754708,0.000546463734106098,0.00944655804511105,7.64200050833335e-05,0.00330967438474325,0.0417706224829105
DEL,MH,4,1,7.73182664443146e-05,0.000131009609869009,5.30876706260188e-05,4.13073079723819e-05,0.00869680044925989,2.77820919053975e-05,0.00348867988477143,0.000180437484945965,0.000795477584911387,0.00216019888642901,3.94508183193771e-05,0.0123115093571667
DEL,MH,4,2,0.00039957107498338,0.000571968584299474,0.000470347635882444,0.000188695565608352,0.00484571273618623,0.000262807177760135,0.00646464858692383,0.000245927725047735,0.00192595407783777,0.000614817875669724,0.000627500576695512,0.0295380453192062
DEL,MH,4,3,0.000267188056636678,0.00079142454597705,0.000865568065835451,9.37538388513085e-05,0.00258008960508025,1.41812584937871e-05,0.0032486402568144,3.15315732202848e-05,0.00240069307077985,0.0019549299084125,0.0015459363624121,0.0485154250198377
DEL,MH,5+,1,0.000488063269831587,0.000218200522662295,0.00087184522385097,1.99218102922876e-05,0.038826020592,1.29352777407544e-05,0.196484792311034,0.00624721218829525,0.001484322687827,7.37652834020248e-05,0.0034969978115257,0.00103098640985111
DEL,MH,5+,2,2.50847803715786e-05,2.38440949235303e-05,9.60410169291217e-05,6.30302718098125e-06,0.0096088785915211,1.05074713062522e-05,0.212704812890365,0.00145622494744455,0.000191542969738127,4.61689089896265e-05,0.00180072496363716,0.000154891095918284
DEL,MH,5+,3,9.4852277805878e-06,2.09958059597463e-05,1.28102325059736e-05,4.87659083333001e-06,0.00290708122206182,7.75398144001962e-06,0.147928644947049,0.000224117948471058,0.000230215125818993,4.82085827007133e-05,0.00019784878065447,0.000206275757690834
DEL,MH,5+,4,5.40820242349454e-05,0.000229884982647689,0.000616729371453753,1.42310961745787e-05,1.33860941256048e-05,1.75131005893447e-05,0.0773961363685988,0.000596910438948676,0.00320307182787994,4.41340350349496e-05,9.3615134203614e-05,0.0023558152087616
DEL,MH,5+,5+,0.00142538210774403,0.00162484896178534,0.00229009456784382,0.00137256428005956,1.74496862480942e-05,0.000390046915744079,0.0636226332834881,1.78104497100437e-05,0.0124477184053196,2.81448901496599e-05,0.000846248488582418,0.000701522967781966
