Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.982),ID83D (ID8 0.991),ID83E (ID3 0.993),ID83F (ID6 0.999),ID83G (ID9 0.99),ID83H (ID14 1),ID83I (ID4 0.994)
DEL,repeats,4,1,0.00210369,0.00059652,0.00070171,0.00142435,0.00055819,0.00258392,0.00313342,0.0007106,0.06073425
DEL,repeats,4,2,0.0004585,0,0,0,1.2e-07,0.00011157,6.2e-06,0.0006043,0.0104107
DEL,repeats,4,3,1.33e-06,0,0.00447338,8.464e-05,4.812e-05,1e-08,0.00017516,1.894e-05,0.0039856
DEL,repeats,4,4,0,3e-08,0.00553623,0.00012478,6.916e-05,1e-08,0.00014685,2.08e-06,0.00018555
DEL,repeats,4,5+,0.0001617,0,0.0013936,3.76e-06,0,0,1.997e-05,1.97e-06,0.00024396
DEL,repeats,5+,0,0,0,0.01490256,0.24454308,0.00145534,0.02702837,0.00280581,0.00361701,0.00317533
DEL,repeats,5+,1,0.00299319,8.1e-07,6.81e-06,4.612e-05,0,0.00755516,0.00027709,0.0004705,0.01223709
DEL,repeats,5+,2,0.00044657,1.1e-07,1.293e-05,0,0,8.886e-05,1.11e-06,2.88e-05,0.0024597
DEL,repeats,5+,3,9.164e-05,0,2e-08,0,0,8.82e-06,9.1e-07,9.37e-06,0.00058348
DEL,repeats,5+,4,4.373e-05,1e-08,0,2e-08,0,0,8.9e-07,2.8e-07,3.942e-05
DEL,repeats,5+,5+,2.009e-05,6e-08,0.00010553,0,0,0,5.57e-06,3.723e-05,5.737e-05
INS,repeats,2,0,0.00036301,0.0003516,0.00763087,0.00217532,0.00244726,0.00204251,0.0022311,0.0241867,0.00119839
INS,repeats,2,1,0.00021885,0,0.02169348,0.0016711,0.00314734,1.379e-05,0.00148522,4.67e-06,0.00020831
INS,repeats,2,2,0.00114687,9.555e-05,0.00848228,0.00016724,0.00138021,0.00054387,0.0003528,0.00123527,8.498e-05
INS,repeats,2,3,0.00045711,0.0003415,0.00132073,0.00010339,0.00098764,0.00012769,0.00019512,0.00100362,0.00010979
INS,repeats,2,4,0.00199811,0.0027101,0,0,3.032e-05,0,0.00010911,0.00306452,1.441e-05
INS,repeats,2,5+,0.01393976,0.01806605,0.00075932,0.00330167,0,0.0005164,0.0007374,0.00049213,0.0003261
INS,repeats,3,0,4.144e-05,0,0.00476981,7.599e-05,0.00011442,0.00121503,0.00012923,0.00677104,3.445e-05
INS,repeats,3,1,0.00132032,0.00018078,0.00759634,0.00049868,0.00040001,7.34e-06,0.00073821,0.00268237,0.0005009
INS,repeats,3,2,0.00019566,6e-08,0.00089308,7.1e-07,4.49e-06,0.00047789,1.491e-05,0.00014679,0.00043295
INS,repeats,3,3,3.241e-05,1.016e-05,0,0,0,1.02e-05,3.66e-06,0.00018058,0
INS,repeats,3,4,0.00010733,8.2e-07,0,0,0,0,3.22e-06,0.00060564,0
INS,repeats,3,5+,0.00220398,0.00047282,0,0,0,0,0.00012429,0.00246484,0
INS,repeats,4,0,5.85e-06,1e-08,0.00312436,0.00018612,0,0.00154943,0.00029693,0.00605522,7.173e-05
INS,repeats,4,1,0.00124288,0.00065547,0.00437411,0.00115592,0.00029452,0.00041319,0.000524,0.00139329,0.00131816
INS,repeats,4,2,2.192e-05,1.36e-05,6.97e-06,0,0,0.00013371,2.27e-06,2.856e-05,5.7e-05
INS,repeats,4,3,0.00012245,5.43e-06,0,0,0,4.687e-05,6.55e-06,0.00089963,0
INS,repeats,4,4,0.00031511,4.345e-05,0,0,0,0,1.718e-05,0.00168149,4.603e-05
INS,repeats,4,5+,0.00251345,0.00066739,0.00052277,0.00029244,0,9.91e-06,0.00022473,0.00041181,9.577e-05
INS,repeats,5+,0,0,3e-08,0.0055184,0.00019005,9.763e-05,0.00862295,0.00042023,0.00271177,0.00010877
INS,repeats,5+,1,0.00011277,0.00148084,0.00566509,0.01029681,0.00022113,0.00540965,0.00311163,0.02668171,0.00302785
INS,repeats,5+,2,3.25e-05,6.861e-05,1.11e-06,0,0,0.00105762,7.32e-06,0.00064871,7.119e-05
INS,repeats,5+,3,9.438e-05,4.186e-05,0,0,0,0,1.108e-05,2.862e-05,0
INS,repeats,5+,4,2.71e-05,6.093e-05,0,0,0,0,7.9e-06,4.71e-05,0
INS,repeats,5+,5+,0.00011154,2.45e-06,0.00020714,2.06e-06,0,0,1.055e-05,1.78e-05,4.918e-05
DEL,MH,2,1,0.00010369,0.00050846,0.02581817,0.0044254,0.00845476,2.821e-05,0.00196245,0.00301297,0.18282409
DEL,MH,3,1,3.3e-07,2.461e-05,0.01477065,0.01023282,0.00056052,0.00102631,0.00181699,0.00166162,0.006495
DEL,MH,3,2,0.00294634,0.00137338,0.00841689,0.00415659,0.0004763,0.00429504,0.00080303,0.00352747,0.04785465
DEL,MH,4,1,0.00011506,2.61e-06,0.00980475,0.00599666,7.101e-05,0.00281319,0.00141655,4.312e-05,0.01050037
DEL,MH,4,2,0.00056239,5.67e-06,0.00567776,0.00085115,0.00032717,0.00868775,0.00204083,0.00091831,0.02916033
DEL,MH,4,3,0.00064992,2.33e-06,0.00219848,0.00058255,0.00010268,0.00471982,0.00101365,0.00214416,0.04740557
DEL,MH,5+,1,0.00052449,3.4e-07,0.00302198,0.28160526,0.00076044,0.08080979,0.00077842,0.00350449,0.00026229
DEL,MH,5+,2,1.2e-07,1e-08,0.00232342,0.10535202,0.00103948,0.26126032,0.00021853,0.0027234,5.323e-05
DEL,MH,5+,3,0,1e-08,0.00435589,0.02991524,0.00038902,0.2206138,4.807e-05,0.00065524,0.00040726
DEL,MH,5+,4,0.00040656,0,0.00065531,0.00754122,0.00028173,0.12170448,6.732e-05,8.63e-06,0.00281037
DEL,MH,5+,5+,0.00248747,0.00053722,0.00027299,0.00611872,8.57e-06,0.10042682,0.00211093,0.0006429,0.00122243
