Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12,signeR.13,signeR.14
DEL,T,1,4,0.0470954485702795,0.00403633463593482,0.049110915821606,0.0472629040941889,0.0478097081750472,6.72714558490445e-06,0.0173417388861671,0.0187840407457885,0.0172605981722907,0.014085300812271,0.101072930705706,0.0292258367100827,0.000102445885628376,0.0476551587717206
DEL,T,1,5+,0.81386717322019,8.72045722627897e-07,0.0212132189607561,0.810527486157413,0.819968539101827,2.63467926473568e-06,0.00756955657130525,0.00593608757071192,0.241369312476072,0.0564837477223587,1.04991966753387e-05,0.0162184707060832,9.44339976077244e-05,0.828795804473539
INS,C,1,0,8.94701045612182e-07,3.19574383458773e-07,0.000616617250104366,2.96291065715365e-06,3.37027282096408e-06,0.00277179929527085,0.00203836712216971,0.00179450657902641,8.68337204811892e-06,0.443272339227743,6.97791531025904e-06,0.000338718576755757,0.000149571305008458,2.7550522717143e-05
INS,C,1,1,0.000240901989615526,6.4353385639688e-07,0.00124044765288444,0.000209615571611386,7.60774384177546e-05,0.00192867917183621,0.00178201808108746,0.00170670864330319,1.18849519187398e-05,0.0122696615782941,7.04531878953531e-06,0.0587976131130799,0.000183144327211325,5.50097006516095e-05
INS,C,1,2,2.03775671927199e-05,4.80002804970815e-07,0.00285099663693632,1.3457368111581e-05,2.25809269073225e-05,0.00118108933368431,0.00203538189254194,1.64065102090307e-05,9.96151018130235e-06,0.000523913655983432,5.5388682814214e-06,0.0356767725415741,4.89826429120786e-05,4.1883194270641e-05
INS,C,1,3,0.00044456979184195,0.000633779233895909,0.000206206617955722,0.00063276580960139,0.000416856848417113,8.99930807434665e-07,0.00641847285035131,7.69654983481421e-06,0.000589571172090919,0.00168555456891436,5.41153751264417e-06,0.0133207947778126,0.000216856773646565,0.000206412620316222
INS,C,1,4,0.00292676899893282,0.00159597750808518,9.79104609489374e-07,0.00308082866163799,0.0030121439606781,2.18265849134097e-06,0.00717896479605302,8.70293883157012e-05,0.00213156500917831,0.00166135909960032,7.07246378888621e-06,0.00465337947763105,3.42300796544041e-05,0.00276542935338629
INS,C,1,5+,0.00906873048804301,0.024477994783135,4.08741919980854e-06,0.00839347391071068,0.00892174037345458,1.82752302764432e-06,0.00727318996772547,2.759867445872e-05,0.0201598138750574,0.00274401205029765,1.24090448806672e-05,0.00117640581678901,0.000242954116343752,0.00872138454025344
INS,T,1,0,0.00137752809124173,0.00217738133164816,0.0116754294025459,0.00133068631302721,0.00115040744117765,0.00495541519890456,0.0157979619312526,0.00596051110447761,0.0016215739856709,0.0310719817850941,0.0111026662071602,0.000192818164261994,0.00466598724474509,0.000102521683470229
INS,T,1,1,2.08935916948038e-06,5.7606671310516e-07,0.0113204364478447,1.34845368216656e-05,6.96211624310925e-06,0.0042093017653512,0.0445706275294006,0.000664194973220787,8.778916256778e-06,0.0029050150680097,0.0101854124144375,0.121986276480453,0.000176690370768332,6.58501253619506e-05
INS,T,1,2,0.000643880404701022,3.15582083264772e-06,0.0260534106532077,0.000895805048961082,0.000642588536428832,8.76870775831747e-06,0.0433676695102459,0.000417500649773042,1.14320502153168e-05,0.00184467471421536,0.000374250492308694,0.078168331446634,4.93459328778617e-05,0.000238177088586591
INS,T,1,3,0.00108375415744587,0.0042881920126191,0.0176325705006372,0.000878797685881997,0.000993360423464338,1.85315279998815e-06,0.0262674295331082,0.000828759099114242,0.00348630943469909,0.00099322929355759,9.49252255804086e-05,0.0503386867532567,0.000114330577086854,0.000156304200886665
INS,T,1,4,0.003503798532198,0.0166877228366804,0.0116096913105779,0.0031827177851263,0.00340115345472772,1.98831301267302e-06,0.00666249811485645,0.00107801203356588,0.0130970266454972,0.00491276345357236,2.30122424229729e-05,0.0229163727208968,0.000311637378921402,0.00307644438825047
INS,T,1,5+,0.00332632554532703,0.899468765052751,4.0165669312822e-06,0.000127412786679305,4.95104221911693e-05,2.99796180638209e-06,0.0258666021795682,0.011713790381722,0.635610399491235,0.242753650386228,5.89378465224543e-05,0.000382167019387527,0.00436939955730326,0.000240532686795548
DEL,repeats,2,0,0.000184149922617487,0.000652433979919826,0.0284194749077227,7.40022186112029e-05,2.29240030810465e-05,0.00876043160976886,0.00726692212539532,0.00177672321440903,0.000281738740559705,0.000335191518043047,0.0128344785338443,0.0149119976978656,0.0700441579977826,0.000120074288750273
DEL,repeats,2,1,0.00359872563263911,0.00122010763519425,0.0224600078699986,0.00340024083624073,0.00349746574788603,0.0101950471438672,0.00952693776548502,0.00228952795474285,0.00179389494358117,0.00657119380547829,0.00192700655972974,0.0157621780470421,0.223728127754373,0.00362946053226634
DEL,repeats,2,2,0.00184548612610133,0.000263169011597164,0.00436490911050191,0.00212739272426809,0.00191227379717713,1.79096631132023e-06,0.0120274472246171,0.0022707182213859,0.000857173769350799,0.00267160521019018,1.39887873182103e-05,0.00267020813196275,0.0532124490409819,0.00171625490289913
DEL,repeats,2,3,0.000740094535239142,0.000207651973529249,1.12318659456385e-06,0.0010311627716303,0.000751256605644504,1.14771898128443e-06,0.00698753974047235,0.000150210112749841,0.000465703576135547,0.000550383641912121,4.98775012119373e-06,8.73173653193078e-05,0.0125721245199081,0.00060089573328708
DEL,repeats,2,4,0.000901356913590927,1.09901450834521e-06,0.000560618693390468,0.000936908468094157,0.000805412936970265,1.14021138580519e-06,0.00340926951605533,1.5539205892126e-05,1.97858183666187e-05,9.79939328386484e-05,6.9841273295958e-06,0.000139654576603591,0.00308561955256024,0.00060269336539927
DEL,repeats,2,5+,7.48347147363158e-07,3.6682700368636e-07,0.0202981529308139,3.00783445026022e-06,3.9972775855303e-06,1.62937460639545e-06,1.26504421352714e-05,1.00075576767424e-05,8.384716793319e-06,3.47401526607132e-05,7.76931268743343e-06,0.0134638354021459,0.000848501194148587,3.75706812566703e-05
DEL,repeats,3,0,9.20146177903833e-06,1.17586395655248e-06,0.0163737193536873,0.000171014694033043,1.10086516110044e-05,0.0116372288697675,0.00070082943498061,0.00104436448224171,1.36258939053681e-05,0.00104202925098095,0.00198154550163897,0.0110416099557664,0.00363721653500911,6.38203966138858e-05
DEL,repeats,3,1,0.00499945583727923,0.00504844802367066,0.00540098564960144,0.00483882606960416,0.00502708593104937,0.00052871552443045,0.000351696498331853,0.00547773277613498,0.00515703102936169,0.00480777477896362,0.00473499106359893,0.0035145384542154,0.0934530887015565,0.00483455462854209
DEL,repeats,3,2,0.0022871887435771,0.000242817373523709,0.000771035510727159,0.0030361934520736,0.00248195962135683,1.06160286218327e-06,5.55078501660718e-06,0.000560322031880505,0.00127546983914263,0.00124440512822698,0.000210832704779603,4.91800481857765e-05,0.0213717302054506,0.00250666404583676
DEL,repeats,3,3,0.000395098963463761,6.31933117488212e-05,0.000210299334327405,0.000836266966794084,0.00052891484453777,1.0344845597501e-06,2.37927190914305e-06,5.66262484408644e-06,0.000284359403683802,0.000495771507043009,5.38842921691873e-06,5.21976355622307e-05,0.00370298334044451,0.000704840917639031
DEL,repeats,3,4,7.71449503094746e-07,3.11140126753986e-07,0.0054715813765708,3.13815606885074e-06,4.05665290554537e-06,1.30596512019926e-06,7.47084933260663e-06,7.33285001154303e-06,7.71932298346667e-06,4.88076099803341e-05,6.67520372204903e-06,0.00353750233526079,6.16523681010158e-05,3.6802156924726e-05
DEL,repeats,3,5+,8.64266126209175e-07,3.10677608268549e-07,0.00789103636949669,3.6406145391184e-06,4.4886565274853e-06,1.14574258208482e-06,1.04350974314284e-05,8.18292231764919e-06,8.51852561400316e-06,4.07985943587488e-05,6.31350751489389e-06,0.00524096620919644,0.000232836548708612,4.1186776962506e-05
DEL,repeats,4,0,8.99032929368678e-06,8.28781448851336e-07,0.0104068794488261,0.000140347975173082,1.15044591004056e-05,0.00719253924984236,3.14016904741528e-05,0.0022807202973604,9.99029148471879e-06,8.57407551654179e-05,0.000269579724904669,0.00699384214424127,0.00633281090871248,5.4258125782923e-05
DEL,repeats,4,1,0.00213679507269655,0.000871583262075489,0.00241193622929326,0.00212080934987905,0.00206193887140536,0.00164315080629388,0.000843996650227316,0.00280738205040679,0.00122865249148888,0.000598178349453858,0.00506836016089691,0.00187784435770737,0.0616002990170575,0.00214731967973924
DEL,repeats,4,2,0.000548630527532233,6.09964851075663e-07,5.84469251340942e-07,0.000510572672114931,0.000553345578454528,8.47643780431515e-07,4.50116662716429e-06,0.000211073031114212,1.0017122721807e-05,0.000665325315749492,7.07488106990736e-06,1.9529751604037e-05,0.0145330658045072,9.0160689775312e-05
DEL,repeats,4,3,6.78654596466612e-06,4.1656054431441e-07,0.00368361379997537,5.53801513176788e-06,1.00738199493705e-05,1.06889037345435e-06,5.63952053311672e-06,9.69888161328581e-06,9.91760785000309e-06,3.23450317711598e-05,6.95836434626093e-06,0.00228735189086585,0.00392177475375168,4.67159927827692e-05
DEL,repeats,4,4,7.59346115685345e-07,3.56574983676404e-07,0.00429915670455593,3.13146164249905e-06,3.41212449977018e-06,1.15703933608589e-06,7.94910717811472e-06,7.45693003266656e-06,9.47135795832901e-06,4.11057810330321e-05,5.38759636694447e-06,0.00303240293710821,6.85620003186653e-05,2.92422777600389e-05
DEL,repeats,4,5+,0.000230659883815667,4.36169116567698e-07,0.00109089472879402,0.000236234488808426,1.67953469248851e-05,1.02580645291341e-06,3.17351449938916e-06,6.16930555475322e-06,9.4492868150338e-06,3.22742628132436e-05,5.52596208313635e-06,0.00060424098049671,0.000141468830932615,4.25505490880251e-05
DEL,repeats,5+,0,8.1762294744993e-06,5.17458386052093e-07,0.017800196972397,1.47779582724287e-05,8.94044784544031e-06,0.25638503188703,1.92204599972252e-05,0.0192843701480005,1.14606817655859e-05,0.00330527815762099,8.80682612656155e-06,0.045906609524189,0.00293261955925028,4.71783448297244e-05
DEL,repeats,5+,1,0.00300051660631374,8.76923564467544e-07,0.000421776540247034,0.00321979831870457,0.00294993041421534,1.78653539862938e-06,3.0684706174222e-06,0.00785949374603287,0.000849198315568007,0.000479209606507087,1.0405069020168e-05,2.18464485466141e-05,0.0155363312523611,0.00273435620344651
DEL,repeats,5+,2,0.000390255356121858,1.01362775458934e-06,7.8862633720246e-05,0.00059280403513461,0.000450774891875278,1.12973721030185e-06,2.60696746066483e-06,0.000109034238564232,1.2693354650152e-05,7.0495969021794e-05,6.44935564877562e-06,5.01403685474693e-05,0.00247871909196086,9.13186330586633e-05
DEL,repeats,5+,3,0.000171373089629163,3.56002073752231e-07,7.28406882158571e-07,0.000150824600641545,8.09727106732824e-06,7.26037528577703e-07,2.3297575651021e-06,1.27969786633331e-05,6.71690410342589e-06,3.64911492762343e-05,4.35914154856572e-06,3.04877577899169e-05,0.000742221207841798,3.0418879979649e-05
DEL,repeats,5+,4,9.96925210722812e-05,5.58581576243142e-07,5.65738839414022e-07,3.65311220636334e-05,8.52278615914366e-06,7.26028868267886e-07,2.07984365681937e-06,5.90928396988208e-06,5.76507211811448e-06,1.90704838537804e-05,3.97903016509539e-06,1.64807362863851e-05,6.30540300291988e-05,1.90194059614619e-05
DEL,repeats,5+,5+,2.07800051963282e-05,6.28065176810888e-07,7.44005474609086e-05,6.90817807277498e-05,1.08289426109409e-05,7.24633538203967e-07,2.75787965953716e-06,5.1202415303227e-06,7.35869135908476e-06,6.02860032545748e-05,5.00715357102267e-06,5.2164153652525e-05,6.15476330727952e-05,2.80750362345386e-05
INS,repeats,2,0,0.0003534012810394,0.000401518563543652,0.00732857146171391,0.000246188371591644,0.000246798514636267,0.00169142569708904,0.00245610529820237,0.00207221136787062,0.000159384246438971,0.0232293213635326,1.30079968043298e-05,0.00268759117148935,0.000985842133952815,7.79960814987752e-05
INS,repeats,2,1,0.000301454158013841,5.99120515569915e-07,0.0172625185426196,0.000246693144685368,2.86862425335931e-05,0.00114219626384277,0.00295129657247529,1.79744479118313e-05,1.22015990988897e-05,5.84139529548844e-05,0.00143267313081197,0.010497711808644,6.29322659980604e-05,6.26379864705184e-05
INS,repeats,2,2,0.00104080126184224,8.0447037850131e-06,0.00683792455345042,0.00126670979677996,0.00110434801481356,1.57993120448939e-06,0.00125719518924732,0.000577890928337599,0.000261716637515911,0.00120859474570316,8.60232831368133e-06,0.00387416101129659,5.23555675485614e-05,0.00115560080696549
INS,repeats,2,3,0.000387939417670739,0.000331667089009499,0.00119677318442364,0.000584623308597726,0.000407151800481856,9.74331680982166e-07,0.000905076793807087,0.000126463591814138,0.000393795881749766,0.0010064230209357,6.1460469876035e-06,0.000473681509151567,7.49692088540969e-05,0.000106604408963458
INS,repeats,2,4,0.00198581655377894,0.0026227244787524,7.33136180749312e-07,0.00222021968163564,0.00204611137518132,1.13689291159878e-06,6.66975885920158e-05,9.21563222441002e-06,0.00254344366237731,0.00312523583381477,4.93805078569445e-06,2.19613762845908e-05,4.73998655705719e-05,0.00154305236187976
INS,repeats,2,5+,0.0136476319727989,0.0181173002380518,0.000903959814523118,0.0134733125050599,0.0138270193301706,0.00120249148890637,5.05417151790791e-06,0.000463399423568377,0.0171172181911848,0.00058000266455341,1.61506113025788e-05,0.000163859142830061,0.000134261898549451,0.0135421974751964
INS,repeats,3,0,6.15908929264225e-05,7.12145347602341e-07,0.00381856701887514,4.30799099063297e-05,1.29398720442085e-05,1.63073912828806e-06,1.03842279732999e-05,0.00121994519392442,1.06828365269595e-05,0.00646889385985503,6.57495003513623e-06,0.00237219691127431,4.65044044641415e-05,3.78176262062982e-05
INS,repeats,3,1,0.00121432385581236,3.83432652534513e-05,0.00650937809154037,0.00149281117461838,0.00130459942879169,1.81511826831329e-06,0.000309520440186082,1.75270524677938e-05,0.000479863666468346,0.0026152889408833,6.70431906897977e-06,0.00297546799106443,0.000291321772260297,0.00146492709730432
INS,repeats,3,2,0.000218113200553505,4.89327642645965e-07,0.000763108447295872,0.000277940990840344,9.21931911414251e-05,1.08381582982497e-06,4.56003921919089e-06,0.000499241589973568,1.07801551692507e-05,0.000162742448943898,5.66994349108469e-06,0.000107034544931293,0.000250247264719174,4.23866935826227e-05
INS,repeats,3,3,4.54061232952838e-06,6.43914188354984e-07,4.71172634744097e-07,0.000215370363441348,5.89151662705929e-06,6.7162259391531e-07,2.05525838649094e-06,1.31615021081742e-05,6.63234084563431e-06,0.000224129015106523,5.32327920848068e-06,1.71209950481036e-05,2.57299572918695e-05,2.16805838333228e-05
INS,repeats,3,4,0.000154362081474332,5.30543006494264e-07,5.53598428881534e-07,0.000239990735155254,9.24584438072254e-06,8.01144088435125e-07,2.09920668874778e-06,5.63471704429493e-06,7.05248054525827e-06,0.000591268083934161,4.84403522972497e-06,1.75653732245829e-05,2.41644200452977e-05,2.61772005971939e-05
INS,repeats,3,5+,0.00189610185433282,0.00040864064917911,6.18913783202715e-07,0.00287420275620662,0.00193743704422378,9.11974507459136e-07,2.2448086485639e-06,6.05117105431213e-06,0.00119326385225946,0.00263571354807058,5.05021326478066e-06,1.74382411739173e-05,2.55641377089918e-05,0.00173375036426596
INS,repeats,4,0,1.22194900148809e-05,4.72852505077365e-07,0.00270180782492069,1.28428819695354e-05,1.17621000901118e-05,2.74819246709538e-06,4.93725555490141e-06,0.00156301939756956,1.03326117208172e-05,0.00575988460876085,6.62431370188405e-06,0.00129564742635046,6.79439011661149e-05,5.93011263176416e-05
INS,repeats,4,1,0.00122660500507915,0.000719510128746693,0.0037434069823849,0.00115111361262617,0.00113846399312081,0.000906117649551503,0.000134502106558715,0.000365437710276379,0.000720480286812499,0.00135259546204237,1.08101468426565e-05,0.00238313778691381,0.00111259640935443,0.00103316505496848
INS,repeats,4,2,8.22056671890369e-06,5.37619821387319e-07,2.20836575409469e-06,0.000142073116853376,7.41868092968314e-06,7.03168015752339e-07,2.58823285510348e-06,0.000148878026754724,6.60497396533234e-06,5.15870781619641e-05,4.6983203579285e-06,2.85270726385371e-05,6.83617254419844e-05,2.40782874633094e-05
INS,repeats,4,3,0.000145442650122575,5.35702254674791e-07,6.21496182033147e-07,0.000342890316204945,9.61544456557771e-06,8.08339654444789e-07,2.47989907136852e-06,4.82134700145923e-05,9.53686093023578e-06,0.000913891217326318,3.64095395969673e-06,1.74960912719454e-05,2.85508197566418e-05,2.87901915774244e-05
INS,repeats,4,4,0.000258994878184026,4.20509853384804e-06,6.05657338327603e-07,0.000655220651077867,0.000230748878794425,7.42070803125158e-07,2.21162491436383e-06,5.6863712569658e-06,5.02568465678721e-05,0.00176293079679336,4.77713233277504e-06,1.66197142118932e-05,6.64885543207274e-05,0.000112484625470481
INS,repeats,4,5+,0.00220285395501107,0.000673779085424649,0.000499411860322164,0.00259439418397459,0.00232370582709798,4.03372761865991e-05,3.05544564842831e-06,1.74199168743061e-05,0.00138958302947058,0.000414778317700002,6.39409026248332e-06,3.93951417983247e-05,6.53697998383928e-05,0.00224692408964882
INS,repeats,5+,0,7.40090097142453e-07,3.3218468591629e-07,0.00480804441682189,2.95300624985289e-06,4.08202684866697e-06,1.5919782785384e-06,1.44485425425488e-05,0.00882851954243606,9.74133599153565e-06,0.0025538102682839,8.83670834673337e-06,0.0028941283987676,5.14819771231608e-05,3.40847387130115e-05
INS,repeats,5+,1,0.000139954612485005,0.00143091930570268,0.00618721201088842,9.12236727153826e-05,3.54080759847517e-05,0.010405765337454,0.000201843972648484,0.00523191963388363,0.00107652659173692,0.0254955259117483,5.37208372889819e-05,0.00321873816560626,0.00325163787186384,0.000102021829484215
INS,repeats,5+,2,4.73839609822249e-06,5.2041954139563e-06,1.987657058654e-06,0.000348450322833356,7.25242086575393e-06,7.44282381864067e-07,2.22020362342936e-06,0.00113761595319356,9.60871233307705e-06,0.000644820695988574,5.24792922785955e-06,2.66482880176175e-05,0.000102062846366654,2.05214262820062e-05
INS,repeats,5+,3,0.000101950476002686,1.41746449829977e-06,5.44569839854555e-07,0.000432801229338006,9.63588941993935e-06,8.71490257918125e-07,1.85989026079395e-06,4.82303757761309e-06,6.54783889133799e-06,7.24313437601381e-05,3.84906985109925e-06,1.83699316901796e-05,2.97291706222092e-05,2.51116127919738e-05
INS,repeats,5+,4,3.4301721811653e-06,2.17855908722449e-06,5.23323146546897e-07,0.00034656021613198,6.8074976545369e-06,7.6387117707402e-07,2.03626630379791e-06,5.05503336726655e-06,5.38204247321382e-06,0.000111910796869394,4.78598236094216e-06,1.63070739997971e-05,2.82120955016489e-05,2.64589142623343e-05
INS,repeats,5+,5+,0.000124697760963419,5.11045893686661e-07,0.000161781099641713,0.000284050998933839,1.04580318909082e-05,7.31314291336792e-07,2.61953414264355e-06,5.4535649536266e-06,6.15332832104332e-06,3.72983093386036e-05,6.17997271440716e-06,4.25557363180804e-05,5.14632372164143e-05,3.52629767147559e-05
DEL,MH,2,1,0.000184028450259715,0.00118693735098544,0.0272631982453652,7.83800633867393e-05,2.79263480987814e-05,0.00439354624011789,0.0079080265180593,9.40751415846946e-05,0.000799442399312244,0.00257205422385892,0.00342153022785312,0.0160574500159897,0.183321664901726,0.000142027290647565
DEL,MH,3,1,1.7921707353033e-06,3.92069952158807e-06,0.0124397852260041,6.85241332659827e-05,8.62589849147198e-06,0.00998749687454882,0.000380193560120779,0.000873563270840224,9.52097613982045e-06,0.00153562374202824,0.00199674504660396,0.00902456926003736,0.00570291486734663,5.33613480686079e-05
DEL,MH,3,2,0.00295025716912251,0.00160045677799842,0.00823816980902451,0.00272281566862669,0.00297220280050806,0.00449456519521885,0.000337616321200425,0.00442370465659837,0.00189482409885328,0.00330365087437334,0.000140320840553369,0.00607408090266446,0.0471835208369449,0.00294314625624747
DEL,MH,4,1,0.000156610069610655,9.11362776915573e-07,0.00831056093465474,0.000261905837487355,1.79823083497151e-05,0.00612697152302725,7.08804906586418e-06,0.00263334593215842,1.11705328935244e-05,5.79510533269092e-05,0.0018031230821444,0.00562438496342389,0.00989225924789089,4.92106591408681e-05
DEL,MH,4,2,0.000552320443751166,3.59229525385131e-06,0.00565002783134711,0.000756081698441654,0.000570373079663735,0.00128204477931823,0.000414346462844135,0.00874084804054628,1.73838907887312e-05,0.000924570556519162,0.00349851106933634,0.0031974856821468,0.0283995170432895,0.000157014429845509
DEL,MH,4,3,0.000695431634728107,1.19109578532987e-06,0.00331359664107814,0.000919947504464538,0.000723769377360866,0.00104283921531954,2.43837601244036e-05,0.00485802650666029,1.4718179748374e-05,0.00221338201285572,0.00220796771869464,0.0024331999726038,0.0471840576008153,0.000147611169371808
DEL,MH,5+,1,0.000660015017749502,1.02756015285237e-06,0.00718231918269321,0.000411759137327057,0.000174195491730141,0.301745726152701,7.33233551036922e-06,0.0719971035133423,1.24630286961194e-05,0.00339388548044502,1.77208845604699e-05,0.0475745698942963,0.000132772080823213,5.60809169737092e-05
DEL,MH,5+,2,0.000107196473600554,7.28895750822274e-07,0.00655342904831754,2.67467397488834e-05,1.46574262654538e-05,0.131702644202045,0.000567665547710751,0.255863488126863,1.17412520798124e-05,0.00275193934773366,9.541624677549e-06,0.0223124685160882,0.0001119032357347,5.31667278210619e-05
DEL,MH,5+,3,4.81509831601951e-05,6.04962302865962e-07,0.0061307967929895,2.07148764681291e-05,1.53549093489447e-05,0.0483655750732505,0.000140116505771261,0.21894106868217,1.0541070434071e-05,0.000744407824788317,8.50563159660964e-06,0.0106294363962105,0.000161157162005906,5.74530079160129e-05
DEL,MH,5+,4,0.000473747436758525,9.2926710531742e-07,0.00201268350859478,0.000480175015487884,0.000354293316603452,0.0168106094810926,0.000308384667979082,0.121750387163477,1.49515921949054e-05,6.09628568662604e-05,1.69488251544143e-05,0.00341301095323828,0.00304387129113778,7.29972042307002e-05
DEL,MH,5+,5+,0.00239488906439743,0.000550189882353222,0.00242596164800068,0.00243650096646913,0.00224223217838188,0.0133894104535318,9.32553624873631e-06,0.099855766029943,0.00110718615657861,0.000681772342077158,7.77436366234819e-06,0.0005757192478582,0.00161675778947744,0.00171705972984133
