MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
2:Del:R:2	0.00175993	0.00047600	0.00189322	0.00037706	0.01235694	0.00145430	0.00013555	0.04463455	0.00196426
2:Del:R:3	0.00093611	0.00015046	0.00000000	0.00008779	0.00578267	0.00034359	0.00001066	0.01009547	0.00007410
2:Del:R:4	0.00090976	0.00001145	0.00031694	0.00025984	0.00311977	0.00013682	0.00023337	0.00326707	0.00027753
2:Del:R:5	0.00000000	0.00000001	0.02390589	0.00288556	0.00031484	0.00000155	0.00122975	0.00109291	0.00000000
3:Del:R:0	0.00001239	0.00003133	0.01815764	0.01353268	0.00167012	0.00156805	0.00195977	0.00482553	0.00141879
3:Del:R:1	0.00471740	0.00434975	0.00049448	0.00337010	0.00000927	0.00354265	0.00188351	0.10180068	0.00377517
3:Del:R:2	0.00214752	0.00062365	0.00037575	0.00056842	0.00000278	0.00048342	0.00068548	0.01366512	0.00140929
3:Del:R:3	0.00052169	0.00034144	0.00034988	0.00038976	0.00004008	0.00012728	0.00029044	0.00362229	0.00027096
3:Del:R:4	0.00000000	0.00000001	0.00618119	0.00056637	0.00000573	0.00000002	0.00038684	0.00047357	0.00000350
3:Del:R:5	0.00000000	0.00000001	0.00956608	0.00081405	0.00026529	0.00004796	0.00047072	0.00037315	0.00001944
4:Del:R:0	0.00000326	0.00004441	0.01168152	0.00725517	0.00024868	0.00264498	0.00102057	0.00601591	0.00016067
4:Del:R:1	0.00200660	0.00054254	0.00008951	0.00098884	0.00099466	0.00234359	0.00257771	0.05532601	0.00004627
4:Del:R:2	0.00046483	0.00000000	0.00000347	0.00000226	0.00000000	0.00049143	0.00007293	0.01054251	0.00032980
4:Del:R:3	0.00000000	0.00000000	0.00383898	0.00035966	0.00001596	0.00009300	0.00023538	0.00366645	0.00000000
4:Del:R:4	0.00000000	0.00000006	0.00478819	0.00073483	0.00016851	0.00001926	0.00032455	0.00020073	0.00000000
4:Del:R:5	0.00018724	0.00003252	0.00160160	0.00017951	0.00008011	0.00007951	0.00007726	0.00066887	0.00004145
5:Del:R:0	0.00000000	0.00000000	0.01627722	0.25050129	0.00155830	0.03656988	0.00080841	0.00258645	0.00092243
5:Del:R:1	0.00316415	0.00000172	0.00009917	0.00002026	0.00000000	0.00674757	0.00059994	0.01217512	0.00021828
5:Del:R:2	0.00043471	0.00008809	0.00021919	0.00030450	0.00001820	0.00041916	0.00012317	0.00280670	0.00000057
5:Del:R:3	0.00013954	0.00001325	0.00018910	0.00004238	0.00003111	0.00016868	0.00013237	0.00095278	0.00005615
5:Del:R:4	0.00009424	0.00000072	0.00005035	0.00001809	0.00003905	0.00006438	0.00011553	0.00012143	0.00001654
5:Del:R:5	0.00003893	0.00001393	0.00073687	0.00009177	0.00000150	0.00000000	0.00007537	0.00011003	0.00004712
2:Ins:R:0	0.00024220	0.00058039	0.00805985	0.00261364	0.00208575	0.00190230	0.00122435	0.00126845	0.02521390
2:Ins:R:1	0.00027995	0.00000964	0.02063747	0.00297385	0.00329688	0.00013442	0.00194647	0.00027162	0.00001147
2:Ins:R:2	0.00100911	0.00026073	0.00782371	0.00097951	0.00141037	0.00039024	0.00079327	0.00001600	0.00112974
2:Ins:R:3	0.00047933	0.00045383	0.00132590	0.00064585	0.00086505	0.00035760	0.00042274	0.00025584	0.00093518
2:Ins:R:4	0.00220317	0.00264613	0.00003772	0.00133594	0.00023259	0.00005109	0.00030059	0.00010006	0.00348476
2:Ins:R:5	0.01633007	0.01697129	0.00060787	0.01490944	0.00000718	0.00007681	0.00156064	0.00006519	0.00035946
3:Ins:R:0	0.00002869	0.00004686	0.00432108	0.00064859	0.00023625	0.00096895	0.00071245	0.00011106	0.00768819
3:Ins:R:1	0.00115011	0.00037745	0.00693059	0.00130925	0.00044798	0.00008429	0.00088805	0.00052988	0.00287031
3:Ins:R:2	0.00017609	0.00006238	0.00142063	0.00013837	0.00014770	0.00076246	0.00012814	0.00105832	0.00026154
3:Ins:R:3	0.00001854	0.00015960	0.00001697	0.00008582	0.00000647	0.00027592	0.00004302	0.00000497	0.00024895
3:Ins:R:4	0.00012787	0.00010133	0.00001967	0.00015237	0.00001879	0.00015387	0.00005067	0.00010678	0.00085404
3:Ins:R:5	0.00220422	0.00117305	0.00001332	0.00091572	0.00001003	0.00000059	0.00009356	0.00000127	0.00193235
4:Ins:R:0	0.00002196	0.00000134	0.00282662	0.00082843	0.00003617	0.00160747	0.00015665	0.00051597	0.00502000
4:Ins:R:1	0.00123503	0.00072792	0.00459988	0.00157438	0.00003293	0.00066950	0.00132142	0.00161247	0.00180298
4:Ins:R:2	0.00000218	0.00004598	0.00031946	0.00015913	0.00013255	0.00041011	0.00002729	0.00002737	0.00006378
4:Ins:R:3	0.00025028	0.00006317	0.00000266	0.00003623	0.00000254	0.00036743	0.00002076	0.00007068	0.00077386
4:Ins:R:4	0.00016693	0.00038766	0.00001339	0.00024979	0.00000124	0.00000936	0.00016818	0.00023863	0.00146104
4:Ins:R:5	0.00227978	0.00093829	0.00079123	0.00171760	0.00000707	0.00010616	0.00010826	0.00006543	0.00021067
5:Ins:R:0	0.00000000	0.00000002	0.00510032	0.00049149	0.00005159	0.00796510	0.00027758	0.00010209	0.00274030
5:Ins:R:1	0.00005934	0.00170978	0.00642099	0.01056373	0.00026881	0.00611870	0.00144648	0.00284785	0.02397799
5:Ins:R:2	0.00001036	0.00025220	0.00034259	0.00009585	0.00000667	0.00123685	0.00004870	0.00002804	0.00052394
5:Ins:R:3	0.00010606	0.00023931	0.00016901	0.00014333	0.00008137	0.00006411	0.00019272	0.00000924	0.00008226
5:Ins:R:4	0.00000804	0.00021226	0.00018244	0.00006280	0.00001559	0.00001843	0.00017587	0.00000000	0.00001951
5:Ins:R:5	0.00008735	0.00020794	0.00063088	0.00040810	0.00005678	0.00001498	0.00005644	0.00000552	0.00000000
2:Del:M:1	0.00002641	0.00008463	0.01959034	0.00223230	0.00976033	0.00005873	0.00119684	0.20457446	0.00120964
3:Del:M:1	0.00000076	0.00002189	0.01310450	0.01180127	0.00138610	0.00158574	0.00140086	0.00652941	0.00123875
3:Del:M:2	0.00271430	0.00164745	0.00713272	0.00414506	0.00068104	0.00391170	0.00081468	0.04200150	0.00312217
4:Del:M:1	0.00007017	0.00005509	0.00909563	0.00540799	0.00039966	0.00271220	0.00195067	0.01238639	0.00000000
4:Del:M:2	0.00053000	0.00006427	0.00447369	0.00102576	0.00038639	0.00885167	0.00154116	0.03076213	0.00050647
4:Del:M:3	0.00056205	0.00000349	0.00102207	0.00014668	0.00000372	0.00448649	0.00180215	0.04770699	0.00130406
5:Del:M:1	0.00051194	0.00000000	0.00394796	0.27910846	0.00082797	0.09201222	0.00148446	0.00028030	0.00216698
5:Del:M:2	0.00000002	0.00000001	0.00205581	0.09220611	0.00106913	0.25850746	0.00006176	0.00000969	0.00160010
5:Del:M:3	0.00000015	0.00000001	0.00278399	0.01648178	0.00045505	0.22392253	0.00029620	0.00025752	0.00004470
5:Del:M:4	0.00037622	0.00000010	0.00023291	0.00004493	0.00079471	0.12521182	0.00133845	0.00290646	0.00000271
5:Del:M:5	0.00239390	0.00038572	0.00064055	0.00178643	0.00000000	0.10112740	0.00525105	0.00082926	0.00066787
