Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID11 0.985),hdp.3 (ID5 1),hdp.4 (ID6 1),hdp.5 (ID14 0.999),hdp.6 (ID1 1),hdp.7 (ID8 1),hdp.8 (ID13 1),hdp.9 (ID9 1),hdp.10 (ID3 1),hdp.11 (ID4 0.999)
INS,C,1,0,9.64388322780933e-08,0.000545697295900573,0.000471477179495267,0.00241832467335755,0.459170385755352,1.66181591289619e-06,0.00249901398253865,0.00233454199616156,0.000269029824116015,0.00242849183209042,0.000345518396303156
INS,C,1,1,0.000204324424063902,0.118235148316023,0.00136945990784991,0.0017209958662641,0.0117323509472513,4.75540655475737e-05,0.00229137785101605,0.00159368348908591,0.000212016228499677,0.0012833050899988,7.45266716632456e-05
INS,C,1,2,1.69022300659704e-05,0.0684382739473387,0.00324244700423336,0.000245405289005612,0.000776802214668415,7.96511766674551e-06,0.0012559401109829,0.00138731250992168,0.000968731253251414,0.00177190659203293,0.000118062764720762
INS,C,1,3,0.000484777450374654,0.0279156150625027,0.00051737799689254,0.000299739517254813,0.00190841389086475,0.00085800028863736,5.77422815231804e-05,0.000472283930725511,0.000103213054054767,0.00593972538313181,0.000126517350546966
INS,C,1,4,0.00275661966318524,0.00743760359593043,0.000188440840285753,0.000204255335785531,0.00129861831210038,0.00191702164256655,0.000787569876280225,8.46491740883222e-05,0.000260968504409827,0.00671146252387568,0.000176929074522566
INS,C,1,5+,0.00970909156298666,0.00269354294680624,0.00020370749224454,0.000241725874083438,0.00160435334007105,0.0240256558993096,0.000377999515699919,0.00111286810033185,0.00024823232331944,0.00734422112838168,0.000404269873020733
INS,T,1,0,0.00141589374015921,0.00251003777641384,0.00651572107156394,0.00598778564565828,0.0337542661288072,0.00223765345801741,0.00501574093531925,0.0401373968739217,0.0125949284639545,0.0180373210724724,0.00134094898692387
INS,T,1,1,3.00867961359898e-06,0.24122394782396,0.0136664940156975,0.00127820891266058,0.00352492148478619,3.81884363553589e-05,0.00511036021986026,0.00424631341202237,0.00951244877920184,0.0414472767469095,0.00136326966767047
INS,T,1,2,0.000637666064277927,0.125626267606476,0.0296786550809105,0.000730978278306638,0.00162240502085692,0.000251227503690355,0.00133694715529561,0.00379893468467826,0.00211283317249534,0.0402989660100359,0.000368657262774872
INS,T,1,3,0.00131343860842131,0.0745804659503265,0.0191341100711839,0.00066036113397259,0.000627716568648627,0.00403244730699372,0.00160458631467171,0.00869811851644837,0.00201188714459375,0.0240388492435385,0.000276518066818329
INS,T,1,4,0.00389652644875882,0.0394615502176308,0.0112042045718604,0.00150994122667628,0.00499039123734494,0.0172561604545777,0.000728624441025921,0.0131700402760865,0.000768409218666127,0.00639895552213156,0.000736367152604872
INS,T,1,5+,0.0504499263639707,0.0142912624442168,0.0005919852639099,0.0117836680241052,0.212735864302591,0.890222843194619,0.023746636093613,0.0252205821543761,0.00193348465005392,0.0274168872812408,0.010564615040602
DEL,repeats,2,0,0.000201631555131829,0.00458742276486951,0.0280407005436283,0.0018953803022724,0.00139372861575227,0.000482190585498622,0.00928447351352813,0.0223698275362195,0.0146802405021866,0.0070012704342315,0.0676907729923036
DEL,repeats,2,1,0.00343890363011195,0.0105518226241501,0.0246136983892023,0.00227839004328083,0.00668543589495696,0.000993776581397121,0.00910054565136892,0.00260216599222996,0.00498952743044266,0.00902388414611589,0.227883772382798
DEL,repeats,2,2,0.00178408003356529,0.00229785275318442,0.00479230278530742,0.00204653024231883,0.00216735340787512,0.000319149979600726,0.000394013514605099,0.00308167433309664,0.00150081355612925,0.0115292669344274,0.0529177263726838
DEL,repeats,2,3,0.000715713481356894,0.00032054897918882,0.000197336826430042,0.000526772520778,0.000513868456977368,0.000402168783220428,6.5930095194342e-05,0.000343860534663385,0.000110675935180146,0.00676370734079781,0.0113961788200309
DEL,repeats,2,4,0.000907229768726878,0.00127471621113539,0.000697171222529244,0.000230383077167438,2.46025622294326e-05,4.65955050651249e-05,0.000198909286784751,0.000442423827625574,0.000211833176698489,0.00297193615228867,0.00281279333573086
DEL,repeats,2,5+,8.64770188339825e-08,0.00534746180893285,0.0214049164391108,0.000189597878265916,2.32629804878566e-05,1.25919384655471e-06,0.000709289828798548,0.000199099040008974,0.000210530692728493,0.000180674421942544,0.00277146777954471
DEL,repeats,3,0,8.47284026443248e-06,0.00648573075221082,0.017399690314534,0.00167430023088028,0.00125713211901828,0.000142545542898334,0.0109966431510535,0.00174402964289551,0.00332626948166637,0.000819495029346516,0.00535205426483328
DEL,repeats,3,1,0.00480718456498482,0.00233444824540446,0.00593307180218331,0.00563362690885673,0.00426777673775955,0.00495069425516078,0.00136164705987029,0.00189906928684616,0.00316489523801089,0.000591661363382812,0.0899252428009202
DEL,repeats,3,2,0.00221887800612345,0.00133003391128743,0.000752094102971945,0.000346162472225729,0.00130797904792871,0.000704292648883251,0.000623258651041504,0.000551562326222042,0.00209551365592135,0.000215299908294043,0.0197796973212341
DEL,repeats,3,3,0.000384657410098746,8.95729163805851e-05,0.000618037794761034,0.000142070036427128,0.000394956072868444,0.000428097910929949,0.000204909134691564,5.66545847912858e-05,0.000440732413630862,5.76907389886667e-05,0.00348717933112427
DEL,repeats,3,4,9.3895390547682e-08,0.00238127670911675,0.00587931009000008,5.04210872588229e-05,4.193544305641e-05,1.25052813982882e-06,2.59303510180314e-05,0.000223564600010076,8.59287397502344e-05,3.49596811421348e-05,0.000576950123426905
DEL,repeats,3,5+,9.00802279520651e-08,0.00228225091324108,0.00860809584438645,8.3868704140378e-05,2.45698895040283e-05,1.56116039631082e-06,0.00012252608280356,0.000779986767922478,0.000186417138148849,6.92974693695218e-05,0.000761386410830804
DEL,repeats,4,0,1.46180074385836e-05,0.001320466312381,0.0114656779786683,0.00223970483768907,0.000388495041419745,7.33498746920809e-05,0.00636330495567513,0.00158302510767698,0.00173012113938735,0.000444351205712325,0.00775899877263529
DEL,repeats,4,1,0.00224612335393962,0.00130445148255681,0.00261960441876996,0.00286291415072949,0.000995129534001252,0.000844117159869655,0.00174241223707691,0.000683182048481496,0.00443811204117776,0.000910631401773656,0.0627180985294848
DEL,repeats,4,2,0.000556451850291121,0.000331240828326462,7.29203580801349e-05,0.000337089651214555,0.000650595644612983,3.12152088123156e-05,0.000313115641141336,2.81965876069046e-05,0.000274950845839075,0.000176687332788179,0.0159720475603037
DEL,repeats,4,3,7.91031573505653e-06,0.000828641252049491,0.00392311476040365,0.000147010155595976,1.56093945619009e-05,4.49083586248761e-06,5.61547554280497e-05,0.000130906787048154,0.000117737510433689,4.92312517231011e-05,0.00466538112942759
DEL,repeats,4,4,1.61720503358649e-07,0.0018425084656616,0.00421068482497809,0.000172787307875578,1.24401401976845e-05,1.59715640886453e-06,8.60925863595773e-05,0.000113142818033268,0.000179228834725253,6.69087031268921e-05,0.00105789978844014
DEL,repeats,4,5+,0.000210707614993325,0.000356111996706727,0.00164142669513952,1.23308207497697e-05,3.93379613867687e-05,3.70672272235934e-05,5.17879214700968e-05,0.00030893859156322,9.24763618696705e-05,0.000128685336686285,0.000634208770049534
DEL,repeats,5+,0,2.67970662111803e-05,0.0198173194327364,0.0184309678466167,0.0179955792626504,0.00664075594296659,2.05190603412637e-05,0.237821712049459,0.0158951757100122,0.00087428356429202,0.00195340923584792,0.00589033434714679
DEL,repeats,5+,1,0.00284578340430044,0.000786975161847866,0.000227090975098585,0.00710789657969946,0.000193708420740702,0.000181004615940671,0.00104368241352147,0.00316631162493144,0.000380980081450589,0.000100964605313482,0.0171922208508919
DEL,repeats,5+,2,0.000406619605533892,0.000403628776887104,0.00040835677894058,0.000323682274029423,7.26478049364453e-05,9.80751357595279e-05,0.000425525225275639,0.000370369842270214,0.000298473002291802,6.07275525209635e-05,0.0023278819293118
DEL,repeats,5+,3,0.000146461336650524,7.45676173762556e-05,0.000221336825330652,0.000185103963409093,0.000147688887008755,1.36211577874531e-05,2.80932984628299e-05,4.51406811287951e-05,5.82738368629816e-05,3.67701450948821e-05,0.00134455187494149
DEL,repeats,5+,4,6.24067341112806e-05,0.000154871205319915,7.14326506467077e-05,4.11641184363363e-05,1.07003175699059e-05,2.33694112612573e-05,0.000109352800363735,6.77050805664318e-05,5.23809769554891e-05,6.19044993923322e-05,0.000163608436752248
DEL,repeats,5+,5+,1.42119045756279e-05,0.000617029825876813,0.000536227754381666,2.63827152744929e-06,0.000231853827650214,1.9511838582585e-05,3.94607131096258e-05,8.64196298630499e-05,3.94899058794809e-05,3.57036278065061e-05,2.08565589227072e-05
INS,repeats,2,0,0.000316902029981888,0.000981539283494219,0.00721656617499235,0.00225666414285009,0.024509273430222,0.000469135365019652,0.00168997383929849,0.0101814871638392,0.00148377565771093,0.00250828592392756,0.000844496855540009
INS,repeats,2,1,0.000262449274022036,0.00615462758717798,0.0183467030889722,0.000261978592023683,0.000110450148229212,2.85395052124899e-05,0.00156246228772627,0.00170305963275281,0.00179346410305248,0.00262237421336722,0.000558160560020282
INS,repeats,2,2,0.000967423496579224,0.00101620748960361,0.00726464686201029,0.000623315552162325,0.00133963891884547,0.000330208087975791,0.000243539694470641,0.000435425180301315,0.00145948609178399,0.00100949203292696,0.000438762860695383
INS,repeats,2,3,0.000422521627139378,0.0012805210133496,0.000982596719015322,0.000530816690018734,0.00079746771348663,0.000464183913515042,0.000228016964385731,0.00100378901300299,0.000232539151594469,0.000915432182592177,0.000242383932531888
INS,repeats,2,4,0.00194766064064278,0.000478953542378257,7.80869894887658e-05,0.000136683712946256,0.00235895443782725,0.00299212521499335,6.97829164051608e-05,0.000254387165645268,0.000268565154159151,0.000233009326156069,0.000106837830737584
INS,repeats,2,5+,0.0144785053824144,0.000954373726886993,0.000892976214610461,0.000757800115285029,0.00158315690946501,0.017010295690165,0.00177691249973742,0.00135329361808916,0.000778434825008146,0.000379157067163476,0.000340193012022134
INS,repeats,3,0,4.32065044418836e-05,0.000559303018086456,0.00407473862401912,0.00100723894961918,0.00643435416840632,1.03768505078439e-05,0.000662698894616952,0.000230349366770945,0.000391604126373416,0.000161378305335414,2.27513048124507e-05
INS,repeats,3,1,0.00111985980176144,0.00215254914677094,0.00546843177303675,0.000232128940070837,0.00242745280663735,0.000365462849308022,0.000765717511348969,0.00372938785481597,0.000569438951228079,0.000254944128588391,0.000580954927239318
INS,repeats,3,2,0.000192513316528305,0.000854934941130472,0.0013055943928095,0.000573439825729311,0.000136531151283189,2.14409582183337e-05,0.000226065535460771,0.000263881086209076,0.000158304605758625,0.000109592642995194,0.000454408868421295
INS,repeats,3,3,1.18761772532003e-05,6.94970193946702e-05,2.2228618439622e-05,0.000190787756431316,0.000313143568456094,9.8221119588218e-05,3.73205095916917e-05,5.92330338054866e-05,1.73265570278842e-05,3.28092103154366e-06,0.000138531761984203
INS,repeats,3,4,0.00011099728078949,9.29915548387581e-05,7.68060481732048e-06,0.000191697871575685,0.000416903976158778,9.25137518199801e-05,9.65002072926982e-05,2.27901622545483e-05,4.95507144909586e-05,2.10600838933542e-05,0.000106163186367751
INS,repeats,3,5+,0.00181912314981994,0.000276336118055268,4.2843452544679e-05,6.90377227216429e-05,0.00259178027905824,0.00098822786272125,8.04520924972216e-05,3.55398202832919e-05,9.84748285855411e-05,0.000103295250722958,7.24453220116333e-05
INS,repeats,4,0,9.66211122687727e-06,0.000930099099445738,0.00245022766670527,0.00177057766445983,0.00519743829823195,7.75580751967395e-06,0.000817020987176856,0.00105523917075179,0.00025056975401154,6.81437708314148e-05,0.000119282866240672
INS,repeats,4,1,0.00109279800565682,0.00111147048878706,0.00351287943563612,0.000544840254110948,0.00172173010608597,0.0008477187609035,0.00123498158237742,0.00225540618770729,0.000858449583489212,0.000303617420313214,0.00114556049411183
INS,repeats,4,2,1.25321732661688e-05,0.000456560313283111,0.000219701607922893,0.000591015317797406,7.70586228660249e-05,6.16251734919482e-05,4.4589468617534e-05,1.94037200008745e-05,6.24629069286423e-05,0.000124134475450327,4.51150479656357e-05
INS,repeats,4,3,0.000129813450757595,3.32686292909448e-06,5.12502603125537e-06,0.000309247918665821,0.000941889327954956,0.000136725520942659,2.15930841650022e-05,0,1.80939665020977e-05,4.56103238176065e-05,6.24548436838947e-05
INS,repeats,4,4,0.000268008177877327,5.18761178116043e-05,2.43429280717045e-05,0.000111671482344411,0.00196264244685452,0.000277848554752297,7.75317722878406e-05,0.000164604858035588,6.87218704385119e-05,8.80240018117426e-06,0.00010652203975596
INS,repeats,4,5+,0.00198234767505517,0.000492100386918748,0.000602629936672972,8.99384993055432e-05,0.000311951013978838,0.00107523222484204,0.000833094120291883,0.000258712305927153,0.000255807851707089,7.43074851873971e-05,5.46749022275236e-05
INS,repeats,5+,0,1.18693947419192e-07,0.002800576157594,0.00482829647981327,0.00896503433938807,0.00328377226675846,1.82179819091267e-06,0.000219390192926087,0.00293709107224505,0.000162451433100935,0.000126761537108888,0.000118737409090595
INS,repeats,5+,1,0.000246897611514914,0.00222775919285074,0.00453343664881505,0.0050054845592556,0.0283780835180697,0.0012532318403273,0.00955706857456796,0.0136793730732926,0.00216165167978154,0.000971390920752854,0.000734859968374395
INS,repeats,5+,2,2.10781374803506e-05,0.000254378822723245,0.000257394819056089,0.00165825812347176,0.000544262259784711,0.000244164286115927,7.75067539682899e-05,0.000187727723388743,9.86790017484052e-05,5.15648031742344e-05,0.000238910231734025
INS,repeats,5+,3,0.000111257135752947,7.47741123166821e-05,0.00014014456176686,2.15842482681925e-05,0.000122980138421759,0.000288136081821582,0.00011301684698158,0.000121686158315344,8.67313514939072e-05,3.79005952997275e-05,2.9138895122571e-05
INS,repeats,5+,4,1.81330439100119e-05,0.000136561987268761,9.75822607117182e-05,2.63048065850917e-05,0.000237105968258954,0.000263333495986427,1.59480415172736e-05,5.64169397208526e-05,7.59242547698917e-05,4.95945069303136e-05,9.98043043286876e-05
INS,repeats,5+,5+,0.000110372018030764,0.000295769586337634,0.000425594012864153,8.54870800974845e-05,2.3540698653793e-05,0.000148216914654018,0.000120843032215599,2.86124664801628e-05,8.70200101034738e-05,3.08708805297505e-05,0.000439681525369198
DEL,MH,2,1,0.000219822038434253,0.0028557791383347,0.0290684012740257,0.000679593956342492,0.00255517865842408,0.00124615795726767,0.00518031826450228,0.00826218239924562,0.00178828232898806,0.00651416844969274,0.186579575150316
DEL,MH,3,1,5.97178922952808e-06,0.00649958885710167,0.013478190599234,0.00120082787756488,0.00166527163658735,4.91038938658583e-05,0.00923564685133577,0.00169709474148494,0.00260985401499168,0.000192377051698103,0.00652490197058453
DEL,MH,3,2,0.00290795614177253,0.00262523900928959,0.00832803113773676,0.00398607768887358,0.00410026367461174,0.00125307785738471,0.00497012116681476,0.000789670804542633,0.000919250943299374,0.000376178374464333,0.049185565010497
DEL,MH,4,1,0.00012293450064422,0.00319784947909242,0.00873352344948348,0.00228074501048318,0.000118226256875434,0.000128257792285812,0.00626620430871322,0.00114541359272768,0.00186862094834815,0.000155851014102468,0.00968673046582299
DEL,MH,4,2,0.000510981470755694,0.00160978866780087,0.00596633971408656,0.00771316918765729,0.000968190871905412,0.000215444134247843,0.00156507783931567,0.000707029731299472,0.00344554885150237,0.000405020837917009,0.030349336309271
DEL,MH,4,3,0.000653823277870365,0.00172820204419437,0.00382237427331843,0.00522517998075882,0.00223278870867857,0.000117038368447081,0.000773132031506744,0.000679546078903867,0.00231159222631663,6.11896131445379e-05,0.0453293265008031
DEL,MH,5+,1,0.000583904276654837,0.0153765080755697,0.00819296369277872,0.0702758015766537,0.00699600648628747,2.05597225035929e-05,0.283368540780493,0.0103746569593408,0.000844945992924611,0.000894822535155766,0.00137707834604875
DEL,MH,5+,2,0.000104595861861,0.00860914116849934,0.00790422867763777,0.258511173727977,0.00415440238060665,2.20202273833184e-05,0.122645390620712,0.00675595229607914,0.000716387304859124,0.00165239272281835,0.000704386138647686
DEL,MH,5+,3,3.9429917379178e-05,0.00335099989324212,0.00746268719754869,0.216480328204661,0.00164115916523898,1.07701402746345e-05,0.0440197741886507,0.00164932808232786,0.000539341010840349,0.0011568951839305,0.0018695256736202
DEL,MH,5+,4,0.00042236245007775,0.00235241330522157,0.00269393431660482,0.122504087125259,0.000100517639706307,4.50543424535662e-05,0.0153898168507079,0.000309687173535085,0.000594404400728639,0.000558985830983629,0.00371674502062933
DEL,MH,5+,5+,0.00211236862826728,0.00337947325113871,0.00126632900271912,0.101815682546058,0.0012409182790364,0.000621311174461753,0.0119232148107578,0.0134732516214523,0.000577634039558212,0.000223186905353042,0.000392528190158535
