MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
5:Ins:R:5	0.00010083	0.00017464	0.00048186	0.00011070	0.00001294	0.00007740	0.00005456	0.00000020	0.00047784
2:Del:M:1	0.00011138	0.00034057	0.02342919	0.00099598	0.00689500	0.00001321	0.00137925	0.00168986	0.18811632
3:Del:M:1	0.00000198	0.00001802	0.01558973	0.01008064	0.00017623	0.00131294	0.00150249	0.00148465	0.00593066
3:Del:M:2	0.00294361	0.00110268	0.00698982	0.00383666	0.00027246	0.00379158	0.00053040	0.00371676	0.04895601
4:Del:M:1	0.00011597	0.00007612	0.00975687	0.00642082	0.00014020	0.00237593	0.00129322	0.00001848	0.00923125
4:Del:M:2	0.00054407	0.00008044	0.00503021	0.00035096	0.00024948	0.00763192	0.00250039	0.00080247	0.03081221
4:Del:M:3	0.00067443	0.00000287	0.00196652	0.00002014	0.00000000	0.00474691	0.00096061	0.00183735	0.04397921
5:Del:M:1	0.00049045	0.00000000	0.00398432	0.29698620	0.00055887	0.08114225	0.00160715	0.00120131	0.00009708
5:Del:M:2	0.00000262	0.00000000	0.00175050	0.09747506	0.00132751	0.26845596	0.00052840	0.00151389	0.00000051
5:Del:M:3	0.00000000	0.00000000	0.00348392	0.01872520	0.00112497	0.22205275	0.00008544	0.00048978	0.00083714
5:Del:M:4	0.00045162	0.00000000	0.00031816	0.00059622	0.00038936	0.12515981	0.00004529	0.00000000	0.00287604
5:Del:M:5	0.00234209	0.00040567	0.00028559	0.00049950	0.00000000	0.10349171	0.00102791	0.00092083	0.00120528
