Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14
INS,repeats,3,1,0.00516366603377446,0.00324616247614559,4.20006754494034e-05,0.00342592645708107,1.32831287899807e-63,0.000896414174919078,0.000129248726117003,0.00904807516656017,0.000189940305152973,0.000508660274825277,0.00499612588997533,0.000585157167629261,5.59821375594021e-05,4.3722784850693e-78
INS,repeats,3,2,0.00169276208136015,6.40972842857038e-05,0.000902866638201352,0.000352698999714781,8.52127686934471e-149,0.000169216617772085,0.000893989130249667,0.00178468652528797,3.24582582111545e-06,8.48521747837915e-205,0.00064475413074586,9.09614021932509e-05,0,1.12397756968094e-242
INS,repeats,3,3,0.000243002141382941,0.000722653480279803,0.000315086096191486,0,0,0,0,1.80368974556808e-05,0.000173365121343268,0,0,1.91316918775202e-299,0.000121971560352812,0
INS,repeats,3,4,0.00116630394130248,0.000717803366714127,0.000229576091687633,3.08196009246705e-272,2.64135003741685e-05,5.76657940611785e-05,0.000170482236815104,1.58123302328789e-05,9.28349074468705e-05,0,0,7.53984683874958e-05,4.2996407158124e-05,5.93783957008039e-122
INS,repeats,3,5+,0.0117832477911088,0.00263839046622674,0,0,0,0.00143443451226756,0,0,0.00106079244775854,0,2.80283669709447e-303,0,1.05935532837335e-87,3.44438045219433e-296
INS,repeats,4,0,8.21372613478949e-05,0.00908518642726493,0.00162630757781777,1.24734086948569e-276,0,7.56590041353305e-06,0,0.00432960867025823,0,5.07086276755641e-36,0.000838831830999246,0.00067957957483074,7.56815149862085e-05,0
INS,repeats,4,1,0.0079171346594192,0.000913406970834649,0.000507453059899962,4.28035810125618e-103,0,0.000933927781358944,0.00101592018457122,0.00598528967066152,0.000509022173554534,0.00137245104256779,0.00347355970344502,0.00077323083326226,0.000351130178890576,0.000148980641216856
INS,repeats,4,2,0.000146563537092397,0,0.000511839556041193,7.46391797266688e-65,8.30761204685943e-290,1.13126256144199e-05,0.000272105599845261,0.000775708068255142,5.92284771462252e-05,8.89654550743172e-253,5.9911186823673e-05,4.10467108060012e-05,1.28659335548034e-05,5.48405221863357e-151
INS,repeats,4,3,0.00124733648111932,0.000893776373713238,0.000353899695552136,3.09601413451679e-246,5.78677253964985e-05,9.05819556562801e-05,7.37905893413798e-05,0,9.0483901937627e-05,0.00016736338712916,0,0,0,9.59189167452287e-18
INS,repeats,4,4,0.0030843978894337,0.00236775659759064,4.1426055245044e-05,0,0,0.000142456239569046,0.000324329163478131,0,0.00022340720594861,0,0,0.000150431453054326,0,1.46188945126754e-219
INS,repeats,4,5+,0.0154273307812035,0.000167248831969424,0.000186402968305133,2.59919092198283e-156,0,0.00183400479241443,9.86645836257897e-05,0.0011320281587711,0.000602528812048692,0,0,0.000536086851239524,0,6.78158370949819e-194
INS,repeats,5+,0,0,0.00405852133389769,0.00926234452622169,0,0.000107292050718005,0,0,0.00808088942620515,0,0,0.00240196387253706,0,0.000859191939511708,0
INS,repeats,5+,1,0.00125613318278514,0.0482220482588358,0.00644457945204049,2.5964992637111e-193,1.59247792669116e-189,3.85517638253348e-05,0.00235371179387266,0.00611340626336403,0.00146898469546552,0.00141472081077364,0.0148351360117809,0.0107242415024766,0.00087150409009568,0.00163247942134351
INS,repeats,5+,2,0.000414383403508896,0.00103283973578268,0.00130181663772814,1.16871622798501e-10,4.01467399041321e-05,0,0.000150083641991533,0.000528388401436385,0.000193726454078793,7.50932338730238e-05,0,5.8575468385409e-220,0.000800813088081913,2.89391712169853e-70
INS,repeats,5+,3,0.000855370098645857,0,0,0.000203661961968041,1.96011902977981e-05,6.28955488637668e-05,0,0.000245530367176215,0.00020673589860541,0,0,6.79383850027376e-108,0,0.000329356409597032
INS,repeats,5+,4,0.000502108655877635,0.000457185003370929,5.50006982864343e-06,0,0,0,6.12116526049982e-05,0.000300887345798754,0.00020112062026784,0,0,1.36499095348639e-05,0.000104080184725388,0
INS,repeats,5+,5+,0.00138209259496815,0.000275883093973055,4.65830768036891e-05,0,1.56767065274571e-21,6.90586345251713e-05,4.46792060229466e-05,0.000978965197341691,5.37884835588896e-05,2.93183346129588e-05,0,0.000297598129434748,4.05025153654806e-05,0
DEL,MH,2,1,6.51016992034913e-223,0,0,1.13042554033902e-134,0.00716701593800879,1.81588556986863e-05,0.214059965447267,0.0367539533110578,2.24106308697265e-197,5.77555174723027e-141,0.0107420996484162,2.00688812333213e-189,0,8.18859500091037e-158
DEL,MH,3,1,0,0.00120313954088496,0.000276383748080881,0,1.34806897577627e-26,0,0.00717147330510039,0.0222094991791256,2.41942932707196e-05,0.00427458124198127,6.12793515494213e-142,0.0120705204218517,0,0
DEL,MH,3,2,0.018192311133321,0.00343134084555249,0.00452565686034183,1.99306583319718e-139,0.00013042697597049,0.00189133716759334,0.0590830638363908,0.0115784974600591,0.000865028389115895,5.00410794753017e-24,0.000444839490206461,0.00259186958647027,0.000687147893425,0.00158534303866025
DEL,MH,4,1,0.000207936832674644,0,0.00251979667855295,2.89153262279176e-31,0,9.07470512525988e-05,0.0115689704848926,0.0144159068981576,2.84148389520887e-220,0.00202348593420163,0.00121607095748438,0.00678290606551152,0,0.00152878468047462
DEL,MH,4,2,0.00212012064632345,0.000856621163587772,0.00963468029453034,1.58818612752839e-17,1.32356594432677e-187,0.000287463818029254,0.0329049113598481,0.0085980406104517,6.93509269820356e-214,0.00166773317706062,7.92489894395914e-219,0.000109687526833897,0,0.00491487216396713
DEL,MH,4,3,0.00197810192017566,0.0035970427851069,0.00531638449501296,0.00462986183301067,0,0.000426959449061944,0.0399371336449517,0.00178848154727932,1.84491755146381e-05,3.31606267466843e-137,0.00012298537374382,6.64880403400431e-05,0.0005057300537393,0.00236403194864147
DEL,MH,5+,1,0.00250027580384037,0,0.0518613006522815,1.79790741479559e-289,3.22567205145496e-200,0.00040191997952504,0,1.62869947894421e-194,0,0,1.05317490528685e-213,0.3952130977717,0,2.3850754823173e-268
DEL,MH,5+,2,0.000334560184246444,0.0012226522748861,0.322055751639737,3.17293077011034e-180,0.002357086079192,4.18763704201751e-215,0,0.00206319236888266,0,0,3.82606391978474e-29,0.114181571895857,0,6.20365552364123e-19
DEL,MH,5+,3,0,7.30378671869576e-23,0.24935775485529,0,0.0011182210619067,1.30413681560303e-158,3.45955314852935e-172,0.00586020692744278,0,4.56151485902182e-261,2.57418501356023e-147,0.0249716774094516,0,0
DEL,MH,5+,4,0.00232380600389917,0,0.141018170815299,2.1823964974715e-235,0.000679006285840275,0.000253410101410476,0.00351802511705212,0.000372162944191295,1.1392445802739e-224,5.63651115302016e-106,0,0.00219536530368517,4.77675986736672e-249,0.0010293393234855
DEL,MH,5+,5+,0.02181538920397,0,0.11300283691739,0,0,0.00130460158964306,0,0,0.000504356744505577,0,0.00608692968034731,4.25466471222409e-104,0,3.53864235589727e-241
