Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13
DEL,T,1,5+,2.77184814114748e-140,0.905155389026588,2.04930303179649e-69,1.68763075764496e-07,0.0018601224942358,2.00461688189118e-127,6.09304545564405e-165,8.77794657152863e-23,4.65993357826639e-165,7.71701760459109e-97,3.6268057722532e-97,4.43824135443852e-42,1.22377156519958e-147
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729645409758179
INS,C,1,1,0,3.93860053576964e-05,0.00194885710765329,0.00197507907618549,1.12233470968217e-77,0.000703900422150137,0,0.012103285277951,0,0,0.0015338703422623,0.00208519524809982,0.0206252978244512
INS,C,1,2,0,1.56923862618638e-05,0.00172953330346965,7.487963133026e-05,1.21852345138366e-05,2.98250555549084e-19,0,0.00968778799159878,0,3.23589577251565e-220,0,0.00250911819851486,0.000817068120085142
INS,C,1,3,0,0.00010867101766094,0,0.00397648179176754,0.000806822212243825,0,0,0.00207642154305631,0.000566732252093102,0,0,0.0080927886288521,0.0010047340194026
INS,C,1,4,3.72862824329363e-252,0.000949198081091857,0,0.024073886127391,0.00142339739370017,0,0,5.05584218006913e-150,0,0,0.000201896385779597,0.00862836406524115,0.000881880107680832
INS,C,1,5+,0,2.0763251487413e-22,0,0.108053356463791,0.0195394369395253,9.02520694835433e-277,0,0,0.000455155675269746,0,0,0.0090016675536383,0
INS,T,1,0,0.0161137979312159,0.000419712449746801,0.00321716910533491,0.00967260201659285,0.00212490870029448,1.50595648692598e-43,1.85273313372414e-168,0.00120858032132184,0.00355455777831874,0.0494406614757109,0.00693557935424421,0.0204457978136895,0.0539046572320051
INS,T,1,1,0.00816407767981296,6.0901122657239e-211,0.00372882169914712,0,9.38444493635433e-06,0,0,0.0316060812241398,2.12580938805685e-93,0,2.90895403743241e-05,0.0568832777511754,0.00406929179714719
INS,T,1,2,3.54559020749917e-196,6.03476256509115e-69,0.000477266251978855,0.00699877320773866,1.63451320587264e-05,5.90005769731508e-62,0,0.049455875805232,0,3.31468964959957e-47,0,0.0521161422661843,0.00232132000963438
INS,T,1,3,9.20494247579915e-05,0.000805967454965763,0.000129760424144324,0.00559880785911689,0.00390338373733623,3.20639463047993e-190,8.40555084948259e-297,0.0337774608611741,1.12914049500342e-234,0.0106318868551488,7.89826442718034e-86,0.0293091282384842,0
INS,T,1,4,0.00365748361265813,0.00169759456582461,2.79070492370485e-54,0.0321632530854332,0.0136227608971902,1.81081004107219e-135,1.49114403064641e-299,0.0187018446970206,0.000390465349902374,0.011524903614069,0.000531150619848882,0.00744774540509968,0.00516625161399779
INS,T,1,5+,9.44136103066256e-45,0.00369089181357396,9.92299402152439e-14,2.99154724071018e-25,0.918269018299082,1.62368273050869e-105,2.32072640030659e-112,0.000684931395474336,4.01267900716778e-106,1.0404485075476e-75,2.0747867870137e-20,1.21789655418882e-29,3.25088529878836e-121
DEL,repeats,2,0,0.0177358380321227,1.38069357384821e-157,0.00682068719893724,9.53090126153178e-27,0.000420674018004092,3.69946659602828e-182,1.04131030638724e-35,0.0293225773985315,0.0966796341579186,0.0296208848048615,2.48778742470809e-141,0.00840344011851251,0.00021947849337651
DEL,repeats,2,1,1.11253692925361e-308,0.00196254205927621,0.00636396422124814,0.0137424859733283,1.72966048819105e-72,6.50526578593915e-42,0.0443846710113172,0.019634436465332,0.204704735879402,2.5979677741595e-22,0,0.0109290167443298,0.00687429396746431
DEL,repeats,2,2,0,0.00110666130000985,0,0.00900363061150201,0.0005737966259296,4.983176187616e-143,2.96442605008519e-276,0.00314363811117566,0.0487348882218577,0.00267732091429533,0.00178628179270084,0.0138608022294762,0.00246025552110345
DEL,repeats,2,3,0,0.000421043934247374,0,0.00470589490817957,0.000188856923138894,0,0,0,0.0116947901977664,0,0.000404559081951853,0.00686391084210708,0
DEL,repeats,2,4,5.54952222149357e-43,0.000409625233509621,0.000238052877175022,0.00457831502415053,0.000124136598010987,2.2711795252164e-198,6.6874166597716e-211,0.000790428313292845,0.00347758447441127,0,0.000107350958450581,0.0032194047380322,0.000241289924136247
DEL,repeats,2,5+,0,0,0,0,0,0,0,0.0334903260732781,0.000922621155776313,0,0,0,0
DEL,repeats,3,0,0.00206239001887449,5.63566361695435e-159,0.0148516110989355,0,5.7665456755859e-05,5.89107612808167e-05,0.000943132890446561,0.0235778119954977,0.00499868747908355,0.00434508020184409,0.000230506140852544,0.000919507787309231,0.00201643253218277
DEL,repeats,3,1,0.00141665834629867,0.00195654310629549,2.31670038946598e-167,0.0357008844228236,0.00429794154765141,4.92395652182811e-109,1.1750455229612e-280,0.00237071878269495,0.110494911692581,0,0.00436537129252812,1.60526835067635e-265,0.00486068750080049
DEL,repeats,3,2,0,0.00119677834057221,2.5767632713623e-245,0.0124466238024489,0.00038017266557567,0.0102771885982129,2.2394605646006e-139,0,0.0144240365170152,0.000285627091751327,0.000266390492195711,0,0.00172133058996243
DEL,repeats,3,3,0.000155677661885444,9.42841188927506e-05,0.00026817572728511,0.00474326350430582,0.000328125879099917,2.32245354524721e-90,0.000552296839304743,0.000443955721648636,0.00387294828658494,0,9.40005910056203e-05,1.1404613884837e-117,0.000526605565863969
DEL,repeats,3,4,0,0,0,0,0,0,0,0.00835395177168245,0.000443429111785837,0.000185932137447958,0,0,0
DEL,repeats,3,5+,0,0,0,0,0,0,0,0.012851051055215,0.000233535780729455,0,3.95997171896791e-05,0,0
DEL,repeats,4,0,0.00110304017144648,8.57224749408396e-06,0.0076187681150279,6.71276840843117e-283,5.65014589028927e-05,5.56539076403039e-05,1.24904548738234e-300,0.0147653509320749,0.00651476610785976,0.00500966872761684,0.00230063465354272,0,0.00018193493480938
DEL,repeats,4,1,0.000602486379245747,0.00114370158753712,0.000445130048825245,0.0103942678079573,0.000480694107101774,0.0173767779342832,8.25580068345085e-74,1.95856780361998e-08,0.0600675887485147,0,0.00240210814006591,0.00118840412401844,0
DEL,repeats,4,2,0,0.000297869628317973,0,0.00305191797125563,0,0,0,0,0.0123776675852992,0,0.000563799273875089,0,0.000435343378721272
DEL,repeats,4,3,0,0,0,0,0,0,0,0.00536123072745165,0.00376742432864515,3.45169200562094e-141,0.000146694811075186,0,0
DEL,repeats,4,4,0,0,0.000138800793752398,0,0,0,0,0.00696986499216188,0.000109642422912965,1.07952287797661e-258,0,0,0
DEL,repeats,4,5+,0,8.3320375650206e-05,0,0.00167071272586132,9.56157682399919e-06,7.9334228716367e-170,0,0.0020529191005378,0.00075282242199625,0.00029088716034274,0.000100146247822471,0,0
DEL,repeats,5+,0,2.0550045908284e-60,0,0.328491622442581,0,0,1.41610265887639e-11,0,0.0208074515123396,0.00275278671595322,3.26840097936374e-05,6.24782627821011e-08,7.48330053405231e-05,2.26769720342904e-289
DEL,repeats,5+,1,0,0.00209610327630307,0,0.0143200952781372,0,0,0,0,0.0130758964404348,0.00172148920482076,0.00794988538141968,0,0.00016088174490178
DEL,repeats,5+,2,3.35706868219845e-288,8.17111711527764e-05,0.000238089773644524,0.00374925896649339,6.74084071557353e-05,0,0.000746817902711655,0.000275288209794258,0.00286969372236945,0.000166538497823089,0.000436609265724469,0,0
DEL,repeats,5+,3,6.43652582857925e-17,8.10666704427642e-05,0,0.00104659369211124,4.72757365650177e-37,0.000460906559414073,9.01206784115695e-87,0.000259376211089084,0.000983956774930131,1.66261138741616e-294,0.000193634839400271,0,0.000110164819740037
DEL,repeats,5+,4,0,1.85544590466912e-05,0,0.000686345086535779,0,0.000802491072348411,0,2.76245203638714e-06,8.91506680112997e-05,0,6.7555479235201e-05,2.60201740242675e-05,0
DEL,repeats,5+,5+,8.19664003840801e-06,2.785100507262e-05,0,2.06277075310749e-05,3.19025518943742e-05,0.000136415784524083,0,0.000984562809215436,0.000167242471710545,2.80701670710643e-05,0,0,1.51212618269407e-05
INS,repeats,2,0,0.000627268269023421,0.000191450048443635,0.00187367437069075,0.00151755710975418,0.00041554085606803,0.000306274847334285,0.000716565716286652,0.00742369991315681,0.000767929368863663,0.0139634122853848,0.00210474601091,0.00218658339235647,0.0349841449928393
INS,repeats,2,1,0.000964256549622312,0.000196485813303729,0.00142632534196058,0.000616243792572702,0,0.00152676645033711,0.00353196056701043,0.0271797047401658,4.30098962331907e-05,0.00207195351247183,2.81350604481184e-124,0.00228946155947492,0
INS,repeats,2,2,0,0.00056402425757349,7.15738260882064e-05,0.00533422090994501,0.000214938456255738,0,0.00751945508807772,0.00964607051667343,0,0,0.000249378174745605,0.000974420856371712,0.00152764846189958
INS,repeats,2,3,0.000554493525567154,0.000190751175942462,0.000253756427719659,0.00341102432708953,0.000418248978576544,1.35375376515272e-30,3.02689466061215e-115,0.00154354859419257,0.000228608160365961,0.000872204999309163,0.000404987609659458,0.000849072056488466,0.00131974501036618
INS,repeats,2,4,3.66773775712786e-45,0.000746706641039458,2.14752451033611e-72,0.0197714937562778,0.00213088428127662,0,0,0,1.91870509673283e-05,0,2.87954326681186e-05,0.000283998110764884,0.00527160389451707
INS,repeats,2,5+,4.40842044753726e-295,0.00551520550231911,6.92754933596531e-12,0.137594586987583,0.0144007327936885,0,2.84160067416448e-216,2.35173084792483e-91,0,7.76436886003002e-100,0,0,0
INS,repeats,3,0,0.000311686108216975,1.81796228182264e-05,0.000355839257319679,1.21426335887864e-240,2.62062776767682e-05,0.000708496877873716,0.0017495739174386,0.0055618834930874,2.69790462785498e-05,3.05076630999151e-48,0.00106611158821369,6.55987003302797e-05,0.0101788539744303
INS,repeats,3,1,0.000385133962100312,0.000560484121835947,0.000342128832000404,0.00647313145158103,0.000304358714443317,1.22010742778042e-34,0.00261273405619904,0.00755381668381726,0.000377110897449516,0.00509164429250361,1.37079200117986e-54,0.000226185046336797,0.00399189022278853
INS,repeats,3,2,0,4.56406375303147e-05,0,0.00146252287146717,3.4820693680606e-05,0.00167950131227614,0,0.0018091250061436,0.00109962177799963,0.000181775675746376,0.000839073625628435,1.35010395309557e-05,0.000291991065072433
INS,repeats,3,3,0,0,2.39431109025186e-05,0.000103862424749564,0.000137694568800219,0,0,0,0,0.000193926787255804,0.000353827345517836,0,0.000357720521805124
INS,repeats,3,4,7.80923951337903e-05,5.30391742745039e-05,0.0001105888440635,0.00107877683725055,8.93143349333081e-05,2.26766678721434e-93,5.68387044038728e-285,3.8739688940114e-254,0.000125456839629634,0,0.000150540224322486,0,0.00109147331284112
INS,repeats,3,5+,0,0.000883555928604358,0,0.0168931384957231,0.000833582016209665,0,0,0,0,0,0,0,0.00277457933852831
INS,repeats,4,0,0,9.6154788364305e-06,0.00064232434967157,0,0,5.63956902836769e-214,0,0.00351802862442144,0.000581939089744044,0.0015595977637028,0.00182096510725295,0,0.00707749707278462
INS,repeats,4,1,0.00048721439383301,0.000528114423015083,0.000621943563843977,0.00863114890932692,0.000556357879445375,0.00115577918763338,0.00374737460996921,0.00398695504339472,0.00154450403838639,0.00589352811754984,0.000607233690143069,0,0.002307779768921
INS,repeats,4,2,0,1.61444727839459e-05,0.000152969958984158,6.94430119513627e-05,3.99265781370471e-05,3.32698364466935e-295,0,0.000467092336686218,0,7.14629366791446e-05,0.000474190539650277,0.000101783973785363,3.07347246098551e-05
INS,repeats,4,3,0,0.000114950016897746,0,0.00105467156257808,7.1694670775739e-05,0,0,0,6.59303389669006e-05,0,0.000415623903577051,0,0.00114663539678322
INS,repeats,4,4,0.000231340422926028,0.000110341678740744,0.000130882372538343,0.00118451423049441,0.000328409221516147,7.77725023318507e-145,0,0,0.000272946163313936,8.21743994111121e-10,0,0,0.00199591556711711
INS,repeats,4,5+,0,0.00113078377236218,0.000822660398380369,0.0130766890161693,0.000842854131551073,0.000912148960857036,0,0.000644391503358143,0,0.000900165753841413,0,0,7.52302443847856e-190
INS,repeats,5+,0,0,0,0,0,0,0,0,0.00629588366045688,0,0.00277942405145565,0.00950479481037658,0,0.0037387694151956
INS,repeats,5+,1,0.00157148535844169,8.57514981655486e-05,0.0119462637605589,4.33006732715513e-12,0.00164414198924055,0.000611294406625615,0,0.00377595630987981,0.00214058847102867,0.0196337650260253,0.00571937676394744,0.000117978689525013,0.0338308643926586
INS,repeats,5+,2,0,1.8585631524979e-05,0,1.49839123591447e-271,0.000247319712609837,1.11253692971481e-308,1.15584217288396e-68,0.000418112292443042,0,0.000263301334695458,0.00145731345609659,0,0.000609172482301067
INS,repeats,5+,3,0.000153592096653855,3.15761483632654e-05,8.20236107870994e-56,0.000974941830334702,0.000197138327797426,0.000211726150574348,0,0.000265859338063227,0,0,7.69786878198567e-05,3.26733304108745e-05,7.02880798542405e-05
INS,repeats,5+,4,0.000315027596839351,2.80493275369765e-06,0,0,0.00018897184384533,0,0,0.000224990741992922,0,0,7.56003752272362e-103,0,1.11301184953263e-308
INS,repeats,5+,5+,0,2.78412972586683e-05,0.000394646044198732,0.000923981674851085,0.000138949074549757,2.50051204858478e-157,0,0.000910921517891645,0,2.29748031945982e-60,0,3.13804488970912e-05,0
DEL,MH,2,1,4.9215126357737e-142,5.47902062471663e-05,1.37810644074737e-112,4.58338956111593e-39,0.000143040840780968,1.1125369292536e-308,3.18424690620411e-253,0.0302887544249123,0.222709644912544,0.0113485256110491,0,0.00961668865501787,0.00206611423889694
DEL,MH,3,1,0.0024634443700701,1.38766211923528e-81,0.011884167857593,0,0,0,0,0.0195040248588609,0.00674251490911372,0.00164711751675836,0.000578404538652676,0.00043088481745627,0.00165475564428163
DEL,MH,3,2,2.3710259373932e-88,0.00176322236978111,0.00311728245957345,0.0148198715280579,0.00144024956356454,0.00622202464221281,4.16127349551611e-101,0.0101870002590201,0.0445184001612855,4.3291317145276e-71,0.00407711862233805,0.00042024607106188,0.00396688963611205
DEL,MH,4,1,0.00216278657088308,3.63631926115477e-05,0.00568215796540239,0.000638857759384687,1.31599012393162e-05,5.51510187928454e-69,0.00240115603830095,0.012204266822156,0.0132568611449079,0.000612129871410365,0.0025529160193015,3.72316370190247e-241,0
DEL,MH,4,2,0.0018999504796671,0.000376110830673935,0.000609622582090402,0.00158547095801504,0.000176564829024632,0.00223636552989603,1.73674786165256e-10,0.00689603229938117,0.0324410313810842,3.24582660478583e-156,0.0104250871584995,0.000148862349175866,0.000561250183166997
DEL,MH,4,3,0.00106890874804459,0.000247165134907616,8.36862950846821e-173,0.00429122407433808,0,0.0030808708500793,0,0.00248145836944159,0.0506277646199932,0,0.00544637865406011,0,0.00186998353727455
DEL,MH,5+,1,6.2119033719329e-203,0.000493518062962763,0.376692286979788,0.00181968099390627,2.63159070441201e-128,0,4.6969749803209e-36,3.42839974279146e-103,9.58210294715463e-221,1.04323182499762e-206,0.055558766837916,2.55839144227391e-100,0.00133452093578222
DEL,MH,5+,2,1.71224258619492e-183,3.62063144503997e-05,0.125842522795704,1.02053968726666e-34,0,8.3924080372135e-257,0,0.00438329936543927,0,0.00249715993936377,0.28817557240516,0.00119427490589639,0.00176667706647697
DEL,MH,5+,3,3.87876370078949e-164,0,0.0217102988620176,0,0,0.000700506522312505,1.21972902126888e-108,0.0065306407786935,9.25550914360833e-105,4.03170317888574e-221,0.264012300964746,0.00066180839230974,0
DEL,MH,5+,4,0,1.91801712545901e-164,4.59290468200399e-59,0.00465546627173549,1.18186499563248e-51,0,1.33644838469231e-183,0.0013841380235093,0.00352667556350804,0,0.150546976984934,0.00136139774831901,0
DEL,MH,5+,5+,0,0.00119195989418638,2.9080257640797e-30,0.0144299690049689,0.000918152442607115,0,0,0,2.07880090076274e-34,0.0111136133050639,0.121962911306067,0,0.000581750139877794
